# Long-range Heisenberg model
# L = 18, J = 1.0, Delta = 0.50, Alpha = 2.0
# Integrated spin conductivity I(omega)
# omega, I(omega)

1.69999999999999991E-003 0.0183654
1.79999999999999995E-003 0.0194127
1.90000000000000000E-003 0.0205039
2.00000000000000004E-003 0.0213945
2.09999999999999987E-003 0.0230842
2.20000000000000013E-003 0.0241979
2.29999999999999996E-003 0.0252739
2.39999999999999979E-003 0.0261714
2.50000000000000005E-003 0.027297
2.59999999999999988E-003 0.028376
2.70000000000000014E-003 0.0296313
2.79999999999999997E-003 0.0306818
2.89999999999999980E-003 0.0315864
3.00000000000000006E-003 0.0325721
3.09999999999999989E-003 0.0336321
3.20000000000000015E-003 0.0345559
3.29999999999999998E-003 0.0356831
3.39999999999999981E-003 0.0369494
3.50000000000000007E-003 0.0378035
3.59999999999999990E-003 0.0388619
3.70000000000000016E-003 0.0400663
3.79999999999999999E-003 0.0409279
3.89999999999999982E-003 0.0419277
4.00000000000000008E-003 0.0430221
4.10000000000000035E-003 0.0441196
4.19999999999999974E-003 0.0451511
4.30000000000000000E-003 0.0461248
4.40000000000000027E-003 0.0471227
4.49999999999999966E-003 0.0480407
4.59999999999999992E-003 0.0491276
4.70000000000000018E-003 0.0504883
4.79999999999999958E-003 0.051715
4.89999999999999984E-003 0.0528258
5.00000000000000010E-003 0.0538336
5.10000000000000037E-003 0.0549244
5.19999999999999976E-003 0.0560352
5.30000000000000002E-003 0.0572306
5.40000000000000029E-003 0.0583143
5.49999999999999968E-003 0.0593223
5.59999999999999994E-003 0.0602986
5.70000000000000021E-003 0.0613615
5.79999999999999960E-003 0.0624528
5.89999999999999986E-003 0.0634331
6.00000000000000012E-003 0.064369
6.10000000000000039E-003 0.0654558
6.19999999999999978E-003 0.0665475
6.30000000000000004E-003 0.0678946
6.40000000000000031E-003 0.0686741
6.49999999999999970E-003 0.0696646
6.59999999999999996E-003 0.0707911
6.70000000000000023E-003 0.071654
6.79999999999999962E-003 0.0725634
6.89999999999999988E-003 0.0737505
7.00000000000000015E-003 0.0746674
7.10000000000000041E-003 0.0756649
7.19999999999999980E-003 0.0765887
7.30000000000000007E-003 0.0775489
7.40000000000000033E-003 0.0784982
7.49999999999999972E-003 0.079387
7.59999999999999998E-003 0.0804199
7.70000000000000025E-003 0.0812826
7.79999999999999964E-003 0.0820674
7.90000000000000077E-003 0.0829745
8.00000000000000017E-003 0.0840545
8.09999999999999956E-003 0.084946
8.20000000000000069E-003 0.0858968
8.30000000000000009E-003 0.0867843
8.39999999999999948E-003 0.0877458
8.50000000000000061E-003 0.0890199
8.60000000000000001E-003 0.0899938
8.69999999999999940E-003 0.0909121
8.80000000000000053E-003 0.091794
8.89999999999999993E-003 0.0926429
8.99999999999999932E-003 0.0937686
9.10000000000000045E-003 0.0946757
9.19999999999999984E-003 0.0955326
9.29999999999999924E-003 0.0962794
9.40000000000000037E-003 0.0971399
9.49999999999999976E-003 0.0980141
9.59999999999999916E-003 0.0990321
9.70000000000000029E-003 0.0997185
9.79999999999999968E-003 0.100578
9.90000000000000081E-003 0.101415
1.00000000000000002E-002 0.103149
1.09999999999999994E-002 0.112027
1.20000000000000002E-002 0.121699
1.29999999999999994E-002 0.130859
1.40000000000000003E-002 0.139925
1.49999999999999994E-002 0.149184
1.60000000000000003E-002 0.157614
1.70000000000000012E-002 0.165956
1.79999999999999986E-002 0.174209
1.89999999999999995E-002 0.182427
2.00000000000000004E-002 0.190276
2.10000000000000013E-002 0.198337
2.19999999999999987E-002 0.20632
2.29999999999999996E-002 0.214296
2.40000000000000005E-002 0.221942
2.50000000000000014E-002 0.228888
2.59999999999999988E-002 0.236712
2.69999999999999997E-002 0.243972
2.80000000000000006E-002 0.25176
2.90000000000000015E-002 0.259019
2.99999999999999989E-002 0.265836
3.09999999999999998E-002 0.272711
3.20000000000000007E-002 0.279117
3.30000000000000016E-002 0.28601
3.40000000000000024E-002 0.292716
3.50000000000000033E-002 0.299708
3.59999999999999973E-002 0.306098
3.69999999999999982E-002 0.312581
3.79999999999999991E-002 0.318735
3.89999999999999999E-002 0.32463
4.00000000000000008E-002 0.330994
4.10000000000000017E-002 0.337038
4.20000000000000026E-002 0.34272
4.29999999999999966E-002 0.348206
4.39999999999999974E-002 0.354276
4.49999999999999983E-002 0.359992
4.59999999999999992E-002 0.365987
4.70000000000000001E-002 0.371518
4.80000000000000010E-002 0.377183
4.90000000000000019E-002 0.38263
5.00000000000000028E-002 0.38757
5.09999999999999967E-002 0.392757
5.19999999999999976E-002 0.397505
5.29999999999999985E-002 0.402668
5.39999999999999994E-002 0.407709
5.50000000000000003E-002 0.412534
5.60000000000000012E-002 0.417466
5.70000000000000021E-002 0.422067
5.80000000000000029E-002 0.426839
5.89999999999999969E-002 0.43191
5.99999999999999978E-002 0.436649
6.09999999999999987E-002 0.440991
6.19999999999999996E-002 0.445575
6.30000000000000004E-002 0.449799
6.40000000000000013E-002 0.454003
6.50000000000000022E-002 0.458591
6.60000000000000031E-002 0.462845
6.70000000000000040E-002 0.467055
6.80000000000000049E-002 0.471095
6.90000000000000058E-002 0.475006
7.00000000000000067E-002 0.47881
7.09999999999999937E-002 0.482441
7.19999999999999946E-002 0.486225
7.29999999999999954E-002 0.489733
7.39999999999999963E-002 0.493555
7.49999999999999972E-002 0.497127
7.59999999999999981E-002 0.500586
7.69999999999999990E-002 0.503962
7.79999999999999999E-002 0.507325
7.90000000000000008E-002 0.510959
8.00000000000000017E-002 0.514501
8.10000000000000026E-002 0.518137
8.20000000000000034E-002 0.521481
8.30000000000000043E-002 0.52467
8.40000000000000052E-002 0.528034
8.50000000000000061E-002 0.531286
8.59999999999999931E-002 0.534883
8.69999999999999940E-002 0.537889
8.79999999999999949E-002 0.540953
8.89999999999999958E-002 0.544151
8.99999999999999967E-002 0.547103
9.09999999999999976E-002 0.550056
9.19999999999999984E-002 0.55303
9.29999999999999993E-002 0.55594
9.40000000000000002E-002 0.558893
9.50000000000000011E-002 0.561578
9.60000000000000020E-002 0.564407
9.70000000000000029E-002 0.567033
9.80000000000000038E-002 0.569798
9.90000000000000047E-002 0.572567
0.10000000000000001 0.575132
0.11000000000000000 0.600227
0.12000000000000000 0.622994
0.13000000000000000 0.643916
0.14000000000000001 0.662742
0.14999999999999999 0.680281
0.16000000000000000 0.696141
0.17000000000000001 0.711273
0.17999999999999999 0.724761
0.19000000000000000 0.736933
0.20000000000000001 0.748821
0.20999999999999999 0.759371
0.22000000000000000 0.769053
0.23000000000000001 0.777666
0.23999999999999999 0.785821
0.25000000000000000 0.793308
0.26000000000000001 0.800144
0.27000000000000002 0.806706
0.28000000000000003 0.812651
0.28999999999999998 0.818051
0.29999999999999999 0.82324
0.31000000000000000 0.828172
0.32000000000000001 0.832792
0.33000000000000002 0.837173
0.34000000000000002 0.841517
0.34999999999999998 0.845543
0.35999999999999999 0.84942
0.37000000000000000 0.85314
0.38000000000000000 0.856812
0.39000000000000001 0.860271
0.40000000000000002 0.863569
0.40999999999999998 0.866765
0.41999999999999998 0.869959
0.42999999999999999 0.87309
0.44000000000000000 0.876189
0.45000000000000001 0.879106
0.46000000000000002 0.882093
0.46999999999999997 0.884903
0.47999999999999998 0.8877
0.48999999999999999 0.890481
0.50000000000000000 0.893196
0.51000000000000001 0.895954
0.52000000000000002 0.898657
0.53000000000000003 0.901217
0.54000000000000004 0.903821
0.55000000000000004 0.906305
0.56000000000000005 0.908753
0.56999999999999995 0.911072
0.57999999999999996 0.913363
0.58999999999999997 0.915674
0.59999999999999998 0.917875
0.60999999999999999 0.920034
0.62000000000000000 0.922209
0.63000000000000000 0.924279
0.64000000000000001 0.926318
0.65000000000000002 0.928324
0.66000000000000003 0.930286
0.67000000000000004 0.932157
0.68000000000000005 0.93395
0.68999999999999995 0.935758
0.69999999999999996 0.937508
0.70999999999999996 0.939253
0.71999999999999997 0.94091
0.72999999999999998 0.942537
0.73999999999999999 0.944129
0.75000000000000000 0.945693
0.76000000000000001 0.947166
0.77000000000000002 0.948649
0.78000000000000003 0.950097
0.79000000000000004 0.951484
0.80000000000000004 0.952836
0.81000000000000005 0.954106
0.81999999999999995 0.955388
0.82999999999999996 0.956633
0.83999999999999997 0.957816
0.84999999999999998 0.958961
0.85999999999999999 0.960091
0.87000000000000000 0.961155
0.88000000000000000 0.962201
0.89000000000000001 0.963215
0.90000000000000002 0.964217
0.91000000000000003 0.96517
0.92000000000000004 0.966098
0.93000000000000005 0.966988
0.93999999999999995 0.967872
0.94999999999999996 0.968743
0.95999999999999996 0.969602
0.96999999999999997 0.970398
0.97999999999999998 0.971169
0.98999999999999999 0.971929
1.0000000000000000 0.972644
1.1000000000000001 0.978972
1.2000000000000000 0.983788
1.3000000000000000 0.987444
1.3999999999999999 0.990265
1.5000000000000000 0.992456
1.6000000000000001 0.994163
1.7000000000000000 0.99549
1.8000000000000000 0.996523
1.8999999999999999 0.997342
2.0000000000000000 0.997969
2.1000000000000001 0.998465
2.2000000000000002 0.998839
2.2999999999999998 0.999129
2.3999999999999999 0.99935
2.5000000000000000 0.999515
2.6000000000000001 0.999639
2.7000000000000002 0.999734
2.7999999999999998 0.999805
2.8999999999999999 0.999859
3.0000000000000000 0.9999
3.1000000000000001 0.999929
3.2000000000000002 0.999951
3.2999999999999998 0.999966
3.3999999999999999 0.999977
3.5000000000000000 0.999985
3.6000000000000001 0.99999
3.7000000000000002 0.999994
3.7999999999999998 0.999996
3.8999999999999999 0.999998
4.0000000000000000 0.999999
4.0999999999999996 0.999999
4.2000000000000002 0.999999
4.2999999999999998 1
4.4000000000000004 1
4.5000000000000000 1
4.5999999999999996 1
4.7000000000000002 1
4.7999999999999998 1
4.9000000000000004 1
5.0000000000000000 1
5.0999999999999996 1
5.2000000000000002 1
5.2999999999999998 1
5.4000000000000004 1
5.5000000000000000 1
5.5999999999999996 1
5.7000000000000002 1
5.7999999999999998 1
5.9000000000000004 1
6.0000000000000000 1
6.0999999999999996 1
6.2000000000000002 1
6.2999999999999998 1
6.4000000000000004 1
6.5000000000000000 1
6.5999999999999996 1
6.7000000000000002 1
6.7999999999999998 1
6.9000000000000004 1
7.0000000000000000 1
7.0999999999999996 1
7.2000000000000002 1
7.2999999999999998 1
7.4000000000000004 1
7.5000000000000000 1
7.5999999999999996 1
7.7000000000000002 1
7.7999999999999998 1
7.9000000000000004 1
8.0000000000000000 1
8.0999999999999996 1
8.1999999999999993 1
8.3000000000000007 1
8.4000000000000004 1
8.5000000000000000 1
8.5999999999999996 1
8.6999999999999993 1
8.8000000000000007 1
8.9000000000000004 1
9.0000000000000000 1
9.0999999999999996 1
9.1999999999999993 1
9.3000000000000007 1
9.4000000000000004 1
9.5000000000000000 1
9.5999999999999996 1
9.6999999999999993 1
9.8000000000000007 1
9.9000000000000004 1
10.000000000000000 1
