# Long-range Heisenberg model
# L = 16, J = 1.0, Delta = 0.50, Alpha = 2.0
# Integrated spin conductivity I(omega)
# omega, I(omega)

1.49999999999999987E-004 0.00102757
1.60000000000000013E-004 0.00110777
1.70000000000000012E-004 0.00110937
1.80000000000000011E-004 0.0011598
1.90000000000000010E-004 0.00130652
2.00000000000000010E-004 0.00132246
2.10000000000000009E-004 0.00168119
2.20000000000000008E-004 0.00169402
2.30000000000000007E-004 0.00169442
2.40000000000000006E-004 0.00176587
2.50000000000000005E-004 0.00181525
2.59999999999999977E-004 0.00182998
2.70000000000000003E-004 0.0040732
2.79999999999999975E-004 0.0041129
2.90000000000000002E-004 0.00411845
2.99999999999999974E-004 0.00427449
3.10000000000000000E-004 0.00437961
3.20000000000000026E-004 0.0045113
3.29999999999999998E-004 0.00452918
3.40000000000000024E-004 0.00454583
3.49999999999999996E-004 0.00460819
3.60000000000000023E-004 0.00481856
3.69999999999999995E-004 0.00505215
3.80000000000000021E-004 0.00510385
3.89999999999999993E-004 0.00516803
4.00000000000000019E-004 0.0052081
4.09999999999999991E-004 0.00529691
4.20000000000000017E-004 0.00539395
4.29999999999999989E-004 0.00547548
4.40000000000000016E-004 0.00559888
4.49999999999999988E-004 0.00569714
4.60000000000000014E-004 0.00574273
4.69999999999999986E-004 0.00592052
4.80000000000000012E-004 0.00701733
4.89999999999999984E-004 0.00783018
5.00000000000000010E-004 0.00789243
5.10000000000000037E-004 0.00790556
5.19999999999999954E-004 0.00790591
5.29999999999999981E-004 0.00791553
5.40000000000000007E-004 0.00812838
5.50000000000000033E-004 0.00821505
5.59999999999999951E-004 0.00836458
5.69999999999999977E-004 0.00842114
5.80000000000000003E-004 0.00845298
5.90000000000000030E-004 0.00854277
5.99999999999999947E-004 0.00855276
6.09999999999999974E-004 0.00857063
6.20000000000000000E-004 0.0085726
6.30000000000000026E-004 0.00857583
6.40000000000000052E-004 0.00875721
6.49999999999999970E-004 0.00885027
6.59999999999999996E-004 0.00911921
6.70000000000000023E-004 0.00921565
6.80000000000000049E-004 0.0094167
6.89999999999999967E-004 0.00942246
6.99999999999999993E-004 0.00944676
7.10000000000000019E-004 0.00968287
7.20000000000000045E-004 0.00973509
7.29999999999999963E-004 0.00975811
7.39999999999999989E-004 0.00982869
7.50000000000000016E-004 0.00995414
7.60000000000000042E-004 0.0101297
7.69999999999999960E-004 0.0102757
7.79999999999999986E-004 0.0104166
7.90000000000000012E-004 0.0105604
8.00000000000000038E-004 0.0109168
8.09999999999999956E-004 0.0109602
8.19999999999999982E-004 0.01102
8.30000000000000009E-004 0.0110791
8.40000000000000035E-004 0.0111515
8.49999999999999953E-004 0.0111536
8.59999999999999979E-004 0.011156
8.70000000000000005E-004 0.0112101
8.80000000000000031E-004 0.0112206
8.89999999999999949E-004 0.0112741
8.99999999999999975E-004 0.0115584
9.10000000000000002E-004 0.011719
9.20000000000000028E-004 0.0120187
9.30000000000000054E-004 0.0120237
9.39999999999999972E-004 0.0121713
9.49999999999999998E-004 0.0121959
9.60000000000000024E-004 0.012516
9.70000000000000051E-004 0.0125777
9.79999999999999968E-004 0.0129739
9.89999999999999995E-004 0.0130954
1.00000000000000002E-003 0.0131191
1.10000000000000007E-003 0.0148561
1.19999999999999989E-003 0.0155316
1.29999999999999994E-003 0.0169714
1.39999999999999999E-003 0.0182044
1.50000000000000003E-003 0.0197631
1.60000000000000008E-003 0.0207592
1.69999999999999991E-003 0.0211978
1.79999999999999995E-003 0.0219323
1.90000000000000000E-003 0.0225379
2.00000000000000004E-003 0.0237575
2.09999999999999987E-003 0.0251312
2.20000000000000013E-003 0.0257268
2.29999999999999996E-003 0.0263137
2.39999999999999979E-003 0.0277085
2.50000000000000005E-003 0.0287908
2.59999999999999988E-003 0.0294884
2.70000000000000014E-003 0.0310111
2.79999999999999997E-003 0.0324274
2.89999999999999980E-003 0.0332165
3.00000000000000006E-003 0.0343532
3.09999999999999989E-003 0.0354961
3.20000000000000015E-003 0.0364614
3.29999999999999998E-003 0.0381051
3.39999999999999981E-003 0.0386687
3.50000000000000007E-003 0.0392863
3.59999999999999990E-003 0.0406246
3.70000000000000016E-003 0.0415421
3.79999999999999999E-003 0.0427666
3.89999999999999982E-003 0.0437094
4.00000000000000008E-003 0.0446543
4.10000000000000035E-003 0.046309
4.19999999999999974E-003 0.0469453
4.30000000000000000E-003 0.0478077
4.40000000000000027E-003 0.0484862
4.49999999999999966E-003 0.0493218
4.59999999999999992E-003 0.0509396
4.70000000000000018E-003 0.0523526
4.79999999999999958E-003 0.0537435
4.89999999999999984E-003 0.05458
5.00000000000000010E-003 0.0567759
5.10000000000000037E-003 0.0574492
5.19999999999999976E-003 0.0579745
5.30000000000000002E-003 0.0593774
5.40000000000000029E-003 0.0601206
5.49999999999999968E-003 0.0629484
5.59999999999999994E-003 0.0634353
5.70000000000000021E-003 0.064036
5.79999999999999960E-003 0.0650163
5.89999999999999986E-003 0.0659839
6.00000000000000012E-003 0.0671094
6.10000000000000039E-003 0.0679126
6.19999999999999978E-003 0.068823
6.30000000000000004E-003 0.0695444
6.40000000000000031E-003 0.0704618
6.49999999999999970E-003 0.0718574
6.59999999999999996E-003 0.0726704
6.70000000000000023E-003 0.0738281
6.79999999999999962E-003 0.074532
6.89999999999999988E-003 0.0756406
7.00000000000000015E-003 0.0765168
7.10000000000000041E-003 0.077477
7.19999999999999980E-003 0.0782979
7.30000000000000007E-003 0.0789141
7.40000000000000033E-003 0.0798433
7.49999999999999972E-003 0.0816674
7.59999999999999998E-003 0.0835906
7.70000000000000025E-003 0.0842567
7.79999999999999964E-003 0.0853529
7.90000000000000077E-003 0.0858996
8.00000000000000017E-003 0.0868338
8.09999999999999956E-003 0.0877874
8.20000000000000069E-003 0.0884493
8.30000000000000009E-003 0.0894569
8.39999999999999948E-003 0.0900716
8.50000000000000061E-003 0.0910092
8.60000000000000001E-003 0.0914141
8.69999999999999940E-003 0.0918324
8.80000000000000053E-003 0.0923893
8.89999999999999993E-003 0.0929414
8.99999999999999932E-003 0.0954205
9.10000000000000045E-003 0.0966348
9.19999999999999984E-003 0.0971302
9.29999999999999924E-003 0.0975768
9.40000000000000037E-003 0.0985357
9.49999999999999976E-003 0.10028
9.59999999999999916E-003 0.101044
9.70000000000000029E-003 0.102045
9.79999999999999968E-003 0.102699
9.90000000000000081E-003 0.103984
1.00000000000000002E-002 0.104606
1.09999999999999994E-002 0.113534
1.20000000000000002E-002 0.122187
1.29999999999999994E-002 0.129885
1.40000000000000003E-002 0.140034
1.49999999999999994E-002 0.148088
1.60000000000000003E-002 0.156824
1.70000000000000012E-002 0.164377
1.79999999999999986E-002 0.172732
1.89999999999999995E-002 0.1812
2.00000000000000004E-002 0.191192
2.10000000000000013E-002 0.197758
2.19999999999999987E-002 0.205867
2.29999999999999996E-002 0.213304
2.40000000000000005E-002 0.222
2.50000000000000014E-002 0.228832
2.59999999999999988E-002 0.236495
2.69999999999999997E-002 0.244008
2.80000000000000006E-002 0.250505
2.90000000000000015E-002 0.258144
2.99999999999999989E-002 0.267012
3.09999999999999998E-002 0.273436
3.20000000000000007E-002 0.280144
3.30000000000000016E-002 0.287391
3.40000000000000024E-002 0.293837
3.50000000000000033E-002 0.301081
3.59999999999999973E-002 0.3087
3.69999999999999982E-002 0.31616
3.79999999999999991E-002 0.322284
3.89999999999999999E-002 0.329056
4.00000000000000008E-002 0.33427
4.10000000000000017E-002 0.341843
4.20000000000000026E-002 0.348203
4.29999999999999966E-002 0.354226
4.39999999999999974E-002 0.361395
4.49999999999999983E-002 0.365922
4.59999999999999992E-002 0.371186
4.70000000000000001E-002 0.376949
4.80000000000000010E-002 0.383825
4.90000000000000019E-002 0.389124
5.00000000000000028E-002 0.394118
5.09999999999999967E-002 0.398865
5.19999999999999976E-002 0.403964
5.29999999999999985E-002 0.408584
5.39999999999999994E-002 0.413819
5.50000000000000003E-002 0.419441
5.60000000000000012E-002 0.424897
5.70000000000000021E-002 0.42924
5.80000000000000029E-002 0.433941
5.89999999999999969E-002 0.439733
5.99999999999999978E-002 0.445393
6.09999999999999987E-002 0.44922
6.19999999999999996E-002 0.454507
6.30000000000000004E-002 0.46077
6.40000000000000013E-002 0.465267
6.50000000000000022E-002 0.469441
6.60000000000000031E-002 0.47356
6.70000000000000040E-002 0.477834
6.80000000000000049E-002 0.481555
6.90000000000000058E-002 0.485343
7.00000000000000067E-002 0.488993
7.09999999999999937E-002 0.492188
7.19999999999999946E-002 0.495791
7.29999999999999954E-002 0.500246
7.39999999999999963E-002 0.504437
7.49999999999999972E-002 0.508125
7.59999999999999981E-002 0.511826
7.69999999999999990E-002 0.515261
7.79999999999999999E-002 0.518942
7.90000000000000008E-002 0.521873
8.00000000000000017E-002 0.525147
8.10000000000000026E-002 0.528822
8.20000000000000034E-002 0.532124
8.30000000000000043E-002 0.534879
8.40000000000000052E-002 0.537672
8.50000000000000061E-002 0.540563
8.59999999999999931E-002 0.543692
8.69999999999999940E-002 0.546764
8.79999999999999949E-002 0.549787
8.89999999999999958E-002 0.552641
8.99999999999999967E-002 0.555483
9.09999999999999976E-002 0.558553
9.19999999999999984E-002 0.561783
9.29999999999999993E-002 0.564655
9.40000000000000002E-002 0.567243
9.50000000000000011E-002 0.570271
9.60000000000000020E-002 0.572764
9.70000000000000029E-002 0.575502
9.80000000000000038E-002 0.578762
9.90000000000000047E-002 0.581206
0.10000000000000001 0.583935
0.11000000000000000 0.608668
0.12000000000000000 0.63066
0.13000000000000000 0.650702
0.14000000000000001 0.669793
0.14999999999999999 0.68521
0.16000000000000000 0.701533
0.17000000000000001 0.71635
0.17999999999999999 0.730207
0.19000000000000000 0.742029
0.20000000000000001 0.754548
0.20999999999999999 0.765211
0.22000000000000000 0.774642
0.23000000000000001 0.784274
0.23999999999999999 0.79175
0.25000000000000000 0.799078
0.26000000000000001 0.806081
0.27000000000000002 0.813023
0.28000000000000003 0.819117
0.28999999999999998 0.824467
0.29999999999999999 0.829317
0.31000000000000000 0.833841
0.32000000000000001 0.837961
0.33000000000000002 0.842272
0.34000000000000002 0.84629
0.34999999999999998 0.850149
0.35999999999999999 0.853623
0.37000000000000000 0.856759
0.38000000000000000 0.860068
0.39000000000000001 0.863242
0.40000000000000002 0.866201
0.40999999999999998 0.869245
0.41999999999999998 0.872191
0.42999999999999999 0.875259
0.44000000000000000 0.87796
0.45000000000000001 0.880901
0.46000000000000002 0.883503
0.46999999999999997 0.886403
0.47999999999999998 0.888912
0.48999999999999999 0.891596
0.50000000000000000 0.894108
0.51000000000000001 0.896429
0.52000000000000002 0.898823
0.53000000000000003 0.901087
0.54000000000000004 0.903325
0.55000000000000004 0.905539
0.56000000000000005 0.90786
0.56999999999999995 0.910101
0.57999999999999996 0.912384
0.58999999999999997 0.914386
0.59999999999999998 0.916461
0.60999999999999999 0.918455
0.62000000000000000 0.920621
0.63000000000000000 0.922808
0.64000000000000001 0.924783
0.65000000000000002 0.926722
0.66000000000000003 0.928551
0.67000000000000004 0.930297
0.68000000000000005 0.932108
0.68999999999999995 0.933897
0.69999999999999996 0.935851
0.70999999999999996 0.937607
0.71999999999999997 0.939064
0.72999999999999998 0.940728
0.73999999999999999 0.942314
0.75000000000000000 0.943919
0.76000000000000001 0.945506
0.77000000000000002 0.94694
0.78000000000000003 0.948227
0.79000000000000004 0.949683
0.80000000000000004 0.951175
0.81000000000000005 0.95257
0.81999999999999995 0.953841
0.82999999999999996 0.955095
0.83999999999999997 0.956368
0.84999999999999998 0.957523
0.85999999999999999 0.958698
0.87000000000000000 0.959777
0.88000000000000000 0.960818
0.89000000000000001 0.961918
0.90000000000000002 0.963051
0.91000000000000003 0.96399
0.92000000000000004 0.964976
0.93000000000000005 0.966029
0.93999999999999995 0.966934
0.94999999999999996 0.967798
0.95999999999999996 0.968674
0.96999999999999997 0.969566
0.97999999999999998 0.970448
0.98999999999999999 0.971241
1.0000000000000000 0.971992
1.1000000000000001 0.978538
1.2000000000000000 0.983444
1.3000000000000000 0.987181
1.3999999999999999 0.990086
1.5000000000000000 0.992262
1.6000000000000001 0.993999
1.7000000000000000 0.99534
1.8000000000000000 0.996394
1.8999999999999999 0.997237
2.0000000000000000 0.997884
2.1000000000000001 0.998377
2.2000000000000002 0.998789
2.2999999999999998 0.99908
2.3999999999999999 0.999317
2.5000000000000000 0.999495
2.6000000000000001 0.999627
2.7000000000000002 0.999727
2.7999999999999998 0.999802
2.8999999999999999 0.999856
3.0000000000000000 0.999897
3.1000000000000001 0.999927
3.2000000000000002 0.999949
3.2999999999999998 0.999965
3.3999999999999999 0.999977
3.5000000000000000 0.999985
3.6000000000000001 0.99999
3.7000000000000002 0.999994
3.7999999999999998 0.999996
3.8999999999999999 0.999998
4.0000000000000000 0.999999
4.0999999999999996 0.999999
4.2000000000000002 0.999999
4.2999999999999998 1
4.4000000000000004 1
4.5000000000000000 1
4.5999999999999996 1
4.7000000000000002 1
4.7999999999999998 1
4.9000000000000004 1
5.0000000000000000 1
5.0999999999999996 1
5.2000000000000002 1
5.2999999999999998 1
5.4000000000000004 1
5.5000000000000000 1
5.5999999999999996 1
5.7000000000000002 1
5.7999999999999998 1
5.9000000000000004 1
6.0000000000000000 1
6.0999999999999996 1
6.2000000000000002 1
6.2999999999999998 1
6.4000000000000004 1
6.5000000000000000 1
6.5999999999999996 1
6.7000000000000002 1
6.7999999999999998 1
6.9000000000000004 1
7.0000000000000000 1
7.0999999999999996 1
7.2000000000000002 1
7.2999999999999998 1
7.4000000000000004 1
7.5000000000000000 1
7.5999999999999996 1
7.7000000000000002 1
7.7999999999999998 1
7.9000000000000004 1
8.0000000000000000 1
8.0999999999999996 1
8.1999999999999993 1
8.3000000000000007 1
8.4000000000000004 1
8.5000000000000000 1
8.5999999999999996 1
8.6999999999999993 1
8.8000000000000007 1
8.9000000000000004 1
9.0000000000000000 1
9.0999999999999996 1
9.1999999999999993 1
9.3000000000000007 1
9.4000000000000004 1
9.5000000000000000 1
9.5999999999999996 1
9.6999999999999993 1
9.8000000000000007 1
9.9000000000000004 1
10.000000000000000 1
