# Long-range Heisenberg model
# L = 16, J = 1.0, Delta = 0.50, Alpha = 2.0
# Integrated spin conductivity I(omega)
# omega, I(omega)

0.0000000000000000 9.44994e-07
9.99999999999999955E-007 9.44994e-07
1.99999999999999991E-006 9.44994e-07
3.00000000000000008E-006 1.84574e-06
3.99999999999999982E-006 1.84574e-06
5.00000000000000041E-006 1.84574e-06
6.00000000000000015E-006 1.84574e-06
6.99999999999999989E-006 1.84574e-06
7.99999999999999964E-006 4.7075e-06
9.00000000000000023E-006 4.7075e-06
1.00000000000000008E-005 4.7075e-06
1.09999999999999997E-005 4.7075e-06
1.20000000000000003E-005 4.7075e-06
1.29999999999999992E-005 4.7075e-06
1.39999999999999998E-005 4.7075e-06
1.50000000000000004E-005 4.7075e-06
1.59999999999999993E-005 4.7075e-06
1.69999999999999999E-005 4.7075e-06
1.80000000000000005E-005 4.7075e-06
1.90000000000000010E-005 8.24226e-06
2.00000000000000016E-005 8.24226e-06
2.09999999999999988E-005 1.57771e-05
2.19999999999999994E-005 2.18343e-05
2.30000000000000000E-005 2.18343e-05
2.40000000000000006E-005 2.18343e-05
2.50000000000000012E-005 2.18343e-05
2.59999999999999984E-005 2.18343e-05
2.69999999999999990E-005 2.18343e-05
2.79999999999999996E-005 2.18343e-05
2.90000000000000002E-005 2.18343e-05
3.00000000000000008E-005 2.18343e-05
3.10000000000000014E-005 2.18343e-05
3.19999999999999986E-005 2.18343e-05
3.30000000000000025E-005 2.18343e-05
3.39999999999999997E-005 2.22051e-05
3.49999999999999969E-005 2.22051e-05
3.60000000000000009E-005 2.22051e-05
3.69999999999999981E-005 2.22051e-05
3.80000000000000021E-005 2.22051e-05
3.89999999999999993E-005 2.22051e-05
4.00000000000000033E-005 2.22051e-05
4.10000000000000005E-005 2.22051e-05
4.19999999999999977E-005 2.22051e-05
4.30000000000000017E-005 2.22051e-05
4.39999999999999989E-005 2.41937e-05
4.50000000000000028E-005 2.41937e-05
4.60000000000000000E-005 2.47997e-05
4.69999999999999972E-005 2.85189e-05
4.80000000000000012E-005 3.76273e-05
4.89999999999999984E-005 4.37694e-05
5.00000000000000024E-005 4.37694e-05
5.09999999999999996E-005 4.37757e-05
5.19999999999999968E-005 4.37757e-05
5.30000000000000008E-005 7.38609e-05
5.39999999999999980E-005 7.38609e-05
5.50000000000000020E-005 7.45285e-05
5.59999999999999992E-005 7.45285e-05
5.70000000000000031E-005 7.45285e-05
5.80000000000000003E-005 7.45285e-05
5.89999999999999975E-005 8.31214e-05
6.00000000000000015E-005 8.31214e-05
6.09999999999999987E-005 0.000108217
6.20000000000000027E-005 0.000108217
6.29999999999999999E-005 0.000110159
6.39999999999999971E-005 0.000131125
6.49999999999999943E-005 0.000131125
6.60000000000000051E-005 0.000131125
6.70000000000000023E-005 0.000131125
6.79999999999999995E-005 0.000143433
6.89999999999999967E-005 0.000145873
6.99999999999999939E-005 0.000145948
7.10000000000000046E-005 0.000145948
7.20000000000000018E-005 0.000145948
7.29999999999999990E-005 0.000145948
7.39999999999999962E-005 0.000214957
7.49999999999999934E-005 0.000214957
7.60000000000000042E-005 0.000214957
7.70000000000000014E-005 0.000219567
7.79999999999999986E-005 0.000237373
7.89999999999999958E-005 0.000249238
8.00000000000000065E-005 0.000280298
8.10000000000000037E-005 0.000280298
8.20000000000000009E-005 0.000286237
8.29999999999999981E-005 0.000311506
8.39999999999999954E-005 0.000311506
8.50000000000000061E-005 0.000311506
8.60000000000000033E-005 0.000324867
8.70000000000000005E-005 0.000342291
8.79999999999999977E-005 0.000342291
8.89999999999999949E-005 0.000342291
9.00000000000000057E-005 0.000343807
9.10000000000000029E-005 0.000343807
9.20000000000000001E-005 0.000343807
9.29999999999999973E-005 0.000343807
9.39999999999999945E-005 0.000343807
9.50000000000000052E-005 0.000343807
9.60000000000000024E-005 0.000345241
9.69999999999999996E-005 0.000357572
9.79999999999999968E-005 0.000357572
9.89999999999999940E-005 0.000358738
1.00000000000000005E-004 0.000358738
1.10000000000000004E-004 0.000428081
1.20000000000000003E-004 0.000493755
1.29999999999999989E-004 0.000666058
1.39999999999999988E-004 0.000754849
