# Interacting fermions (standard model)
# L=14, Delta=1, W=10.0, dmax=2
# Comparison between projected perturbation ||N_i^perp||^2 and its approximation ||N~_i||^2
# ||N_i^perp||^2 ||~N_i||^2
5.326494726399999546e-02 3.984614822499999570e-02
3.896991846399999737e-02 3.896991846399999737e-02
3.908054534400000335e-02 3.908054534400000335e-02
4.792027464899999839e-02 3.897742032899999959e-02
4.764266598400000849e-04 4.764135636100000001e-04
5.508409000000000135e-04 5.508362060099999350e-04
1.120368089609999817e-03 1.120334617959999968e-03
5.410462081599999758e-04 5.410276000000000104e-04
4.400982332009998818e-03 4.363395136000000271e-03
1.848767807290000115e-03 1.846738891689999728e-03
1.438222191210000158e-03 1.438222191210000158e-03
8.546115003040000505e-03 8.546004069160000050e-03
1.102711490410000295e-03 1.102711490410000295e-03
9.155236489000000838e-03 9.153705624999999499e-03
1.276418529000000138e-03 1.276354221209999697e-03
3.131364913959999892e-03 3.131364913959999892e-03
1.431623434239999784e-03 1.431623434239999784e-03
6.803907201639999500e-03 6.803874207360001251e-03
6.166381568399999452e-04 6.166282240000000052e-04
7.923100539240000503e-03 7.885422240010001027e-03
4.248771342759999348e-03 4.248667051239999465e-03
4.489254603610000338e-03 4.489241203240000068e-03
2.634553318410000171e-03 2.634543052839999778e-03
1.539275368960000027e-03 1.539275368960000027e-03
6.308632443609999210e-03 6.308616558240000630e-03
1.850952715289999649e-03 1.850419272249999953e-03
5.134295715999999399e-03 5.133579201000000591e-03
1.571020423210000043e-03 1.571012495999999856e-03
3.269964108960000081e-03 3.269403733689999966e-03
1.713281107239999958e-03 1.712643732809999986e-03
2.308523818410000185e-03 2.308523818410000185e-03
4.231086190240000190e-03 4.231086190240000190e-03
5.155851422500000187e-04 5.155851422500000187e-04
3.687975003689999715e-03 3.687975003689999715e-03
4.025520576899999981e-04 4.025520576899999981e-04
7.838264096100000522e-04 7.838264096100000522e-04
1.405335148840000182e-03 1.405335148840000182e-03
5.546496009999999244e-04 5.546401806400000443e-04
1.320501117690000073e-03 1.320493849960000009e-03
5.566438048900000310e-04 5.566438048900000310e-04
1.023302518809999975e-03 1.023302518809999975e-03
4.251261682889999859e-03 4.251261682889999859e-03
1.401686208810000184e-03 1.401678721000000107e-03
6.132831993760000551e-03 6.132816331289999909e-03
4.460583513760000424e-03 4.460556798759999185e-03
3.880667025000000304e-03 3.879981810249999701e-03
2.716266572100000526e-02 2.716002880900000166e-02
2.090025802240000254e-03 2.089970942439999761e-03
2.509087680099999704e-02 2.509087680099999704e-02
7.034164840000000198e-04 7.033952665599999812e-04
3.228262396840000069e-03 3.228262396840000069e-03
1.168709944959999986e-03 1.168662084490000065e-03
4.778289964900000325e-02 3.447891922499999456e-02
3.468273028900000637e-02 3.468235782400000411e-02
3.531242305599999881e-02 3.531129556899999938e-02
4.750656159999999684e-02 3.517312702499999361e-02
3.013314092099999772e-02 3.008559630399999796e-02
3.101719768899999924e-02 3.101684545599999940e-02
2.920886083600000155e-02 2.920886083600000155e-02
3.674620624899999771e-02 3.666267562500000188e-02
6.017993985600000829e-04 6.017797734399999657e-04
1.283689000000000011e-02 1.283689000000000011e-02
3.359129764000000178e-03 3.359118172409999818e-03
1.551674515689999883e-03 1.551674515689999883e-03
3.014286268899999885e-02 3.014147376899999758e-02
1.863812949609999856e-03 1.863812949609999856e-03
2.910470120100000155e-02 2.910470120100000155e-02
6.475002462759999258e-03 6.474954182410000078e-03
1.448753906249999846e-03 1.446957913210000042e-03
3.647947201599999884e-02 3.645044640000000280e-02
6.501196899999998891e-03 6.501116270250000689e-03
4.238575088400000496e-02 4.204509240100000322e-02
6.992454916809999824e-03 6.957561743999999757e-03
1.853301049600000056e-02 1.853301049600000056e-02
2.794073881000000165e-03 2.793968164000000184e-03
5.975286913600001215e-04 5.975286913600001215e-04
3.023284243360000335e-03 3.023284243360000335e-03
1.739348730249999945e-03 1.739015102250000139e-03
1.442545123600000138e-02 1.442545123600000138e-02
1.596533331599999869e-02 1.523521176099999937e-02
1.004515974810000177e-03 1.004515974810000177e-03
7.783318819599999855e-04 7.783318819599999855e-04
8.925395251600000412e-04 8.925335500900000683e-04
1.235241315999999808e-03 1.235199141160000114e-03
3.588477235210000421e-03 3.588369408999999774e-03
2.913376190490000149e-03 2.913376190490000149e-03
3.610579761609999938e-03 3.610567744000000353e-03
2.197734399999999935e-03 2.197200000490000249e-03
3.358935907599999715e-02 3.358935907599999715e-02
2.412813696160000070e-03 2.412715456359999875e-03
4.021107772900000404e-02 3.992803240000000059e-02
1.638681612100000365e-02 1.638502401600000144e-02
1.448027155599999893e-02 1.448003088899999825e-02
3.271268025000000253e-03 3.270661786090000179e-03
7.430543440360000591e-03 7.430526200249999540e-03
4.008535968999998866e-03 4.008535968999998866e-03
7.249398563559998794e-03 7.249381534890001269e-03
2.628859001760000449e-03 2.628848747289999881e-03
6.966485148099999837e-04 6.966379572100001244e-04
2.851201102500000237e-02 2.851201102500000237e-02
9.516422916900000011e-04 9.516361219599999951e-04
3.044745806400000337e-02 3.044292144099999819e-02
1.778806540810000262e-03 1.778578798239999984e-03
4.296566523239999866e-03 4.296566523239999866e-03
1.467271916100000052e-02 1.467271916100000052e-02
1.835299872160000125e-03 1.835291304089999888e-03
1.651089448959999935e-03 1.651089448959999935e-03
3.520499822440000069e-03 3.520464222249999713e-03
8.805166022499998947e-04 8.804572562500000230e-04
3.207860102499999339e-02 3.201630276100000255e-02
8.517314894490000954e-03 8.517259520999999334e-03
2.901469356899999755e-02 2.901435289599999662e-02
9.699314922010001880e-03 9.699019468960000737e-03
8.668187229609998490e-03 8.508070016639997929e-03
2.841849481000000271e-03 2.841806833959999688e-03
1.663954630559999872e-03 1.663954630559999872e-03
1.291374534490000083e-03 1.291360160250000196e-03
1.511063481760000155e-03 1.511063481760000155e-03
1.817214589440000220e-03 1.817206063689999918e-03
1.318655756890000069e-03 1.318648494239999793e-03
1.853246595600000282e-02 1.853246595600000282e-02
3.216375711610000142e-03 3.216194232249999958e-03
3.718610856900000233e-02 3.708397518399999399e-02
3.781598128089999709e-03 3.780601979560000141e-03
2.755998414399999860e-02 2.755932009999999613e-02
4.602808336000000292e-03 4.601831434240000532e-03
1.228905273599999876e-02 1.228750080100000051e-02
3.080438702890000123e-03 3.079928108410000167e-03
3.812724864399999469e-02 3.804879372100000712e-02
3.107549621159999987e-03 3.107527323040000251e-03
3.335444742399999718e-02 3.335444742399999718e-02
2.465102640039999998e-03 2.459931845290000158e-03
1.137861316839999760e-03 1.137814092249999753e-03
2.180665845759999829e-03 2.179853383210000016e-03
3.361239766439999815e-03 3.361123815039999616e-03
8.819012972159999408e-03 8.818937844639999218e-03
3.262888610889999857e-03 3.262785792639999894e-03
6.594398194809999308e-03 6.586994296090001137e-03
1.961356083840000084e-03 1.961347226410000127e-03
1.653707289640000055e-03 1.653707289640000055e-03
3.137265727690000030e-03 3.137164908160000338e-03
1.124002836099999986e-02 1.121120968900000091e-02
3.954052710400000198e-02 3.895531164099999555e-02
4.212920451599999616e-02 4.210950243600000004e-02
3.957195132899999496e-02 3.957155347599999873e-02
4.504836451599999320e-02 3.864212377600000081e-02
3.596712750759999914e-03 3.591856610410000365e-03
6.364130400249999771e-03 6.356904792040000453e-03
1.144664612099999951e-02 1.144664612099999951e-02
1.222705177599999783e-02 1.222705177599999783e-02
1.923352922500000048e-02 1.891945230400000205e-02
5.526881649000001291e-03 5.511859715610000106e-03
2.438094873600000004e-02 2.438094873600000004e-02
5.979619583999998787e-03 5.979619583999998787e-03
2.443156563600000150e-02 2.443125302499999860e-02
1.396898100009999998e-03 1.396771027560000066e-03
5.733007696899998897e-04 5.733007696899998897e-04
1.639014457600000002e-02 1.639014457600000002e-02
3.408195976899999952e-04 3.408159054400000036e-04
1.649092588900000211e-02 1.649092588900000211e-02
1.097402904899999997e-02 1.065663936100000146e-02
1.192704252100000063e-02 1.192704252100000063e-02
5.299490565760000930e-03 5.299490565760000930e-03
3.770820259600000382e-04 3.770820259600000382e-04
2.246191612900000356e-02 2.245951822499999903e-02
3.076355132009999521e-03 3.075745048359999987e-03
2.305325988899999817e-02 2.305295622399999855e-02
3.151946620840000157e-03 3.151733284089999667e-03
1.305991840000000209e-02 1.305854707599999991e-02
1.193833793610000246e-03 1.193833793610000246e-03
1.175402905599999895e-02 1.175381222500000017e-02
1.111135555689999948e-03 1.111128888959999868e-03
1.123885395360000195e-03 1.123885395360000195e-03
4.898696890000000474e-04 4.898696890000000474e-04
5.277179793640000838e-03 5.277179793640000838e-03
6.280637454399999771e-04 6.280637454399999771e-04
3.673050872489999705e-03 3.672941783039999908e-03
2.342430249999999728e-02 2.342399640099999611e-02
3.493483772489999837e-03 3.484788830409999826e-03
2.218818784900000035e-02 2.218640040099999905e-02
3.968546412959999409e-03 3.968533813690000578e-03
9.848864124099999517e-04 9.848487532900000122e-04
4.059422824959999648e-03 4.059333626410000298e-03
7.153110720899999268e-04 7.153057230400000069e-04
2.337565788099999972e-02 2.337168288399999599e-02
1.831664492099999500e-02 1.831664492099999500e-02
2.343134332899999769e-02 2.343134332899999769e-02
1.951301672100000384e-02 1.950631222500000261e-02
1.186520026810000119e-03 1.186506248490000210e-03
5.224123739609999768e-03 5.212551203999999348e-03
8.009909903610000145e-03 7.903370020810001131e-03
7.710420480999999326e-03 7.710420480999999326e-03
6.326500244489999085e-03 6.326484336640000872e-03
8.868290246559999007e-03 8.749712892009998619e-03
2.838928898559999955e-03 2.838928898559999955e-03
2.937791761959999796e-03 2.937780921690000008e-03
2.134199592099999751e-02 2.133644490000000116e-02
2.233914054490000224e-03 2.233904601640000070e-03
2.012936688400000090e-02 2.012908312900000066e-02
2.619515233440000181e-03 2.618512177959999958e-03
1.055067331239999866e-03 1.055028353440000096e-03
9.907889382400000573e-04 9.907889382400000573e-04
2.006663697639999699e-03 2.006663697639999699e-03
1.787395461759999811e-03 1.787387006250000174e-03
3.301598020899999819e-02 3.301452660100000214e-02
4.421179075600000646e-02 4.421179075600000646e-02
4.052491086399999387e-02 3.282583004100000229e-02
3.478896432399999905e-02 3.400446640900000456e-02
1.585912048899999760e-02 1.585886862399999570e-02
1.646703936160000010e-03 1.646622777959999952e-03
1.517405148899999938e-02 1.517380512399999978e-02
1.693459768899999857e-02 1.693459768899999857e-02
1.567969925759999696e-03 1.567954086759999885e-03
3.741593862400000026e-02 3.730885402499999753e-02
3.004837708960000301e-03 3.004333419240000011e-03
3.752511379600000085e-02 3.741555176099999741e-02
4.917207079839999891e-03 4.914052060090000167e-03
4.555748736399999749e-02 3.994521876900000712e-02
1.346203267600000128e-02 1.346156857600000131e-02
5.191926816399998956e-04 5.191881244899999772e-04
6.120370995840000716e-03 6.120355349290000635e-03
1.395306374439999860e-03 1.395306374439999860e-03
1.086451828900000111e-02 1.079853505599999951e-02
1.090040402499999929e-02 1.089393187599999903e-02
2.287142028900000096e-02 2.286960552900000124e-02
1.035652228899999923e-02 1.024123760100000002e-02
1.817535385599999831e-02 1.816537884100000166e-02
2.621258140899999575e-02 2.621258140899999575e-02
5.044516000000000408e-04 5.044471080100000225e-04
2.673355801600000442e-02 2.673323100900000179e-02
1.038055322500000023e-02 1.038055322500000023e-02
1.506317007689999968e-03 1.506317007689999968e-03
1.730942741159999980e-03 1.730676481959999690e-03
3.073172270439999704e-03 3.073150095999999803e-03
2.005382742250000176e-03 2.005239444009999580e-03
2.762816406249999756e-03 2.762805893760000159e-03
2.108572928639999931e-03 2.108416806250000032e-03
1.646655240999999811e-03 1.646338740010000338e-03
2.033247846399999920e-02 2.033247846399999920e-02
1.245320578809999777e-03 1.245320578809999777e-03
2.034331690000000178e-02 2.034331690000000178e-02
1.076945817599999841e-02 1.076945817599999841e-02
1.856222439210000220e-03 1.856222439210000220e-03
1.126039322500000002e-02 1.126039322500000002e-02
2.660393240999999950e-03 2.660331346560000469e-03
3.055414065640000166e-03 3.055403010489999866e-03
3.458595672900000029e-02 3.458558478399999941e-02
4.849244409999999700e-02 3.623198040899999750e-02
1.299689021439999871e-03 1.299285279359999826e-03
5.062578643240000197e-03 5.062578643240000197e-03
9.173144838399999862e-04 9.170237497600000620e-04
4.545893052100000165e-02 4.204837324899999423e-02
4.229274510400000270e-02 4.229233380099999690e-02
4.202541000099999785e-02 4.202541000099999785e-02
5.866132440099999790e-02 5.508362060099999263e-02
3.917034722500000593e-02 3.916995139600000508e-02
4.547854804899999909e-02 4.546362128399999980e-02
4.457461012900000574e-02 3.915293264099999754e-02
5.079253838399999665e-02 4.005601960000000628e-02
3.437760974399999697e-02 3.437723892099999595e-02
9.193205920900001304e-04 9.192781441599999536e-04
1.561767168639999898e-03 1.561759264810000120e-03
1.431752082249999891e-03 1.431744514560000063e-03
1.376699395210000251e-03 1.376632608999999764e-03
1.761128369639999858e-03 1.761119976490000197e-03
9.102409680400000338e-04 9.102409680400000338e-04
1.562257245160000212e-03 1.562257245160000212e-03
7.384262760000000160e-04 7.384208412100000353e-04
3.497113804959999742e-03 3.497054668809999878e-03
1.241352505599999968e-02 1.241352505599999968e-02
3.500840390410000190e-03 3.500840390410000190e-03
1.200843388899999926e-02 1.200843388899999926e-02
8.689289017599999363e-04 8.689230062500000445e-04
1.146100086809999884e-03 1.146100086809999884e-03
5.719760766810000861e-03 5.719760766810000861e-03
1.224391075690000295e-03 1.224370081000000126e-03
9.187797608999999019e-03 9.187701756249997895e-03
1.957602327040000242e-03 1.956115984000000429e-03
5.429133002499999389e-02 4.589106528399999885e-02
4.549347726400000680e-02 4.503732839999999987e-02
4.268025446399999895e-02 4.264183700099999363e-02
4.133089000000000207e-02 3.941892576399999570e-02
1.584577439999999837e-02 1.584527088399999631e-02
1.679304974400000136e-02 1.599972009999999639e-02
