# Interacting fermions (standard model)
# L=14, Delta=1, W=2.0, dmax=2
# Comparison between projected perturbation ||N_i^perp||^2 and its approximation ||N~_i||^2
# ||N_i^perp||^2 ||~N_i||^2
5.615620272899999460e-02 5.484401934400000289e-02
5.095854760000000094e-02 5.035311602500000538e-02
4.416302250000000290e-02 4.402359312400000446e-02
4.792727992900000511e-02 4.437089473599999806e-02
2.919313960000000444e-02 2.904059056900000144e-02
4.213043604899999878e-02 4.019624010000000247e-02
4.437889956899999239e-02 4.417142889999999683e-02
5.421399992099999732e-02 5.251201402499999782e-02
5.255281153599999922e-02 4.837976211600000798e-02
4.351729766399999727e-02 4.317917761600000015e-02
4.330228046399999670e-02 4.324528202499999807e-02
4.202049012100000230e-02 3.824527809599999328e-02
4.927334457600000134e-02 4.864539024900000480e-02
5.084393619599999331e-02 5.022842968900000787e-02
6.030216922500000049e-02 5.904414010000000324e-02
5.781235536399999264e-02 5.609508033599999721e-02
5.365616304400000480e-02 5.326679361600000079e-02
4.789794873599999975e-02 4.684194490000000155e-02
5.746136352100000150e-02 5.679928227600000712e-02
5.784938936100000179e-02 5.601931585600000013e-02
5.436358560000000006e-02 5.308508160399999509e-02
5.641385025600000047e-02 5.431976035599999503e-02
6.068093222499999773e-02 5.890086302499999982e-02
5.964438528399999828e-02 5.857900496099999882e-02
6.094232822500000174e-02 5.634594112900000173e-02
5.509300896100000761e-02 5.467787188900000844e-02
5.643570384399999862e-02 5.527859299599999221e-02
6.014903400899999919e-02 5.905823436100000878e-02
4.503563065599999748e-02 4.490033860900000118e-02
4.474747929600000201e-02 4.463078759999999923e-02
5.538020890000000529e-02 5.319757731599999290e-02
4.799122676100000401e-02 4.761865908899999555e-02
5.349136352399999628e-02 5.311642090000000260e-02
4.838372136899999482e-02 4.739503161600000514e-02
3.874992249999999888e-02 3.856785376900000173e-02
2.766799756900000309e-02 2.754073011599999718e-02
4.943418624400000572e-02 4.685146830399999907e-02
4.569291008100000162e-02 4.453999202500000254e-02
3.718379456100000258e-02 3.706664572900000149e-02
4.045770188099999387e-02 3.976075880099999571e-02
2.516379416099999780e-02 2.493335740899999681e-02
4.344514922500000709e-02 4.306828584099999663e-02
5.010479328100000268e-02 5.008867802499999966e-02
5.612776956900000780e-02 5.137883556100000110e-02
5.601458227600000089e-02 5.134846640400000245e-02
5.283791822500000929e-02 5.230323260100000482e-02
5.732959809600000206e-02 5.563182649599999335e-02
5.366774556900000270e-02 5.222733208899999618e-02
5.154579936899999354e-02 4.949957522499999485e-02
3.280880142399999339e-02 3.246483240000000436e-02
4.651182355599999679e-02 4.611498553599999856e-02
3.914818388100000518e-02 3.910941312099999734e-02
5.089716481599999842e-02 4.995716712099999152e-02
5.826189062499999988e-02 5.447836083600000184e-02
5.133169922499999233e-02 5.129364336099999366e-02
5.965952800899999853e-02 2.531821968900000233e-02
6.054404724899999785e-02 5.780802748900000509e-02
5.818178168100000131e-02 5.764368828099999953e-02
6.094380942400000334e-02 5.928007562499999772e-02
5.974358062500000066e-02 5.827058044899999928e-02
6.017895859600000397e-02 5.814512368899999589e-02
5.934534488099999644e-02 5.819432522500000288e-02
5.355429072400000323e-02 5.254318372900000644e-02
5.901498490000000458e-02 5.726496860100000613e-02
4.114852820099999808e-02 4.113798062500000075e-02
4.038090249999999604e-02 4.030778982400000376e-02
5.037331359999999703e-02 4.127886158399999422e-02
3.776764692100000737e-02 3.770975609999999839e-02
1.581985372900000103e-02 1.571763690000000172e-02
6.007253940900000172e-02 5.699249036100000054e-02
4.934351395599999995e-02 4.860613902399999603e-02
4.882243776399999152e-02 4.833490190399999942e-02
4.359284652099999768e-02 4.269430387600000459e-02
4.356195122500000627e-02 4.320827395599999982e-02
3.192832922500000309e-02 3.178411496099999706e-02
6.107027137600000433e-02 5.462737562499999505e-02
6.071936656899999674e-02 5.867004396099999297e-02
5.602973043599999980e-02 5.557806249999999726e-02
6.091912512400000229e-02 5.972353945599999381e-02
5.891736744099999867e-02 5.828941062400000428e-02
5.897466540900000304e-02 5.798271361600000617e-02
5.601363558400000026e-02 5.530586958399999475e-02
5.581784256399999894e-02 5.514935592099999562e-02
5.400371776900000226e-02 5.363253856899999339e-02
5.689179040000000298e-02 5.377760999999999653e-02
5.381332852899999714e-02 5.290046000100000201e-02
4.864847809600000156e-02 4.802233959999999829e-02
3.900032522500000015e-02 3.887127696400000110e-02
2.919655689999999665e-02 2.918528056899999737e-02
4.348017336100000463e-02 4.327232040000000141e-02
4.323945948099999770e-02 4.310897112900000105e-02
3.211586568099999983e-02 3.210977286399999825e-02
4.807933289999999360e-02 4.740809475600000350e-02
1.801903522499999702e-02 1.795760803599999803e-02
3.581896908100000443e-02 3.578112728099999695e-02
2.132476089999999630e-02 2.129585676100000102e-02
4.475509491599999334e-02 4.435362360900000495e-02
5.426849793599999860e-02 5.100054388900000096e-02
5.813354988099999482e-02 5.764272792099999626e-02
6.091320163599999588e-02 5.451804708100000535e-02
5.821603839999999613e-02 5.766385768900000874e-02
5.574037683599999959e-02 5.442235779599999962e-02
4.957391310399999335e-02 4.841188072900000361e-02
1.667352387599999736e-02 1.654387612899999721e-02
2.866960104100000142e-02 2.792541788100000311e-02
2.673552009999999660e-02 2.672080622500000099e-02
3.242232384399999778e-02 3.224215272099999890e-02
4.433677696899999965e-02 4.422398702500000139e-02
5.171394364899999790e-02 5.052380062500000379e-02
5.540327364099999902e-02 5.506531560000000464e-02
5.002871624100000553e-02 4.980261722499999821e-02
5.906941376400000332e-02 5.536467820900000530e-02
5.993046724899999539e-02 5.629373116900000112e-02
5.121168999999999721e-02 5.089175046399999069e-02
5.064480193599999597e-02 5.001708602500000433e-02
5.333605491600000581e-02 4.931863808399999938e-02
4.016136240899999960e-02 4.010006250000000549e-02
5.145502456900000188e-02 4.965008932899999533e-02
5.404090608900000148e-02 5.345760168099999987e-02
5.354873683599999795e-02 5.252897286400000365e-02
5.668875283600000037e-02 5.510380656400000465e-02
2.726263299600000314e-02 2.706485619599999920e-02
5.002290096399999997e-02 4.943552028100000467e-02
3.670634492100000035e-02 3.603922560000000219e-02
5.646183868899999625e-02 5.205196620099999255e-02
5.198719204899999308e-02 5.110086302500000538e-02
5.965610851599999209e-02 5.760672019600000110e-02
5.311135068100000106e-02 5.268310278400000629e-02
5.609081722499999201e-02 5.392937952899999610e-02
5.692471092099999491e-02 5.625624985600000127e-02
5.560635609999999701e-02 5.483933568399999847e-02
5.507986548100000240e-02 5.445082240899999648e-02
5.594218344100000684e-02 5.527765254399999439e-02
5.432302332899999892e-02 5.328849064899999349e-02
5.502589977600000348e-02 5.420561804099999909e-02
5.282918371599999718e-02 5.127869670400000274e-02
5.925037539599999764e-02 5.639390067599999584e-02
5.416883856400000335e-02 5.400650644899999270e-02
4.651225488900000149e-02 4.543718559999999212e-02
5.618938384900000471e-02 5.598145281600000467e-02
3.458298122499999655e-02 3.450789216900000678e-02
3.840228122500000119e-02 3.809054822400000095e-02
4.486855968400000477e-02 4.384794120100000275e-02
3.922578302500000225e-02 3.790575363600000303e-02
3.571948801600000056e-02 3.567301012900000318e-02
4.364881992900000035e-02 4.350186204100000426e-02
4.516857584100000128e-02 4.486728876100000429e-02
3.356920196099999476e-02 3.287476659599999906e-02
4.937239560100000618e-02 4.855720744900000191e-02
5.275060562499999522e-02 5.224653062500000250e-02
5.359734312100000037e-02 5.323079552400000053e-02
5.258307610000000770e-02 4.770511222499999870e-02
5.472511635600000451e-02 5.384163344399999634e-02
4.800261902500000538e-02 4.702045296400000213e-02
5.786478360099999579e-02 5.504466745599999322e-02
5.437524422500000093e-02 5.366635559999999999e-02
4.950892003600000646e-02 4.927556436100000853e-02
5.735977100099999559e-02 5.195390835600000035e-02
5.125107376900000372e-02 4.841188072900000361e-02
5.249643264099999873e-02 5.202960999999999697e-02
5.502730724100000220e-02 5.459185520099999606e-02
5.726640441599999132e-02 5.611071312900000468e-02
5.720755076100000197e-02 5.500432089999999358e-02
5.763744608400000330e-02 5.720037555599999379e-02
5.550500402499999875e-02 5.395725036899999549e-02
4.712112147599999828e-02 4.628263795599999592e-02
4.389402108100000366e-02 4.258403688099999390e-02
4.259187888400000482e-02 4.232483289999999787e-02
3.026034202500000117e-02 3.025129704099999844e-02
4.792027464899999839e-02 4.623317036099999777e-02
3.478672614400000335e-02 3.473601337599999811e-02
4.491983524899999941e-02 4.473098100899999818e-02
4.240922422500000011e-02 4.223394908099999817e-02
5.603493808900000817e-02 5.124609337599999453e-02
5.659593420100000188e-02 5.550924481600000293e-02
5.829713670399999659e-02 5.681358273600000536e-02
5.840100556899999185e-02 5.441582598400000054e-02
5.675877408100000326e-02 5.637822848100000617e-02
6.116569848900000467e-02 5.576965633599999944e-02
4.986288999999999999e-02 4.873188700900000364e-02
5.565399992100000109e-02 5.338132993599999793e-02
3.583524720399999808e-02 3.579172096899999739e-02
5.953941604900000323e-02 5.445362260900000334e-02
5.489133552099999952e-02 5.405439001600000071e-02
5.835026736399999414e-02 5.528893849600000771e-02
3.969936700900000143e-02 3.929196128400000432e-02
4.621984014400000451e-02 4.609351363599999835e-02
4.777503062499999925e-02 4.733931577599999330e-02
1.901723740899999987e-02 1.901310054400000282e-02
4.998354489999999595e-02 4.933196366400000032e-02
3.974241602500000470e-02 3.972128720400000534e-02
3.542300409999999539e-02 3.539327316099999399e-02
4.725971644900000407e-02 4.705341872399999847e-02
2.835350822500000076e-02 2.786963136400000263e-02
5.214646273600000159e-02 5.111352288900000013e-02
5.127597936400000306e-02 5.004795379600000121e-02
5.192382542399999468e-02 5.171121480099999390e-02
4.486347610000000069e-02 4.477244402500000359e-02
5.141148108100000030e-02 4.608277956100000072e-02
2.586500227599999868e-02 2.583959800900000048e-02
3.196550652099999779e-02 3.141827150399999907e-02
3.214239408899999956e-02 3.178375840000000063e-02
