time,C3-_U0.1,C3-_U0.3,C3-_U1.0,C3+_U0.1,C3+_U0.3,C3+_U1.0
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.999816572451085683e-01,9.999747079352342416e-01,9.997593730293018455e-01,9.999230309724823629e-01,9.997646589994871880e-01
1.000000000000000056e-01,9.997635794023804756e-01,9.974459291863213561e-01,9.998958015354106887e-01,9.995608511525585493e-01,9.970904499307110536e-01
2.000000000000000111e-01,9.990674095290681400e-01,9.897597063870916534e-01,9.998183916462258791e-01,9.988630042254338370e-01,9.893970063487597111e-01
2.999999999999999889e-01,9.979239701534748930e-01,9.771874407746100610e-01,9.996909220523577666e-01,9.977174901188080591e-01,9.768244739991632786e-01
4.000000000000000222e-01,9.963556633269192719e-01,9.600846759147539933e-01,9.995159362193292152e-01,9.961478809433720327e-01,9.597384138041625823e-01
5.000000000000000000e-01,9.943915338630394674e-01,9.389108115139709332e-01,9.992968521452395558e-01,9.941857812271833739e-01,9.386227399614053279e-01
5.999999999999999778e-01,9.920652037435686577e-01,9.141957813394877563e-01,9.990378288407489871e-01,9.918695604404967892e-01,9.140544658607686612e-01
6.999999999999999556e-01,9.894125701733287315e-01,8.865038114705674488e-01,9.987436076697164822e-01,9.892428556938578366e-01,8.866746987891619414e-01
8.000000000000000444e-01,9.864694801353450782e-01,8.563979984656030497e-01,9.984193372225232954e-01,9.863529289573534919e-01,8.571580039355426450e-01
9.000000000000000222e-01,9.832695898872907403e-01,8.244091532450378290e-01,9.980703910332037188e-01,9.832489682623872795e-01,8.261822676618959527e-01
1.000000000000000000e+00,9.798425921100554215e-01,7.910116563578822868e-01,9.977021874671346824e-01,9.799804212776107581e-01,7.944010098434570732e-01
1.100000000000000089e+00,9.762129496816469576e-01,7.566080742291424466e-01,9.973200205190009271e-01,9.765954427455952880e-01,7.624197540331226763e-01
1.199999999999999956e+00,9.723992185499392704e-01,7.215231400007094953e-01,9.969289091381110524e-01,9.731395253324385264e-01,7.307776066840575568e-01
1.300000000000000044e+00,9.684139794442007121e-01,6.860065655356255565e-01,9.965334711451330207e-01,9.696543676508089238e-01,6.999346766560403665e-01
1.399999999999999911e+00,9.642643362240881366e-01,6.502431711628450239e-01,9.961378259546693759e-01,9.661770149827820786e-01,6.702654403677501538e-01
1.500000000000000000e+00,9.599528842149093188e-01,6.143681135066553223e-01,9.957455283209438734e-01,9.627392890712413998e-01,6.420576787473450953e-01
1.600000000000000089e+00,9.554790105272329415e-01,5.784846299113975965e-01,9.953595333311520132e-01,9.593675047506455833e-01,6.155162222199481725e-01
1.699999999999999956e+00,9.508403640106671828e-01,5.426817183002158318e-01,9.949821910245348899e-01,9.560824544703852013e-01,5.907704680900315308e-01
1.800000000000000044e+00,9.460343269547099032e-01,5.070495002367394477e-01,9.946152674357430223e-01,9.528996279837724792e-01,5.678844937036018337e-01
1.900000000000001021e+00,9.410593335109296298e-01,4.716905966572034758e-01,9.942599876398470204e-01,9.498296243580359732e-01,5.468685759073015351e-01
2.000000000000000000e+00,9.359159085805731637e-01,4.367265766524840997e-01,9.939170955699704324e-01,9.468787073675283272e-01,5.276910261727011386e-01
2.100000000000000977e+00,9.306073414120035192e-01,4.022993058988126314e-01,9.935869250066311498e-01,9.440494532673459060e-01,5.102894348781592537e-01
2.200000000000001066e+00,9.251399550933178118e-01,3.685677159007301751e-01,9.932694761847929987e-01,9.413414415903172960e-01,4.945806554759468177e-01
