time,C4-_U0.1,C4-_U0.3,C4-_U1.0,C4+_U0.1,C4+_U0.3,C4+_U1.0
-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000233798849709421e+00,1.000108544202620742e+00,1.000329075289949410e+00,9.998636189513688821e-01,9.999012202685052531e-01
1.000000000000000056e-01,1.000033513330157886e+00,9.975105568956016411e-01,1.000315405816373460e+00,9.997118749341803445e-01,9.970911485999428558e-01
2.000000000000000111e-01,9.993395958871684748e-01,9.898211540845502920e-01,1.000236075859383345e+00,9.989994547255383051e-01,9.892203753398653987e-01
2.999999999999999889e-01,9.981962136984738887e-01,9.772417844128150621e-01,1.000105595298584449e+00,9.978300337343709581e-01,9.763803465689093741e-01
4.000000000000000222e-01,9.966225646209035949e-01,9.600995120012337791e-01,9.999265449197320965e-01,9.962273884566051896e-01,9.589549761790231441e-01
5.000000000000000000e-01,9.946438362525489296e-01,9.388202212839271699e-01,9.997023195444751931e-01,9.942226695554011728e-01,9.374411703798105622e-01
5.999999999999999778e-01,9.922896275938768440e-01,9.139009915209965751e-01,9.994369178154560718e-01,9.918525011150112203e-01,9.124143980886308958e-01
6.999999999999999556e-01,9.895921591077651014e-01,8.858797147596024768e-01,9.991347087186820408e-01,9.891568825645918883e-01,8.844917001167652559e-01
8.000000000000000444e-01,9.865844200954450027e-01,8.553048663567349719e-01,9.988001971156673653e-01,9.861770913060388111e-01,8.542960329631190675e-01
9.000000000000000222e-01,9.832984025792785854e-01,8.227081307587473802e-01,9.984378093307543223e-01,9.829537706726780844e-01,8.224253310071321099e-01
1.000000000000000000e+00,9.797635571905670693e-01,7.885820755671868465e-01,9.980517161967991102e-01,9.795253534803760598e-01,7.894287325736627503e-01
1.100000000000000089e+00,9.760055806970692194e-01,7.533643384124532050e-01,9.976457054563058202e-01,9.759269214561792083e-01,7.557912268557758217e-01
1.199999999999999956e+00,9.720456097688886521e-01,7.174289526793857785e-01,9.972231088260266052e-01,9.721895424386476359e-01,7.219267443514307825e-01
1.300000000000000044e+00,9.678998552132476174e-01,6.810846053291709223e-01,9.967867822596412353e-01,9.683400684352930776e-01,6.881786281619413082e-01
1.399999999999999911e+00,9.635796694504128457e-01,6.445788979650799444e-01,9.963391318749790226e-01,9.644013260752074546e-01,6.548256397357820058e-01
1.500000000000000000e+00,9.590920016279482763e-01,6.081071510386425460e-01,9.958821734090738120e-01,9.603925930396699506e-01,6.220912582635017563e-01
1.600000000000000089e+00,9.544401631383688800e-01,5.718239968589672317e-01,9.954176104547014514e-01,9.563302338589549922e-01,5.901540423856759254e-01
1.699999999999999956e+00,9.496248041918742278e-01,5.358559590701141850e-01,9.949469163481272638e-01,9.522283675436747918e-01,5.591571822286793836e-01
1.800000000000000044e+00,9.446449911365728536e-01,5.003133896873805941e-01,9.944714063320442277e-01,9.480994566149233416e-01,5.292159729997202300e-01
1.900000000000001021e+00,9.394992747899530983e-01,4.653004784320467491e-01,9.939922901257663979e-01,9.439547384503510497e-01,5.004226537570486411e-01
2.000000000000000000e+00,9.341866512938624689e-01,4.309224959412666367e-01,9.935106996793898748e-01,9.398044598327250920e-01,4.728487389360738202e-01
2.100000000000000977e+00,9.287073370103811065e-01,3.972899110263272138e-01,9.930276919153248061e-01,9.356579175342115695e-01,4.465455088405596573e-01
2.200000000000001066e+00,9.230633050255824257e-01,3.645194671433877320e-01,9.925442308909968592e-01,9.315233450716309260e-01,4.215436401019476143e-01
2.300000000000001155e+00,9.172585597633108323e-01,3.327326633932526923e-01,9.920611573627718949e-01,9.274077128221517308e-01,3.978530176464478707e-01
2.400000000000000799e+00,9.112991548019030441e-01,3.020523284478452419e-01,9.915791556943845952e-01,9.233165217416009485e-01,3.754635943999714010e-01
2.500000000000000888e+00,9.051929842886498045e-01,2.725980900507443128e-01,9.910987281929871662e-01,9.192536686043994987e-01,3.543478135092880121e-01
2.600000000000000977e+00,8.989493980015712538e-01,2.444815352764780070e-01,9.906201853193863371e-01,9.152214441327147787e-01,3.344646672336855087e-01
2.700000000000001066e+00,8.925787025571153555e-01,2.178017496048379464e-01,9.901436571274869758e-01,9.112206980096640985e-01,3.157650333109717211e-01
2.800000000000001155e+00,8.860916158545513177e-01,1.926417476528498318e-01,9.896691272821318552e-01,9.072511716223871092e-01,2.981975911243890942e-01
2.900000000000000799e+00,8.794987388384254423e-01,1.690661003609724156e-01,9.891964867587238475e-01,9.033119662725989096e-01,2.817144395297616621e-01
3.000000000000000888e+00,8.728100991093586947e-01,1.471198560369061104e-01,9.887256005439645223e-01,8.994020871521978266e-01,2.662755442098164171e-01
3.100000000000000977e+00,8.660348065020474495e-01,1.268286733248405462e-01,9.882563779561661654e-01,8.955209861510702307e-01,2.518513255550764995e-01
