time,Ckappa_U0.08,C3-_U0.08,C3+_U0.08,Ckappa_U0.32,C3-_U0.32,C3+_U0.32,Ckappa_U1.28,C3-_U1.28,C3+_U1.28
4.700999999999999659e+02,9.331095986101131112e-01,9.534825340988845044e-03,9.266448398841090617e-01,4.044051994623693580e-01,7.087205145588063482e-05,3.684077559811350100e-01,5.417554133022435547e-02,1.036560647756929662e-07,3.126198366731353095e-02
4.800999999999999659e+02,9.319862576599523551e-01,9.013059064246315213e-03,9.254894656239998074e-01,3.975493712788553680e-01,-2.834609664479068034e-05,3.622438704292454403e-01,5.171439638695884272e-02,-4.652468490731081520e-05,2.982669030923933845e-02
4.900999999999999659e+02,9.308775925133800921e-01,8.489039910635215111e-03,9.244067330808536376e-01,3.907782424077204109e-01,-3.866910686980756448e-05,3.560913009585589539e-01,4.943322671620675735e-02,-9.468148773587453930e-05,2.860294202138326247e-02
5.000999999999999659e+02,9.297608797831448113e-01,7.980028338207982574e-03,9.233040811590444985e-01,3.842258917232554416e-01,1.437142754455943388e-04,3.500915192818835897e-01,4.719536858958974651e-02,-1.139291667432088667e-04,2.747105613297550625e-02
5.100999999999999659e+02,9.286418353418136595e-01,7.492178874721583740e-03,9.222062175301011244e-01,3.778009385385248664e-01,1.282987852180359888e-04,3.442396735526737084e-01,4.515379900610659580e-02,-3.524632444129495722e-05,2.639812690210043000e-02
5.200999999999999091e+02,9.275332735034963472e-01,7.094829991644707734e-03,9.211166376871369188e-01,3.714768366551324807e-01,5.464190343355095205e-06,3.384072578391867370e-01,4.311720255782018618e-02,1.405484269693883087e-04,2.514389815028501146e-02
5.300999999999999091e+02,9.264300026509674213e-01,6.690040299088016902e-03,9.200076957154192936e-01,3.652696974813569586e-01,-2.000372239770917181e-05,3.328446116449216285e-01,4.124022021300097207e-02,-6.504606498469695875e-05,2.411582278546205507e-02
5.400999999999999091e+02,9.253306837369065230e-01,6.326054567846408141e-03,9.189066459342977167e-01,3.591660597438756097e-01,-7.753994567030247302e-05,3.273436728581204380e-01,3.945623641600039255e-02,3.766579899130383041e-06,2.316886762748577785e-02
5.500999999999999091e+02,9.242415645623436316e-01,5.995036087236511879e-03,9.177891612373657582e-01,3.531647379546394849e-01,-3.995184150184012429e-05,3.219305526478445367e-01,3.770158171642574302e-02,-1.682971761706208210e-04,2.231406155782578865e-02
5.600999999999999091e+02,9.231502779041006468e-01,5.628104187477801605e-03,9.167283696736935328e-01,3.473049663464182202e-01,9.895426289657975149e-05,3.165160385814657085e-01,3.614593206042895218e-02,-9.860843842961446030e-05,2.135248118452638330e-02
5.700999999999999091e+02,9.220451357034701312e-01,5.296214715814808946e-03,9.156423650378494594e-01,3.415270206488162930e-01,1.201856687670004321e-05,3.113044605987226876e-01,3.461950739533631999e-02,8.151611860153870235e-05,2.037164424238802063e-02
5.800999999999999091e+02,9.209378856282632864e-01,5.034279505469263678e-03,9.145428851445062124e-01,3.358867398721254727e-01,2.240846383334634779e-05,3.062148429745781830e-01,3.322690302394993439e-02,8.220223579628928323e-05,1.960318016750095191e-02
5.900999999999999091e+02,9.198367527936406329e-01,4.763261526870976072e-03,9.134667285617441568e-01,3.303293517480642705e-01,-5.906776471463791004e-06,3.012458819894773265e-01,3.192514388334261738e-02,9.566079161228104499e-05,1.894712144239389315e-02
6.000999999999999091e+02,9.187435720523976501e-01,4.509712989548706787e-03,9.124026706902845785e-01,3.248548604313346022e-01,1.388295898544254032e-04,2.961401336524983052e-01,3.065704907097920040e-02,1.006835249310001041e-06,1.797057284136530791e-02
6.100999999999999091e+02,9.176722165390187591e-01,4.259730138760751787e-03,9.113330322108951220e-01,3.195106081159816980e-01,2.779814208504559998e-05,2.913567962836757230e-01,2.944792081847384668e-02,-1.380777102731252403e-04,1.747175079314425977e-02
6.200999999999999091e+02,9.165775312492929761e-01,4.063042611797770647e-03,9.102849953250968795e-01,3.141802864912328075e-01,9.167482943847556119e-05,2.866213954297344157e-01,2.830746368154439876e-02,7.587426973413855949e-06,1.676674755860193058e-02
6.300999999999999091e+02,9.154953264776429789e-01,3.910424667311539378e-03,9.091950522739947749e-01,3.091130367950783442e-01,1.054592790000921074e-05,2.819847918304757561e-01,2.716704896534503921e-02,-5.282124789901600665e-05,1.607568333130143801e-02
6.400999999999999091e+02,9.144336929321409402e-01,3.765953123334939753e-03,9.081641599366021556e-01,3.040170969896500153e-01,-2.633431720779593469e-05,2.773220658071061107e-01,2.616791186136009639e-02,-6.808047508578836231e-05,1.547633780274581573e-02
6.500999999999999091e+02,9.133509094710111631e-01,3.631035043575629121e-03,9.070891134504094344e-01,2.990076156291893716e-01,1.140792808142462899e-04,2.728868658855455043e-01,2.510693113634635334e-02,8.298501369101009642e-05,1.494627950344474404e-02
6.600999999999999091e+02,9.123000301718325877e-01,3.487763351967911474e-03,9.060441079964238753e-01,2.941446788267736423e-01,1.696508144749483179e-04,2.684917593957160675e-01,2.419338354639757188e-02,5.308404284370024211e-05,1.438742364600637674e-02
6.700999999999999091e+02,9.112511088088500744e-01,3.360007660891329434e-03,9.049586046276201223e-01,2.893684753441779223e-01,1.150112218435523314e-04,2.641970641723186963e-01,2.332315404098610212e-02,-6.818261591662903777e-05,1.398900353699274700e-02
6.800999999999999091e+02,9.101861946259542924e-01,3.223554371359191231e-03,9.039106536004646308e-01,2.847295948057194659e-01,4.181887189568711711e-05,2.599126438987166554e-01,2.247073853508499072e-02,5.892354086118619218e-05,1.341820615669578678e-02
6.900999999999999091e+02,9.091099091270888888e-01,3.112576052600582888e-03,9.028616873510816321e-01,2.801560435634736224e-01,3.037681990038546101e-05,2.557275535208497486e-01,2.159899892890123144e-02,1.301703120029068365e-04,1.282824434260473184e-02
7.000999999999999091e+02,9.080570424182038414e-01,3.052685418378572532e-03,9.018110324459117644e-01,2.756819697597677199e-01,1.033958310858795813e-04,2.516858979883671577e-01,2.096392174290681240e-02,5.306744619234141460e-05,1.270724655904556695e-02
7.100999999999999091e+02,9.069956826229712554e-01,2.976364549678155863e-03,9.007226183223817628e-01,2.712624715991401869e-01,4.388754111510383067e-05,2.476709722477655196e-01,2.031931207290211400e-02,-8.618016616428497321e-05,1.203754399134038255e-02
7.200999999999999091e+02,9.059408235215872240e-01,2.834945847589248526e-03,8.996984601390199954e-01,2.668941589948821691e-01,1.686825633996030756e-05,2.437603214821666975e-01,1.963183508533617588e-02,-4.737984788615379260e-05,1.182025017978358301e-02
7.300999999999999091e+02,9.048879742137443394e-01,2.704228546111995830e-03,8.986582384296006865e-01,2.627007878163364341e-01,1.698032325644657867e-04,2.398438670345151846e-01,1.900337864184557107e-02,5.483990996018854743e-05,1.147985984434506807e-02
7.400999999999999091e+02,9.038567170198784639e-01,2.582528297466250584e-03,8.976550795221629464e-01,2.585503948018499920e-01,2.901948718516265250e-05,2.360352118787822640e-01,1.846513513980123367e-02,-5.567582349863896789e-05,1.109482625835363570e-02
7.500999999999999091e+02,9.028317588515648584e-01,2.434973340789583617e-03,8.966123512865739054e-01,2.544153632791469333e-01,-5.248203900325032630e-05,2.323304580554163001e-01,1.789269810671115235e-02,3.235423813445288308e-04,1.073800815866941295e-02
7.600999999999999091e+02,9.017650142241722122e-01,2.250176550978756108e-03,8.956058053036738409e-01,2.503575065502839370e-01,-8.496872626674263141e-05,2.286679954559486527e-01,1.730292861179374281e-02,-3.255003146711482121e-05,1.036774197907838757e-02
7.700999999999999091e+02,9.007495797337852217e-01,2.099127060073468012e-03,8.945367347932777768e-01,2.464159528462165072e-01,-5.817135877838102364e-05,2.251234405606017952e-01,1.673283985358300571e-02,8.046020802159623096e-05,1.014626583013877176e-02
7.800999999999999091e+02,8.997203542489837780e-01,1.996276527585788378e-03,8.935415495082857928e-01,2.425137971874378739e-01,3.549904141389703107e-05,2.215718465173805163e-01,1.623242180773728019e-02,-1.168280619388292692e-04,9.771606526464573714e-03
7.900999999999999091e+02,8.986754862747983186e-01,1.866259933383726099e-03,8.925289331808506921e-01,2.386571852458782006e-01,-1.162125366805174109e-05,2.180860636794889618e-01,1.577330918565360285e-02,-7.591108290744741274e-05,9.395387239873499372e-03
8.000999999999999091e+02,8.976632020254730060e-01,1.763125448198598396e-03,8.914765724257025514e-01,2.349873505221856396e-01,-3.268611324342547247e-05,2.147073819516731041e-01,1.528673114763982183e-02,3.561235800566380085e-05,9.362922648127373904e-03
8.100999999999999091e+02,8.966046780118808179e-01,1.661734488835430248e-03,8.904860370311530327e-01,2.312677630436985043e-01,-6.708272249510553752e-05,2.114435662777358060e-01,1.479090753618069257e-02,-2.133085456051182866e-05,9.155219210598836144e-03
8.200999999999999091e+02,8.955730945466464643e-01,1.567890679861975479e-03,8.894539830128048719e-01,2.276469810854263309e-01,1.015899370535404807e-04,2.080978662906704246e-01,1.431680695292306474e-02,5.963076557243465335e-05,8.642075104195059629e-03
8.300999999999999091e+02,8.945479169982415435e-01,1.494913154518601314e-03,8.884078014207613672e-01,2.240762738051691738e-01,2.086495317268552690e-04,2.048799561521782997e-01,1.394362987025323658e-02,5.905554512962001576e-05,8.322314712036676942e-03
8.400999999999999091e+02,8.935433831120719317e-01,1.427731135069708899e-03,8.874173215264623549e-01,2.206028014814405691e-01,-1.129689850655739647e-05,2.016698548784033318e-01,1.369184397781985328e-02,1.912368751125352899e-04,8.160731366652506161e-03
8.500999999999999091e+02,8.925288927976844366e-01,1.393692910410388982e-03,8.864012889487291602e-01,2.172146559261900756e-01,-4.318157688480258622e-06,1.986513880474952698e-01,1.320805557624617731e-02,1.767002811467311457e-05,8.040629251808031550e-03
8.600999999999999091e+02,8.915020325480650376e-01,1.372618266844967058e-03,8.853772875342293958e-01,2.137975271890935614e-01,2.614401190619190262e-05,1.957208919734822750e-01,1.288203764542597378e-02,-3.757363165395328483e-05,7.926246412724021265e-03
8.700999999999999091e+02,8.904954497769461685e-01,1.349887128383857283e-03,8.844046407509983387e-01,2.105357305640781773e-01,-1.297428000196431893e-04,1.926706858409132639e-01,1.247693903863481522e-02,9.787718889017313061e-06,7.732344158003146527e-03
8.800999999999999091e+02,8.894962964359055535e-01,1.311840159617912952e-03,8.833960107692456765e-01,2.072679052466342431e-01,-5.307535924946954760e-06,1.895859663651839333e-01,1.218470051771663662e-02,-1.500064493428463516e-04,7.702262673083192131e-03
8.900999999999999091e+02,8.884833809440318975e-01,1.241427959135841521e-03,8.823758924046227747e-01,2.041395290218609992e-01,6.058122325753703187e-05,1.867621709217709702e-01,1.187018741529282696e-02,4.806248798308020842e-05,7.373240997779039602e-03
9.000999999999999091e+02,8.874754341304659233e-01,1.108656160300739661e-03,8.813832936562822074e-01,2.010106713483908181e-01,9.038724204108198809e-05,1.839530358005149469e-01,1.158702283028614950e-02,-1.675172648313490999e-05,7.201215820261756481e-03
9.100999999999999091e+02,8.864858736287393182e-01,1.066096060696650281e-03,8.803900408923494014e-01,1.979887776474171523e-01,1.386260535614093061e-04,1.812165909921727158e-01,1.137457136136210689e-02,-4.981836377120786840e-05,7.157754583936341668e-03
9.200999999999999091e+02,8.854778716270839123e-01,1.040311874125012534e-03,8.794189950729027760e-01,1.950119548221235510e-01,-1.318236893895772860e-04,1.784966992560652332e-01,1.105247965647374216e-02,-3.466896775382655236e-05,6.972767510258629127e-03
9.300999999999999091e+02,8.844757589459893987e-01,9.880594178419057228e-04,8.784087828794977515e-01,1.920741200906025403e-01,-2.807526063760857516e-06,1.757556079031928620e-01,1.092760197713739563e-02,-9.421634418900586277e-05,6.866431655336771925e-03
9.400999999999999091e+02,8.835073365682020174e-01,9.438662504507558566e-04,8.774602598729772662e-01,1.891410466282413549e-01,1.820067672127691097e-04,1.730810997763694847e-01,1.072877435001046674e-02,1.904195474268332688e-04,6.811952865325217321e-03
9.500999999999999091e+02,8.825225061208634703e-01,9.219806774226494209e-04,8.764372851175151746e-01,1.863303969915432179e-01,1.344705702889450400e-05,1.705252965610960514e-01,1.041804858882973764e-02,-2.177481577900290926e-04,6.599799772899952316e-03
9.600999999999999091e+02,8.815302453700467611e-01,8.452948013079839571e-04,8.754801613844805930e-01,1.834822664345243659e-01,1.582648093211266711e-05,1.679581411303447402e-01,1.019064025620832099e-02,1.570901657878820412e-04,6.376811459441220770e-03
9.700999999999999091e+02,8.805331474422037896e-01,8.095154380696473065e-04,8.744788346816969593e-01,1.807190714412005572e-01,6.800545696769381141e-05,1.654188741672200369e-01,1.009226409758919030e-02,-1.297620118075016812e-04,6.311138310946672048e-03
9.800999999999999091e+02,8.795513583278459224e-01,7.726021444723079777e-04,8.734948469031604823e-01,1.780634490736389686e-01,2.210320717964345684e-04,1.630188695308754654e-01,9.745592667166109654e-03,-9.308237848532854191e-05,6.198320919201434805e-03
9.900999999999999091e+02,8.785544854105815649e-01,7.828524538381792823e-04,8.725421171699500045e-01,1.753684207980051313e-01,2.186114729784838370e-05,1.605512909965380042e-01,9.599439173540797593e-03,-1.461865921824957205e-04,5.911934049678871893e-03
1.000099999999999909e+03,8.775517673468271607e-01,7.161259943390131102e-04,8.715630661283211289e-01,1.728398918548629815e-01,-1.167133254302595957e-04,1.581519906478069948e-01,9.470468639774940606e-03,-3.851180307091234576e-05,6.077387258755826728e-03
1.100099999999999909e+03,8.678486539667572552e-01,5.278426453935805302e-04,8.618815150357814758e-01,1.492575290060285387e-01,-1.361361971627961863e-05,1.368300538121051957e-01,8.160906090476510721e-03,-2.153505649956165930e-04,5.338319831876651121e-03
1.200099999999999909e+03,8.583024785739760132e-01,4.294469562905768307e-04,8.524681822845231460e-01,1.296253104761589114e-01,1.801850323756082404e-05,1.189121982243704356e-01,7.488651732075959563e-03,4.340368268795524352e-05,4.643326524712371346e-03
1.300099999999999909e+03,8.490003843194606770e-01,1.509654156243265427e-04,8.432160482748326524e-01,1.129794592487687738e-01,-9.593061804745778754e-05,1.039872283619349830e-01,6.884219353795912287e-03,6.561089182436872166e-06,4.196242914173770738e-03
1.400099999999999909e+03,8.398763331844759650e-01,1.218327462850087744e-04,8.341134965421252989e-01,9.913585449904106783e-02,-1.387846046357077987e-04,9.132067609916183493e-02,6.438383183687121716e-03,-3.916091332331386710e-05,4.081265736143695200e-03
1.500099999999999909e+03,8.308612429015073131e-01,2.126718964558953803e-04,8.252005679565549423e-01,8.739189322439294694e-02,-5.753880238368926656e-06,8.066753854476085839e-02,6.014751330825602628e-03,-1.936840782443881594e-05,3.817665010781498124e-03
1.600099999999999909e+03,8.220427793345204126e-01,7.847529349366523998e-05,8.164317144093774514e-01,7.759871894615141819e-02,-5.574569479875086563e-06,7.166724759047783666e-02,5.943853387025618829e-03,1.233426148219911962e-04,3.612199189219770460e-03
1.700099999999999909e+03,8.134066000827034904e-01,6.844478010416857024e-05,8.078271227962742218e-01,6.924450188610860313e-02,9.149627932246255906e-05,6.414075515044637132e-02,5.931341792693785309e-03,1.173967921582285247e-04,3.582819283727228885e-03
1.800099999999999909e+03,8.048763680147825728e-01,1.307115544983842908e-04,7.993811763457902009e-01,6.215674579175362729e-02,-1.782734352143155467e-04,5.779484022352567724e-02,5.741871584171420392e-03,-1.080235595802860580e-04,3.470729167720951365e-03
1.900099999999999909e+03,7.965127123653223951e-01,-5.672488503524591703e-05,7.911075906718790796e-01,5.624112247413231430e-02,-2.077029441517499032e-04,5.225444820200182694e-02,5.710093581632709296e-03,-6.015557046414226944e-05,3.668928753684446136e-03
2.000099999999999909e+03,7.882930679519906114e-01,-1.479086216419414623e-04,7.829613268807823490e-01,5.099151670987678991e-02,2.353538023934303937e-04,4.748889239505810211e-02,5.608300663556525789e-03,9.754614829804070827e-05,3.549386931535255911e-03
2.100099999999999909e+03,7.802268749139147364e-01,-2.108467013478894193e-05,7.749347698453257216e-01,4.660766240152410672e-02,-3.143518999159101551e-05,4.356409391461684572e-02,5.455283066816124689e-03,7.455888087447553464e-05,3.538018138981483419e-03
2.200099999999999909e+03,7.722577652885699306e-01,6.289387932405030967e-05,7.670921486075957807e-01,4.285994758118720493e-02,7.700151023928955736e-06,4.014281860143271291e-02,5.538123374653953525e-03,9.554121172113704718e-06,3.357326001923623907e-03
2.300099999999999909e+03,7.644355238535439634e-01,1.015257763281666699e-04,7.592964298893947195e-01,3.960501840510984722e-02,5.828451164602493158e-05,3.712300940632978774e-02,5.466215468593880675e-03,-1.560276337809860957e-04,3.461465313126417098e-03
2.400099999999999909e+03,7.567746269157468175e-01,2.917791203466396966e-05,7.516845052165358476e-01,3.684834707217939792e-02,-8.161671651418306783e-05,3.431099692917975036e-02,5.365966085623560117e-03,2.802800365944756186e-05,3.256790840642124346e-03
2.500099999999999909e+03,7.492285461346801512e-01,2.523365296961114812e-05,7.442242048400279364e-01,3.458016187893439564e-02,1.014628459826197982e-04,3.228898293631943944e-02,5.581683898587258899e-03,8.132067850105689387e-05,3.464544007692357992e-03
2.600099999999999909e+03,7.417601512134104347e-01,-1.339414590726490599e-04,7.368186708043609201e-01,3.248336834488444597e-02,-1.827435657191548931e-04,3.035186853686188888e-02,5.484835684748842234e-03,-8.946170380495350159e-05,3.407614903212952129e-03
2.700099999999999909e+03,7.344314694467475313e-01,-1.113811084799806641e-04,7.295169874443961922e-01,3.062883934100126687e-02,1.136122423543780983e-04,2.862947652160960019e-02,5.495312362461294946e-03,-9.638794005640429863e-05,3.395607482552891014e-03
2.800099999999999909e+03,7.272348092235649819e-01,-1.491001477814118286e-04,7.223607306751093082e-01,2.898356011342430663e-02,-4.330891227729003937e-05,2.718363595358349802e-02,5.484316801868824309e-03,-4.831441307580926073e-05,3.338775257484093931e-03
2.900099999999999909e+03,7.201016738824519425e-01,-1.365536359504052977e-04,7.153032078622389989e-01,2.768937200909253257e-02,-8.888203176725873909e-05,2.586321681641649134e-02,5.407683796320219768e-03,-1.574140654946941484e-04,3.405197029557563426e-03
3.000099999999999909e+03,7.130962017499898886e-01,-7.338552283307249327e-05,7.083874660206639362e-01,2.636065847770606083e-02,7.664691065832118300e-05,2.479294345066919078e-02,5.407844561501120965e-03,7.575281223923648402e-05,3.447144912234524974e-03
3.100099999999999909e+03,7.061945652143046814e-01,-4.951556942864257396e-05,7.015376910327119075e-01,2.533207518949856518e-02,1.794422728600427277e-04,2.379489153927244818e-02,5.264891085385592535e-03,9.439489489444602649e-05,3.434046220787429198e-03
3.200099999999999909e+03,6.994178742223621237e-01,-3.370516577700745418e-05,6.947772276476995579e-01,2.449530698604971551e-02,1.523379916272375463e-04,2.286368994422225201e-02,5.242940991375059055e-03,-3.673056810795060468e-05,3.603180959886684125e-03
3.300099999999999909e+03,6.927820759549125906e-01,-4.687505990496832950e-05,6.881460009022369873e-01,2.374007867736279906e-02,7.252716884882761175e-05,2.206250350694082332e-02,5.289062586687401542e-03,-2.049476384155755464e-05,3.452963353383575740e-03
3.400099999999999909e+03,6.861564909268816903e-01,-5.897646151054521281e-05,6.816386665128725264e-01,2.293294084577147257e-02,-7.060604208438280743e-05,2.147530823540597794e-02,5.265169943055478426e-03,9.774450031243917404e-05,3.320891683239963164e-03
3.500099999999999909e+03,6.796765258035837309e-01,1.141916526880820665e-04,6.751927910957566947e-01,2.227050139605409040e-02,-1.466500323623670860e-04,2.100993131816447992e-02,5.329730932574131171e-03,7.511891597657149606e-05,3.480334811873604661e-03
3.600099999999999909e+03,6.732867120244548920e-01,6.094902978947771719e-05,6.688200119549471134e-01,2.168860833232030133e-02,-4.897333966241038756e-05,2.046058075554844924e-02,5.206313255046847964e-03,-5.861680734658992738e-05,3.470486932728380700e-03
3.700099999999999909e+03,6.669623350020761343e-01,1.014475039743828488e-04,6.625541230600004994e-01,2.124906682018332452e-02,1.331731737793583287e-04,2.001960518102160677e-02,5.297267943454366315e-03,1.179321848077889131e-04,3.158973357015528068e-03
3.800099999999999909e+03,6.607655670966694483e-01,4.889214427444537600e-05,6.564247269628099568e-01,2.077404272272249941e-02,1.520298575588350913e-04,1.968286416985539494e-02,5.318685918453048937e-03,-1.389043815291990863e-05,3.366561186956121277e-03
3.900099999999999909e+03,6.546911846149900960e-01,4.796802797741494601e-05,6.503074163201680857e-01,2.050991207927407509e-02,2.171818280218108118e-05,1.940230824576003044e-02,5.316320050660655605e-03,9.489997800223929345e-05,3.433517811142858690e-03
4.000099999999999909e+03,6.486419961227538611e-01,-5.494336130510740670e-05,6.443291017413668165e-01,2.021838544188248737e-02,-6.833342810671092708e-05,1.905624024466304536e-02,5.457066170426425576e-03,3.113950112349471184e-05,3.380106079718089677e-03
4.100100000000000364e+03,6.427246069740129020e-01,-1.493791168241155338e-05,6.384557267857993157e-01,1.988567355765044620e-02,-2.741970023688630715e-05,1.870316996886420280e-02,5.454850818951723079e-03,-3.339682938379614206e-05,3.250937710263965882e-03
4.200100000000000364e+03,6.368723998863998759e-01,-1.784090860178467386e-06,6.326163569699343459e-01,1.964339259606189339e-02,-9.940100031921679979e-05,1.845318644115878301e-02,5.455098379310856400e-03,-4.661639129459737310e-05,3.392496800428850857e-03
4.300100000000000364e+03,6.310695275747124633e-01,3.835152036566952575e-05,6.268564115533893366e-01,1.942558865983328234e-02,1.215795782100242490e-04,1.820266338589667660e-02,5.346676882605271713e-03,-4.814440534398098761e-05,3.369336492417749056e-03
4.400100000000000364e+03,6.253954325550390436e-01,-1.476247242404493589e-04,6.212034387060278995e-01,1.916181537479162353e-02,7.491215910157310645e-05,1.802759072037554353e-02,5.461404249374400034e-03,8.037213978502548276e-05,3.244394651842863811e-03
4.500100000000000364e+03,6.198032534855243414e-01,-1.816039536798741828e-04,6.156281564746567403e-01,1.889008838356363851e-02,-7.147966756635542316e-05,1.793406225768486711e-02,5.331689023375877322e-03,-2.510151759117025712e-04,3.296213186121521067e-03
4.600100000000000364e+03,6.142473813677878924e-01,-3.738073343479478814e-05,6.100824688469828061e-01,1.876916271451931420e-02,8.826148707813455385e-05,1.761476304054982248e-02,5.333854992948469827e-03,1.656041433509057397e-04,3.675938339782077596e-03
4.700100000000000364e+03,6.087992827346955238e-01,1.037471376484269258e-04,6.046625633999068716e-01,1.857201720373629489e-02,-3.677292043518466718e-05,1.752765429181749740e-02,5.294952141883377782e-03,-1.562828893124118708e-04,3.411664065981455992e-03
4.800100000000000364e+03,6.034136955826916449e-01,1.056669518048978243e-04,5.993450498135362015e-01,1.824205517180453248e-02,-3.301779318711901915e-05,1.739812487123346130e-02,5.530017416238346660e-03,1.527064637345037709e-04,3.419148480521377355e-03
4.900100000000000364e+03,5.981572068042266821e-01,1.417096578026693173e-05,5.940783128351746489e-01,1.822542928426548400e-02,9.397987576491479995e-05,1.744532482124349845e-02,5.577730944467902685e-03,5.113897296510220083e-05,3.540487839786669606e-03
5.000100000000000364e+03,5.928901182484523913e-01,2.998462095498728510e-05,5.889294141042881181e-01,1.805527990405635802e-02,-1.450117610939952932e-04,1.717982353876384982e-02,5.590914893965211532e-03,-1.813074982434930983e-05,3.523050910683341464e-03
5.100100000000000364e+03,5.876906026850483578e-01,-3.804090471838814590e-05,5.838526820393599159e-01,1.804529315134167922e-02,-7.264140331028937862e-05,1.714005690875534949e-02,5.615374356239492999e-03,6.721267285575590038e-05,3.444266234599633204e-03
5.200100000000000364e+03,5.826514640817828106e-01,5.490132269306348839e-05,5.787859323474864315e-01,1.790723181029583305e-02,1.101714649648795862e-04,1.715653864010165119e-02,5.656908717084533668e-03,3.867920470742141752e-05,3.370811602465374496e-03
5.300100000000000364e+03,5.775956443593355250e-01,-1.117671541041289420e-04,5.738108295153819816e-01,1.784312139192492652e-02,-9.569760516650654893e-05,1.702078159059532483e-02,5.636784540346581433e-03,1.012188239998306405e-04,3.503258822100813619e-03
5.400100000000000364e+03,5.726167137687776520e-01,-5.205610912948937322e-06,5.688500155087429233e-01,1.783719597717042804e-02,-4.480696246071351469e-05,1.710644285642370574e-02,5.665600437382093887e-03,1.465872494128197677e-04,3.391986917257310517e-03
5.500100000000000364e+03,5.677348027470693337e-01,1.427396417945394865e-04,5.640757332566848081e-01,1.775844204076097027e-02,-1.577518500610657287e-04,1.697278339892086679e-02,5.522770106245773226e-03,1.780094873760175442e-05,3.405542079521458113e-03
5.600100000000000364e+03,5.629191676096851893e-01,1.492918743995801578e-04,5.592738503642042946e-01,1.773752046442068561e-02,3.582600462800724549e-05,1.695096722398221900e-02,5.785373567005210049e-03,-2.932295322429405513e-05,3.559285132678205801e-03
5.700100000000000364e+03,5.581472461477774427e-01,1.955555569357439764e-04,5.545475796335932461e-01,1.776271251429160924e-02,-6.731457817911489557e-05,1.685560229441260618e-02,5.624541102509629520e-03,1.399261513665667840e-04,3.402345603688185140e-03
5.800100000000000364e+03,5.534649535983867663e-01,9.189744550649052196e-05,5.499069000236106453e-01,1.770651127442171568e-02,-8.478177940177250549e-05,1.682609585368961477e-02,5.654876029362806977e-03,-1.269561382037598331e-04,3.703115471293819821e-03
5.900100000000000364e+03,5.488718481039982500e-01,-4.333053124594242597e-05,5.453106700541963114e-01,1.763610830689775130e-02,-4.573573420207790168e-06,1.666834507393537626e-02,5.531221945404884814e-03,7.443368176002137246e-05,3.405016870937011171e-03
6.000100000000000364e+03,5.443171906945382110e-01,9.890461098436341783e-05,5.407393972256249182e-01,1.764348904087485390e-02,1.721819205959970408e-04,1.663499472261733420e-02,5.453587933830291931e-03,-8.972146397021055222e-06,3.521485952196963618e-03
6.100100000000000364e+03,5.398224619335342256e-01,1.534240960161883406e-04,5.363003870612926827e-01,1.756014917983690984e-02,7.136600398141436754e-05,1.661613762042396178e-02,5.433876588977514140e-03,8.038433188088069581e-05,3.474156438454539548e-03
6.200100000000000364e+03,5.353727605980002080e-01,-2.359703839191011870e-05,5.318851658172931707e-01,1.752482314873759703e-02,3.512516708202575002e-06,1.658381658466383940e-02,5.446047447975020661e-03,1.474896672663978401e-04,3.597492883746956135e-03
6.300100000000000364e+03,5.310293128529233186e-01,-3.806858220215402242e-05,5.275165124899552360e-01,1.765378144631071788e-02,1.955594543443102645e-04,1.658768320755204043e-02,5.638520890800301742e-03,-1.428044275901445357e-04,3.699431488726524948e-03
6.400100000000000364e+03,5.267412800680203455e-01,-8.534752634593834562e-05,5.232238651499755422e-01,1.756523943816547598e-02,-8.805779267077653845e-05,1.667739848231064581e-02,5.584905342832027775e-03,2.699326672916448088e-04,3.658160839547954304e-03
6.500100000000000364e+03,5.224781196528557325e-01,5.972373547760412960e-05,5.189762481928570370e-01,1.753668159485088918e-02,-7.844238508405115926e-05,1.661064038709470989e-02,5.622070738888517057e-03,3.643215646569144303e-05,3.494513707314563129e-03
6.600100000000000364e+03,5.182516598948107012e-01,1.255053596154585447e-04,5.148223932924402835e-01,1.757499204076479540e-02,1.450153233763394253e-04,1.658654122829275601e-02,5.787123621753367461e-03,-1.704485185881471072e-05,3.480199300202282530e-03
6.700100000000000364e+03,5.141018723523639311e-01,-6.461432342060382744e-06,5.106967115254213985e-01,1.741876290787304146e-02,-3.516840660567395487e-05,1.661275887608406471e-02,5.732843056371145218e-03,-4.453733781035234049e-05,3.564700723955789921e-03
6.800100000000000364e+03,5.100345162989179393e-01,-1.053660551189841184e-04,5.066528321550187730e-01,1.742349349513503537e-02,2.422330887920100128e-06,1.654521440413170286e-02,5.752066855779786568e-03,-5.743979287167847196e-05,3.518499577151429532e-03
6.900100000000000364e+03,5.059814141612278826e-01,-1.438149357671451975e-04,5.026611955473470061e-01,1.734359917402505252e-02,1.887874878346246319e-04,1.650191402988060441e-02,5.767372671415843706e-03,4.389977785230933212e-05,3.608982307858635882e-03
7.000100000000000364e+03,5.019553472417513929e-01,-4.609740352655981215e-05,4.987423362114907222e-01,1.729207589580825447e-02,6.881890688881034943e-05,1.651036868229424984e-02,5.553813186702062990e-03,8.580116556934382608e-05,3.643463915824189485e-03
