# 1D Hubbard model 
# MCLM for L=20, U/t=1.95, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 199.13192437204086 199.182
5.00000000000000010E-003 75.068255631255226 75.1183
1.00000000000000002E-002 1.7813462341631896 1.83135
1.49999999999999994E-002 0.27016774287330475 0.320168
2.00000000000000004E-002 9.43381953876586687E-002 0.144338
2.50000000000000014E-002 3.74816209521423374E-002 0.0874816
2.99999999999999989E-002 1.75068045264935267E-002 0.0675068
3.50000000000000033E-002 1.07703751060409195E-002 0.0607704
4.00000000000000008E-002 7.56100973467313704E-003 0.057561
4.49999999999999983E-002 5.65323461560443118E-003 0.0556532
5.00000000000000028E-002 4.97685279773844337E-003 0.0549769
5.50000000000000003E-002 5.06316819635152428E-003 0.0550632
5.99999999999999978E-002 5.15709336612980417E-003 0.0551571
6.50000000000000022E-002 5.36960544756097564E-003 0.0553696
7.00000000000000067E-002 6.06873971431432652E-003 0.0560687
7.49999999999999972E-002 6.80527212772814947E-003 0.0568053
8.00000000000000017E-002 7.39546592437013289E-003 0.0573955
8.50000000000000061E-002 8.38360988228108520E-003 0.0583836
8.99999999999999967E-002 9.38306979766839050E-003 0.0593831
9.50000000000000011E-002 1.02729610455672745E-002 0.060273
0.10000000000000001 1.15793790876675406E-002 0.0615794
0.10500000000000000 1.26614271900571760E-002 0.0626614
0.11000000000000000 1.34659251580748832E-002 0.0634659
0.11500000000000000 1.48907100894912145E-002 0.0648907
0.12000000000000000 1.68613341366395907E-002 0.0668613
0.12500000000000000 1.83503249709549739E-002 0.0683503
0.13000000000000000 1.97906852992512372E-002 0.0697907
0.13500000000000001 2.23401976270173469E-002 0.0723402
0.14000000000000001 2.46209754064381572E-002 0.074621
0.14499999999999999 2.67226292643762305E-002 0.0767226
0.14999999999999999 2.98449561080316034E-002 0.079845
0.15500000000000000 3.17380962032776312E-002 0.0817381
0.16000000000000000 3.26382733776316575E-002 0.0826383
0.16500000000000001 3.55413465488704020E-002 0.0855413
0.17000000000000001 3.92479382662718757E-002 0.0892479
0.17500000000000002 4.06750812782853688E-002 0.0906751
0.17999999999999999 4.29151744305762903E-002 0.0929152
0.18500000000000000 4.55921188677389233E-002 0.0955921
0.19000000000000000 4.88628690654967085E-002 0.0988629
0.19500000000000001 5.17392167336011219E-002 0.101739
0.20000000000000001 5.44975067472026550E-002 0.104498
0.20500000000000002 5.69695629854863189E-002 0.10697
0.20999999999999999 5.86653286394452980E-002 0.108665
0.21500000000000000 6.05370886842557798E-002 0.110537
0.22000000000000000 6.29440926140411028E-002 0.112944
0.22500000000000001 6.56138873886026597E-002 0.115614
0.23000000000000001 7.00895496273043067E-002 0.12009
0.23500000000000001 7.35605517184581975E-002 0.123561
0.23999999999999999 7.55581693130433912E-002 0.125558
0.24500000000000000 7.83972156902791040E-002 0.128397
0.25000000000000000 8.08972143711919334E-002 0.130897
0.25500000000000000 8.34922997675086459E-002 0.133492
0.26000000000000001 8.70206792228803427E-002 0.137021
0.26500000000000001 8.66571842048655394E-002 0.136657
