# 1D Hubbard model 
# MCLM for L=20, U/t=0.60, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 274.89566594934763 276.296
5.00000000000000010E-003 86.760577066838863 88.1606
1.00000000000000002E-002 1.9270190964271774 3.32702
1.49999999999999994E-002 0.30875643414483755 1.70876
2.00000000000000004E-002 0.11264312658816095 1.51264
2.50000000000000014E-002 4.85345436887201359E-002 1.44853
2.99999999999999989E-002 2.68187621783296908E-002 1.42682
3.50000000000000033E-002 2.20893385403011441E-002 1.42209
4.00000000000000008E-002 2.33591165671404484E-002 1.42336
4.49999999999999983E-002 2.54865225028610663E-002 1.42549
5.00000000000000028E-002 2.98519533918304679E-002 1.42985
5.50000000000000003E-002 3.43753910515525382E-002 1.43438
5.99999999999999978E-002 3.21135170429224792E-002 1.43211
6.50000000000000022E-002 3.02989828489592210E-002 1.4303
7.00000000000000067E-002 3.04312619534208538E-002 1.43043
7.49999999999999972E-002 3.05566749235435080E-002 1.43056
8.00000000000000017E-002 3.09617910776161728E-002 1.43096
8.50000000000000061E-002 3.31077713425026662E-002 1.43311
8.99999999999999967E-002 3.92714398056973474E-002 1.43927
9.50000000000000011E-002 4.52812335840548363E-002 1.44528
0.10000000000000001 4.50086711751163035E-002 1.44501
0.10500000000000000 4.30697416875330530E-002 1.44307
0.11000000000000000 4.13387176039288484E-002 1.44134
0.11500000000000000 4.25848183363414790E-002 1.44258
0.12000000000000000 4.68738313651159283E-002 1.44687
0.12500000000000000 4.83673166151418962E-002 1.44837
0.13000000000000000 5.10511921470771582E-002 1.45105
0.13500000000000001 5.50055309864358952E-002 1.45501
0.14000000000000001 5.87946786972780577E-002 1.45879
0.14499999999999999 6.84701336462822940E-002 1.46847
0.14999999999999999 8.03791635251588088E-002 1.48038
0.15500000000000000 8.73656217365333387E-002 1.48737
0.16000000000000000 9.22781798222271077E-002 1.49228
0.16500000000000001 9.17264761259922179E-002 1.49173
0.17000000000000001 8.92362076386755826E-002 1.48924
0.17500000000000002 8.65188463520653733E-002 1.48652
0.17999999999999999 8.44861364449566998E-002 1.48449
0.18500000000000000 8.83846768472871525E-002 1.48838
0.19000000000000000 9.27680586846565680E-002 1.49277
0.19500000000000001 9.48267006115091071E-002 1.49483
0.20000000000000001 9.76131940535334974E-002 1.49761
0.20500000000000002 9.99766309480696475E-002 1.49998
0.20999999999999999 0.10194850928154574 1.50195
0.21500000000000000 0.10448542804994033 1.50449
0.22000000000000000 0.10579822659369685 1.5058
0.22500000000000001 0.10468799669561134 1.50469
0.23000000000000001 0.10705929576592790 1.50706
0.23500000000000001 0.11352903266894575 1.51353
0.23999999999999999 0.12124422055044946 1.52124
0.24500000000000000 0.13266780134918091 1.53267
0.25000000000000000 0.14057370926982027 1.54057
0.25500000000000000 0.14564213820882355 1.54564
0.26000000000000001 0.16084999072051784 1.56085
0.26500000000000001 0.17722481488354541 1.57722
0.27000000000000002 0.19664936054067467 1.59665
0.27500000000000002 0.23643039109923880 1.63643
0.28000000000000003 0.29328578138591466 1.69329
0.28500000000000003 0.37529338247660832 1.77529
0.28999999999999998 0.46860426993015553 1.8686
0.29499999999999998 0.50494292107959082 1.90494
0.29999999999999999 0.54004650019368305 1.94005
0.30499999999999999 0.62748980011054378 2.02749
0.31000000000000000 0.75785049368838742 2.15785
0.31500000000000000 0.90720135009707081 2.3072
0.32000000000000001 1.0745543933545199 2.47455
0.32500000000000001 1.3014563011818845 2.70146
0.33000000000000002 1.5318517269545937 2.93185
0.33500000000000002 1.7021336939605580 3.10213
0.34000000000000002 1.8603551686432696 3.26036
0.34500000000000003 1.8337553615824824 3.23376
0.35000000000000003 1.8674971314737121 3.2675
0.35499999999999998 1.5660002278796490 2.966
0.35999999999999999 1.2018155462976754 2.60182
0.36499999999999999 1.0027562670375989 2.40276
0.37000000000000000 0.90661214019771541 2.30661
0.37500000000000000 0.82125220063536153 2.22125
0.38000000000000000 0.67456240096787268 2.07456
0.38500000000000001 0.58517498272959878 1.98517
0.39000000000000001 0.60253224498490954 2.00253
0.39500000000000002 0.58641400796689402 1.98641
0.40000000000000002 0.50129226082319389 1.90129
0.40500000000000003 0.43271418269590345 1.83271
0.41000000000000003 0.38478123057210833 1.78478
0.41500000000000004 0.34772533022914304 1.74773
0.41999999999999998 0.33290981504892503 1.73291
0.42499999999999999 0.29686210759912363 1.69686
0.42999999999999999 0.26425472391842092 1.66425
0.43500000000000000 0.25043355548223617 1.65043
0.44000000000000000 0.21749535908033957 1.6175
0.44500000000000001 0.18060151879764699 1.5806
0.45000000000000001 0.17145523895701570 1.57146
0.45500000000000002 0.15290849531891826 1.55291
0.46000000000000002 0.12692066761793322 1.52692
0.46500000000000002 0.11981085129569216 1.51981
0.47000000000000003 0.12355182010357692 1.52355
0.47500000000000003 0.12745799597803395 1.52746
0.47999999999999998 0.12624574212505282 1.52625
0.48499999999999999 0.12069144507352852 1.52069
0.48999999999999999 0.12426980348885620 1.52427
0.49500000000000000 0.12845434973501638 1.52845
0.50000000000000000 0.13011549397483360 1.53012
0.50500000000000000 0.12979955022108994 1.5298
0.51000000000000001 0.12628289623540834 1.52628
0.51500000000000001 0.11637509949739515 1.51638
0.52000000000000002 0.10959082204462015 1.50959
0.52500000000000002 0.11065891379442880 1.51066
0.53000000000000003 0.11162649422271997 1.51163
0.53500000000000003 0.10938649158390965 1.50939
0.54000000000000004 0.10612564347264805 1.50613
0.54500000000000004 0.10579475604136326 1.50579
0.55000000000000004 0.10949632687631948 1.5095
0.55500000000000005 0.11021956399115296 1.51022
0.56000000000000005 0.11335461069420914 1.51335
0.56500000000000006 0.11434307334993869 1.51434
0.57000000000000006 0.10742051368546832 1.50742
0.57500000000000007 0.10387017273845982 1.50387
0.57999999999999996 9.87581074480612664E-002 1.49876
0.58499999999999996 9.50643004475741071E-002 1.49506
0.58999999999999997 9.46972834624352083E-002 1.4947
0.59499999999999997 9.30548646204462648E-002 1.49305
0.59999999999999998 9.52327156506003608E-002 1.49523
0.60499999999999998 9.59975749080032720E-002 1.496
0.60999999999999999 9.30966022495295781E-002 1.4931
0.61499999999999999 9.26005826580633545E-002 1.4926
0.62000000000000000 8.88650673379979966E-002 1.48887
0.62500000000000000 8.54233061944879440E-002 1.48542
0.63000000000000000 8.15989263477914784E-002 1.4816
0.63500000000000001 7.90029847853457035E-002 1.479
0.64000000000000001 7.95394922411429561E-002 1.47954
0.64500000000000002 7.48280818432670858E-002 1.47483
0.65000000000000002 7.25221540947181831E-002 1.47252
0.65500000000000003 7.38403421597463167E-002 1.47384
0.66000000000000003 7.30811008270841056E-002 1.47308
0.66500000000000004 7.31488140680236071E-002 1.47315
0.67000000000000004 6.91829066502676893E-002 1.46918
0.67500000000000004 6.78948213110307647E-002 1.46789
0.68000000000000005 6.92784148457808724E-002 1.46928
0.68500000000000005 6.42879637439376650E-002 1.46429
0.69000000000000006 6.54916778859866988E-002 1.46549
0.69500000000000006 6.86528089565416194E-002 1.46865
0.70000000000000007 6.68997193015019725E-002 1.4669
0.70499999999999996 7.07596973367466964E-002 1.47076
0.70999999999999996 7.11428351750281740E-002 1.47114
0.71499999999999997 7.04590568848963983E-002 1.47046
0.71999999999999997 7.41566319640483140E-002 1.47416
0.72499999999999998 7.12733839449074813E-002 1.47127
0.72999999999999998 7.22116069650064057E-002 1.47221
0.73499999999999999 7.30562280314661777E-002 1.47306
0.73999999999999999 7.16021175981626790E-002 1.4716
0.74500000000000000 7.57107444306902577E-002 1.47571
0.75000000000000000 7.29239507532889325E-002 1.47292
0.75500000000000000 7.23841939901675030E-002 1.47238
0.76000000000000001 7.60238768352312771E-002 1.47602
0.76500000000000001 7.40449422510883332E-002 1.47404
0.77000000000000002 7.74689171362322598E-002 1.47747
0.77500000000000002 7.90954573634647246E-002 1.4791
0.78000000000000003 7.66962595240626294E-002 1.4767
0.78500000000000003 7.80770576252128035E-002 1.47808
0.79000000000000004 7.64222623020050090E-002 1.47642
0.79500000000000004 7.78671914694741701E-002 1.47787
0.80000000000000004 7.72558480270546383E-002 1.47726
0.80500000000000005 7.37172943087854721E-002 1.47372
0.81000000000000005 7.55181796495530827E-002 1.47552
0.81500000000000006 7.29496267361233602E-002 1.47295
0.82000000000000006 7.20176080422701564E-002 1.47202
0.82500000000000007 7.30037638592368754E-002 1.473
0.83000000000000007 6.68491532646944969E-002 1.46685
0.83499999999999996 6.62339674379880256E-002 1.46623
0.83999999999999997 6.66249336426343458E-002 1.46662
0.84499999999999997 6.44023190677718987E-002 1.4644
0.84999999999999998 6.49680494970454603E-002 1.46497
0.85499999999999998 6.05178268598828145E-002 1.46052
0.85999999999999999 5.87941964520388785E-002 1.45879
0.86499999999999999 6.01240440776519627E-002 1.46012
0.87000000000000000 5.64949804322271154E-002 1.45649
0.87500000000000000 5.78535168644725081E-002 1.45785
0.88000000000000000 5.94451072418540061E-002 1.45945
0.88500000000000001 5.67760310446259950E-002 1.45678
0.89000000000000001 5.84715895556726095E-002 1.45847
0.89500000000000002 5.80035400887185595E-002 1.458
0.90000000000000002 5.78056175060374447E-002 1.45781
0.90500000000000003 6.03837253622347275E-002 1.46038
0.91000000000000003 5.82891488027737700E-002 1.45829
0.91500000000000004 5.91079576187650418E-002 1.45911
0.92000000000000004 6.13384582463424241E-002 1.46134
0.92500000000000004 6.02899225658277069E-002 1.46029
0.93000000000000005 6.18846587714263138E-002 1.46188
0.93500000000000005 6.35029114642455123E-002 1.4635
