# 1D Hubbard model 
# MCLM for L=20, U/t=1.65, n=1/2(quarter filling), m=0, M_L=5*10^3 steps
# Charge conductivity sigma(omega)
# omega/J sigma_c(omega) sigma_c(omega){rescaled} 

0.0000000000000000 213.92878421143095 214.279
5.00000000000000010E-003 74.167148714407944 74.5171
1.00000000000000002E-002 1.7721126260662818 2.12211
1.49999999999999994E-002 0.26974939406576176 0.619749
2.00000000000000004E-002 9.43710372531399583E-002 0.444371
2.50000000000000014E-002 3.80203626125754993E-002 0.38802
2.99999999999999989E-002 1.78813363272071306E-002 0.367881
3.50000000000000033E-002 1.11711129725049173E-002 0.361171
4.00000000000000008E-002 8.13709448636365344E-003 0.358137
4.49999999999999983E-002 6.34786111158946835E-003 0.356348
5.00000000000000028E-002 5.79732312456100914E-003 0.355797
5.50000000000000003E-002 6.20419922585611645E-003 0.356204
5.99999999999999978E-002 6.60233897123146778E-003 0.356602
6.50000000000000022E-002 6.74400456467938534E-003 0.356744
7.00000000000000067E-002 7.41382259332519673E-003 0.357414
7.49999999999999972E-002 8.24857699900385585E-003 0.358249
8.00000000000000017E-002 8.80004115030461921E-003 0.3588
8.50000000000000061E-002 9.68045292880380208E-003 0.35968
8.99999999999999967E-002 1.09687080395762283E-002 0.360969
9.50000000000000011E-002 1.22506497577871722E-002 0.362251
0.10000000000000001 1.37863133164118443E-002 0.363786
0.10500000000000000 1.54228876328088901E-002 0.365423
0.11000000000000000 1.68725429677009271E-002 0.366873
0.11500000000000000 1.84491811202712359E-002 0.368449
0.12000000000000000 2.00158435199305901E-002 0.370016
0.12500000000000000 2.18910162404731927E-002 0.371891
0.13000000000000000 2.41691193527758183E-002 0.374169
0.13500000000000001 2.53526220803816718E-002 0.375353
0.14000000000000001 2.75401075457159632E-002 0.37754
0.14499999999999999 3.15421424313075058E-002 0.381542
0.14999999999999999 3.41822395350696723E-002 0.384182
0.15500000000000000 3.75562790457058190E-002 0.387556
0.16000000000000000 4.22609812514781261E-002 0.392261
0.16500000000000001 4.36320323999479856E-002 0.393632
0.17000000000000001 4.52966310135892933E-002 0.395297
0.17500000000000002 4.91552004208925253E-002 0.399155
0.17999999999999999 5.11598188628303654E-002 0.40116
0.18500000000000000 5.55967720417238007E-002 0.405597
0.19000000000000000 5.78087671654511290E-002 0.407809
0.19500000000000001 5.87345486008472792E-002 0.408735
0.20000000000000001 6.48863397993534319E-002 0.414886
0.20500000000000002 6.84043318299599884E-002 0.418404
0.20999999999999999 7.15494957590058073E-002 0.421549
0.21500000000000000 7.97383040293271478E-002 0.429738
0.22000000000000000 8.04082285764188970E-002 0.430408
0.22500000000000001 7.99437067108448723E-002 0.429944
0.23000000000000001 8.17932171011541004E-002 0.431793
0.23500000000000001 8.29075345290555543E-002 0.432908
0.23999999999999999 9.01667581078940822E-002 0.440167
0.24500000000000000 9.03000405118738608E-002 0.4403
0.25000000000000000 8.77706775079133833E-002 0.437771
0.25500000000000000 9.51627606674203125E-002 0.445163
0.26000000000000001 9.68327847283152465E-002 0.446833
0.26500000000000001 9.57122290294501882E-002 0.445712
0.27000000000000002 9.82519313264100663E-002 0.448252
0.27500000000000002 9.57689657786429949E-002 0.445769
0.28000000000000003 9.83846635553838750E-002 0.448385
0.28500000000000003 0.10026805540765736 0.450268
0.28999999999999998 9.83768796033176046E-002 0.448377
0.29499999999999998 9.91521385047707121E-002 0.449152
0.29999999999999999 9.48627630259115256E-002 0.444863
0.30499999999999999 9.21555337367887251E-002 0.442156
0.31000000000000000 9.54765752604827544E-002 0.445477
0.31500000000000000 9.60195597660494921E-002 0.44602
0.32000000000000001 0.10095698263848034 0.450957
0.32500000000000001 0.10426790428477568 0.454268
0.33000000000000002 0.10273088557225429 0.452731
0.33500000000000002 0.10929778117979490 0.459298
0.34000000000000002 0.11080421745310465 0.460804
0.34500000000000003 0.10854963811983621 0.45855
0.35000000000000003 0.11226454577464204 0.462265
0.35499999999999998 0.11076055958411106 0.460761
0.35999999999999999 0.11196615896527008 0.461966
0.36499999999999999 0.11974873411757023 0.469749
0.37000000000000000 0.11805850107041413 0.468059
0.37500000000000000 0.11851836359028675 0.468518
0.38000000000000000 0.12046232175092973 0.470462
0.38500000000000001 0.12147084178907432 0.471471
0.39000000000000001 0.12406990610471136 0.47407
0.39500000000000002 0.12280883080957150 0.472809
0.40000000000000002 0.12425350049654789 0.474254
0.40500000000000003 0.13030627127810610 0.480306
0.41000000000000003 0.13535311415236323 0.485353
0.41500000000000004 0.14276938888372329 0.492769
0.41999999999999998 0.14255791546750013 0.492558
0.42499999999999999 0.13985667281430722 0.489857
0.42999999999999999 0.14958292987161781 0.499583
0.43500000000000000 0.15351351473261524 0.503514
0.44000000000000000 0.15171938554509967 0.501719
0.44500000000000001 0.15861944785479726 0.508619
0.45000000000000001 0.16251568602206559 0.512516
0.45500000000000002 0.16179372942002590 0.511794
0.46000000000000002 0.16373928134892668 0.513739
0.46500000000000002 0.16243364485128481 0.512434
0.47000000000000003 0.16694316547560703 0.516943
0.47500000000000003 0.17809213698605211 0.528092
0.47999999999999998 0.18359759493227218 0.533598
0.48499999999999999 0.18394899897772404 0.533949
0.48999999999999999 0.18300340023509368 0.533003
0.49500000000000000 0.18922376791323051 0.539224
0.50000000000000000 0.19432395591559357 0.544324
0.50500000000000000 0.19318801079228271 0.543188
0.51000000000000001 0.19560163534162822 0.545602
0.51500000000000001 0.19734071832117484 0.547341
0.52000000000000002 0.19578298173266323 0.545783
0.52500000000000002 0.19748001572280194 0.54748
0.53000000000000003 0.20305079951741362 0.553051
0.53500000000000003 0.20931278498333367 0.559313
0.54000000000000004 0.20761861421505584 0.557619
0.54500000000000004 0.19711978216614484 0.54712
0.55000000000000004 0.21157890774347046 0.561579
0.55500000000000005 0.22435189502042410 0.574352
0.56000000000000005 0.19860023621238015 0.5486
0.56500000000000006 0.19373060181337531 0.543731
0.57000000000000006 0.20960285809562040 0.559603
0.57500000000000007 0.20571498323545084 0.555715
0.57999999999999996 0.19793857668419959 0.547939
0.58499999999999996 0.19288256988273941 0.542883
0.58999999999999997 0.18977300804359287 0.539773
0.59499999999999997 0.19339303787039117 0.543393
0.59999999999999998 0.19399719851869071 0.543997
0.60499999999999998 0.19019857454251371 0.540199
0.60999999999999999 0.19105172451042027 0.541052
0.61499999999999999 0.19426024509577253 0.54426
0.62000000000000000 0.19495841149404933 0.544958
0.62500000000000000 0.18941272033208034 0.539413
0.63000000000000000 0.18921616891177145 0.539216
0.63500000000000001 0.18666082664891823 0.536661
0.64000000000000001 0.18217003982558477 0.53217
0.64500000000000002 0.18954981986915118 0.53955
0.65000000000000002 0.19570943131253901 0.545709
0.65500000000000003 0.18739140948514990 0.537391
0.66000000000000003 0.19447896560902272 0.544479
0.66500000000000004 0.20049376609423739 0.550494
0.67000000000000004 0.19639980864918366 0.5464
0.67500000000000004 0.19921670011223316 0.549217
0.68000000000000005 0.20002947470381224 0.550029
0.68500000000000005 0.20196001618841786 0.55196
0.69000000000000006 0.20945224421504116 0.559452
0.69500000000000006 0.20983538211151112 0.559835
0.70000000000000007 0.21402867276289492 0.564029
0.70499999999999996 0.22074323918712310 0.570743
0.70999999999999996 0.22201114861918464 0.572011
0.71499999999999997 0.22645214603653635 0.576452
0.71999999999999997 0.22830505294207756 0.578305
0.72499999999999998 0.22910247039809928 0.579102
0.72999999999999998 0.24210093473253605 0.592101
0.73499999999999999 0.24547616000878028 0.595476
0.73999999999999999 0.25017188487566422 0.600172
0.74500000000000000 0.26693968214367692 0.61694
0.75000000000000000 0.27328958693160565 0.62329
0.75500000000000000 0.28356247848125410 0.633562
0.76000000000000001 0.29464482799234221 0.644645
0.76500000000000001 0.30215743394205929 0.652157
0.77000000000000002 0.31815724197929723 0.668157
0.77500000000000002 0.32566633734612138 0.675666
0.78000000000000003 0.33307136929452125 0.683071
0.78500000000000003 0.35209113407370551 0.702091
0.79000000000000004 0.35973914758611208 0.709739
0.79500000000000004 0.37177601851873310 0.721776
0.80000000000000004 0.37585502215944627 0.725855
0.80500000000000005 0.37076995674962848 0.72077
0.81000000000000005 0.37767615310131197 0.727676
0.81500000000000006 0.38103272634297480 0.731033
0.82000000000000006 0.38421579155452629 0.734216
0.82500000000000007 0.37701316661533346 0.727013
0.83000000000000007 0.36580331511641689 0.715803
0.83499999999999996 0.37160013653723811 0.7216
0.83999999999999997 0.36489830148577329 0.714898
0.84499999999999997 0.35710498923206185 0.707105
0.84999999999999998 0.36401820241439781 0.714018
0.85499999999999998 0.36706827318344798 0.717068
