# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=10.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.515127053587999484e-01
1.200000000000000000e+01 4.569022005091250005e-01
1.400000000000000000e+01 4.704456307934999360e-01
1.600000000000000000e+01 4.868758297702000526e-01
