# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=2.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.299831949666500286e-01
1.200000000000000000e+01 5.306453419545249517e-01
1.400000000000000000e+01 5.308368093107499464e-01
1.600000000000000000e+01 5.307678439007500470e-01
