# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=7.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.906504875851500080e-01
1.200000000000000000e+01 5.055262535924249789e-01
1.400000000000000000e+01 5.212895534580750390e-01
1.600000000000000000e+01 5.288713974843749499e-01
