# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=6.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.031830275942750230e-01
1.200000000000000000e+01 5.188169530906250326e-01
1.400000000000000000e+01 5.284193285895250058e-01
1.600000000000000000e+01 5.305481029704750551e-01
