# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=3.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.293215089794250927e-01
1.200000000000000000e+01 5.306022969511750009e-01
1.400000000000000000e+01 5.307957181158249327e-01
1.600000000000000000e+01 5.307959216073500075e-01
