# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=3, W=4.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.248355921571998817e-01
1.200000000000000000e+01 5.304711651340499046e-01
1.400000000000000000e+01 5.304333889224999155e-01
1.600000000000000000e+01 5.308387433951500256e-01
