# Interacting fermions (standard model)
# L=16, Delta=1, W=20.0
# Diagonal matrix elements (A_i)_m in Hamiltonian eigenbasis, A_i=2n_i-1
# E_m/|E_0| (A_i)_m
-3.535069479952607230e-01 9.941139735999999782e-01
-3.535054659375783115e-01 9.941230802999999616e-01
-3.534554488154684204e-01 9.932949630999999835e-01
-3.534040812184510716e-01 -9.978268050999999916e-01
-3.533472717247161943e-01 -9.998239251999999633e-01
-3.532648727568141744e-01 -9.999291875000000385e-01
-3.532275899940189867e-01 9.994979018999999854e-01
-3.531586883871950522e-01 -9.980394002000000375e-01
-3.530222281330784306e-01 -9.976853441999999905e-01
-3.529387486069194280e-01 9.973430399999999585e-01
-3.529114842228712745e-01 9.932847220999999616e-01
-3.528184732888736685e-01 -9.960518297999999549e-01
-3.527928843242236212e-01 -9.952049866000000078e-01
-3.523441958509927474e-01 9.941134853999999965e-01
-3.523326524877529176e-01 9.932805825999999616e-01
-3.521106150258345169e-01 -9.917442123999999914e-01
-3.520195649681552297e-01 -9.998579625000000304e-01
-3.519678351045243403e-01 9.973086491000000553e-01
-3.515265883823825988e-01 -9.960519029000000080e-01
-3.513883562827685436e-01 -9.998608141000000504e-01
-3.510361639674500212e-01 -9.952940020999999637e-01
-3.510051366727017230e-01 -9.952619189000000421e-01
-3.509757237826862664e-01 9.930128242000000327e-01
-3.509117541734046997e-01 9.974863739999999535e-01
-3.508348711095697903e-01 9.973277265000000114e-01
-3.507712194389195903e-01 -9.953013663999999983e-01
-3.507070090828378617e-01 -9.999349594999999979e-01
-3.506882293038749987e-01 9.941235997999999796e-01
-3.504604257650240084e-01 9.941408510000000476e-01
-3.503031155642217787e-01 -9.918397657999999950e-01
-3.502564947553036268e-01 9.974782155000000428e-01
-3.502520372455023567e-01 -9.952629374999999445e-01
-3.501726487590154924e-01 -9.998908576999999687e-01
-3.501682516269831735e-01 9.973430395000000281e-01
-3.500200215293036154e-01 -9.952049866000000078e-01
-3.499717698837281898e-01 9.941281995999999843e-01
-3.499686527858729135e-01 9.971323136999999948e-01
-3.499342787284646650e-01 -9.999902445999999667e-01
-3.498694536400773769e-01 -9.980366657999999447e-01
-3.496937364994042730e-01 -9.978165780000000096e-01
-3.496633513235022916e-01 9.930128209999999900e-01
-3.495910908529888395e-01 9.974754733999999790e-01
-3.495307795760355107e-01 9.974863867000000051e-01
-3.494220127193125025e-01 -9.976448785000000541e-01
-3.493338094607001953e-01 -9.978144288000000417e-01
-3.492674159514926879e-01 9.971004509999999987e-01
-3.492397433169183163e-01 9.939237678000000242e-01
-3.491937642447087708e-01 9.973088558999999576e-01
-3.489984304433389473e-01 9.939278359000000007e-01
-3.489663037382031985e-01 9.932853982999999554e-01
-3.489119666758921379e-01 9.932803467999999913e-01
-3.489046956130105182e-01 9.932878847999999650e-01
-3.486447705915735606e-01 9.956186067000000195e-01
-3.486005255332214059e-01 9.932876644999999449e-01
-3.485290451332921924e-01 -9.978165802999999778e-01
-3.480419593287468749e-01 -9.952840427000000378e-01
-3.475162721313137526e-01 9.941201092000000461e-01
-3.474011312164534404e-01 9.932806188999999675e-01
-3.473215571383857503e-01 9.956188554999999551e-01
-3.472324181517343344e-01 9.998249209999999776e-01
-3.470761556453401120e-01 -9.980362841000000040e-01
-3.470720493201568391e-01 -9.952798162999999532e-01
-3.467537057501809961e-01 -9.999905126999999450e-01
-3.467023901239014161e-01 9.998271047000000245e-01
-3.465964722316928759e-01 9.971328067000000406e-01
-3.465519173869819336e-01 9.971307006999999833e-01
-3.465137557072973107e-01 -9.977296822000000232e-01
-3.464568392149846021e-01 9.998102582000000238e-01
-3.463961443990813960e-01 -9.999368265000000422e-01
-3.463618800152154509e-01 -9.980260568000000054e-01
-3.462919025631671643e-01 9.971311523000000454e-01
-3.461810233761865585e-01 -9.999616056000000253e-01
-3.461755776580913158e-01 -9.953781784999999882e-01
-3.461732950217639160e-01 -9.999372064999999532e-01
-3.461380747839359340e-01 9.974754934999999767e-01
-3.459854005512773001e-01 9.953581679999999876e-01
-3.458861350408876656e-01 -9.953013699999999631e-01
-3.458749795474925781e-01 -9.952806884999999548e-01
-3.457897339079027965e-01 -9.976239877000000478e-01
-3.457356812834778137e-01 -9.918581963000000501e-01
-3.457206768983824841e-01 9.971014085999999610e-01
-3.455871119748306075e-01 9.974278463000000317e-01
-3.455543519400175456e-01 9.932966662000000113e-01
-3.455359678010341273e-01 -9.999367512000000291e-01
-3.454503700851715986e-01 -9.999372158999999538e-01
-3.454072104254882758e-01 9.974357243000000484e-01
-3.453706281212401419e-01 9.941301773999999813e-01
-3.452571124383497780e-01 -9.976307770000000241e-01
-3.452494401308012217e-01 -9.952842476000000049e-01
-3.450812046109254516e-01 9.971337485000000278e-01
-3.449904951653856577e-01 9.932952205999999729e-01
-3.448899032547684818e-01 -9.999353136999999947e-01
-3.448356500080100862e-01 -9.953639748999999481e-01
-3.447625518914872456e-01 9.941202206000000485e-01
-3.447415010677095659e-01 9.942179330000000537e-01
-3.446822926403835807e-01 9.941463688999999659e-01
-3.445208200675238253e-01 9.941238738000000019e-01
-3.444806348409253371e-01 -9.999372158999999538e-01
-3.444451714360912686e-01 -9.976242888999999892e-01
-3.443061086963270512e-01 9.930006181999999626e-01
-3.442342518906864601e-01 9.930082073999999537e-01
-3.440223489773995835e-01 9.944284077999999694e-01
-3.438263463075389992e-01 9.932928851000000225e-01
-3.437012771984472859e-01 -9.978156018999999599e-01
-3.436403811233142980e-01 9.994971756999999624e-01
-3.433896370893734784e-01 -9.977132509999999677e-01
-3.432013513098021718e-01 9.977074901000000384e-01
-3.431330139930970913e-01 -9.980361880000000463e-01
-3.429323801955046491e-01 -9.953699389000000286e-01
-3.429196209972344422e-01 9.944340405999999577e-01
-3.428700402764671140e-01 9.953463165000000501e-01
-3.423639549637365609e-01 -9.978140390999999942e-01
-3.421789572249865352e-01 -9.998141249999999980e-01
-3.418458039054236841e-01 9.932948343999999929e-01
-3.417309953230510122e-01 -9.998909292000000004e-01
-3.416978541694939975e-01 -9.977230352999999496e-01
-3.416969551266815230e-01 9.973369794999999982e-01
-3.416862294109074272e-01 9.974009153999999766e-01
-3.415281010531223682e-01 -9.998069330000000088e-01
-3.415116816118350940e-01 -9.978144062999999564e-01
-3.415112910670259350e-01 -9.960518208999999956e-01
-3.414125211893344058e-01 -9.999986543000000117e-01
-3.413703651508354087e-01 9.941236065999999871e-01
-3.412890692873192244e-01 -9.953636941000000293e-01
-3.412888817850495138e-01 9.932948342999999847e-01
-3.410452029691071751e-01 9.930008900000000249e-01
-3.409514445736158139e-01 -9.980367481999999901e-01
-3.409291165180047822e-01 -9.978157141000000285e-01
-3.406296161618629914e-01 -9.980393856000000508e-01
-3.406291646023886788e-01 -9.999526417999999861e-01
-3.404972749708556345e-01 9.942250567000000538e-01
-3.403113353898620796e-01 9.930126250999999904e-01
-3.400561312985346807e-01 9.941327839000000388e-01
-3.400231571391866270e-01 9.941235999999999962e-01
-3.400052536021487271e-01 9.941283078999999523e-01
-3.398616581988202490e-01 9.942186656000000511e-01
-3.397478740004511444e-01 9.994972193000000171e-01
-3.395873058203327521e-01 9.956318663000000013e-01
-3.394969774935368556e-01 -9.976995964999999522e-01
-3.393634356256309825e-01 9.941336667000000293e-01
-3.392298000065901431e-01 -9.980393982999999913e-01
-3.391202353735659480e-01 -9.999363499000000211e-01
-3.388570727534943594e-01 9.930123849999999974e-01
-3.387718087712913162e-01 9.932964279999999535e-01
-3.386069182307657188e-01 9.973434273000000294e-01
-3.384954199805847441e-01 9.942193420999999587e-01
-3.384428941239622235e-01 -9.998889989999999450e-01
-3.383985313671744044e-01 -9.953021121999999776e-01
-3.383937779553536362e-01 9.941337291999999826e-01
-3.382561963816170247e-01 9.941139843999999837e-01
-3.382139123269624070e-01 -9.998849180000000114e-01
-3.381755442928776056e-01 -9.960152291999999630e-01
-3.380471175938890016e-01 9.973431686000000518e-01
-3.379603769039324357e-01 -9.959796452000000411e-01
-3.379255534524972515e-01 9.974014787999999632e-01
-3.379182006121311255e-01 9.971145633000000341e-01
-3.377702079493909992e-01 9.994979117000000191e-01
-3.377475794061071679e-01 9.941380301000000141e-01
-3.375648392099704354e-01 -9.976853504999999567e-01
-3.375296546383350638e-01 -9.976320306999999499e-01
-3.374991690875766559e-01 9.939276199000000034e-01
-3.374042202055275719e-01 -9.998595042000000266e-01
-3.373496195955288934e-01 -9.960498423000000434e-01
-3.371995619876155814e-01 9.974586226999999639e-01
-3.370541969042371022e-01 9.941528900999999641e-01
-3.369862698761263431e-01 9.974891356999999736e-01
-3.369566135643463078e-01 -9.998908598000000314e-01
-3.369420798456142507e-01 -9.998847810000000003e-01
-3.369392302442035803e-01 9.939001945000000005e-01
-3.369285468183435550e-01 9.977696377000000449e-01
-3.369132576132243262e-01 -9.952940931999999519e-01
-3.368863478530341182e-01 -9.999363824000000456e-01
-3.368221295994383024e-01 9.930126288999999717e-01
-3.367755183439646860e-01 9.939231138999999882e-01
-3.367314080528688858e-01 9.929905559999999687e-01
-3.367245700794690433e-01 -9.952231961999999932e-01
-3.366802615862456993e-01 9.974017582999999965e-01
-3.366625965031813106e-01 9.930125722999999516e-01
-3.365144414318854693e-01 9.932971205999999720e-01
-3.363269967375635550e-01 -9.999363493999999797e-01
-3.362477602145331756e-01 9.941135736999999750e-01
-3.360650912234023902e-01 9.930123849999999974e-01
-3.358760903366691530e-01 9.939278191000000540e-01
-3.357470155320089744e-01 -9.999529902999999553e-01
-3.357356804338581524e-01 9.942193505999999958e-01
-3.355028770043196884e-01 -9.999372266999999592e-01
-3.353252528687550305e-01 9.939231110999999785e-01
-3.352647809665556533e-01 9.944285832999999464e-01
-3.352629707799011927e-01 -9.952248445000000387e-01
-3.351609233064875570e-01 9.956363011000000096e-01
-3.348906801829063529e-01 9.932847253000000043e-01
-3.347735859071040987e-01 -9.919948831999999550e-01
-3.346844199160497468e-01 9.944352736999999554e-01
-3.346656886685846488e-01 9.956110405000000441e-01
-3.345876912909890866e-01 9.944342333000000256e-01
-3.344410361104719898e-01 -9.978165897999999867e-01
-3.344363642213771803e-01 -9.960190717000000360e-01
-3.343475569303170913e-01 -9.918603559999999986e-01
-3.343151612001856732e-01 -9.999350994000000270e-01
-3.341746375476961073e-01 -9.959771289000000083e-01
-3.341707012738240334e-01 -9.980389834999999765e-01
-3.340643241793855300e-01 9.953602041000000344e-01
-3.340580684565801484e-01 9.941293681999999743e-01
-3.340210140847968967e-01 9.971004639999999641e-01
-3.340198074210732337e-01 9.941297109000000187e-01
-3.338172802581699239e-01 -9.960552451999999946e-01
-3.338054686342099564e-01 -9.999115441999999465e-01
-3.336554102620211126e-01 -9.959250938999999470e-01
-3.335819114103483751e-01 9.930089447000000069e-01
-3.335058998754059645e-01 -9.953004173999999704e-01
-3.334357919869960774e-01 -9.999353861999999982e-01
-3.333947459313629791e-01 -9.998908870999999587e-01
-3.333724651334571409e-01 9.956186327999999586e-01
-3.333515125190883999e-01 -9.952795563999999873e-01
-3.333424004437716137e-01 9.941463862999999623e-01
-3.331697307244989581e-01 -9.960193550999999479e-01
-3.331617141108124680e-01 -9.999799673999999472e-01
-3.329649475475335851e-01 -9.952620892000000330e-01
-3.327655354444175040e-01 -9.953013645999999603e-01
-3.326842023861576458e-01 -9.918393894000000488e-01
-3.326773411023533078e-01 -9.952807009999999899e-01
-3.326046675409018993e-01 -9.976324565999999949e-01
-3.324806510940093163e-01 -9.978144406000000188e-01
-3.324142002641350957e-01 -9.978166935000000182e-01
-3.322099290244130421e-01 9.932878790000000402e-01
-3.320802667466087876e-01 -9.952940058999999451e-01
-3.319538508566080570e-01 -9.999372062000000394e-01
-3.317998541724789807e-01 -9.976258184999999834e-01
-3.316524168833095421e-01 9.973945651000000190e-01
-3.316020918855298594e-01 -9.953037589000000018e-01
-3.315229638896283748e-01 -9.998074013000000093e-01
-3.312795580474388046e-01 -9.918410024999999575e-01
-3.310245049005338114e-01 9.944410071000000517e-01
-3.306962044759932384e-01 -9.999615946000000033e-01
-3.305154795471185181e-01 -9.976240148999999668e-01
-3.302779581171933487e-01 9.944273232000000462e-01
-3.300103632084137595e-01 9.941324014000000320e-01
-3.299277517719071962e-01 9.932856583000000406e-01
-3.298571367866658943e-01 9.971307025000000213e-01
-3.297037529241534370e-01 9.944340526999999597e-01
-3.296852811482396950e-01 -9.998889946000000251e-01
-3.296435859679009428e-01 9.944410776000000007e-01
-3.296313435472859044e-01 9.973281335000000469e-01
-3.295873492986953202e-01 -9.953639871999999666e-01
-3.295554970958635144e-01 -9.953004197000000497e-01
-3.295293336507537640e-01 -9.999274647000000460e-01
-3.294481603260851488e-01 -9.917435633000000195e-01
-3.294092609931096871e-01 9.941463732999999969e-01
-3.293087331542599583e-01 9.941283048000000289e-01
-3.292112207646166744e-01 -9.952806886999999714e-01
-3.291503062194910956e-01 -9.998821798000000483e-01
-3.288988142145393700e-01 9.970990075000000230e-01
-3.285766504131967247e-01 -9.976307796000000172e-01
-3.282454438308543554e-01 9.929905883999999849e-01
-3.281630423153671372e-01 -9.960148555000000181e-01
-3.281360544716909744e-01 -9.953781602000000284e-01
-3.278781806384671316e-01 9.941198764999999993e-01
-3.275486153378813770e-01 9.932966693000000458e-01
-3.274535370385047162e-01 -9.953699269000000349e-01
-3.274371944069107698e-01 9.938990589999999736e-01
-3.273601420560402486e-01 -9.998605004999999712e-01
-3.267156207095015530e-01 -9.998140866000000404e-01
-3.266630251764241488e-01 9.941378263000000270e-01
-3.266381783233389124e-01 9.941326047999999860e-01
-3.264029619484907774e-01 9.941379665999999782e-01
-3.262666094572275188e-01 -9.917611076000000248e-01
-3.262506816998812509e-01 9.944333894000000340e-01
-3.262389872648398526e-01 -9.960518208999999956e-01
-3.260091027310291212e-01 9.932948230000000489e-01
-3.257992986457983742e-01 -9.917443313999999566e-01
-3.257597668748002939e-01 -9.978140638000000395e-01
-3.257402100823553748e-01 9.941272343999999483e-01
-3.257295350635264763e-01 9.976961918000000207e-01
-3.255996776406969717e-01 9.994971751000000237e-01
-3.255111328782903657e-01 9.941230800999999451e-01
-3.254830570883601726e-01 9.932949631999999918e-01
-3.253489381924094537e-01 -9.977132420000000002e-01
-3.253417131134405116e-01 -9.952231945999999718e-01
-3.253268176376118981e-01 -9.960399561999999651e-01
-3.253254498391250915e-01 -9.960552580999999517e-01
-3.251011403133579059e-01 9.941315329000000034e-01
-3.249754762157457955e-01 -9.920902712000000401e-01
-3.249713451789861818e-01 -9.917618189000000362e-01
-3.248707563254712438e-01 -9.978140662000000161e-01
-3.248043575937140659e-01 -9.998888629000000083e-01
-3.247748452204970993e-01 9.941235998999999879e-01
-3.246952507617479333e-01 -9.999721845000000275e-01
-3.246875045742290133e-01 -9.998589603999999964e-01
-3.245778475912417527e-01 -9.952248474999999539e-01
-3.245605966181495106e-01 9.974357476999999861e-01
-3.244400327860813005e-01 -9.953651194000000535e-01
-3.243735764788989173e-01 9.932971019999999873e-01
-3.243202179440580757e-01 -9.999096302000000103e-01
-3.240524160439821055e-01 -9.998579625000000304e-01
-3.240437475032463266e-01 -9.978163367000000283e-01
-3.238188387854431527e-01 9.941235999999999962e-01
-3.237847256007580499e-01 9.956363081000000337e-01
-3.237532550261872366e-01 -9.980394001000000292e-01
-3.236661045571533335e-01 9.932808497999999764e-01
-3.236185075135916689e-01 -9.999350996000000436e-01
-3.235066426659022887e-01 -9.978144066999999895e-01
-3.233308427287106546e-01 9.941236069000000120e-01
-3.232922363680316158e-01 -9.980366486999999731e-01
-3.230827641057714694e-01 -9.998579613000000421e-01
-3.229132945356311679e-01 9.974863876999999768e-01
-3.228563218690650993e-01 9.973277253000000231e-01
-3.227773301689711438e-01 9.941140957999999861e-01
-3.227714721242134210e-01 9.973432074000000425e-01
-3.227389732168819414e-01 9.941230800999999451e-01
-3.227285163987242411e-01 -9.999349589999999566e-01
-3.222401796024730314e-01 9.939276201000000199e-01
-3.221958572249104535e-01 9.973430395000000281e-01
-3.220828266022395803e-01 -9.960498423000000434e-01
-3.218808749388301083e-01 -9.980366610999999999e-01
-3.215904608000155207e-01 -9.999602764999999671e-01
-3.214098996808682496e-01 9.930125725999999764e-01
-3.213496043263223134e-01 -9.918397895999999658e-01
-3.212983885653820648e-01 9.971332625000000061e-01
-3.212689349140036010e-01 9.939237680000000408e-01
-3.209937676903941162e-01 9.941408666000000061e-01
-3.209482197969774631e-01 -9.999336622000000174e-01
-3.206535792143379582e-01 9.973086400999999768e-01
-3.206236469990821347e-01 9.932876414000000320e-01
-3.205993524624654589e-01 -9.960552456000000277e-01
-3.204773926810942086e-01 -9.980355823000000015e-01
-3.203740756186027605e-01 -9.953020968000000357e-01
-3.202790513280321383e-01 -9.978268044000000447e-01
-3.202504846184364706e-01 -9.999372071000000028e-01
-3.201832896389291694e-01 -9.998079771000000227e-01
-3.201562972095996495e-01 -9.999349709999999503e-01
-3.201404271550578606e-01 9.974863886999999485e-01
-3.201360767712136401e-01 9.938999919000000016e-01
-3.200316203012474325e-01 -9.998131171999999900e-01
-3.198980510468007465e-01 9.971145455000000046e-01
-3.198922188600326622e-01 9.956363006999999765e-01
-3.197173068836578480e-01 9.941408484000000545e-01
-3.196296294466280941e-01 9.974299766999999983e-01
-3.195245684346970649e-01 -9.976320310999999830e-01
-3.195173611888244003e-01 -9.999335310000000421e-01
-3.195133891213804422e-01 9.974782200999999793e-01
-3.195129699162379544e-01 -9.998069762000000305e-01
-3.194696826225367214e-01 9.939276201000000199e-01
-3.193872427658924762e-01 -9.999614923999999849e-01
-3.193250893300905724e-01 9.978024926999999877e-01
-3.192687366183796782e-01 9.930086928000000368e-01
-3.189864141196354086e-01 9.930006950999999971e-01
-3.189437290750723464e-01 -9.978167020000000553e-01
-3.188473396609793342e-01 -9.999363857999999938e-01
-3.186088842863246673e-01 -9.978144302000000465e-01
-3.184948643089465792e-01 9.939237712999999808e-01
-3.183191573586142131e-01 9.971311947000000009e-01
-3.179596072351384972e-01 9.940939297999999980e-01
-3.179286069447931906e-01 -9.952956643999999464e-01
-3.179150835983461931e-01 9.956188956000000534e-01
-3.178304041595642615e-01 9.932876377999999562e-01
-3.177644981307821692e-01 9.998252156000000390e-01
-3.177481365196785923e-01 -9.918581958000000087e-01
-3.173363401370545844e-01 -9.917441881999999875e-01
-3.173224163102162376e-01 -9.999902449999999998e-01
-3.172580058413180804e-01 -9.919948692000000179e-01
-3.172524030645960669e-01 -9.917628134999999512e-01
-3.172427958660981595e-01 9.944284610000000413e-01
-3.170430407306367160e-01 -9.960552523000000269e-01
-3.170078779408546654e-01 9.944341724999999910e-01
-3.170016085884684864e-01 -9.999116324000000278e-01
-3.168210479788383105e-01 -9.980361904000000228e-01
-3.167798420622346955e-01 -9.960411694999999899e-01
-3.167086812568671861e-01 -9.952843475000000550e-01
-3.165999941395605255e-01 9.953465294000000130e-01
-3.165701354221373554e-01 -9.959771335999999531e-01
-3.164911978582286567e-01 9.998249128999999735e-01
-3.164506051453794822e-01 9.976711040000000308e-01
-3.164315748114134852e-01 9.941197618999999541e-01
-3.163856238900202844e-01 9.973947281999999692e-01
-3.162501811414272224e-01 -9.998075370000000239e-01
-3.161689062954888829e-01 -9.959771276000000118e-01
-3.161268170037217495e-01 9.974279203999999455e-01
-3.161120808793466130e-01 -9.960412472999999878e-01
-3.160913710498461926e-01 -9.953700514000000110e-01
-3.160429892226677695e-01 9.953601975000000435e-01
-3.160421668621694602e-01 -9.999368264000000339e-01
-3.160336134722840917e-01 9.941293686000000074e-01
-3.160226686641838811e-01 9.974357184000000043e-01
-3.160170075477610752e-01 9.941202059999999507e-01
-3.158239408424489691e-01 9.953583772999999857e-01
-3.158212359438768990e-01 -9.953001407999999550e-01
-3.157871814810304101e-01 9.976969272000000277e-01
-3.155266380332893417e-01 9.971311993999999457e-01
-3.153521298491666069e-01 -9.998245826999999641e-01
-3.153022133566716345e-01 9.941463863999999706e-01
-3.152940759874472976e-01 9.974009212000000124e-01
-3.151593366271243091e-01 -9.953013669000000396e-01
-3.151466079998763159e-01 -9.998131205000000410e-01
-3.151359626604148811e-01 -9.998069314999999957e-01
-3.150973928575833138e-01 -9.999372158999999538e-01
-3.150396574440122999e-01 -9.976242786000000251e-01
-3.149806518044671599e-01 9.971015555000000141e-01
-3.148200191704434991e-01 9.930082014000000123e-01
-3.146465988051955764e-01 9.974357251000000035e-01
-3.144237361804351205e-01 -9.999616046000000535e-01
-3.144081579517765124e-01 9.932973458999999616e-01
-3.141813673327958911e-01 -9.917435633000000195e-01
-3.140623312875642226e-01 9.941283052999999592e-01
-3.140122926383595581e-01 -9.998589570000000482e-01
-3.137691972194249779e-01 -9.978134519000000369e-01
-3.136847508846876131e-01 9.995000799000000047e-01
-3.134794564073752343e-01 -9.976852907000000048e-01
-3.133694021284781361e-01 9.994331718000000198e-01
-3.132773317629314880e-01 -9.960498476000000379e-01
-3.132764837992020879e-01 -9.952248442000000139e-01
-3.132275785706469806e-01 -9.976353704999999517e-01
-3.129668886367577008e-01 -9.978264351000000199e-01
-3.128943493330456072e-01 -9.960148462000000258e-01
-3.127421718794983763e-01 -9.951798067999999553e-01
-3.126184991018475245e-01 -9.978162053000000364e-01
-3.125814201458672614e-01 -9.917443298000000462e-01
-3.125049513193837170e-01 9.942250639999999917e-01
-3.124068764229311901e-01 -9.980266076999999569e-01
-3.122693454187605577e-01 -9.999350995000000353e-01
-3.121093905697758242e-01 -9.998605004999999712e-01
-3.120738736656528678e-01 9.941327924999999732e-01
-3.120302120043084160e-01 -9.999528957000000107e-01
-3.119578878441653380e-01 -9.980366497999999531e-01
-3.117833892134870832e-01 -9.960152302000000457e-01
-3.116941452663259948e-01 9.930006184999999874e-01
-3.116633002512977368e-01 -9.998889934000000368e-01
-3.116430066972168955e-01 -9.999527335000000239e-01
-3.116325860547689008e-01 9.976959584000000270e-01
-3.116262614197841674e-01 9.973283774000000212e-01
-3.115797463356513308e-01 -9.998827354999999528e-01
-3.115053927691484592e-01 -9.999277270999999967e-01
-3.114152361495941546e-01 9.941243883000000503e-01
-3.112949832502980296e-01 9.974014994000000023e-01
-3.111753382048275118e-01 -9.953696611000000249e-01
-3.109169542176700163e-01 9.939269622999999942e-01
-3.107816278937200472e-01 -9.960518202999999460e-01
-3.105339750996448100e-01 9.932948212000000110e-01
-3.105296402560702718e-01 -9.953638399999999997e-01
-3.104397581388198546e-01 -9.998592712999999632e-01
-3.102404099800919468e-01 9.929907932999999520e-01
-3.102155128121992789e-01 -9.998849042999999881e-01
-3.099681891661302813e-01 9.941377640999999876e-01
-3.099331648376030812e-01 9.974014955000000127e-01
-3.097836301215494137e-01 9.994978969000000157e-01
-3.095782641844725402e-01 -9.976853481999999884e-01
-3.093314398651000885e-01 -9.952248474999999539e-01
-3.093122138765917462e-01 -9.952049882000000292e-01
-3.090536485013689605e-01 -9.917442146999999597e-01
-3.090094706992657092e-01 9.941336669000000459e-01
-3.087744152044220591e-01 9.929905540000000252e-01
-3.085242731648609182e-01 9.932970936999999667e-01
-3.085073319781272971e-01 9.973088641999999782e-01
-3.084568071222897334e-01 -9.952249413000000544e-01
-3.084442979695055653e-01 -9.960500929000000170e-01
-3.084013367667082783e-01 -9.980362838999999875e-01
-3.083721055195166594e-01 -9.999350996000000436e-01
-3.083143415729915904e-01 -9.952941007000000173e-01
-3.082145228544786453e-01 9.974772282999999629e-01
-3.081130924061972753e-01 9.930123851000000057e-01
-3.079743191994895324e-01 -9.952940020999999637e-01
-3.079083369979104812e-01 9.939278193999999678e-01
-3.078209889636452923e-01 -9.918570020000000431e-01
-3.078038768339457221e-01 -9.960139015000000207e-01
-3.077855891210616313e-01 -9.999363568000000368e-01
-3.075800495660543366e-01 9.974223750999999805e-01
-3.075059792910241896e-01 9.930128247999999713e-01
-3.074426501446586024e-01 -9.998848646000000340e-01
-3.073754935063083282e-01 9.939280349000000347e-01
-3.072970680070221672e-01 9.973432103999999576e-01
-3.072244065466003260e-01 9.930123770000000016e-01
-3.071794699462491729e-01 9.974017506000000255e-01
-3.069122530991113540e-01 9.974278597000000302e-01
-3.066708435446741654e-01 -9.999723891999999781e-01
-3.065928991568505069e-01 9.930128210999999983e-01
-3.064420390596033217e-01 -9.960190568000000244e-01
-3.062113945811313909e-01 9.932849832000000267e-01
-3.060773005241362310e-01 -9.918397895999999658e-01
-3.059126183760789708e-01 9.930125729000000012e-01
-3.059044645749301461e-01 9.932853982999999554e-01
-3.057440221181406681e-01 9.956363084999999558e-01
-3.056421653314783660e-01 9.932808523999999695e-01
-3.054630484383735189e-01 -9.999353863000000064e-01
-3.054284955404851787e-01 9.974754799999999699e-01
-3.053761036868434808e-01 -9.917435406000000286e-01
-3.052105945926345543e-01 -9.980355823000000015e-01
-3.052047736152412871e-01 -9.999799657000000286e-01
-3.047102954827595189e-01 -9.980389750000000504e-01
-3.045625531202639791e-01 9.941293816999999811e-01
-3.045620520102577111e-01 -9.952842566999999807e-01
-3.045093283336454681e-01 -9.978144396000000471e-01
-3.042643208246489372e-01 9.998105518000000025e-01
-3.042314363402994770e-01 9.932878790000000402e-01
-3.041029383089255411e-01 9.941301650999999628e-01
-3.040557125759048573e-01 9.941202256000000181e-01
-3.040463237054575329e-01 -9.960519085000000272e-01
-3.037649789699078395e-01 -9.953013697000000493e-01
-3.036698957027400558e-01 -9.960193496999999452e-01
-3.036515788200056520e-01 -9.976435955000000355e-01
-3.036050660286994662e-01 -9.980361895999999566e-01
-3.036009124458109443e-01 -9.978258263999999489e-01
-3.034093523823783167e-01 -9.980389854000000227e-01
-3.033984034981417888e-01 9.932966696999999678e-01
-3.033613063269274823e-01 -9.959580536000000039e-01
-3.032739329441897502e-01 9.971332601000000295e-01
-3.031383480403432862e-01 9.932928665000000379e-01
-3.030725612385479772e-01 -9.978134505000000321e-01
-3.030307672119040285e-01 9.941463728999999638e-01
-3.030260455175188272e-01 9.944410192999999509e-01
-3.030091985914371566e-01 -9.999980966999999499e-01
-3.029321094279607274e-01 9.941293750999999901e-01
-3.027340962038706507e-01 -9.999616081000000101e-01
-3.026835210332255999e-01 -9.998141190999999539e-01
-3.026705291130485920e-01 -9.999353890000000078e-01
-3.026376554559361276e-01 9.973949466999999514e-01
-3.026053592090062749e-01 9.941201041999999655e-01
-3.025955271861157092e-01 -9.953001442000000143e-01
-3.025901828619108613e-01 -9.952795453999999653e-01
-3.025036764224122154e-01 -9.998078191000000503e-01
-3.021431002590025394e-01 -9.998079794999999992e-01
-3.021323639707498288e-01 9.941323290000000368e-01
-3.020763080527132383e-01 9.974002709999999494e-01
-3.020259364341246200e-01 -9.998131160000000017e-01
-3.019973065444163107e-01 9.974304860999999578e-01
-3.019383239605171187e-01 -9.998065882000000126e-01
-3.018796938350285508e-01 -9.976324579999999997e-01
-3.018786397716575198e-01 9.971307025000000213e-01
-3.013182889837596745e-01 9.941313285999999749e-01
-3.012361707597452365e-01 -9.920903970000000127e-01
-3.011937035337156621e-01 -9.999372056999999980e-01
-3.009620067751823114e-01 9.930006952000000053e-01
-3.005837710060163537e-01 -9.976307786000000455e-01
-3.005436092172015794e-01 -9.920905853000000496e-01
-3.005427694057447585e-01 -9.917434733000000113e-01
-3.002531781369455199e-01 9.944410199000000006e-01
-3.002213109033610716e-01 -9.978157189999999899e-01
-3.000717466353191587e-01 -9.980361927999999994e-01
-2.999394574150496262e-01 9.940944420999999753e-01
-2.998284356906777970e-01 9.995478017000000159e-01
-2.997219424263548038e-01 -9.917609828000000238e-01
-2.996102458466670115e-01 -9.978134613000000375e-01
-2.995348526106493825e-01 9.944273122000000242e-01
-2.994873444778107241e-01 -9.953699341999999728e-01
-2.994550805852127517e-01 -9.953778859999999895e-01
-2.993960860276631553e-01 -9.952033651999999675e-01
-2.993288423892788153e-01 9.941284166999999616e-01
