# Fitting to data1.dat with error function
# r_S CDF(fit)
5.250121283799999983e-01 9.824462522660781794e-02
5.250168092500000494e-01 9.843633279267621772e-02
5.250208892200000088e-01 9.860365348042021694e-02
5.250228381199999461e-01 9.868365184016214542e-02
5.250242028999999588e-01 9.873970154258632226e-02
5.250245204400000310e-01 9.875274582907661580e-02
5.250251419800000541e-01 9.877828183980236210e-02
5.250278050900000215e-01 9.888775059432042269e-02
5.250303667500000326e-01 9.899313291393146974e-02
5.250412392400000128e-01 9.944132293200869110e-02
5.250459480700000459e-01 9.963589177837411937e-02
5.250573762000000366e-01 1.001092585915525635e-01
5.250583955600000019e-01 1.001515613278979866e-01
5.250584945099999734e-01 1.001556683793581870e-01
5.250591125900000433e-01 1.001813253952166249e-01
5.250602882199999488e-01 1.002301400179257396e-01
5.250608739300000050e-01 1.002544664039834998e-01
5.250640011499999593e-01 1.003844226593498257e-01
5.250671736199999939e-01 1.005163849138138166e-01
5.250700558299999932e-01 1.006363831780049400e-01
5.250887934900000387e-01 1.014190577134830851e-01
5.251063510100000276e-01 1.021564528559316676e-01
5.251066584700000428e-01 1.021694004709262082e-01
5.251093403800000115e-01 1.022823904644691861e-01
5.251129602799999851e-01 1.024350424540608206e-01
5.251180180400000230e-01 1.026486066525073571e-01
5.251290482399999515e-01 1.031154795999247864e-01
5.251316021399999867e-01 1.032237975188139978e-01
5.251430217700000513e-01 1.037091461256219316e-01
5.251499395700000017e-01 1.040039654072912878e-01
5.251680096999999936e-01 1.047769350061584781e-01
5.251725227700000387e-01 1.049706341167708779e-01
5.251847308199999453e-01 1.054958972961025365e-01
5.251947402700000156e-01 1.059279797420592528e-01
5.251975896999999671e-01 1.060512159094021412e-01
5.251989293200000075e-01 1.061091894700851856e-01
5.252214562400000508e-01 1.070874989349088202e-01
5.252363217000000084e-01 1.077366357076258718e-01
5.252371221299999560e-01 1.077716686974563576e-01
5.252435898199999675e-01 1.080550457620551574e-01
5.252655138399999757e-01 1.090196210960961976e-01
5.252689774600000083e-01 1.091725718307141602e-01
5.252730518999999543e-01 1.093526932009768471e-01
5.252752570499999996e-01 1.094502666603013319e-01
5.252794712399999622e-01 1.096369100068808611e-01
5.252829251799999710e-01 1.097900527567029494e-01
5.252964806400000075e-01 1.103925661139113501e-01
5.253085226300000521e-01 1.109297940938366867e-01
5.253235836499999811e-01 1.116043423067175078e-01
5.253259916000000418e-01 1.117124603486408518e-01
5.253269666000000004e-01 1.117562595929444402e-01
5.253393260499999995e-01 1.123125395423243966e-01
5.253444366599999693e-01 1.125431375735049255e-01
5.253682829200000404e-01 1.136235853266217566e-01
5.253701693400000261e-01 1.137093714973537728e-01
5.253819838400000108e-01 1.142476936398150178e-01
5.253866522700000319e-01 1.144609079300309418e-01
5.253892660300000239e-01 1.145804059364150529e-01
5.253916279000000467e-01 1.146884641748823208e-01
5.253953720499999758e-01 1.148599118522801166e-01
5.254023734499999598e-01 1.151810007176884976e-01
5.254034238300000492e-01 1.152292268401148290e-01
5.254050272200000427e-01 1.153028710010446378e-01
5.254067494399999871e-01 1.153820103167745303e-01
5.254081515299999783e-01 1.154464675453040767e-01
5.254110778499999634e-01 1.155810794769078775e-01
5.254135063299999464e-01 1.156928752005646488e-01
5.254290949000000044e-01 1.164123282694621286e-01
5.254347052700000242e-01 1.166720365148120608e-01
5.254421814299999882e-01 1.170187516790077709e-01
5.254528988600000172e-01 1.175170568734054122e-01
5.254572053699999579e-01 1.177177098861842408e-01
5.254578613400000542e-01 1.177482947316992323e-01
5.254625014499999525e-01 1.179648021779500233e-01
5.254636343299999846e-01 1.180177050836074271e-01
5.254776814599999568e-01 1.186750683777415549e-01
5.254799965199999923e-01 1.187836540255636786e-01
5.254815858400000428e-01 1.188582401588308413e-01
5.254818460000000302e-01 1.188704525103511656e-01
5.254852988499999489e-01 1.190326190824484431e-01
5.254860526400000342e-01 1.190680423509324903e-01
5.254933350499999545e-01 1.194106519762531682e-01
5.254948230199999459e-01 1.194807407902541141e-01
5.254968206800000319e-01 1.195748834943275440e-01
5.254995633000000277e-01 1.197042187616459974e-01
5.255053379099999811e-01 1.199768577394896840e-01
5.255072047800000146e-01 1.200650925754354614e-01
5.255104325499999618e-01 1.202177561988217458e-01
5.255124920699999480e-01 1.203152366240516913e-01
5.255285005399999987e-01 1.210748422270962465e-01
5.255285043199999784e-01 1.210750219864756283e-01
5.255307046299999563e-01 1.211796904548547715e-01
5.255339943000000291e-01 1.213362983209536616e-01
5.255354706999999514e-01 1.214066299939596250e-01
5.255392697499999821e-01 1.215877381357283182e-01
5.255396878500000479e-01 1.216076813728551587e-01
5.255608170400000168e-01 1.226185322152763546e-01
5.255642067900000436e-01 1.227812498471419489e-01
5.255696501500000117e-01 1.230428633324904819e-01
5.255711103200000345e-01 1.231131070260124138e-01
5.255722191999999682e-01 1.231664701553326635e-01
5.255777552999999491e-01 1.234331288632301571e-01
5.255829273200000040e-01 1.236826159977243988e-01
5.255901306800000450e-01 1.240306786157498453e-01
5.255930172299999592e-01 1.241703473932326274e-01
5.256006090400000552e-01 1.245382102700272053e-01
5.256284208000000513e-01 1.258923406294649716e-01
5.256344122299999588e-01 1.261853974106000309e-01
5.256447028399999777e-01 1.266898475571009985e-01
5.256461459800000346e-01 1.267607030284071401e-01
5.256590659200000015e-01 1.273962772784728026e-01
5.256620484299999729e-01 1.275433110626112976e-01
5.256651482899999950e-01 1.276962550497638405e-01
5.256716411399999789e-01 1.280170188083560312e-01
5.256789518700000219e-01 1.283788574292816231e-01
5.256824508999999868e-01 1.285522900709514804e-01
5.256845756000000369e-01 1.286576820958564293e-01
5.256864959000000503e-01 1.287529867846634035e-01
5.256904193800000513e-01 1.289478617448007736e-01
5.256907627800000427e-01 1.289649277774733149e-01
5.257046749999999546e-01 1.296576442314562039e-01
5.257070820100000486e-01 1.297777549606960457e-01
5.257156859999999599e-01 1.302077272403259767e-01
5.257215932100000044e-01 1.305035018193469454e-01
5.257236255199999597e-01 1.306053671203696309e-01
5.257278962000000444e-01 1.308196051627196765e-01
5.257314058800000023e-01 1.309958494808313723e-01
5.257459918200000359e-01 1.317300635918296492e-01
5.257460262299999965e-01 1.317317990424641261e-01
5.257482212599999816e-01 1.318425368524587249e-01
5.257540667300000248e-01 1.321377501063362714e-01
5.257733472400000219e-01 1.331147013465948103e-01
5.257781955600000501e-01 1.333611479130748512e-01
5.257867599500000155e-01 1.337972538297224068e-01
5.257951170400000374e-01 1.342237478773514736e-01
5.258005874000000190e-01 1.345034262576912387e-01
5.258044381800000000e-01 1.347005415321295696e-01
5.258058193900000399e-01 1.347712917447998482e-01
5.258092714900000075e-01 1.349482313827949365e-01
5.258175222600000032e-01 1.353717753023273018e-01
5.258196492500000208e-01 1.354811094749059919e-01
5.258235491799999606e-01 1.356817356583104872e-01
5.258239078399999933e-01 1.357001966096714751e-01
5.258246425600000551e-01 1.357380194974568410e-01
5.258418665199999786e-01 1.366267663564718071e-01
5.258437148800000349e-01 1.367223765915181466e-01
5.258554340800000171e-01 1.373296407481308656e-01
5.258614417900000504e-01 1.376416606700286427e-01
5.258664149799999743e-01 1.379003169362570391e-01
5.258674475900000367e-01 1.379540646635279422e-01
5.258710255799999844e-01 1.381404108753614968e-01
5.258710838100000284e-01 1.381434449855951097e-01
5.258737284000000178e-01 1.382812908834697430e-01
5.258796433300000350e-01 1.385899384039415705e-01
5.258912179900000483e-01 1.391952738537158285e-01
5.258915785400000154e-01 1.392141588718230349e-01
5.258937440099999971e-01 1.393276193247318107e-01
5.258961414499999654e-01 1.394533072817021879e-01
5.258977717399999641e-01 1.395388207489038912e-01
5.259054974100000335e-01 1.399445395539664072e-01
5.259158420599999717e-01 1.404890501375405387e-01
5.259268137899999473e-01 1.410681380982482525e-01
5.259383858599999684e-01 1.416806637245194289e-01
5.259415143900000311e-01 1.418465700395771800e-01
5.259439192399999463e-01 1.419741889138621538e-01
5.259462347100000157e-01 1.420971380652596983e-01
5.259488596900000479e-01 1.422366090257862203e-01
5.259529521600000423e-01 1.424542356880508231e-01
5.259555024299999992e-01 1.425899661068855129e-01
5.259615314200000169e-01 1.429111885431984530e-01
5.259658357399999984e-01 1.431408201636388822e-01
