# Interacting fermions with random potentials (interaction = pair hopping)
# L=16, t=1, V=6
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# W <r>
2.000000000000000000e+00 5.307339127898750286e-01
3.000000000000000000e+00 5.306933205307000634e-01
4.000000000000000000e+00 5.305847441556249544e-01
5.000000000000000000e+00 5.307373848384999704e-01
6.000000000000000000e+00 5.306681820776000258e-01
7.000000000000000000e+00 5.305697150748248658e-01
8.000000000000000000e+00 5.304086828475749194e-01
1.000000000000000000e+01 5.264694190489499492e-01
