# Interacting fermions (standard model)
# L=14, Delta=1, W=2.0, dmax=3
# Comparison between projected perturbation ||N_i^perp||^2 and its approximation ||N~_i||^2
# ||N_i^perp||^2 ||~N_i||^2
2.960842904100000061e-02 2.960017020900000337e-02
2.917127361600000204e-02 2.907809352900000283e-02
3.353989332099999859e-02 3.350217729600000333e-02
1.962268656100000369e-02 1.961036136899999699e-02
5.530822132899999855e-02 5.496117584400000283e-02
4.685493160000000351e-02 4.591848979600000186e-02
4.320453244899999379e-02 4.225779148900000309e-02
5.173168291600000607e-02 5.067811392400000531e-02
3.912048852099999502e-02 3.503298324100000138e-02
4.866215402500000814e-02 4.676017008099999511e-02
3.227771559999999262e-02 3.227663764900000343e-02
3.445032966399999563e-02 3.445032966399999563e-02
3.493198380100000222e-02 3.492936723600000015e-02
4.488211731599999615e-02 4.482451152399999361e-02
4.201106115600000690e-02 4.121955667600000345e-02
5.842372410000000460e-02 5.741486899599999860e-02
5.656501155599999442e-02 5.572621209599999681e-02
5.481311088399999643e-02 5.460026688900000702e-02
4.397702584900000516e-02 4.344806736399999675e-02
5.220585219599999799e-02 5.153944252900000134e-02
5.369740252899999483e-02 5.338779936400000342e-02
5.917445456400000081e-02 5.551395699599999400e-02
5.858094122500000223e-02 5.850980454399999642e-02
5.453299152900000640e-02 5.447135888099999268e-02
5.651460198399999718e-02 5.580555782399999887e-02
5.496398913600000768e-02 5.313670419600000083e-02
5.167438239999999627e-02 5.138880948100000429e-02
5.454980648099999607e-02 5.403067802500000766e-02
3.050716356900000370e-02 2.974486608900000356e-02
3.030315008400000232e-02 3.023738432099999651e-02
1.408921520399999960e-02 1.408755348100000117e-02
1.787889894400000040e-02 1.786018416400000225e-02
4.193116244100000140e-02 4.189144627599999948e-02
2.569897548100000262e-02 2.569416643599999744e-02
3.276824039999999549e-02 3.275520825599999991e-02
2.817261540899999861e-02 2.815516202499999954e-02
3.424017168100000619e-02 3.423166032399999753e-02
4.223436009999999990e-02 4.216492628099999945e-02
3.252684390400000652e-02 3.237912336399999952e-02
5.031138720400000347e-02 4.998891072400000329e-02
5.244145800100000199e-02 5.242771884100000390e-02
5.013255340899999690e-02 5.012628432100000447e-02
5.797837936900000072e-02 5.662924496100000399e-02
5.605293002499999594e-02 5.526871864900000098e-02
5.171803705600000467e-02 5.165074382399999914e-02
4.185133977600000166e-02 4.183947520900000577e-02
3.362639062500000220e-02 3.331172522500000510e-02
3.281894559999999628e-02 3.233667097600000095e-02
4.162579257600000637e-02 4.153810848099999398e-02
5.036702947599999702e-02 5.032574355600000215e-02
4.701785089600000328e-02 4.701698355600000129e-02
5.413625958399999327e-02 5.380126640099999746e-02
5.196257020899999746e-02 5.186550759999999927e-02
5.375024928099999405e-02 5.352744960000000579e-02
4.679477504100000573e-02 4.676146753599999539e-02
5.458017337599999769e-02 5.416651116900000201e-02
4.072969785599999532e-02 4.072646886399999833e-02
4.849949107600000364e-02 4.848363609999999796e-02
4.741811104900000434e-02 4.741811104900000434e-02
4.876456392899999881e-02 4.872129144100000031e-02
5.703690297600000347e-02 5.654598643599999946e-02
5.094410126399999406e-02 5.090528688399999224e-02
4.362584142400000031e-02 4.245701460100000796e-02
3.762358502399999749e-02 3.760884489999999358e-02
3.813193507600000365e-02 3.794119622500000816e-02
5.737078848400000569e-02 5.675067417599999331e-02
5.695955024400000538e-02 5.671208844899999768e-02
5.068126562499999932e-02 5.047840627600000407e-02
5.284803276900000568e-02 5.270881305600000344e-02
5.020243548100000036e-02 5.013389683599999563e-02
4.654806250000000090e-02 4.523831224899999698e-02
5.569458400900000744e-02 5.212225980900000305e-02
5.181541690000000117e-02 5.138926286400000154e-02
4.662015088899999771e-02 4.466755440900000568e-02
4.495884122499999719e-02 4.495502467599999524e-02
4.755408876100000737e-02 4.747910260900000540e-02
3.163702542400000095e-02 3.159577350399999512e-02
2.642770435599999662e-02 2.636888822500000132e-02
2.171231720100000318e-02 2.170612889999999628e-02
3.264996024899999988e-02 3.262141699599999806e-02
4.257784633600000118e-02 4.217519395599999416e-02
4.976959428100000832e-02 4.960776198400000669e-02
5.258857968399999888e-02 5.239429440399999416e-02
4.973970457600000034e-02 4.973569022499999687e-02
4.868200959999999938e-02 4.853076820899999977e-02
5.511554428899999997e-02 5.448956490000000236e-02
5.729273088099999522e-02 5.633407310400000145e-02
4.986110361599999791e-02 4.982850772900000030e-02
4.758200568899999955e-02 4.753882515600000441e-02
4.420884708100000088e-02 4.409496014400000191e-02
4.939061759999999884e-02 4.933151944900000113e-02
4.400848752399999508e-02 4.399422350399999349e-02
5.222596090000000690e-02 5.220356736099999312e-02
5.656976833599999810e-02 5.579941596100000678e-02
5.058090960399999614e-02 4.943640964900000712e-02
5.241352360000000460e-02 5.174897025599999728e-02
3.955007238399999708e-02 3.931059636099999699e-02
5.168938660900000009e-02 5.166529000000000260e-02
5.256610852900000380e-02 5.045099976900000588e-02
5.274922758399999689e-02 5.122164768399999762e-02
4.831819459600000116e-02 4.806880851599999727e-02
3.766161235599999740e-02 3.764996929599999376e-02
3.910743553599999728e-02 3.909003494399999890e-02
4.889228545600000225e-02 4.822152483600000705e-02
3.933359892899999932e-02 3.927570876099999858e-02
5.415487494400000185e-02 5.290460009999999741e-02
4.985351184100000194e-02 4.982672196099999923e-02
4.782750302500000245e-02 4.769943360400000221e-02
4.645619836900000132e-02 4.643938800399999983e-02
4.648853454399999585e-02 4.646697584400000247e-02
4.208241959999999698e-02 4.192092451600000491e-02
3.831532204899999738e-02 3.819249404099999551e-02
3.474533280100000621e-02 3.460530062500000170e-02
3.717569610000000246e-02 3.717299680899999875e-02
3.757239489600000537e-02 3.752395152099999992e-02
3.913235676099999921e-02 3.908608080399999379e-02
5.120218584100000303e-02 5.115513062499999625e-02
5.276071180900000768e-02 5.264684360099999155e-02
5.709423513599999611e-02 5.666066122499999885e-02
5.331388640399999795e-02 5.278230553600000291e-02
4.707945248400000060e-02 4.702175402500000101e-02
5.437990802500000664e-02 5.427315715600000007e-02
5.777965987599999881e-02 5.745129609999999332e-02
5.644235577600000692e-02 5.635686081599999842e-02
5.625292932900000098e-02 5.530633992899999796e-02
5.182634371599999928e-02 5.180631210000000153e-02
4.820922835600000705e-02 4.820571536399999996e-02
3.389980616100000260e-02 3.384827244099999910e-02
4.247556121599999762e-02 4.240510562500000163e-02
4.890157276899999989e-02 4.883039257600000488e-02
5.366357571600000043e-02 5.179356672400000500e-02
4.171724550400000842e-02 4.154340768399999995e-02
4.161763201599999462e-02 4.150550544099999850e-02
3.979187144099999296e-02 3.949281798399999210e-02
2.761213656100000233e-02 2.760814864899999860e-02
3.145231310399999869e-02 3.120840228100000419e-02
5.286504577599999283e-02 5.162438409999999672e-02
5.926303359999999382e-02 5.837152640400000703e-02
5.750356040100000621e-02 5.680309555599999394e-02
6.040829996100000043e-02 5.954771257599999340e-02
5.915159052100000397e-02 5.827251160900000226e-02
5.600274920099999887e-02 5.579847108900000408e-02
5.115648768399999602e-02 5.044875366399999977e-02
5.673638163599999812e-02 5.610218588099999404e-02
5.177536176399999412e-02 5.127416784399999733e-02
5.656263324100000572e-02 5.609792250000000119e-02
5.060250250000000727e-02 4.967638592399999803e-02
4.046977124099999240e-02 4.031903361599999819e-02
5.579469168099999987e-02 5.256106464399999678e-02
5.673304696900000749e-02 5.632980092099999780e-02
4.972141828899999394e-02 4.959439920400000174e-02
3.242268396899999905e-02 3.203240857599999603e-02
2.175624999999999781e-02 2.168786382400000184e-02
5.008912563600000090e-02 5.006809008100000791e-02
5.301368100900000213e-02 4.842024211599999656e-02
4.472294448400000039e-02 4.316421759999999885e-02
4.589492136099999897e-02 4.566469824899999780e-02
5.113025439999999144e-02 5.097525372900000434e-02
5.358252744099999826e-02 5.305743696399999737e-02
4.757895187599999604e-02 4.640663808400000145e-02
5.164074451600000198e-02 5.068351689999999604e-02
5.045773838400000044e-02 5.036029692099999733e-02
4.841144067599999906e-02 4.707815062500000231e-02
4.358908839999999646e-02 4.333932876100000248e-02
5.041551715600000455e-02 5.029075353600000187e-02
2.717848988100000224e-02 2.714585759999999653e-02
4.238533912899999923e-02 4.237092896400000003e-02
3.200485220100000167e-02 3.199340368899999953e-02
2.772258300100000419e-02 2.743859731599999560e-02
3.359559068100000101e-02 3.189867440400000198e-02
4.382532902499999827e-02 4.380355984900000110e-02
2.081094760000000085e-02 2.076192810000000027e-02
4.183661159999999685e-02 4.176668816100000126e-02
4.589363598400000160e-02 4.574508216099999747e-02
4.056196000000000107e-02 4.050357502499999512e-02
4.829753428899999368e-02 4.756455664900000740e-02
3.486547872899999762e-02 3.464363238399999212e-02
4.541331481599999303e-02 4.536218425600000576e-02
4.724232660899999742e-02 4.721885540099999418e-02
3.984534976900000469e-02 3.983696646399999958e-02
5.432488792900000418e-02 5.290000000000000258e-02
4.534940611600000310e-02 4.533577808400000159e-02
5.001753331600000685e-02 4.992856180900000218e-02
5.111397505600000224e-02 5.102990640399999306e-02
3.343375680100000441e-02 3.329895039999999917e-02
4.433003920900000644e-02 4.427363056899999427e-02
4.822986976900000416e-02 4.822108564900000338e-02
5.413951704100000012e-02 5.334667896100000334e-02
5.229362768399999778e-02 5.128730208900000170e-02
5.028626851600000169e-02 4.993794702399999980e-02
5.186277475599999909e-02 5.170166439999999974e-02
5.273590744900000932e-02 5.265143268099999746e-02
5.237873049600000330e-02 5.184091459600000118e-02
5.268815252099999513e-02 5.267851232399999722e-02
5.328572056899999465e-02 5.322525843599999751e-02
5.319480960000000369e-02 5.296257849600000123e-02
4.618286960400000418e-02 4.583881000000000761e-02
2.681111508099999832e-02 2.650514241600000070e-02
3.366637825600000272e-02 3.363042499599999680e-02
2.874652430400000125e-02 2.872313144099999591e-02
5.263720718399999415e-02 5.253814094400000023e-02
5.387458788100000368e-02 5.283515988100000171e-02
4.477625281599999230e-02 4.474494089999999508e-02
4.529150112400000261e-02 4.510186638400000281e-02
5.598097960900000336e-02 5.491851640900000109e-02
5.672733062499999562e-02 5.562333571599999832e-02
5.484589286400000374e-02 5.469891888400000429e-02
4.906402201600000568e-02 4.902991632900000757e-02
4.790188822500000138e-02 4.573909368899999744e-02
5.807232432400000199e-02 5.757648240100000231e-02
5.858771840099999406e-02 5.718172212900000245e-02
5.657119540899999827e-02 5.631698534399999512e-02
5.474664039999999759e-02 5.458811688099999421e-02
5.690610250000000675e-02 5.540798132099999246e-02
4.424249492099999875e-02 4.422272526399999987e-02
1.726175545600000180e-02 1.722341264399999960e-02
4.982002561600000490e-02 4.962424522499999519e-02
4.370232060099999566e-02 4.365508784400000397e-02
5.420841192899999994e-02 5.318051088100000240e-02
5.521231072899999287e-02 5.514606822400000552e-02
4.703823568899999363e-02 4.698749875599999432e-02
5.241856040099999309e-02 5.180722254400000476e-02
5.180767776900000593e-02 5.064210144399999142e-02
4.739416080400000314e-02 4.738066424100000062e-02
2.427862585600000164e-02 2.419673580899999940e-02
5.205105360899999617e-02 5.188418396100000218e-02
4.696495779599999670e-02 4.614935097599999481e-02
3.280010766399999583e-02 3.276027600399999962e-02
4.598751580899999858e-02 4.556944089999999392e-02
4.195041312399999667e-02 4.192624808099999767e-02
3.226262592399999768e-02 3.220266140099999758e-02
4.464092865600000071e-02 4.456447660900000884e-02
5.467038948900000001e-02 5.392659284100000811e-02
5.061645036099999412e-02 5.057191392399999763e-02
5.827202881600000023e-02 5.010121188900000522e-02
5.289632006400000336e-02 5.202641664899999852e-02
5.149132488900000360e-02 5.147952588100000726e-02
4.627876562500000263e-02 4.538987640099999277e-02
6.052731652899999426e-02 5.572621209599999681e-02
5.926352048099999686e-02 5.780802748900000509e-02
5.249597439999999227e-02 5.146228360900000076e-02
4.244918502399999682e-02 4.220846980899999740e-02
5.895621048099999872e-02 5.838022439999999980e-02
5.031677059600000307e-02 5.024098102500000607e-02
3.664544489999999738e-02 3.644013744900000129e-02
3.215422785600000055e-02 3.210475568400000118e-02
4.639672920100000597e-02 4.317335952399999760e-02
5.582020516899999923e-02 5.473447411599999951e-02
4.848363609999999796e-02 4.846734340899999660e-02
4.841672144400000627e-02 4.833270340899999129e-02
5.842904184099999287e-02 5.781956884900000398e-02
5.497242944399999970e-02 5.443308948099999378e-02
5.123884960000000405e-02 5.108323225599999823e-02
5.668780046400000161e-02 5.644615705599999311e-02
5.903928039999999794e-02 5.672542524099999373e-02
5.845515062499999359e-02 5.781235536399999264e-02
3.740549402499999954e-02 3.739273038399999749e-02
3.928601484899999635e-02 3.928205080900000479e-02
3.587084481600000263e-02 3.586857210000000268e-02
4.189758672100000331e-02 4.184970318400000472e-02
3.231365760000000364e-02 3.221594214400000378e-02
1.974306009999999764e-02 1.973153996100000460e-02
2.392559304100000395e-02 2.391909696399999521e-02
3.548024304399999967e-02 3.534776010000000718e-02
4.433846148900000284e-02 4.429677902399999784e-02
4.670396432099999801e-02 4.670353210000000033e-02
4.314053620899999802e-02 4.313804380899999985e-02
4.126585959999999609e-02 4.115339676899999743e-02
1.755731001600000299e-02 1.755307014399999990e-02
2.780122716899999930e-02 2.765336184900000008e-02
5.196667344400000138e-02 5.190286368399999600e-02
3.995281392399999826e-02 3.960697022499999609e-02
5.676353900099999350e-02 5.652316051600000946e-02
5.700204000099999557e-02 5.621546160400000408e-02
5.883632384399999776e-02 5.811426276100000593e-02
5.641527536100000156e-02 5.638107780899999366e-02
5.728076355599999447e-02 5.715589932900000392e-02
5.531621763599999658e-02 5.484729802499999085e-02
4.708726401599999667e-02 4.707554696099999769e-02
4.777328204099999531e-02 4.760949441600000054e-02
