# Rosenzweig-Porter model
# size=3500x3500, gamma=3.5
# CDF of level statistics r_S
# r_S CDF
3.645499999999999852e-01 0.000000000000000000e+00
3.774899999999999922e-01 5.000999999999999890e-02
3.793099999999999805e-01 1.000100000000000017e-01
3.806200000000000139e-01 1.500199999999999867e-01
3.817099999999999937e-01 2.000200000000000033e-01
3.826200000000000156e-01 2.500299999999999745e-01
3.834199999999999831e-01 3.000300000000000189e-01
3.841300000000000270e-01 3.500400000000000178e-01
3.848199999999999954e-01 4.000400000000000067e-01
3.855199999999999738e-01 4.500500000000000056e-01
3.862099999999999977e-01 5.000599999999999490e-01
3.869600000000000262e-01 5.500599999999999934e-01
3.876700000000000146e-01 6.000699999999999923e-01
3.884099999999999775e-01 6.500700000000000367e-01
3.891399999999999859e-01 7.000800000000000356e-01
3.899199999999999888e-01 7.500799999999999690e-01
3.908400000000000207e-01 8.000899999999999679e-01
3.919199999999999906e-01 8.500900000000000123e-01
3.932300000000000240e-01 9.001000000000000112e-01
3.952899999999999747e-01 9.501100000000000101e-01
