# Generalized Rosenzweig-Porter model RPSF
# size=3500x3500, gamma=0.5
# CDF of level statistics r_S
# r_S CDF
4.136799999999999922e-01 0.000000000000000000e+00
4.622999999999999887e-01 5.599999999999999509e-04
4.768899999999999806e-01 1.110000000000000092e-03
4.882699999999999818e-01 1.670000000000000043e-03
5.046100000000000030e-01 2.220000000000000185e-03
5.093600000000000350e-01 2.779999999999999919e-03
5.142600000000000504e-01 3.340000000000000087e-03
5.143400000000000194e-01 3.889999999999999795e-03
5.144800000000000484e-01 4.449999999999999963e-03
5.147100000000000009e-01 5.000000000000000104e-03
5.148500000000000298e-01 5.559999999999999838e-03
5.148700000000000498e-01 6.109999999999999980e-03
5.151000000000000023e-01 6.669999999999999714e-03
5.151299999999999768e-01 7.230000000000000315e-03
5.156100000000000128e-01 7.779999999999999589e-03
5.161299999999999777e-01 8.340000000000000191e-03
5.162299999999999667e-01 8.890000000000000333e-03
5.164100000000000357e-01 9.450000000000000067e-03
5.164900000000000047e-01 1.000999999999999980e-02
5.165800000000000392e-01 1.055999999999999994e-02
5.169399999999999551e-01 1.111999999999999968e-02
5.171400000000000441e-01 1.166999999999999982e-02
5.175499999999999545e-01 1.222999999999999955e-02
5.176800000000000290e-01 1.277999999999999969e-02
5.177899999999999725e-01 1.333999999999999943e-02
5.179700000000000415e-01 1.389999999999999916e-02
5.180000000000000160e-01 1.444999999999999930e-02
5.180099999999999705e-01 1.501000000000000077e-02
5.182600000000000540e-01 1.555999999999999918e-02
5.182999999999999829e-01 1.611999999999999891e-02
5.183900000000000174e-01 1.668000000000000038e-02
5.184400000000000119e-01 1.722999999999999879e-02
5.186500000000000554e-01 1.779000000000000026e-02
5.186600000000000099e-01 1.833999999999999866e-02
5.189000000000000279e-01 1.890000000000000013e-02
5.189099999999999824e-01 1.946000000000000160e-02
5.189799999999999969e-01 2.001000000000000001e-02
5.191599999999999548e-01 2.057000000000000148e-02
5.192600000000000549e-01 2.111999999999999988e-02
5.192900000000000293e-01 2.168000000000000135e-02
5.193100000000000493e-01 2.222999999999999976e-02
5.193200000000000038e-01 2.279000000000000123e-02
5.193799999999999528e-01 2.334999999999999923e-02
5.193900000000000183e-01 2.390000000000000110e-02
5.193999999999999728e-01 2.445999999999999910e-02
5.195199999999999818e-01 2.501000000000000098e-02
5.195199999999999818e-01 2.556999999999999898e-02
5.195899999999999963e-01 2.613000000000000045e-02
5.197100000000000053e-01 2.667999999999999886e-02
5.197199999999999598e-01 2.724000000000000032e-02
5.198000000000000398e-01 2.778999999999999873e-02
5.198000000000000398e-01 2.835000000000000020e-02
5.198300000000000143e-01 2.889999999999999861e-02
5.198300000000000143e-01 2.946000000000000008e-02
5.198899999999999633e-01 3.002000000000000154e-02
5.199099999999999833e-01 3.056999999999999995e-02
5.199500000000000233e-01 3.113000000000000142e-02
5.199599999999999778e-01 3.167999999999999983e-02
5.200599999999999667e-01 3.223999999999999783e-02
5.201099999999999612e-01 3.280000000000000276e-02
5.201299999999999812e-01 3.334999999999999770e-02
5.203299999999999592e-01 3.391000000000000264e-02
5.204199999999999937e-01 3.445999999999999758e-02
5.204699999999999882e-01 3.502000000000000252e-02
5.204999999999999627e-01 3.558000000000000052e-02
5.205100000000000282e-01 3.613000000000000239e-02
5.206100000000000172e-01 3.669000000000000039e-02
5.206899999999999862e-01 3.724000000000000227e-02
5.207399999999999807e-01 3.780000000000000027e-02
5.207399999999999807e-01 3.835000000000000214e-02
5.207699999999999552e-01 3.891000000000000014e-02
5.207899999999999752e-01 3.946999999999999814e-02
5.208199999999999497e-01 4.002000000000000002e-02
5.208300000000000152e-01 4.057999999999999802e-02
5.208300000000000152e-01 4.112999999999999989e-02
5.208399999999999697e-01 4.168999999999999789e-02
5.208700000000000552e-01 4.225000000000000283e-02
5.209200000000000497e-01 4.279999999999999777e-02
5.209500000000000242e-01 4.336000000000000271e-02
5.209799999999999986e-01 4.390999999999999764e-02
5.209899999999999531e-01 4.447000000000000258e-02
5.210000000000000187e-01 4.503000000000000058e-02
5.210099999999999731e-01 4.558000000000000246e-02
5.210099999999999731e-01 4.614000000000000046e-02
5.210500000000000131e-01 4.669000000000000233e-02
5.211900000000000421e-01 4.725000000000000033e-02
5.212499999999999911e-01 4.780000000000000221e-02
5.213299999999999601e-01 4.836000000000000021e-02
5.213900000000000201e-01 4.891999999999999821e-02
5.213999999999999746e-01 4.947000000000000008e-02
5.214400000000000146e-01 5.002999999999999808e-02
5.215699999999999781e-01 5.057999999999999996e-02
5.215999999999999526e-01 5.113999999999999796e-02
5.216199999999999726e-01 5.170000000000000290e-02
5.216699999999999671e-01 5.224999999999999784e-02
5.217100000000000071e-01 5.281000000000000277e-02
5.217199999999999616e-01 5.335999999999999771e-02
5.217500000000000471e-01 5.392000000000000265e-02
5.217500000000000471e-01 5.446999999999999759e-02
5.217500000000000471e-01 5.503000000000000252e-02
5.217899999999999761e-01 5.559000000000000052e-02
5.218300000000000161e-01 5.614000000000000240e-02
5.218500000000000361e-01 5.670000000000000040e-02
5.218599999999999905e-01 5.725000000000000228e-02
5.218899999999999650e-01 5.781000000000000028e-02
5.220099999999999740e-01 5.836999999999999827e-02
5.220299999999999940e-01 5.892000000000000015e-02
5.220399999999999485e-01 5.947999999999999815e-02
5.220700000000000340e-01 6.003000000000000003e-02
5.221000000000000085e-01 6.058999999999999803e-02
5.221000000000000085e-01 6.115000000000000296e-02
5.221200000000000285e-01 6.169999999999999790e-02
5.221500000000000030e-01 6.226000000000000284e-02
5.221799999999999775e-01 6.281000000000000472e-02
5.221999999999999975e-01 6.336999999999999578e-02
5.222299999999999720e-01 6.392000000000000459e-02
5.222299999999999720e-01 6.447999999999999565e-02
5.222499999999999920e-01 6.504000000000000059e-02
5.222599999999999465e-01 6.558999999999999553e-02
5.223200000000000065e-01 6.615000000000000047e-02
5.223299999999999610e-01 6.669999999999999540e-02
5.223400000000000265e-01 6.726000000000000034e-02
5.223499999999999810e-01 6.782000000000000528e-02
5.224199999999999955e-01 6.837000000000000022e-02
5.224299999999999500e-01 6.893000000000000516e-02
5.224400000000000155e-01 6.948000000000000009e-02
5.224499999999999700e-01 7.004000000000000503e-02
5.224699999999999900e-01 7.058999999999999997e-02
5.224900000000000100e-01 7.115000000000000491e-02
5.224999999999999645e-01 7.170999999999999597e-02
5.225199999999999845e-01 7.226000000000000478e-02
5.225300000000000500e-01 7.281999999999999584e-02
5.225400000000000045e-01 7.337000000000000466e-02
5.225400000000000045e-01 7.392999999999999572e-02
5.225499999999999590e-01 7.449000000000000066e-02
5.225499999999999590e-01 7.503999999999999559e-02
5.225999999999999535e-01 7.560000000000000053e-02
5.226199999999999735e-01 7.614999999999999547e-02
5.226199999999999735e-01 7.671000000000000041e-02
5.226300000000000390e-01 7.727000000000000535e-02
5.227199999999999624e-01 7.782000000000000028e-02
5.227199999999999624e-01 7.838000000000000522e-02
