# Rosenzweig-Porter model
# size=3500x3500, gamma=2.0
# CDF of level statistics r_S
# r_S CDF
4.487099999999999977e-01 0.000000000000000000e+00
4.614099999999999868e-01 5.000999999999999890e-02
4.632499999999999951e-01 1.000100000000000017e-01
4.644800000000000040e-01 1.500199999999999867e-01
4.654200000000000004e-01 2.000200000000000033e-01
4.662499999999999978e-01 2.500299999999999745e-01
4.670000000000000262e-01 3.000300000000000189e-01
4.677200000000000246e-01 3.500400000000000178e-01
4.683700000000000085e-01 4.000400000000000067e-01
4.690099999999999825e-01 4.500500000000000056e-01
4.697000000000000064e-01 5.000599999999999490e-01
4.703700000000000103e-01 5.500599999999999934e-01
4.710199999999999942e-01 6.000699999999999923e-01
4.716699999999999782e-01 6.500700000000000367e-01
4.723600000000000021e-01 7.000800000000000356e-01
4.731099999999999750e-01 7.500799999999999690e-01
4.739300000000000179e-01 8.000899999999999679e-01
4.749599999999999933e-01 8.500900000000000123e-01
4.762799999999999812e-01 9.001000000000000112e-01
4.780599999999999850e-01 9.501100000000000101e-01
