# Generalized Rosenzweig-Porter model RPSF
# size=3500x3500, gamma=2.5
# CDF of level statistics r_S
# r_S CDF
3.676900000000000168e-01 0.000000000000000000e+00
3.709700000000000220e-01 5.599999999999999509e-04
3.725999999999999868e-01 1.110000000000000092e-03
3.730899999999999772e-01 1.670000000000000043e-03
3.738000000000000211e-01 2.220000000000000185e-03
3.739799999999999791e-01 2.779999999999999919e-03
3.742500000000000271e-01 3.340000000000000087e-03
3.744100000000000206e-01 3.889999999999999795e-03
3.752099999999999880e-01 4.449999999999999963e-03
3.752900000000000125e-01 5.000000000000000104e-03
3.756999999999999784e-01 5.559999999999999838e-03
3.757800000000000029e-01 6.109999999999999980e-03
3.760800000000000254e-01 6.669999999999999714e-03
3.760999999999999899e-01 7.230000000000000315e-03
3.761499999999999844e-01 7.779999999999999589e-03
3.762599999999999834e-01 8.340000000000000191e-03
3.763199999999999878e-01 8.890000000000000333e-03
3.766599999999999948e-01 9.450000000000000067e-03
3.768599999999999728e-01 1.000999999999999980e-02
3.769100000000000228e-01 1.055999999999999994e-02
3.770499999999999963e-01 1.111999999999999968e-02
3.770499999999999963e-01 1.166999999999999982e-02
3.770899999999999808e-01 1.222999999999999955e-02
3.771200000000000108e-01 1.277999999999999969e-02
3.772900000000000142e-01 1.333999999999999943e-02
3.773699999999999832e-01 1.389999999999999916e-02
3.775299999999999767e-01 1.444999999999999930e-02
3.776200000000000112e-01 1.501000000000000077e-02
3.777800000000000047e-01 1.555999999999999918e-02
3.778299999999999992e-01 1.611999999999999891e-02
3.780299999999999772e-01 1.668000000000000038e-02
3.781599999999999961e-01 1.722999999999999879e-02
3.781700000000000061e-01 1.779000000000000026e-02
3.781900000000000261e-01 1.833999999999999866e-02
3.783000000000000251e-01 1.890000000000000013e-02
3.785100000000000131e-01 1.946000000000000160e-02
3.786300000000000221e-01 2.001000000000000001e-02
3.788400000000000101e-01 2.057000000000000148e-02
3.788500000000000201e-01 2.111999999999999988e-02
3.789199999999999791e-01 2.168000000000000135e-02
3.789799999999999836e-01 2.222999999999999976e-02
3.789799999999999836e-01 2.279000000000000123e-02
3.790000000000000036e-01 2.334999999999999923e-02
3.790100000000000136e-01 2.390000000000000110e-02
3.790200000000000236e-01 2.445999999999999910e-02
3.790399999999999880e-01 2.501000000000000098e-02
3.791300000000000225e-01 2.556999999999999898e-02
3.792900000000000160e-01 2.613000000000000045e-02
3.793900000000000050e-01 2.667999999999999886e-02
3.794699999999999740e-01 2.724000000000000032e-02
3.794899999999999940e-01 2.778999999999999873e-02
3.795499999999999985e-01 2.835000000000000020e-02
3.797800000000000065e-01 2.889999999999999861e-02
3.797800000000000065e-01 2.946000000000000008e-02
3.798400000000000110e-01 3.002000000000000154e-02
3.799600000000000199e-01 3.056999999999999995e-02
3.800899999999999834e-01 3.113000000000000142e-02
3.800999999999999934e-01 3.167999999999999983e-02
3.802499999999999769e-01 3.223999999999999783e-02
3.802699999999999969e-01 3.280000000000000276e-02
3.803099999999999814e-01 3.334999999999999770e-02
3.803400000000000114e-01 3.391000000000000264e-02
3.803900000000000059e-01 3.445999999999999758e-02
3.804799999999999849e-01 3.502000000000000252e-02
3.805000000000000049e-01 3.558000000000000052e-02
3.806499999999999884e-01 3.613000000000000239e-02
3.806499999999999884e-01 3.669000000000000039e-02
3.806499999999999884e-01 3.724000000000000227e-02
3.807200000000000029e-01 3.780000000000000027e-02
3.807599999999999874e-01 3.835000000000000214e-02
3.807599999999999874e-01 3.891000000000000014e-02
3.808599999999999763e-01 3.946999999999999814e-02
3.808900000000000063e-01 4.002000000000000002e-02
3.809500000000000108e-01 4.057999999999999802e-02
3.809600000000000208e-01 4.112999999999999989e-02
3.809899999999999953e-01 4.168999999999999789e-02
3.809899999999999953e-01 4.225000000000000283e-02
3.809899999999999953e-01 4.279999999999999777e-02
3.810100000000000153e-01 4.336000000000000271e-02
3.810200000000000253e-01 4.390999999999999764e-02
3.810799999999999743e-01 4.447000000000000258e-02
3.811100000000000043e-01 4.503000000000000058e-02
3.811300000000000243e-01 4.558000000000000246e-02
3.811399999999999788e-01 4.614000000000000046e-02
3.811599999999999988e-01 4.669000000000000233e-02
3.811599999999999988e-01 4.725000000000000033e-02
3.811999999999999833e-01 4.780000000000000221e-02
3.812099999999999933e-01 4.836000000000000021e-02
3.812200000000000033e-01 4.891999999999999821e-02
3.812300000000000133e-01 4.947000000000000008e-02
3.812599999999999878e-01 5.002999999999999808e-02
3.812999999999999723e-01 5.057999999999999996e-02
3.813099999999999823e-01 5.113999999999999796e-02
3.813699999999999868e-01 5.170000000000000290e-02
3.813799999999999968e-01 5.224999999999999784e-02
3.814000000000000168e-01 5.281000000000000277e-02
3.814100000000000268e-01 5.335999999999999771e-02
3.814299999999999913e-01 5.392000000000000265e-02
3.814899999999999958e-01 5.446999999999999759e-02
3.815100000000000158e-01 5.503000000000000252e-02
3.815200000000000258e-01 5.559000000000000052e-02
3.815299999999999803e-01 5.614000000000000240e-02
3.815700000000000203e-01 5.670000000000000040e-02
3.815899999999999848e-01 5.725000000000000228e-02
3.815899999999999848e-01 5.781000000000000028e-02
3.815999999999999948e-01 5.836999999999999827e-02
3.815999999999999948e-01 5.892000000000000015e-02
3.816100000000000048e-01 5.947999999999999815e-02
3.816100000000000048e-01 6.003000000000000003e-02
3.816100000000000048e-01 6.058999999999999803e-02
3.816899999999999737e-01 6.115000000000000296e-02
3.817400000000000237e-01 6.169999999999999790e-02
3.817400000000000237e-01 6.226000000000000284e-02
3.817499999999999782e-01 6.281000000000000472e-02
3.817900000000000182e-01 6.336999999999999578e-02
3.818300000000000027e-01 6.392000000000000459e-02
3.818500000000000227e-01 6.447999999999999565e-02
3.818599999999999772e-01 6.504000000000000059e-02
3.819299999999999917e-01 6.558999999999999553e-02
3.819400000000000017e-01 6.615000000000000047e-02
3.819600000000000217e-01 6.669999999999999540e-02
3.820700000000000207e-01 6.726000000000000034e-02
3.820700000000000207e-01 6.782000000000000528e-02
3.821200000000000152e-01 6.837000000000000022e-02
3.821300000000000252e-01 6.893000000000000516e-02
3.821399999999999797e-01 6.948000000000000009e-02
3.821499999999999897e-01 7.004000000000000503e-02
3.822099999999999942e-01 7.058999999999999997e-02
3.822200000000000042e-01 7.115000000000000491e-02
3.822499999999999787e-01 7.170999999999999597e-02
3.822499999999999787e-01 7.226000000000000478e-02
3.822499999999999787e-01 7.281999999999999584e-02
3.822900000000000187e-01 7.337000000000000466e-02
3.822999999999999732e-01 7.392999999999999572e-02
3.823099999999999832e-01 7.449000000000000066e-02
3.823599999999999777e-01 7.503999999999999559e-02
3.823799999999999977e-01 7.560000000000000053e-02
3.824000000000000177e-01 7.614999999999999547e-02
3.824500000000000122e-01 7.671000000000000041e-02
3.824500000000000122e-01 7.727000000000000535e-02
3.824600000000000222e-01 7.782000000000000028e-02
3.824699999999999767e-01 7.838000000000000522e-02
3.824799999999999867e-01 7.893000000000000016e-02
3.824899999999999967e-01 7.949000000000000510e-02
3.825100000000000167e-01 8.004000000000000004e-02
3.825700000000000212e-01 8.060000000000000497e-02
3.826700000000000101e-01 8.115999999999999603e-02
3.826800000000000201e-01 8.171000000000000485e-02
3.826999999999999846e-01 8.226999999999999591e-02
3.826999999999999846e-01 8.282000000000000473e-02
3.827099999999999946e-01 8.337999999999999579e-02
3.827499999999999791e-01 8.394000000000000072e-02
3.827999999999999736e-01 8.448999999999999566e-02
3.828500000000000236e-01 8.505000000000000060e-02
3.828599999999999781e-01 8.559999999999999554e-02
3.828599999999999781e-01 8.616000000000000048e-02
3.828699999999999881e-01 8.670999999999999541e-02
3.828799999999999981e-01 8.727000000000000035e-02
3.829000000000000181e-01 8.783000000000000529e-02
3.829099999999999726e-01 8.838000000000000023e-02
3.829400000000000026e-01 8.894000000000000516e-02
3.829899999999999971e-01 8.949000000000000010e-02
3.830000000000000071e-01 9.005000000000000504e-02
3.830299999999999816e-01 9.060999999999999610e-02
3.830600000000000116e-01 9.116000000000000492e-02
3.830999999999999961e-01 9.171999999999999598e-02
3.831200000000000161e-01 9.227000000000000479e-02
3.831600000000000006e-01 9.282999999999999585e-02
3.832499999999999796e-01 9.339000000000000079e-02
3.833099999999999841e-01 9.393999999999999573e-02
3.833199999999999941e-01 9.450000000000000067e-02
3.833300000000000041e-01 9.504999999999999560e-02
3.833599999999999786e-01 9.561000000000000054e-02
3.834400000000000031e-01 9.615999999999999548e-02
3.834400000000000031e-01 9.672000000000000042e-02
3.834799999999999875e-01 9.728000000000000536e-02
3.835000000000000075e-01 9.783000000000000029e-02
3.835100000000000176e-01 9.839000000000000523e-02
3.835799999999999765e-01 9.894000000000000017e-02
3.836100000000000065e-01 9.950000000000000511e-02
3.836300000000000265e-01 1.000599999999999962e-01
3.836499999999999910e-01 1.006100000000000050e-01
3.836700000000000110e-01 1.011699999999999960e-01
3.836999999999999855e-01 1.017200000000000049e-01
3.837099999999999955e-01 1.022799999999999959e-01
3.837099999999999955e-01 1.028300000000000047e-01
3.837200000000000055e-01 1.033899999999999958e-01
3.837200000000000055e-01 1.039500000000000007e-01
3.837300000000000155e-01 1.044999999999999957e-01
3.837400000000000255e-01 1.050600000000000006e-01
3.837499999999999800e-01 1.056099999999999955e-01
3.837700000000000000e-01 1.061700000000000005e-01
3.837800000000000100e-01 1.067300000000000054e-01
3.837999999999999745e-01 1.072800000000000004e-01
3.838199999999999945e-01 1.078400000000000053e-01
3.838199999999999945e-01 1.083900000000000002e-01
3.838300000000000045e-01 1.089500000000000052e-01
3.838300000000000045e-01 1.095099999999999962e-01
3.838300000000000045e-01 1.100600000000000050e-01
3.838900000000000090e-01 1.106199999999999961e-01
3.839099999999999735e-01 1.111700000000000049e-01
3.839299999999999935e-01 1.117299999999999960e-01
3.839299999999999935e-01 1.122800000000000048e-01
3.839600000000000235e-01 1.128399999999999959e-01
3.839699999999999780e-01 1.134000000000000008e-01
3.840600000000000125e-01 1.139499999999999957e-01
3.841499999999999915e-01 1.145100000000000007e-01
3.841499999999999915e-01 1.150599999999999956e-01
3.841600000000000015e-01 1.156200000000000006e-01
3.841600000000000015e-01 1.161800000000000055e-01
3.841600000000000015e-01 1.167300000000000004e-01
3.841700000000000115e-01 1.172900000000000054e-01
3.841700000000000115e-01 1.178400000000000003e-01
3.841700000000000115e-01 1.184000000000000052e-01
3.841899999999999760e-01 1.189500000000000002e-01
3.841999999999999860e-01 1.195100000000000051e-01
3.842099999999999960e-01 1.200699999999999962e-01
3.842499999999999805e-01 1.206200000000000050e-01
3.842599999999999905e-01 1.211799999999999961e-01
3.842900000000000205e-01 1.217300000000000049e-01
3.842999999999999750e-01 1.222899999999999959e-01
3.842999999999999750e-01 1.228500000000000009e-01
3.843099999999999850e-01 1.233999999999999958e-01
3.843199999999999950e-01 1.239600000000000007e-01
3.843199999999999950e-01 1.245099999999999957e-01
3.843300000000000050e-01 1.250699999999999867e-01
3.843400000000000150e-01 1.256299999999999917e-01
3.843699999999999894e-01 1.261799999999999866e-01
3.844199999999999839e-01 1.267399999999999916e-01
3.844600000000000239e-01 1.272899999999999865e-01
3.845199999999999729e-01 1.278499999999999914e-01
3.845600000000000129e-01 1.283999999999999864e-01
3.845700000000000229e-01 1.289599999999999913e-01
3.845700000000000229e-01 1.295199999999999962e-01
3.846700000000000119e-01 1.300699999999999912e-01
3.846800000000000219e-01 1.306299999999999961e-01
3.846899999999999764e-01 1.311799999999999911e-01
3.847300000000000164e-01 1.317399999999999960e-01
3.847400000000000264e-01 1.323000000000000009e-01
3.847499999999999809e-01 1.328499999999999959e-01
3.847599999999999909e-01 1.334100000000000008e-01
3.847599999999999909e-01 1.339599999999999957e-01
3.847700000000000009e-01 1.345200000000000007e-01
3.848099999999999854e-01 1.350800000000000056e-01
3.848099999999999854e-01 1.356300000000000006e-01
3.848199999999999954e-01 1.361900000000000055e-01
3.848300000000000054e-01 1.367400000000000004e-01
3.848400000000000154e-01 1.373000000000000054e-01
3.848400000000000154e-01 1.378500000000000003e-01
3.848500000000000254e-01 1.384100000000000052e-01
3.848699999999999899e-01 1.389700000000000102e-01
3.848699999999999899e-01 1.395200000000000051e-01
3.848799999999999999e-01 1.400800000000000101e-01
3.848900000000000099e-01 1.406300000000000050e-01
3.849000000000000199e-01 1.411900000000000099e-01
3.849099999999999744e-01 1.417499999999999871e-01
3.849299999999999944e-01 1.423000000000000098e-01
3.849299999999999944e-01 1.428599999999999870e-01
3.849699999999999789e-01 1.434100000000000097e-01
3.849899999999999989e-01 1.439699999999999869e-01
3.850100000000000189e-01 1.445200000000000096e-01
3.850199999999999734e-01 1.450799999999999867e-01
3.850199999999999734e-01 1.456399999999999917e-01
3.850299999999999834e-01 1.461899999999999866e-01
3.850299999999999834e-01 1.467499999999999916e-01
3.850299999999999834e-01 1.472999999999999865e-01
3.850399999999999934e-01 1.478599999999999914e-01
3.850500000000000034e-01 1.484199999999999964e-01
3.850600000000000134e-01 1.489699999999999913e-01
3.850600000000000134e-01 1.495299999999999963e-01
3.850799999999999779e-01 1.500799999999999912e-01
3.851299999999999724e-01 1.506399999999999961e-01
3.851399999999999824e-01 1.512000000000000011e-01
3.852300000000000169e-01 1.517499999999999960e-01
3.852499999999999813e-01 1.523100000000000009e-01
3.852700000000000014e-01 1.528599999999999959e-01
3.852999999999999758e-01 1.534200000000000008e-01
3.853199999999999958e-01 1.539699999999999958e-01
3.853300000000000058e-01 1.545300000000000007e-01
3.853400000000000158e-01 1.550900000000000056e-01
3.853400000000000158e-01 1.556400000000000006e-01
3.853500000000000258e-01 1.562000000000000055e-01
3.853599999999999803e-01 1.567500000000000004e-01
3.854000000000000203e-01 1.573100000000000054e-01
3.854199999999999848e-01 1.578700000000000103e-01
3.854299999999999948e-01 1.584200000000000053e-01
3.854400000000000048e-01 1.589800000000000102e-01
3.854500000000000148e-01 1.595300000000000051e-01
3.854699999999999793e-01 1.600900000000000101e-01
3.855100000000000193e-01 1.606400000000000050e-01
3.855299999999999838e-01 1.612000000000000099e-01
3.855500000000000038e-01 1.617599999999999871e-01
3.855500000000000038e-01 1.623100000000000098e-01
3.855600000000000138e-01 1.628699999999999870e-01
3.855899999999999883e-01 1.634200000000000097e-01
3.855999999999999983e-01 1.639799999999999869e-01
3.856299999999999728e-01 1.645399999999999918e-01
3.856399999999999828e-01 1.650899999999999868e-01
3.856399999999999828e-01 1.656499999999999917e-01
3.856700000000000128e-01 1.661999999999999866e-01
3.856999999999999873e-01 1.667599999999999916e-01
3.856999999999999873e-01 1.673199999999999965e-01
3.857400000000000273e-01 1.678699999999999914e-01
3.857400000000000273e-01 1.684299999999999964e-01
3.857800000000000118e-01 1.689799999999999913e-01
3.857999999999999763e-01 1.695399999999999963e-01
3.858099999999999863e-01 1.700899999999999912e-01
3.858199999999999963e-01 1.706499999999999961e-01
3.858300000000000063e-01 1.712100000000000011e-01
3.858400000000000163e-01 1.717599999999999960e-01
3.858500000000000263e-01 1.723200000000000010e-01
3.858699999999999908e-01 1.728699999999999959e-01
3.858900000000000108e-01 1.734300000000000008e-01
3.859000000000000208e-01 1.739900000000000058e-01
3.859299999999999953e-01 1.745400000000000007e-01
3.859500000000000153e-01 1.751000000000000056e-01
3.859500000000000153e-01 1.756500000000000006e-01
3.859500000000000153e-01 1.762100000000000055e-01
3.860899999999999888e-01 1.767600000000000005e-01
3.860899999999999888e-01 1.773200000000000054e-01
3.860999999999999988e-01 1.778800000000000103e-01
3.861899999999999777e-01 1.784300000000000053e-01
3.862200000000000077e-01 1.789900000000000102e-01
3.862200000000000077e-01 1.795400000000000051e-01
3.862400000000000277e-01 1.801000000000000101e-01
3.862700000000000022e-01 1.806599999999999873e-01
3.862800000000000122e-01 1.812100000000000100e-01
3.862800000000000122e-01 1.817699999999999871e-01
3.863099999999999867e-01 1.823200000000000098e-01
3.863199999999999967e-01 1.828799999999999870e-01
3.863199999999999967e-01 1.834399999999999920e-01
3.863400000000000167e-01 1.839899999999999869e-01
3.863500000000000267e-01 1.845499999999999918e-01
3.863500000000000267e-01 1.850999999999999868e-01
3.863599999999999812e-01 1.856599999999999917e-01
3.863699999999999912e-01 1.862099999999999866e-01
3.863800000000000012e-01 1.867699999999999916e-01
3.863800000000000012e-01 1.873299999999999965e-01
3.863900000000000112e-01 1.878799999999999915e-01
3.863900000000000112e-01 1.884399999999999964e-01
