# Random field Heisenberg chain
# L=16, J=1, Delta=1, W=3.0, h_i in [-W,W]
# Cumulative distribution function (CDF) of the fitting parameter tau_max; for 10^3 realizations of the disorder
# tau_max CDF

1629.7449744756518 0.123916
1653.4658021910964 0.125155
1655.3672236345044 0.126394
1658.1065936811326 0.127633
1662.9553779202083 0.128872
1695.5126727741404 0.130112
1697.3829050664906 0.131351
1718.4014126910558 0.13259
1719.9751150890797 0.133829
1721.7995003278759 0.135068
1730.7162419775793 0.136307
1734.8593800161177 0.137546
1740.0862917686095 0.138786
1740.4778075398508 0.140025
1742.974850030531 0.141264
1746.2462877143348 0.142503
1746.4215672170626 0.143742
1746.8174553419167 0.144981
1753.8339410603032 0.146221
1759.0660633418042 0.14746
1760.568772958781 0.148699
1763.4878876814641 0.149938
1770.9633489808832 0.151177
1771.75347198136 0.152416
1772.1073375643398 0.153656
1796.2935854217858 0.154895
1807.1886348215703 0.156134
1833.9638242404055 0.157373
1838.1219360832058 0.158612
1839.4297108928145 0.159851
1862.185083906223 0.16109
1869.132236856637 0.16233
1873.1442719592176 0.163569
1882.0594826257523 0.164808
1896.4113631670064 0.166047
1905.5716642613136 0.167286
1908.7138524298396 0.168525
1912.2028358058608 0.169765
1923.1050775887268 0.171004
1923.6629820907208 0.172243
1927.3420720498625 0.173482
1936.7130852038122 0.174721
1938.0694917806463 0.17596
1939.3982508865572 0.1772
1943.040392645125 0.178439
1946.8743815932953 0.179678
1951.008044059722 0.180917
1951.6422782866578 0.182156
1959.8723542582231 0.183395
1960.2730256581287 0.184634
1960.6106406969354 0.185874
1970.2692055838443 0.187113
1979.9651604712535 0.188352
1984.5981499138168 0.189591
1987.7945575695833 0.19083
1989.5550324584744 0.192069
1996.2912393983756 0.193309
2005.496310381 0.194548
2023.654828705016 0.195787
2028.5241056347086 0.197026
2029.7027330060616 0.198265
2030.6342242208223 0.199504
2034.311062549646 0.200743
2048.0749440004874 0.201983
2053.0652660352443 0.203222
2054.940148631852 0.204461
2059.0123282165528 0.2057
2077.8437274544813 0.206939
2084.214391511239 0.208178
2084.955643438992 0.209418
2089.143600878056 0.210657
2089.4445408550996 0.211896
2094.676088598107 0.213135
2098.2872714751047 0.214374
2099.497394869308 0.215613
2100.7811224824 0.216853
2107.9844155354144 0.218092
2109.2987732523375 0.219331
2112.3461363559686 0.22057
2120.3989875813486 0.221809
2123.051295581784 0.223048
2139.186375923741 0.224287
2139.238782703492 0.225527
2149.26820882282 0.226766
2165.0950404766613 0.228005
2183.5530882123235 0.229244
2194.1813437175365 0.230483
2198.731038787664 0.231722
2213.501042460352 0.232962
2215.2666132070767 0.234201
2218.347531430013 0.23544
2239.152461238689 0.236679
2240.0630819985117 0.237918
2243.9728483670683 0.239157
2247.917998808593 0.240397
2255.462663175781 0.241636
2255.5492023882093 0.242875
2257.4340364149557 0.244114
2263.609222126117 0.245353
2322.535221611534 0.246592
2324.1774314116496 0.247831
2331.4451628057905 0.249071
2339.0061253216913 0.25031
2351.693351692506 0.251549
2371.877175897208 0.252788
2380.5071249384837 0.254027
2380.9645144669644 0.255266
2382.6509591159984 0.256506
2389.350541282061 0.257745
2392.318211520988 0.258984
2416.901058325647 0.260223
2418.3375610142202 0.261462
2430.899748295802 0.262701
2433.4857175209972 0.263941
2439.9956058002044 0.26518
2441.43403479159 0.266419
2455.4142783687234 0.267658
2463.9438006572427 0.268897
2470.7087630805286 0.270136
2470.7503343643475 0.271375
2496.738985863368 0.272615
2500.19722525786 0.273854
2509.076768441584 0.275093
2514.975872676235 0.276332
2521.400493319801 0.277571
2524.057246796717 0.27881
2532.139736717252 0.28005
2538.73330166095 0.281289
2543.7106203232433 0.282528
2552.7456067470976 0.283767
2557.398196666002 0.285006
2565.124268806461 0.286245
2579.236112891532 0.287485
2580.8907329285025 0.288724
2591.3331397567354 0.289963
2619.3328408790335 0.291202
2623.5543169499974 0.292441
2644.0581828266386 0.29368
2647.192582931616 0.294919
2659.9842209897624 0.296159
2678.5759227807825 0.297398
2691.369119826728 0.298637
2693.7611652799164 0.299876
2705.085959804514 0.301115
2710.938568971018 0.302354
2712.84264908808 0.303594
2720.815554307427 0.304833
2737.5342165362918 0.306072
2759.2520972084617 0.307311
2764.026552028825 0.30855
2776.9317537309335 0.309789
2779.887852163228 0.311029
2789.2561713607006 0.312268
2809.7571846402084 0.313507
2831.0067995527875 0.314746
2865.0020736766064 0.315985
2865.319372060899 0.317224
2865.3306352626237 0.318463
2870.411848971907 0.319703
2897.4651580992186 0.320942
2909.9225098636357 0.322181
2913.1079852335147 0.32342
2920.1884733813863 0.324659
2932.0193693383326 0.325898
2941.1077268939234 0.327138
2957.569661103287 0.328377
2962.7532303067915 0.329616
2967.5396349136404 0.330855
2969.3179087258636 0.332094
2971.390200915609 0.333333
2973.3194466820137 0.334572
2974.1408329575324 0.335812
2978.1988500354987 0.337051
2979.955723215514 0.33829
2980.67933268954 0.339529
2986.839078840262 0.340768
2996.3055142273797 0.342007
2997.191624649586 0.343247
2997.350089427544 0.344486
2997.779205148499 0.345725
2998.840629900842 0.346964
3012.2895052248514 0.348203
3013.1298203986034 0.349442
3018.319760772619 0.350682
3069.361589324928 0.351921
3089.971909320529 0.35316
3100.087329555902 0.354399
3101.42848460924 0.355638
3121.181529235347 0.356877
3124.08361512203 0.358116
3125.599772357994 0.359356
3133.036242416479 0.360595
3133.940826553851 0.361834
3135.844991581383 0.363073
3136.084482680637 0.364312
3156.5339386022006 0.365551
3171.380595438826 0.366791
3174.731720458597 0.36803
3176.101435067222 0.369269
3177.673413828298 0.370508
3211.3898993869193 0.371747
3214.1874932191486 0.372986
3229.741678184868 0.374226
3248.2740237107787 0.375465
3264.958733709354 0.376704
3268.507754109293 0.377943
3276.9547942999516 0.379182
3281.250151790229 0.380421
3301.963530290509 0.38166
3312.4608773569553 0.3829
3321.571132487071 0.384139
3323.103504841579 0.385378
3332.209826683777 0.386617
3358.758258610538 0.387856
3364.149325624096 0.389095
3377.9862162062373 0.390335
3387.7427640363794 0.391574
3399.398265962711 0.392813
3410.3932720485413 0.394052
3420.199895643486 0.395291
3431.9377868433658 0.39653
3438.5887052819025 0.39777
3439.249480602494 0.399009
3457.678074259067 0.400248
3477.285515543111 0.401487
3480.8906404306904 0.402726
3487.4800226876077 0.403965
3504.200952835392 0.405204
3505.7655942788765 0.406444
3509.687823441974 0.407683
3522.0752325254534 0.408922
3524.055265309016 0.410161
3526.4156155444384 0.4114
3532.195582774214 0.412639
3539.132016577403 0.413879
3586.7586453118524 0.415118
3601.199660068423 0.416357
3603.5002333344232 0.417596
3606.2733666029844 0.418835
3616.1329489727814 0.420074
3633.9898802259245 0.421314
3648.817929262385 0.422553
3659.7868824957627 0.423792
3687.614871582917 0.425031
3700.8602899932707 0.42627
3713.685793459699 0.427509
3726.765723842401 0.428748
3747.001232867571 0.429988
3752.6276604382956 0.431227
3756.089111441665 0.432466
3763.516759088218 0.433705
3769.963960152102 0.434944
3777.640874454212 0.436183
3787.693661831119 0.437423
3788.8799892183056 0.438662
3808.0609790198173 0.439901
3811.7775846685363 0.44114
3820.593722596258 0.442379
3835.141967586575 0.443618
3841.0307084060696 0.444857
3845.171559634125 0.446097
3872.5262456232695 0.447336
3885.9441351573582 0.448575
3891.334561531757 0.449814
3926.103079506294 0.451053
3936.5662359603807 0.452292
3956.3067761510792 0.453532
4005.447390292137 0.454771
4007.020072761535 0.45601
4017.3917705058543 0.457249
4029.5735784275307 0.458488
4042.54126802955 0.459727
4068.2460748978697 0.460967
4076.3548396949727 0.462206
4083.8703884922243 0.463445
4089.8449395954112 0.464684
4100.938132379454 0.465923
4101.637075058092 0.467162
4104.0113428989 0.468401
4119.837981480831 0.469641
4127.445094728277 0.47088
4145.518600780027 0.472119
4163.038152423161 0.473358
4203.906218915512 0.474597
4211.383353496919 0.475836
4233.3582604662115 0.477076
4233.372753784661 0.478315
4267.4286914451195 0.479554
4295.013638371178 0.480793
4305.856275738112 0.482032
4307.730706931469 0.483271
4326.995477508861 0.484511
4333.098020642545 0.48575
4348.674270392896 0.486989
4350.779490544296 0.488228
4351.632875261537 0.489467
4352.005297824 0.490706
4369.649597945409 0.491945
4374.698181787152 0.493185
4437.046038159686 0.494424
4438.29252828524 0.495663
4438.385968684968 0.496902
4442.080104046843 0.498141
4446.934088217303 0.49938
4457.67784423694 0.50062
4474.439973750039 0.501859
4494.982959203641 0.503098
4520.230935139814 0.504337
4521.7845492448205 0.505576
4538.36151200495 0.506815
4540.828643249547 0.508055
4550.980741800262 0.509294
4553.884491375822 0.510533
4588.40596363029 0.511772
4595.199767293812 0.513011
4596.804354258212 0.51425
4638.973432624142 0.515489
4668.414693367502 0.516729
4681.498883407545 0.517968
4697.808017916265 0.519207
4701.09367068365 0.520446
4702.331139162378 0.521685
4760.904287136759 0.522924
4763.150615588178 0.524164
4772.2351110249465 0.525403
4774.79764896179 0.526642
4793.994718850526 0.527881
4801.028518206303 0.52912
4804.810983335354 0.530359
4840.789442988495 0.531599
4844.967294169994 0.532838
4847.901431145032 0.534077
4854.8339403212885 0.535316
4865.122705872311 0.536555
4867.3010873740695 0.537794
4915.60739647511 0.539033
4935.733099020005 0.540273
4949.701479287994 0.541512
4951.865886861121 0.542751
4955.164433581325 0.54399
4972.428826306304 0.545229
5009.696132832074 0.546468
5034.906824172743 0.547708
5089.878582317587 0.548947
5104.076904184901 0.550186
5106.726853358095 0.551425
5169.118975521537 0.552664
5172.960191375773 0.553903
5198.802280997618 0.555143
5206.7266881936175 0.556382
5217.534678777359 0.557621
5224.5510858885045 0.55886
5232.573210162998 0.560099
5258.172267181988 0.561338
5272.987184533313 0.562577
5273.25628618614 0.563817
5342.588315011671 0.565056
5374.129052483605 0.566295
5375.741851620742 0.567534
5378.218796001902 0.568773
5395.32118910996 0.570012
5398.973925724407 0.571252
5399.078823078177 0.572491
5433.959248956146 0.57373
5442.387943747687 0.574969
5453.608759318421 0.576208
5466.273810371438 0.577447
5536.705772589182 0.578686
5543.184965182496 0.579926
5594.031658491388 0.581165
5596.324172466826 0.582404
5618.774719038908 0.583643
5648.364919922315 0.584882
5656.189122331528 0.586121
5658.814984891035 0.587361
5659.464611970127 0.5886
5671.460430892294 0.589839
5706.724320327724 0.591078
5717.652568250672 0.592317
5744.075777273207 0.593556
5744.537156302028 0.594796
5765.749936971823 0.596035
5790.690807767754 0.597274
5831.121122530499 0.598513
5837.088664386927 0.599752
5844.43492242114 0.600991
5871.642260655716 0.60223
5873.086017229182 0.60347
5880.445586974295 0.604709
5900.401059042909 0.605948
5902.554864881445 0.607187
5912.251919515471 0.608426
5944.781253955193 0.609665
5963.270656547283 0.610905
5968.460750260318 0.612144
5979.162945851817 0.613383
5991.714346005185 0.614622
6000.0567789794295 0.615861
6018.727657068314 0.6171
6093.189365950781 0.61834
6133.462983927301 0.619579
6194.604963913829 0.620818
6198.839924140271 0.622057
6313.107336029761 0.623296
6325.473820916419 0.624535
6370.229265316225 0.625774
6383.544725067395 0.627014
6390.3770934337645 0.628253
6412.106532463622 0.629492
6433.853545018638 0.630731
6461.11561707693 0.63197
6526.303339330638 0.633209
6578.5359722182275 0.634449
6660.170744316372 0.635688
6672.710920608929 0.636927
6702.148946214532 0.638166
6728.208038632876 0.639405
6747.810603077184 0.640644
6798.804567374577 0.641884
6813.22275138361 0.643123
6875.535763047354 0.644362
6912.944981222045 0.645601
6992.698615409167 0.64684
7038.439937509582 0.648079
7090.070817878304 0.649318
7171.065501483445 0.650558
7186.55939591263 0.651797
7464.547327126343 0.653036
7469.243501950588 0.654275
7505.340011776062 0.655514
7616.339143312396 0.656753
7687.930699097692 0.657993
7693.3421536687765 0.659232
7699.048436538194 0.660471
7700.394611928427 0.66171
7700.5034194588525 0.662949
7727.771984270199 0.664188
7803.47667640933 0.665428
7871.649026065154 0.666667
7878.53262592879 0.667906
7908.137435253179 0.669145
7939.801381485606 0.670384
7956.1246752122715 0.671623
7973.572341332048 0.672862
8012.5952962762885 0.674102
8128.164241033697 0.675341
8155.270719423483 0.67658
8181.881227521196 0.677819
8191.327154387092 0.679058
8262.226164045465 0.680297
8265.696018774272 0.681537
8272.81161112736 0.682776
8394.654403219158 0.684015
8440.509686333065 0.685254
8532.699752720597 0.686493
8532.892948485785 0.687732
8722.30554991656 0.688971
8757.763809184078 0.690211
8764.745785775734 0.69145
8775.705967028201 0.692689
8832.234069482574 0.693928
8834.330322933622 0.695167
8843.479974001097 0.696406
8863.46336555264 0.697646
8904.255112117815 0.698885
8981.583341447407 0.700124
8984.502808273182 0.701363
9012.341974832732 0.702602
9056.12736594067 0.703841
9083.020913161374 0.705081
9109.138976359758 0.70632
9130.727053216659 0.707559
9310.93571256244 0.708798
9539.622659691566 0.710037
9604.794425655879 0.711276
9610.171718548152 0.712515
9616.368845283661 0.713755
9622.69626858137 0.714994
9767.805833352273 0.716233
9806.585722899948 0.717472
9832.203345812082 0.718711
9846.939546273969 0.71995
9916.961282786537 0.72119
9934.467587546233 0.722429
9935.515013804159 0.723668
9961.946609344692 0.724907
9976.783885483737 0.726146
9978.19517356776 0.727385
9981.81621260573 0.728625
9984.092113361809 0.729864
9985.50416232587 0.731103
9987.887135617013 0.732342
9988.805195631574 0.733581
9989.181854334556 0.73482
9990.200273527631 0.736059
