# Transverse-field Ising model
# L=10, J=1, f=0.5, W_J=0.2, W=1.5
# Correlations between the gap ratio r_S and V (the rescaled ratio between variances of off-diagonal and diagonal hamiltonian matrix elements)
# V r_S
2.381553294200000059e-01 4.670966294200000202e-01
2.708436260700000098e-01 4.841239927900000128e-01
2.670580363000000235e-01 4.820414790299999974e-01
2.470327418899999905e-01 4.582708774200000001e-01
2.289066220500000082e-01 4.301546886200000031e-01
2.839073108399999823e-01 4.779263289099999756e-01
2.620064860399999862e-01 4.858288771100000014e-01
2.745342077199999786e-01 4.773202273000000107e-01
2.418498135699999885e-01 4.329914396499999762e-01
1.802423421699999861e-01 4.235593540300000015e-01
3.169652381899999982e-01 4.813994749400000162e-01
1.903718780099999952e-01 4.207479563700000091e-01
2.527665805500000085e-01 4.465720494600000090e-01
1.671713542200000124e-01 3.837795989700000243e-01
2.965363809100000081e-01 4.729692909200000073e-01
2.364654161399999954e-01 4.518024895400000185e-01
2.164471396100000056e-01 4.040514146599999967e-01
2.884127791500000204e-01 5.000522694800000334e-01
2.642586743600000010e-01 4.654294399200000210e-01
3.066219561299999841e-01 4.792031632300000066e-01
2.942059799100000261e-01 5.072758879600000048e-01
1.711937366000000071e-01 3.905047233300000253e-01
2.705915137500000123e-01 4.972113936299999981e-01
2.162751867999999911e-01 4.803915502400000204e-01
2.282990086899999993e-01 4.436468201500000097e-01
2.293758783500000065e-01 4.210473987600000245e-01
1.838235879700000075e-01 4.105999396400000223e-01
3.860867634399999804e-01 4.917956151999999803e-01
2.490006983199999913e-01 4.243211049899999754e-01
3.437010414500000222e-01 4.960497538399999962e-01
3.762118162900000007e-01 5.147809246100000236e-01
1.904514703600000136e-01 4.446388910299999830e-01
2.400769515800000031e-01 4.273760740399999980e-01
1.965717116200000059e-01 4.379107291500000110e-01
2.502284165599999999e-01 4.456986551900000149e-01
3.183502162499999844e-01 4.551443964099999850e-01
1.748807082599999896e-01 3.880745046099999818e-01
2.656613824399999824e-01 4.921124767699999736e-01
1.944735689300000070e-01 3.913700834500000170e-01
2.351938869100000107e-01 4.521055662499999794e-01
2.138581534300000031e-01 4.636368294600000106e-01
3.116681067300000052e-01 4.938854100699999750e-01
2.192296016699999961e-01 4.541407930699999929e-01
2.113897752399999941e-01 4.477272240099999800e-01
2.821238328699999798e-01 4.808151193699999881e-01
3.024843538700000001e-01 4.658576434899999730e-01
3.301736174000000079e-01 4.880483097300000184e-01
2.288523723299999979e-01 4.620173065800000090e-01
2.313162810199999864e-01 4.380257444699999780e-01
3.253299829499999851e-01 5.174280526000000213e-01
2.139069681300000136e-01 4.497488373699999875e-01
2.953744386200000127e-01 4.491668156499999953e-01
4.356691719799999918e-01 4.909490662300000086e-01
2.108684314600000054e-01 4.605601654900000064e-01
2.336156231300000052e-01 4.317427093799999782e-01
2.578905353700000069e-01 4.664919325099999847e-01
2.018924354699999923e-01 4.444589590499999909e-01
2.724190372099999924e-01 4.615326204899999896e-01
3.512131889799999795e-01 5.178807513299999998e-01
2.414538154199999953e-01 4.870967432000000152e-01
1.898241555100000089e-01 4.293650264800000227e-01
2.657846545099999958e-01 4.571102522600000162e-01
1.520514875099999996e-01 4.015084405200000095e-01
2.673605389900000073e-01 4.523981379299999994e-01
1.740862199500000096e-01 4.251799518700000169e-01
2.371529171300000016e-01 4.024427180699999829e-01
2.819997136999999876e-01 4.565510342799999899e-01
3.300546377599999914e-01 5.160030158299999670e-01
2.837467813699999786e-01 4.667146807900000027e-01
3.030065890399999962e-01 4.658442240299999759e-01
3.193676638699999848e-01 4.942293307499999733e-01
2.148642975600000005e-01 4.112953022199999920e-01
1.895966291299999995e-01 4.058711921000000000e-01
2.016008417600000102e-01 4.250784969499999955e-01
1.803592255199999994e-01 4.558426818199999841e-01
1.910324377200000034e-01 4.210927436599999907e-01
3.399649814999999853e-01 4.977753813899999935e-01
2.086182692000000116e-01 4.211759711099999914e-01
3.253562360999999736e-01 5.017415884400000525e-01
2.026996624000000080e-01 4.272139353400000172e-01
3.016828987399999829e-01 4.749269819899999967e-01
2.146226297899999913e-01 4.087002215100000169e-01
1.988581867900000022e-01 4.156823394999999977e-01
2.864843699699999857e-01 4.901735411200000003e-01
2.113684693200000020e-01 4.394994894300000010e-01
1.994329485499999888e-01 4.198209613800000239e-01
2.894154905099999842e-01 4.476958924800000239e-01
3.291717847300000277e-01 5.282636557300000035e-01
2.894352819600000126e-01 4.962098172100000149e-01
2.879706776400000057e-01 5.057473222899999676e-01
1.590312092399999988e-01 4.282845309500000197e-01
2.414279580700000039e-01 4.721653651100000126e-01
3.187971447199999808e-01 4.628934346099999875e-01
1.849737664199999909e-01 4.230971315900000085e-01
2.484273451900000096e-01 4.400520024799999819e-01
2.625507213200000134e-01 4.531693260299999859e-01
2.592191878499999769e-01 4.833680988899999864e-01
