# Interacting fermions with random potentials (interaction = pair hopping)
# L=16, t=1, V=3
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# W <r>
2.000000000000000000e+00 5.307678439007500470e-01
3.000000000000000000e+00 5.307959216073500075e-01
4.000000000000000000e+00 5.308387433951500256e-01
5.000000000000000000e+00 5.307824360961750365e-01
6.000000000000000000e+00 5.305481029704750551e-01
7.000000000000000000e+00 5.288713974843749499e-01
8.000000000000000000e+00 5.219489674089250464e-01
1.000000000000000000e+01 4.868758297702000526e-01
