# Interacting fermions with random potentials (interaction = pair hopping)
# L=12, t=1, V=3
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# W <r>
2.000000000000000000e+00 5.306453419545249517e-01
3.000000000000000000e+00 5.306022969511750009e-01
4.000000000000000000e+00 5.304711651340499046e-01
5.000000000000000000e+00 5.270269843274749677e-01
6.000000000000000000e+00 5.188169530906250326e-01
7.000000000000000000e+00 5.055262535924249789e-01
8.000000000000000000e+00 4.886950308767000206e-01
1.000000000000000000e+01 4.569022005091250005e-01
