# long range t-V model of spinless fermions
# L = 18, t = 1.0, V = 0.0
# Heatmap of integrated spin conductivity I(omega)
# alpha, omega, I(omega)

1 0.0000000000000000 1.00159
1 9.9999999999999995E-007 1.00159
1 1.9999999999999999E-006 1.00159
1 3.0000000000000001E-006 1.00159
1 3.9999999999999998E-006 1.00159
1 5.0000000000000004E-006 1.00159
1 6.0000000000000002E-006 1.00159
1 6.9999999999999999E-006 1.00159
1 7.9999999999999996E-006 1.00159
1 9.0000000000000002E-006 1.00159
1 1.0000000000000001E-005 1.00159
1 1.1000000000000000E-005 1.00159
1 1.2000000000000000E-005 1.00159
1 1.2999999999999999E-005 1.00159
1 1.4000000000000000E-005 1.00159
1 1.5000000000000000E-005 1.00159
1 1.5999999999999999E-005 1.00159
1 1.7000000000000000E-005 1.00159
1 1.8000000000000000E-005 1.00159
1 1.9000000000000001E-005 1.00159
1 2.0000000000000002E-005 1.00159
1 2.0999999999999999E-005 1.00159
1 2.1999999999999999E-005 1.00159
1 2.3000000000000000E-005 1.00159
1 2.4000000000000001E-005 1.00159
1 2.5000000000000001E-005 1.00159
1 2.5999999999999998E-005 1.00159
1 2.6999999999999999E-005 1.00159
1 2.8000000000000000E-005 1.00159
1 2.9000000000000000E-005 1.00159
1 3.0000000000000001E-005 1.00159
1 3.1000000000000001E-005 1.00159
1 3.1999999999999999E-005 1.00159
1 3.3000000000000003E-005 1.00159
1 3.4000000000000000E-005 1.00159
1 3.4999999999999997E-005 1.00159
1 3.6000000000000001E-005 1.00159
1 3.6999999999999998E-005 1.00159
1 3.8000000000000002E-005 1.00159
1 3.8999999999999999E-005 1.00159
1 4.0000000000000003E-005 1.00159
1 4.1000000000000000E-005 1.00159
1 4.1999999999999998E-005 1.00159
1 4.3000000000000002E-005 1.00159
1 4.3999999999999999E-005 1.00159
1 4.5000000000000003E-005 1.00159
1 4.6000000000000000E-005 1.00159
1 4.6999999999999997E-005 1.00159
1 4.8000000000000001E-005 1.00159
1 4.8999999999999998E-005 1.00159
1 5.0000000000000002E-005 1.00159
1 5.1000000000000000E-005 1.00159
1 5.1999999999999997E-005 1.00159
1 5.3000000000000001E-005 1.00159
1 5.3999999999999998E-005 1.00159
1 5.5000000000000002E-005 1.00159
1 5.5999999999999999E-005 1.00159
1 5.7000000000000003E-005 1.00159
1 5.8000000000000000E-005 1.00159
1 5.8999999999999998E-005 1.00159
1 6.0000000000000002E-005 1.00159
1 6.0999999999999999E-005 1.00159
1 6.2000000000000003E-005 1.00159
1 6.3000000000000000E-005 1.00159
1 6.3999999999999997E-005 1.00159
1 6.4999999999999994E-005 1.00159
1 6.6000000000000005E-005 1.00159
1 6.7000000000000002E-005 1.00159
1 6.7999999999999999E-005 1.00159
1 6.8999999999999997E-005 1.00159
1 6.9999999999999994E-005 1.00159
1 7.1000000000000005E-005 1.00159
1 7.2000000000000002E-005 1.00159
1 7.2999999999999999E-005 1.00159
1 7.3999999999999996E-005 1.00159
1 7.4999999999999993E-005 1.00159
1 7.6000000000000004E-005 1.00159
1 7.7000000000000001E-005 1.00159
1 7.7999999999999999E-005 1.00159
1 7.8999999999999996E-005 1.00159
1 8.0000000000000007E-005 1.00159
1 8.1000000000000004E-005 1.00159
1 8.2000000000000001E-005 1.00159
1 8.2999999999999998E-005 1.00159
1 8.3999999999999995E-005 1.00159
1 8.5000000000000006E-005 1.00159
1 8.6000000000000003E-005 1.00159
1 8.7000000000000001E-005 1.00159
1 8.7999999999999998E-005 1.00159
1 8.8999999999999995E-005 1.00159
1 9.0000000000000006E-005 1.00159
1 9.1000000000000003E-005 1.00159
1 9.2000000000000000E-005 1.00159
1 9.2999999999999997E-005 1.00159
1 9.3999999999999994E-005 1.00159
1 9.5000000000000005E-005 1.00159
1 9.6000000000000002E-005 1.00159
1 9.7000000000000000E-005 1.00159
1 9.7999999999999997E-005 1.00159
1 9.8999999999999994E-005 1.00159
1 1.0000000000000000E-004 1.00159
1 1.1000000000000000E-004 1.00159
1 1.2000000000000000E-004 1.00159
1 1.2999999999999999E-004 1.00159
1 1.3999999999999999E-004 1.00159
1 1.4999999999999999E-004 1.00159
1 1.6000000000000001E-004 1.00159
1 1.7000000000000001E-004 1.00159
1 1.8000000000000001E-004 1.00159
1 1.9000000000000001E-004 1.00159
1 2.0000000000000001E-004 1.00159
1 2.1000000000000001E-004 1.00159
1 2.2000000000000001E-004 1.00159
1 2.3000000000000001E-004 1.00159
1 2.4000000000000001E-004 1.00159
1 2.5000000000000001E-004 1.00159
1 2.5999999999999998E-004 1.00159
1 2.7000000000000000E-004 1.00159
1 2.7999999999999998E-004 1.00159
1 2.9000000000000000E-004 1.00159
1 2.9999999999999997E-004 1.00159
1 3.1000000000000000E-004 1.00159
1 3.2000000000000003E-004 1.00159
1 3.3000000000000000E-004 1.00159
1 3.4000000000000002E-004 1.00159
1 3.5000000000000000E-004 1.00159
1 3.6000000000000002E-004 1.00159
1 3.6999999999999999E-004 1.00159
1 3.8000000000000002E-004 1.00159
1 3.8999999999999999E-004 1.00159
1 4.0000000000000002E-004 1.00159
1 4.0999999999999999E-004 1.00159
1 4.2000000000000002E-004 1.00159
1 4.2999999999999999E-004 1.00159
1 4.4000000000000002E-004 1.00159
1 4.4999999999999999E-004 1.00159
1 4.6000000000000001E-004 1.00159
1 4.6999999999999999E-004 1.00159
1 4.8000000000000001E-004 1.00159
1 4.8999999999999998E-004 1.00159
1 5.0000000000000001E-004 1.00159
1 5.1000000000000004E-004 1.00159
1 5.1999999999999995E-004 1.00159
1 5.2999999999999998E-004 1.00159
1 5.4000000000000001E-004 1.00159
1 5.5000000000000003E-004 1.00159
1 5.5999999999999995E-004 1.00159
1 5.6999999999999998E-004 1.00159
1 5.8000000000000000E-004 1.00159
1 5.9000000000000003E-004 1.00159
1 5.9999999999999995E-004 1.00159
1 6.0999999999999997E-004 1.00159
1 6.2000000000000000E-004 1.00159
1 6.3000000000000003E-004 1.00159
1 6.4000000000000005E-004 1.00159
1 6.4999999999999997E-004 1.00159
1 6.6000000000000000E-004 1.00159
1 6.7000000000000002E-004 1.00159
1 6.8000000000000005E-004 1.00159
1 6.8999999999999997E-004 1.00159
1 6.9999999999999999E-004 1.00159
1 7.1000000000000002E-004 1.00159
1 7.2000000000000005E-004 1.00159
1 7.2999999999999996E-004 1.00159
1 7.3999999999999999E-004 1.00159
1 7.5000000000000002E-004 1.00159
1 7.6000000000000004E-004 1.00159
1 7.6999999999999996E-004 1.00159
1 7.7999999999999999E-004 1.00159
1 7.9000000000000001E-004 1.00159
1 8.0000000000000004E-004 1.00159
1 8.0999999999999996E-004 1.00159
1 8.1999999999999998E-004 1.00159
1 8.3000000000000001E-004 1.00159
1 8.4000000000000003E-004 1.00159
1 8.4999999999999995E-004 1.00159
1 8.5999999999999998E-004 1.00159
1 8.7000000000000001E-004 1.00159
1 8.8000000000000003E-004 1.00159
1 8.8999999999999995E-004 1.00159
