# long range t-V model of spinless fermions
# L = 18, t = 1.0, V = 0.8
# Heatmap of integrated spin conductivity I(omega)
# alpha, omega, I(omega)

1 0.50000000000000000 0.734026
1 0.51000000000000001 0.738479
1 0.52000000000000002 0.742734
1 0.53000000000000003 0.746801
1 0.54000000000000004 0.750705
1 0.55000000000000004 0.754477
1 0.56000000000000005 0.758124
1 0.56999999999999995 0.761622
1 0.57999999999999996 0.765015
1 0.58999999999999997 0.768365
1 0.59999999999999998 0.771622
1 0.60999999999999999 0.774761
1 0.62000000000000000 0.777839
1 0.63000000000000000 0.780817
1 0.64000000000000001 0.783746
1 0.65000000000000002 0.786614
1 0.66000000000000003 0.789442
1 0.67000000000000004 0.792202
1 0.68000000000000005 0.794918
1 0.68999999999999995 0.797617
1 0.69999999999999996 0.800243
1 0.70999999999999996 0.802848
1 0.71999999999999997 0.805437
1 0.72999999999999998 0.808014
1 0.73999999999999999 0.81055
1 0.75000000000000000 0.813078
1 0.76000000000000001 0.815582
1 0.77000000000000002 0.81808
1 0.78000000000000003 0.820601
1 0.79000000000000004 0.823077
1 0.80000000000000004 0.825564
1 0.81000000000000005 0.827984
1 0.81999999999999995 0.830417
1 0.82999999999999996 0.832837
1 0.83999999999999997 0.835255
1 0.84999999999999998 0.837624
1 0.85999999999999999 0.839992
1 0.87000000000000000 0.842335
1 0.88000000000000000 0.844653
1 0.89000000000000001 0.84695
1 0.90000000000000002 0.849186
1 0.91000000000000003 0.851423
1 0.92000000000000004 0.853612
1 0.93000000000000005 0.855766
1 0.93999999999999995 0.857896
1 0.94999999999999996 0.860003
1 0.95999999999999996 0.862077
1 0.96999999999999997 0.864135
1 0.97999999999999998 0.866137
1 0.98999999999999999 0.868095
1 1.0000000000000000 0.870042
1 1.1000000000000001 0.887562
1 1.2000000000000000 0.90306
1 1.3000000000000000 0.917465
1 1.3999999999999999 0.932259
1 1.5000000000000000 0.948074
1 1.6000000000000001 0.960738
1 1.7000000000000000 0.968752
1 1.8000000000000000 0.975164
1 1.8999999999999999 0.98033
1 2.0000000000000000 0.984037
1 2.1000000000000001 0.986742
1 2.2000000000000002 0.988858
1 2.2999999999999998 0.990684
1 2.3999999999999999 0.992402
1 2.5000000000000000 0.993861
1 2.6000000000000001 0.995057
1 2.7000000000000002 0.99605
1 2.7999999999999998 0.996868
1 2.8999999999999999 0.99752
1 3.0000000000000000 0.998048
1 3.1000000000000001 0.998471
1 3.2000000000000002 0.998804
1 3.2999999999999998 0.999068
1 3.3999999999999999 0.999276
1 3.5000000000000000 0.999443
1 3.6000000000000001 0.999573
1 3.7000000000000002 0.999671
1 3.7999999999999998 0.999747
1 3.8999999999999999 0.999803
1 4.0000000000000000 0.999846
1 4.0999999999999996 0.999879
1 4.2000000000000002 0.999904
1 4.2999999999999998 0.999924
1 4.4000000000000004 0.999939
1 4.5000000000000000 0.999951
1 4.5999999999999996 0.99996
1 4.7000000000000002 0.999968
1 4.7999999999999998 0.999974
1 4.9000000000000004 0.999979
1 5.0000000000000000 0.999983
1 5.0999999999999996 0.999986
1 5.2000000000000002 0.999989
1 5.2999999999999998 0.999992
1 5.4000000000000004 0.999994
1 5.5000000000000000 0.999995
1 5.5999999999999996 0.999996
1 5.7000000000000002 0.999997
1 5.7999999999999998 0.999998
1 5.9000000000000004 0.999999
1 6.0000000000000000 0.999999
1 6.0999999999999996 0.999999
1 6.2000000000000002 1
1 6.2999999999999998 1
1 6.4000000000000004 1
1 6.5000000000000000 1
1 6.5999999999999996 1
1 6.7000000000000002 1
1 6.7999999999999998 1
1 6.9000000000000004 1
1 7.0000000000000000 1
1 7.0999999999999996 1
1 7.2000000000000002 1
1 7.2999999999999998 1
1 7.4000000000000004 1
1 7.5000000000000000 1
1 7.5999999999999996 1
1 7.7000000000000002 1
1 7.7999999999999998 1
1 7.9000000000000004 1
1 8.0000000000000000 1
1 8.0999999999999996 1
1 8.1999999999999993 1
1 8.3000000000000007 1
1 8.4000000000000004 1
1 8.5000000000000000 1
1 8.5999999999999996 1
1 8.6999999999999993 1
1 8.8000000000000007 1
1 8.9000000000000004 1
1 9.0000000000000000 1
1 9.0999999999999996 1
1 9.1999999999999993 1
1 9.3000000000000007 1
1 9.4000000000000004 1
1 9.5000000000000000 1
1 9.5999999999999996 1
1 9.6999999999999993 1
1 9.8000000000000007 1
1 9.9000000000000004 1
1 10.000000000000000 1

1.1 0.0000000000000000 0.0166594
1.1 9.9999999999999995E-007 0.0166595
1.1 1.9999999999999999E-006 0.0166596
1.1 3.0000000000000001E-006 0.0166596
1.1 3.9999999999999998E-006 0.0166606
1.1 5.0000000000000004E-006 0.0166606
1.1 6.0000000000000002E-006 0.016661
1.1 6.9999999999999999E-006 0.0166615
1.1 7.9999999999999996E-006 0.0166615
1.1 9.0000000000000002E-006 0.0166615
1.1 1.0000000000000001E-005 0.0166618
1.1 1.1000000000000000E-005 0.0166618
1.1 1.2000000000000000E-005 0.016662
1.1 1.2999999999999999E-005 0.016662
1.1 1.4000000000000000E-005 0.016662
1.1 1.5000000000000000E-005 0.016662
1.1 1.5999999999999999E-005 0.0166626
1.1 1.7000000000000000E-005 0.0166638
1.1 1.8000000000000000E-005 0.0166638
1.1 1.9000000000000001E-005 0.0166638
1.1 2.0000000000000002E-005 0.0166638
1.1 2.0999999999999999E-005 0.016664
1.1 2.1999999999999999E-005 0.0166647
1.1 2.3000000000000000E-005 0.0166647
1.1 2.4000000000000001E-005 0.0166664
1.1 2.5000000000000001E-005 0.0166664
1.1 2.5999999999999998E-005 0.0166669
1.1 2.6999999999999999E-005 0.0166676
1.1 2.8000000000000000E-005 0.0166679
1.1 2.9000000000000000E-005 0.0166679
1.1 3.0000000000000001E-005 0.0166679
1.1 3.1000000000000001E-005 0.0166723
1.1 3.1999999999999999E-005 0.0166741
1.1 3.3000000000000003E-005 0.0166768
1.1 3.4000000000000000E-005 0.0166769
1.1 3.4999999999999997E-005 0.0166769
1.1 3.6000000000000001E-005 0.0166774
1.1 3.6999999999999998E-005 0.0166777
1.1 3.8000000000000002E-005 0.0166777
1.1 3.8999999999999999E-005 0.0166777
1.1 4.0000000000000003E-005 0.0166777
1.1 4.1000000000000000E-005 0.0166801
1.1 4.1999999999999998E-005 0.0166802
1.1 4.3000000000000002E-005 0.0166814
1.1 4.3999999999999999E-005 0.0166815
1.1 4.5000000000000003E-005 0.0166815
1.1 4.6000000000000000E-005 0.0166818
1.1 4.6999999999999997E-005 0.0166822
1.1 4.8000000000000001E-005 0.0166857
1.1 4.8999999999999998E-005 0.0166858
1.1 5.0000000000000002E-005 0.0166861
1.1 5.1000000000000000E-005 0.0166861
1.1 5.1999999999999997E-005 0.0166867
1.1 5.3000000000000001E-005 0.0166905
1.1 5.3999999999999998E-005 0.0166905
1.1 5.5000000000000002E-005 0.0166913
1.1 5.5999999999999999E-005 0.0166913
1.1 5.7000000000000003E-005 0.0166915
1.1 5.8000000000000000E-005 0.0166923
1.1 5.8999999999999998E-005 0.0166925
1.1 6.0000000000000002E-005 0.0166925
1.1 6.0999999999999999E-005 0.0166937
1.1 6.2000000000000003E-005 0.0166949
1.1 6.3000000000000000E-005 0.016697
1.1 6.3999999999999997E-005 0.0166972
1.1 6.4999999999999994E-005 0.0166977
1.1 6.6000000000000005E-005 0.0166978
1.1 6.7000000000000002E-005 0.0166979
1.1 6.7999999999999999E-005 0.0166986
1.1 6.8999999999999997E-005 0.0166997
1.1 6.9999999999999994E-005 0.0166998
1.1 7.1000000000000005E-005 0.0166998
1.1 7.2000000000000002E-005 0.0167005
1.1 7.2999999999999999E-005 0.0167005
1.1 7.3999999999999996E-005 0.0167005
1.1 7.4999999999999993E-005 0.0167005
1.1 7.6000000000000004E-005 0.0167005
1.1 7.7000000000000001E-005 0.0167006
1.1 7.7999999999999999E-005 0.0167008
1.1 7.8999999999999996E-005 0.016701
1.1 8.0000000000000007E-005 0.016701
1.1 8.1000000000000004E-005 0.016701
1.1 8.2000000000000001E-005 0.0167017
1.1 8.2999999999999998E-005 0.0167017
1.1 8.3999999999999995E-005 0.0167034
1.1 8.5000000000000006E-005 0.0167039
1.1 8.6000000000000003E-005 0.0167054
1.1 8.7000000000000001E-005 0.0167058
1.1 8.7999999999999998E-005 0.0167117
1.1 8.8999999999999995E-005 0.0167117
1.1 9.0000000000000006E-005 0.0167122
1.1 9.1000000000000003E-005 0.0167124
1.1 9.2000000000000000E-005 0.0167124
1.1 9.2999999999999997E-005 0.0167134
1.1 9.3999999999999994E-005 0.0167135
1.1 9.5000000000000005E-005 0.0167135
1.1 9.6000000000000002E-005 0.0167135
1.1 9.7000000000000000E-005 0.0167147
1.1 9.7999999999999997E-005 0.0167157
1.1 9.8999999999999994E-005 0.0167158
1.1 1.0000000000000000E-004 0.0167158
1.1 1.1000000000000000E-004 0.0167266
1.1 1.2000000000000000E-004 0.0167336
1.1 1.2999999999999999E-004 0.0167467
1.1 1.3999999999999999E-004 0.0167527
1.1 1.4999999999999999E-004 0.0167625
1.1 1.6000000000000001E-004 0.0167694
1.1 1.7000000000000001E-004 0.016786
1.1 1.8000000000000001E-004 0.0167967
1.1 1.9000000000000001E-004 0.0168154
1.1 2.0000000000000001E-004 0.0168313
1.1 2.1000000000000001E-004 0.0168479
1.1 2.2000000000000001E-004 0.0168652
1.1 2.3000000000000001E-004 0.0168797
1.1 2.4000000000000001E-004 0.0168884
1.1 2.5000000000000001E-004 0.0168942
1.1 2.5999999999999998E-004 0.0169047
1.1 2.7000000000000000E-004 0.0169177
1.1 2.7999999999999998E-004 0.0169238
1.1 2.9000000000000000E-004 0.0169354
1.1 2.9999999999999997E-004 0.0169494
1.1 3.1000000000000000E-004 0.0169626
1.1 3.2000000000000003E-004 0.016991
1.1 3.3000000000000000E-004 0.0170049
1.1 3.4000000000000002E-004 0.0170184
1.1 3.5000000000000000E-004 0.0170391
1.1 3.6000000000000002E-004 0.0170493
1.1 3.6999999999999999E-004 0.017059
1.1 3.8000000000000002E-004 0.0170827
1.1 3.8999999999999999E-004 0.017097
1.1 4.0000000000000002E-004 0.0171066
1.1 4.0999999999999999E-004 0.0171193
1.1 4.2000000000000002E-004 0.0171375
1.1 4.2999999999999999E-004 0.017166
1.1 4.4000000000000002E-004 0.0171738
1.1 4.4999999999999999E-004 0.0172003
1.1 4.6000000000000001E-004 0.017217
1.1 4.6999999999999999E-004 0.0172429
1.1 4.8000000000000001E-004 0.0172692
1.1 4.8999999999999998E-004 0.0172983
1.1 5.0000000000000001E-004 0.0173249
1.1 5.1000000000000004E-004 0.0173449
1.1 5.1999999999999995E-004 0.0173535
1.1 5.2999999999999998E-004 0.0173839
1.1 5.4000000000000001E-004 0.0174125
1.1 5.5000000000000003E-004 0.0174309
1.1 5.5999999999999995E-004 0.0174539
1.1 5.6999999999999998E-004 0.0174682
1.1 5.8000000000000000E-004 0.0174898
1.1 5.9000000000000003E-004 0.0175148
1.1 5.9999999999999995E-004 0.0175377
1.1 6.0999999999999997E-004 0.0175663
1.1 6.2000000000000000E-004 0.0176052
1.1 6.3000000000000003E-004 0.017615
1.1 6.4000000000000005E-004 0.0176308
1.1 6.4999999999999997E-004 0.0176573
1.1 6.6000000000000000E-004 0.0176694
1.1 6.7000000000000002E-004 0.0176773
1.1 6.8000000000000005E-004 0.0177056
1.1 6.8999999999999997E-004 0.0177256
1.1 6.9999999999999999E-004 0.0177442
1.1 7.1000000000000002E-004 0.0177736
1.1 7.2000000000000005E-004 0.0178081
1.1 7.2999999999999996E-004 0.0178385
1.1 7.3999999999999999E-004 0.017872
1.1 7.5000000000000002E-004 0.017919
1.1 7.6000000000000004E-004 0.0179403
1.1 7.6999999999999996E-004 0.0179694
1.1 7.7999999999999999E-004 0.0179885
1.1 7.9000000000000001E-004 0.0180101
1.1 8.0000000000000004E-004 0.0180342
1.1 8.0999999999999996E-004 0.0180872
1.1 8.1999999999999998E-004 0.0181018
