# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=20.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.205795465005000011e-01
1.200000000000000000e+01 4.224595552074499882e-01
1.400000000000000000e+01 4.342081437471999594e-01
1.600000000000000000e+01 4.557374943031731185e-01
1.800000000000000000e+01 4.948022149188095464e-01
