# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=14.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.352749767986499596e-01
1.200000000000000000e+01 4.445348572984499924e-01
1.400000000000000000e+01 4.692238334969999758e-01
1.600000000000000000e+01 5.022694944429807462e-01
1.800000000000000000e+01 5.267919600975713434e-01
