# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=7.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.839438812588000016e-01
1.200000000000000000e+01 5.094190533994499281e-01
1.400000000000000000e+01 5.274892905914999597e-01
1.600000000000000000e+01 5.307512236185999432e-01
1.800000000000000000e+01 5.307848536255713734e-01
