# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=8.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.724416472598499950e-01
1.200000000000000000e+01 4.978649135661499803e-01
1.400000000000000000e+01 5.222490890023500087e-01
1.600000000000000000e+01 5.303045079662499495e-01
1.800000000000000000e+01 nan
