# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=24.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.150868222411500108e-01
1.200000000000000000e+01 4.141870676308000432e-01
1.400000000000000000e+01 4.211171195573000237e-01
1.600000000000000000e+01 4.354898104926500091e-01
1.800000000000000000e+01 4.676035353622857160e-01
