# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=W=1.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 5.306579089349650058e-01
1.200000000000000000e+01 5.309255453857302243e-01
1.400000000000000000e+01 5.310079832447052173e-01
1.600000000000000000e+01 5.307425388698029378e-01
1.800000000000000000e+01 5.307212099535764116e-01
