# Fitting to data1.dat with error function
# r_S CDF(fit)
3.802161998299999901e-01 7.134870907427626197e-02
3.802165583800000137e-01 7.135968671013637188e-02
3.802318153900000053e-01 7.182800906793773699e-02
3.802366029099999989e-01 7.197544949104395240e-02
3.802379845400000180e-01 7.201804242870030182e-02
3.802428520500000242e-01 7.216825217077327270e-02
3.802526146999999912e-01 7.247024798079182428e-02
3.802603815600000270e-01 7.271119715618945545e-02
3.802670314400000140e-01 7.291798161877360851e-02
3.803057065800000136e-01 7.412955536521859123e-02
3.803148552300000262e-01 7.441839104605046940e-02
3.803278189200000048e-01 7.482914322235334481e-02
3.803299123400000203e-01 7.489563475584543051e-02
3.803302881799999757e-01 7.490757701550798675e-02
3.803335910399999742e-01 7.501258737757721118e-02
3.803590311500000265e-01 7.582519062108294960e-02
3.803639205600000128e-01 7.598213248138541154e-02
3.803652723900000088e-01 7.602556757123257736e-02
3.803732640599999937e-01 7.628273090755904873e-02
3.803929599199999956e-01 7.691934816854600898e-02
3.804095037399999879e-01 7.745719806453038592e-02
3.804095544400000195e-01 7.745885073176006497e-02
3.804209577400000097e-01 7.783124473545166566e-02
3.804222365100000114e-01 7.787308971424633519e-02
3.804261292300000208e-01 7.800057563873225019e-02
3.804275230399999930e-01 7.804626116123669632e-02
3.804299604599999940e-01 7.812620233419842464e-02
3.804311994199999769e-01 7.816686087216756507e-02
3.804355424299999955e-01 7.830951072730762963e-02
3.804394196099999959e-01 7.843702670827423784e-02
3.804484962199999876e-01 7.873616152040924243e-02
3.804569154099999850e-01 7.901440202611764718e-02
3.804577931500000010e-01 7.904345271548868235e-02
3.804638912000000150e-01 7.924550413118008896e-02
3.804689823099999813e-01 7.941449112539239463e-02
3.804751386099999855e-01 7.961919864533750779e-02
3.804768227299999972e-01 7.967526800653323971e-02
3.804830680099999807e-01 7.988345273840580241e-02
3.804860956700000241e-01 7.998452690961094236e-02
3.804945089299999750e-01 8.026589943089951218e-02
3.804947434700000075e-01 8.027375407528597462e-02
3.804964330400000261e-01 8.033035421814427313e-02
3.804996188199999962e-01 8.043715902814313479e-02
3.805022478599999758e-01 8.052537963432387924e-02
3.805159764300000136e-01 8.098724607181106983e-02
3.805345027400000024e-01 8.161368768027732479e-02
3.805349540399999841e-01 8.162899322168820637e-02
3.805504798800000144e-01 8.215686065093852353e-02
3.805572653100000036e-01 8.238836621541706373e-02
3.805634021800000100e-01 8.259816689053950389e-02
3.805708422999999896e-01 8.285306065351710769e-02
3.805724587700000106e-01 8.290851805693555399e-02
3.805853994000000240e-01 8.335348859244839925e-02
3.805874939500000220e-01 8.342567930598793202e-02
3.805935418199999920e-01 8.363438879208756616e-02
3.805964044399999802e-01 8.373331330310640475e-02
3.806016637799999880e-01 8.391529111900986049e-02
3.806051871400000230e-01 8.403736851929249907e-02
3.806242972800000235e-01 8.470182060002345859e-02
3.806308897599999796e-01 8.493195020380445159e-02
3.806327320099999745e-01 8.499634298973451907e-02
3.806448408099999958e-01 8.542049697103565320e-02
3.806500484500000003e-01 8.560339992606097459e-02
3.806635857999999817e-01 8.608023105783491058e-02
3.806708112400000177e-01 8.633554739996335270e-02
3.806728182899999924e-01 8.640656841785626652e-02
3.806758409900000140e-01 8.651361142094965428e-02
3.806773249800000092e-01 8.656620029042882969e-02
3.806795851099999961e-01 8.664633951308542414e-02
3.806890466499999737e-01 8.698242685319135248e-02
3.806896835599999918e-01 8.700508573409643231e-02
3.807245550700000258e-01 8.825242322988596788e-02
3.807343603100000196e-01 8.860554130342729318e-02
3.807354078699999866e-01 8.864332942931713033e-02
3.807365068699999910e-01 8.868298602612645354e-02
3.807381565199999818e-01 8.874253721853619936e-02
3.807426025899999789e-01 8.890318546744280237e-02
3.807479627500000019e-01 8.909714993716588705e-02
3.807609674999999916e-01 8.956905273072579554e-02
3.807625032399999943e-01 8.962490253592603207e-02
3.807644025599999926e-01 8.969401035811275236e-02
3.807894728399999762e-01 9.060992239105447599e-02
3.807997900299999738e-01 9.098885812320189892e-02
3.808051081900000190e-01 9.118464514090640627e-02
3.808151203599999812e-01 9.155408862064234876e-02
3.808286065700000056e-01 9.205347403143421259e-02
3.808414988600000162e-01 9.253274984431053563e-02
3.808716537899999866e-01 9.366097523824784554e-02
3.808729272099999896e-01 9.370884188356143341e-02
3.808805994800000261e-01 9.399761746804802254e-02
3.809029485300000073e-01 9.484255225731796912e-02
3.809067946599999921e-01 9.498852284079978281e-02
3.809183056000000067e-01 9.542638155170307668e-02
3.809309912700000189e-01 9.591064405442772944e-02
3.809375665999999994e-01 9.616236064449901200e-02
3.809410682500000145e-01 9.629660872859235887e-02
3.809418855000000215e-01 9.632796070188293092e-02
3.809433431900000055e-01 9.638390034958821406e-02
3.809586198900000165e-01 9.697158866053456894e-02
3.809633692700000185e-01 9.715483028376692420e-02
3.809649554299999741e-01 9.721608442666479499e-02
3.809650329100000010e-01 9.721907726610318212e-02
3.809724399200000167e-01 9.750550196533575020e-02
3.810043306500000004e-01 9.874576758592923387e-02
3.810101214200000141e-01 9.897221014005991302e-02
3.810142025000000099e-01 9.913202493532458082e-02
3.810155559300000272e-01 9.918506680642591444e-02
3.810197862199999896e-01 9.935098864718350242e-02
3.810217605299999755e-01 9.942849510371681854e-02
3.810306810499999863e-01 9.977924336293519936e-02
3.810323313299999737e-01 9.984423010818754829e-02
3.810344474099999768e-01 9.992760492626495683e-02
3.810347156400000213e-01 9.993817697880424955e-02
3.810389684800000176e-01 1.001059081365008319e-01
3.810513275099999819e-01 1.005945121530785191e-01
3.810539790999999954e-01 1.006995668461984073e-01
3.810566897100000072e-01 1.008070425690756333e-01
3.810602138899999991e-01 1.009469013926825309e-01
3.810613197200000135e-01 1.009908159466890165e-01
3.810667635800000230e-01 1.012072047293033350e-01
3.810677859900000186e-01 1.012478823100349534e-01
3.810756864100000030e-01 1.015626099814541661e-01
3.810769807100000128e-01 1.016142386348484750e-01
3.810842653300000049e-01 1.019051731460353105e-01
3.810882996300000158e-01 1.020665563812689913e-01
3.811050077199999997e-01 1.027369064114995179e-01
3.811099439699999758e-01 1.029355660425659291e-01
3.811226877800000246e-01 1.034497312713156258e-01
3.811281459599999977e-01 1.036705177497867503e-01
3.811302198200000046e-01 1.037544961305100211e-01
3.811412529000000049e-01 1.042020967063996828e-01
3.811461947800000027e-01 1.044030368904073636e-01
3.811539569799999860e-01 1.047192198177260836e-01
3.811557310400000009e-01 1.047915810591723007e-01
3.811856793899999762e-01 1.060185982589243459e-01
3.811933972900000134e-01 1.063364849198578099e-01
3.811950696999999999e-01 1.064054591772122804e-01
3.811978093400000267e-01 1.065185183924024503e-01
3.811986027200000016e-01 1.065512757145578027e-01
3.812028301500000049e-01 1.067259417818916534e-01
3.812125362700000131e-01 1.071277542545813199e-01
3.812217444100000074e-01 1.075099587894258746e-01
3.812248617799999795e-01 1.076395746312328039e-01
3.812297675699999888e-01 1.078437783977014286e-01
3.812405092799999728e-01 1.082918766442942382e-01
3.812521610399999816e-01 1.087794516231534447e-01
3.812522441000000262e-01 1.087829329765330200e-01
3.812549541599999925e-01 1.088965656200150400e-01
3.812567279699999867e-01 1.089709875511957193e-01
3.812819538800000241e-01 1.100333244214819484e-01
3.812829567100000094e-01 1.100757095585756518e-01
3.812869206699999736e-01 1.102433630652522867e-01
3.812885360100000121e-01 1.103117354760941859e-01
3.813001373800000149e-01 1.108036796262309998e-01
3.813030958499999956e-01 1.109293816521091380e-01
3.813095187200000180e-01 1.112026336399759563e-01
3.813124121400000011e-01 1.113258874589748149e-01
3.813140440500000228e-01 1.113954466284514111e-01
3.813194737999999750e-01 1.116271103411544119e-01
3.813261678100000052e-01 1.119131886615396532e-01
3.813261806200000104e-01 1.119137366177839210e-01
3.813363852300000190e-01 1.123508552664732596e-01
3.813404251899999986e-01 1.125242452581333152e-01
3.813435130599999723e-01 1.126569015686741948e-01
3.813487943300000182e-01 1.128840461393749162e-01
3.813533952500000046e-01 1.130821955359146980e-01
3.813558764000000156e-01 1.131891550304537919e-01
3.813569901600000200e-01 1.132371913958651333e-01
3.813662449499999885e-01 1.136369122225275308e-01
3.813736800799999993e-01 1.139587685682288409e-01
3.813901932500000092e-01 1.146759224229802476e-01
3.813935399400000259e-01 1.148216570467093800e-01
3.813961823400000006e-01 1.149368157758961506e-01
3.813988601100000153e-01 1.150535997495248375e-01
3.814018108300000209e-01 1.151823854203566921e-01
3.814025171100000056e-01 1.152132265648316833e-01
3.814067514799999725e-01 1.153982520015649493e-01
3.814265373499999834e-01 1.162656158441355836e-01
3.814287338099999758e-01 1.163621877616158318e-01
3.814502641599999966e-01 1.173118279712810907e-01
3.814546091900000158e-01 1.175041381897203863e-01
3.814560028699999772e-01 1.175658694590673847e-01
3.814824556499999963e-01 1.187419170140922575e-01
3.814908822799999988e-01 1.191182907818416070e-01
3.814992218900000176e-01 1.194916062487287323e-01
3.815118293900000013e-01 1.200575359619984739e-01
3.815149501699999779e-01 1.201979137860522129e-01
3.815200897800000157e-01 1.204293539052465611e-01
3.815389190599999814e-01 1.212799297103490104e-01
3.815498475899999908e-01 1.217755377845702314e-01
3.815507209099999741e-01 1.218152040969255334e-01
3.815594278500000214e-01 1.222111709257537870e-01
3.815690142900000081e-01 1.226481790622190315e-01
3.815736815399999871e-01 1.228613369564552915e-01
3.815911107100000144e-01 1.236596401456366290e-01
3.816000456199999946e-01 1.240702884575070608e-01
3.816016714900000162e-01 1.241451159081066180e-01
3.816029813399999804e-01 1.242054221227175126e-01
3.816106677500000210e-01 1.245597216288041320e-01
3.816151790299999735e-01 1.247679945357826892e-01
3.816181314800000113e-01 1.249044323983120597e-01
3.816317881799999867e-01 1.255368883684377934e-01
3.816394763500000065e-01 1.258939170772994665e-01
3.816425408699999910e-01 1.260364266352181906e-01
3.816441139699999763e-01 1.261096242691605585e-01
3.816581708699999798e-01 1.267650190257589293e-01
3.816600476700000022e-01 1.268527028666780465e-01
3.816678874200000182e-01 1.272194314515647795e-01
3.816683089199999768e-01 1.272391692924337292e-01
3.816744437499999809e-01 1.275266899394096320e-01
3.816779452999999878e-01 1.276909991974768399e-01
3.816812544500000071e-01 1.278464153363751965e-01
3.816917477499999767e-01 1.283401083300247381e-01
3.816972543400000140e-01 1.285997134763824379e-01
3.817020379600000179e-01 1.288255302085200005e-01
3.817109457599999756e-01 1.292467666582667318e-01
3.817156284700000124e-01 1.294685874098598366e-01
3.817251550399999860e-01 1.299206764376147905e-01
3.817273383199999981e-01 1.300244390328461619e-01
3.817279920400000193e-01 1.300555188942441043e-01
3.817396620399999829e-01 1.306112119305130048e-01
3.817450789899999863e-01 1.308697091414294245e-01
3.817473344599999763e-01 1.309774445046022473e-01
3.817497510200000277e-01 1.310929425203955501e-01
3.817604472200000210e-01 1.316050056967781878e-01
3.817623492200000190e-01 1.316962052176321452e-01
3.817692055799999928e-01 1.320253246182084839e-01
3.817739289800000102e-01 1.322523872591281902e-01
3.817759256500000142e-01 1.323484518092659656e-01
3.817781463700000155e-01 1.324553524168488594e-01
3.817874088800000121e-01 1.329018709573000501e-01
3.817970359899999777e-01 1.333670630488328901e-01
3.817977188200000205e-01 1.334001006038001980e-01
3.817992117399999774e-01 1.334723525786177256e-01
3.818121364500000059e-01 1.340989873738535065e-01
3.818182996799999729e-01 1.343985127302693150e-01
3.818368110600000032e-01 1.353009033579248843e-01
3.818385999200000214e-01 1.353883260527677379e-01
3.818397267499999970e-01 1.354434148019410533e-01
3.818399686599999732e-01 1.354552433616100227e-01
3.818446371099999959e-01 1.356836530258591078e-01
3.818519268000000189e-01 1.360408374404725174e-01
3.818566307199999788e-01 1.362716641968427789e-01
3.818568930799999817e-01 1.362845463889836850e-01
3.818579561500000108e-01 1.363367529352960128e-01
3.818605578800000067e-01 1.364645795993515986e-01
3.818726710400000002e-01 1.370607953720745509e-01
3.818734680099999945e-01 1.371000849383368081e-01
3.818802559999999735e-01 1.374350357251848953e-01
3.818900825800000121e-01 1.379209137288417986e-01
3.818944611799999778e-01 1.381377917724759263e-01
3.818948234499999761e-01 1.381557459110474562e-01
3.818949535300000253e-01 1.381621930774925011e-01
3.819059862999999999e-01 1.387097578798154873e-01
3.819106046599999860e-01 1.389394089229683549e-01
3.819168516299999983e-01 1.392504553845926862e-01
3.819180726599999964e-01 1.393113077057515636e-01
3.819221824099999774e-01 1.395162577297877071e-01
3.819227085299999880e-01 1.395425097225412303e-01
3.819247112399999922e-01 1.396424703724563066e-01
3.819274266300000109e-01 1.397780805468792908e-01
3.819360860100000088e-01 1.402111392875494134e-01
3.819422488199999965e-01 1.405198981883843956e-01
3.819434411800000095e-01 1.405796890840618207e-01
3.819450274200000273e-01 1.406592578576992270e-01
3.819487249599999856e-01 1.408448520441618612e-01
3.819492628699999726e-01 1.408718657154373055e-01
3.819510667800000148e-01 1.409624831667702916e-01
3.819518050499999817e-01 1.409995807544514590e-01
3.819581239700000075e-01 1.413173732592989951e-01
3.819588954500000022e-01 1.413562059304970253e-01
3.819597473599999904e-01 1.413990954714942072e-01
3.819616457000000187e-01 1.414946994136591085e-01
3.819618845200000168e-01 1.415067299352868457e-01
3.819702380300000200e-01 1.419279728984685907e-01
3.819709866400000098e-01 1.419657645103873933e-01
3.819739959199999757e-01 1.421177488489541174e-01
3.819799187699999821e-01 1.424172052480252026e-01
3.819801445300000098e-01 1.424286280016541784e-01
3.819842328599999948e-01 1.426355920108470232e-01
3.819857061399999920e-01 1.427102238560581382e-01
3.819936878299999838e-01 1.431150106899565233e-01
3.819937822700000263e-01 1.431198047988166966e-01
3.819973870700000274e-01 1.433028783186331978e-01
3.820070389099999852e-01 1.437938353730082719e-01
3.820079294400000047e-01 1.438391907931094726e-01
3.820099610700000148e-01 1.439426994897464729e-01
3.820134258699999785e-01 1.441193420649135026e-01
3.820147466000000103e-01 1.441867140363468636e-01
3.820171384800000181e-01 1.443087806539392615e-01
3.820213760400000269e-01 1.445252102236659897e-01
3.820329996799999850e-01 1.451199994145850325e-01
3.820334250199999837e-01 1.451417955375104984e-01
3.820345319899999814e-01 1.451985314355262457e-01
3.820352258499999931e-01 1.452341016785005934e-01
3.820369124899999913e-01 1.453205905339192139e-01
3.820399280499999772e-01 1.454753111379545882e-01
3.820425268500000082e-01 1.456087377097932123e-01
3.820531669300000210e-01 1.461558744146955746e-01
3.820569335899999808e-01 1.463498950259617404e-01
3.820571117100000080e-01 1.463590742653352317e-01
3.820648144600000129e-01 1.467563977532664876e-01
3.820651226099999742e-01 1.467723077960991773e-01
3.820693761000000244e-01 1.469920372761926441e-01
3.820722682000000092e-01 1.471415651367754540e-01
