# Random field Heisenberg chain
# L=16, J=1, Delta=1, W=2.0, h_i in [-W,W]
# Cumulative distribution function (CDF) of the fitting parameter mu; for 10^3 realizations of the disorder
# mu CDF

0.8964988353676641 0.206941
0.897342958306941 0.208226
0.8975885953176769 0.209512
0.8994239834841716 0.210797
0.9002311526189357 0.212082
0.9008024216907293 0.213368
0.9009068161560395 0.214653
0.9010126947671577 0.215938
0.9016684447568726 0.217224
0.902426389850097 0.218509
0.904262942552266 0.219794
0.9043473641093505 0.22108
0.9046449198691473 0.222365
0.9049920783755776 0.22365
0.9050333710384425 0.224936
0.9052741741784993 0.226221
0.9062201972402925 0.227506
0.9063942504571552 0.228792
0.9065824409832761 0.230077
0.907176513628096 0.231362
0.9074235449550992 0.232648
0.9099161441661803 0.233933
0.9099441741905356 0.235219
0.910449791070593 0.236504
0.9112815671808211 0.237789
0.9124060039738142 0.239075
0.9126897712926006 0.24036
0.9129556124472287 0.241645
0.9132206556096889 0.242931
0.9135020088539818 0.244216
0.9135220419216149 0.245501
0.9138497925359657 0.246787
0.9144808155794023 0.248072
0.9149042080198049 0.249357
0.9156406922171563 0.250643
0.9158380515384815 0.251928
0.9163296894196786 0.253213
0.9170163329198309 0.254499
0.919158770432809 0.255784
0.9207267010071364 0.257069
0.9214527273429325 0.258355
0.9222158620524586 0.25964
0.9224008019855802 0.260925
0.9230003917830204 0.262211
0.9234987586815531 0.263496
0.9236031624470626 0.264781
0.9240877462277324 0.266067
0.9244874201507634 0.267352
0.9246402362987766 0.268638
0.9247585691276632 0.269923
0.9248295065761372 0.271208
0.9252850767505825 0.272494
0.9253214655034606 0.273779
0.9261943320799676 0.275064
0.9263647408473861 0.27635
0.927452686817844 0.277635
0.927812216773352 0.27892
0.9285249852364121 0.280206
0.9289988928041056 0.281491
0.9291466477366129 0.282776
0.9296213923914592 0.284062
0.9306416181073616 0.285347
0.9308438274959666 0.286632
0.9310911880715894 0.287918
0.9318666433554614 0.289203
0.9325344758028594 0.290488
0.9328985125754852 0.291774
0.9329187163027738 0.293059
0.9334364211709356 0.294344
0.9353351661338102 0.29563
0.9356153425849258 0.296915
0.9369018040463496 0.298201
0.9370103184835257 0.299486
0.9380210810003171 0.300771
0.9397797292183641 0.302057
0.9399274079461675 0.303342
0.9401515480464266 0.304627
0.9406573302543685 0.305913
0.9409011082587254 0.307198
0.9410616624455039 0.308483
0.9411536052216215 0.309769
0.9418906910396798 0.311054
0.9423256122139304 0.312339
0.9436328201308825 0.313625
0.9439395371975043 0.31491
0.9443332449307328 0.316195
0.9443699008711425 0.317481
0.9448539302257866 0.318766
0.9456153310963091 0.320051
0.9459358006719663 0.321337
0.946021061467329 0.322622
0.9472264551516805 0.323907
0.9474373467436449 0.325193
0.9481993366829197 0.326478
0.9487619887606263 0.327763
0.9492149144884724 0.329049
0.9495103856078079 0.330334
0.9498218547155176 0.33162
0.9508081438080991 0.332905
0.9510351730599825 0.33419
0.9515475716588412 0.335476
0.952288041246679 0.336761
0.9524735662293294 0.338046
0.9526299915241909 0.339332
0.9528694568609688 0.340617
0.9530156090700967 0.341902
0.9530507369306624 0.343188
0.9534880221723198 0.344473
0.9538098021663984 0.345758
0.9541675438879009 0.347044
0.9542655622987537 0.348329
0.9545194524434268 0.349614
0.9553803683581895 0.3509
0.955497754101104 0.352185
0.9559244224483469 0.35347
0.956012835337459 0.354756
0.9594291112023707 0.356041
0.9597666192065706 0.357326
0.959924578292363 0.358612
0.9599551681047592 0.359897
0.9611986796852592 0.361183
0.9614412763516049 0.362468
0.9615033961636704 0.363753
0.9620549690064086 0.365039
0.9622813312016342 0.366324
0.9628406055599043 0.367609
0.9630597278166088 0.368895
0.9631543382619787 0.37018
0.9632509459777333 0.371465
0.96425361615346 0.372751
0.9645553684635941 0.374036
0.9648909011965743 0.375321
0.9654364695155879 0.376607
0.9671297700473668 0.377892
0.9679213572333055 0.379177
0.969146003575029 0.380463
0.9694756657852371 0.381748
0.9695041501768092 0.383033
0.9697462485260018 0.384319
0.9699698971286813 0.385604
0.9707317892391056 0.386889
0.9710111278985439 0.388175
0.9711509898369757 0.38946
0.9712699097514949 0.390746
0.9734553883990309 0.392031
0.9738563914589705 0.393316
0.9745472163402537 0.394602
0.9746780308278582 0.395887
0.9751514594893692 0.397172
0.9756990393428259 0.398458
0.9765029127044932 0.399743
0.976544130576557 0.401028
0.9766255024236089 0.402314
0.976847854098298 0.403599
0.9770249380275059 0.404884
0.9772628483100121 0.40617
0.9773317333466532 0.407455
0.9773722520040932 0.40874
0.977719954453022 0.410026
0.9777227135813619 0.411311
0.9779569027374029 0.412596
0.9785610299113592 0.413882
0.9788620685641818 0.415167
0.9800119898741039 0.416452
0.9800474399888298 0.417738
0.980993698340264 0.419023
0.98110285833707 0.420308
0.9814046846243536 0.421594
0.981533790872934 0.422879
0.9816104657987975 0.424165
0.9817806579038746 0.42545
0.9818985428912803 0.426735
0.982161137906604 0.428021
0.9837794789313692 0.429306
0.984247103840685 0.430591
0.9843514635688638 0.431877
0.9844931499530878 0.433162
0.9866063180145778 0.434447
0.9870385764503433 0.435733
0.9881752248291611 0.437018
0.9891980770570696 0.438303
0.9893631101251306 0.439589
0.9896413201100794 0.440874
0.9898287589021687 0.442159
0.9900232111922314 0.443445
0.9902287913523199 0.44473
0.9907789506261473 0.446015
0.9909429444350841 0.447301
0.9910089916958169 0.448586
0.9911070252845937 0.449871
0.9913417600930731 0.451157
0.9914332558934099 0.452442
0.9916215697301933 0.453728
0.9919503311850538 0.455013
0.9920886418792612 0.456298
0.9925708767006325 0.457584
0.993142611681059 0.458869
0.9935162802146837 0.460154
0.9941432250535034 0.46144
0.9941479082322262 0.462725
0.9954473919416157 0.46401
0.9959226255619474 0.465296
0.9961715331469891 0.466581
0.9963767485098022 0.467866
0.9965535669288755 0.469152
0.9966477709287512 0.470437
0.9973658017228713 0.471722
0.997465361929613 0.473008
0.9977792390624023 0.474293
0.998382943702286 0.475578
0.9984815755750496 0.476864
0.9987194849325236 0.478149
0.9990694303677127 0.479434
0.9993507550828391 0.48072
0.9993778012409041 0.482005
0.9996939369297814 0.48329
1.0000063136551947 0.484576
1.001106321749787 0.485861
1.0011871130630137 0.487147
1.0015455954353005 0.488432
1.001579755893492 0.489717
1.0019878123245314 0.491003
1.0026700309398473 0.492288
1.0026744512048997 0.493573
1.0032288742111377 0.494859
1.0035276684939423 0.496144
1.0037140608724084 0.497429
1.0042758067689634 0.498715
1.0043998363028872 0.5
1.0044812704030985 0.501285
1.0046968691393403 0.502571
1.0047302808197809 0.503856
1.0056225105540868 0.505141
1.0057073821215523 0.506427
1.00575438612877 0.507712
1.008170355326359 0.508997
1.0084516534424388 0.510283
1.008553668991085 0.511568
1.0091582993969272 0.512853
1.0091586589002137 0.514139
1.0093721506933508 0.515424
1.0094079250543564 0.51671
1.0099344055868318 0.517995
1.0101668987696673 0.51928
1.0103993157122217 0.520566
1.010765905104935 0.521851
1.010908442600569 0.523136
1.0109084598004554 0.524422
1.0112756441032147 0.525707
1.0114153556881769 0.526992
1.0125960359590407 0.528278
1.0134285323449377 0.529563
1.0147453921859082 0.530848
1.0148943232309253 0.532134
1.0153931913054624 0.533419
1.0167564183269175 0.534704
1.0174541082073503 0.53599
1.0175046061231563 0.537275
1.0175742299092125 0.53856
1.017705687818097 0.539846
1.0182101540484378 0.541131
1.018366078632179 0.542416
1.0185481059921664 0.543702
1.0185722268682795 0.544987
1.0187852235407902 0.546272
1.019002817163246 0.547558
1.019085011409784 0.548843
1.019119702406053 0.550129
1.0197359255423561 0.551414
1.019786829025809 0.552699
1.0199849826383935 0.553985
1.0200697715150824 0.55527
1.0212430818148168 0.556555
1.0215246554680912 0.557841
1.0223318884894534 0.559126
1.023095981682894 0.560411
1.0235466407738834 0.561697
1.023645234146122 0.562982
1.0238559666018765 0.564267
1.0241872750911183 0.565553
1.0242918055293446 0.566838
1.0247080845583834 0.568123
1.0259418090524157 0.569409
1.0259943686127042 0.570694
1.0274926244098002 0.571979
1.0276726513408334 0.573265
1.0279734379825256 0.57455
1.028398741924569 0.575835
1.0284870716925703 0.577121
1.0289666499960046 0.578406
1.0293507561373005 0.579692
1.029403822836912 0.580977
1.0297021828054636 0.582262
1.030623396848365 0.583548
1.030929224677475 0.584833
1.0314872725290125 0.586118
1.031666088143461 0.587404
1.032100758665039 0.588689
1.0321887081571084 0.589974
1.0326502413954282 0.59126
1.0345298627329225 0.592545
1.0346158980773346 0.59383
1.035358666501991 0.595116
1.0356802463972938 0.596401
1.0360719572111896 0.597686
1.0365430658869963 0.598972
1.0371063179472932 0.600257
1.037494274007929 0.601542
1.0376934227995653 0.602828
1.0381967610553662 0.604113
1.0386955891427527 0.605398
1.039350192129593 0.606684
1.0393838095783825 0.607969
1.0401712159567265 0.609254
1.0407919928023779 0.61054
1.0415127967764357 0.611825
1.041657688650417 0.613111
1.0418153615439565 0.614396
1.042474206468165 0.615681
1.0427232072528156 0.616967
1.0427694885174548 0.618252
1.0430123701027547 0.619537
1.0448727236277897 0.620823
1.0466455064337932 0.622108
1.0472478135667111 0.623393
1.0474682298300684 0.624679
1.047474129673287 0.625964
1.0476823442429333 0.627249
1.0479470056638422 0.628535
1.0482854115451194 0.62982
1.0483027128448867 0.631105
1.0486549736742028 0.632391
1.048656211524924 0.633676
1.0491565968192755 0.634961
1.04939131481463 0.636247
1.0505636691310312 0.637532
1.0506393336965145 0.638817
1.0521547120408699 0.640103
1.0525855130331272 0.641388
1.0526094002037845 0.642674
1.0531491715098116 0.643959
1.0537066063348954 0.645244
1.0543792183740943 0.64653
1.054804295999418 0.647815
1.0554122147830236 0.6491
1.055665804968063 0.650386
1.0556837961211916 0.651671
1.057374506431167 0.652956
1.0579716372889425 0.654242
1.0579817095057706 0.655527
1.0585140525867824 0.656812
1.0586684590623938 0.658098
1.0590859960190862 0.659383
1.0593132053168892 0.660668
1.0630532792880414 0.661954
1.0631514637958137 0.663239
1.0631736896846202 0.664524
1.0636322669022302 0.66581
1.0639063915734277 0.667095
1.0640643002348527 0.66838
1.0641732572685634 0.669666
1.06442382104022 0.670951
1.0657104044662646 0.672237
1.0662878874626271 0.673522
1.0664788314037963 0.674807
1.0666940953739037 0.676093
1.0672181434700483 0.677378
1.06730108317691 0.678663
1.067678368464434 0.679949
1.0680084028350683 0.681234
1.0681379163455513 0.682519
1.0683111816510025 0.683805
1.0683271249063688 0.68509
1.0683944330941348 0.686375
1.068398277753704 0.687661
1.0688914750735665 0.688946
1.06899742306693 0.690231
1.069416367319379 0.691517
1.069428090404935 0.692802
1.0695135726988807 0.694087
1.0695141325105986 0.695373
1.0702222725038921 0.696658
1.0715395855058374 0.697943
1.071946370844416 0.699229
1.07245091786191 0.700514
1.0724572473358593 0.701799
1.0729608296713962 0.703085
1.0731121019713474 0.70437
1.073204710108493 0.705656
1.0733211477352282 0.706941
1.0744425774717343 0.708226
1.0747455622635276 0.709512
1.0752855346665129 0.710797
1.076332783589681 0.712082
1.077043591228165 0.713368
1.077227288875401 0.714653
1.0778423145760216 0.715938
1.0783877918661064 0.717224
1.078429047125183 0.718509
1.0784778411428066 0.719794
1.0796687396678415 0.72108
1.0798308339945422 0.722365
1.0807410955308867 0.72365
1.080989964817891 0.724936
1.0819134878869259 0.726221
1.082273048501812 0.727506
1.0825244640827403 0.728792
1.0826998020499632 0.730077
1.0838138896361853 0.731362
1.085674317319509 0.732648
1.085796060751652 0.733933
1.0860694759520841 0.735219
1.0868108216084538 0.736504
1.0871765250066425 0.737789
1.0874110744588121 0.739075
1.0881082436249139 0.74036
1.0884813676801224 0.741645
1.0885381304400563 0.742931
1.0888176985592068 0.744216
1.0891279658536572 0.745501
1.089613987913884 0.746787
1.090010104611821 0.748072
1.0901449925350815 0.749357
1.090903066966363 0.750643
1.0911261009979631 0.751928
1.091190017826832 0.753213
1.0919835706675605 0.754499
1.0922375096435892 0.755784
1.0925933385208417 0.757069
1.0929694413598452 0.758355
1.0935359136839438 0.75964
1.094072647728959 0.760925
1.0946817396022577 0.762211
1.0953403394463381 0.763496
1.0953473195860015 0.764781
1.0953885508728705 0.766067
1.0955327016245084 0.767352
1.0960157355481719 0.768638
1.0965182272580938 0.769923
1.09652356612785 0.771208
1.0973085259277553 0.772494
1.0975697096710488 0.773779
1.0984159464065315 0.775064
1.0987997606401723 0.77635
1.0994156211306005 0.777635
1.0997467468273388 0.77892
1.1016830262056327 0.780206
1.102295137345134 0.781491
1.1034924032357225 0.782776
1.104612082110967 0.784062
1.104865107225698 0.785347
1.1078497197387855 0.786632
1.109000524170144 0.787918
1.1111525725145537 0.789203
1.1115953940425745 0.790488
1.1136833296344222 0.791774
1.1142020400678618 0.793059
1.1154104712881174 0.794344
1.1158677944419517 0.79563
1.116316687104045 0.796915
1.1163406107645946 0.798201
1.1173150711943882 0.799486
1.1173542703739592 0.800771
1.117550518811644 0.802057
1.1176520463998656 0.803342
1.1183089856065738 0.804627
1.118657347038316 0.805913
1.1192492071925606 0.807198
1.1197212875501799 0.808483
1.1214979901800934 0.809769
1.1215857651624164 0.811054
1.122097412310816 0.812339
1.1234708704572132 0.813625
1.1241294740205865 0.81491
1.1242765343367704 0.816195
1.1260998357474545 0.817481
1.1262323987352683 0.818766
1.1282148399321 0.820051
1.1286214241789858 0.821337
1.1293720661122404 0.822622
1.1299710177382318 0.823907
1.1300733822953601 0.825193
1.13102466731008 0.826478
1.1310620966145655 0.827763
1.1332368841352807 0.829049
1.133300825963313 0.830334
1.1343292018845699 0.83162
1.1352708991127913 0.832905
1.1354238651064967 0.83419
1.1356180066076982 0.835476
1.1367738174009556 0.836761
1.1373729105938553 0.838046
1.1374354311287 0.839332
1.1382074175473678 0.840617
1.1404558999024088 0.841902
1.1407034419206652 0.843188
1.1407550223960061 0.844473
1.141139600569022 0.845758
1.141432693116935 0.847044
1.1415185605838551 0.848329
1.1417694161223602 0.849614
1.1427189674604186 0.8509
1.143077868275694 0.852185
1.143646031817775 0.85347
1.1463820845225698 0.854756
1.1469223918522873 0.856041
1.1472395481022932 0.857326
1.1477675016081577 0.858612
1.1477792626440253 0.859897
1.149245326710518 0.861183
1.149629294675451 0.862468
1.1501454067201693 0.863753
1.1506318710231964 0.865039
1.1517551248188445 0.866324
1.1518788478990607 0.867609
1.1528164618538395 0.868895
1.1529454596992659 0.87018
1.1533751417775473 0.871465
1.1536002027697503 0.872751
1.1542399975908977 0.874036
1.1544912828973872 0.875321
1.1548752962165165 0.876607
1.1550426409456274 0.877892
1.155145417405591 0.879177
1.1556955022441333 0.880463
1.1561716291989632 0.881748
1.1565355137126543 0.883033
1.1573507347232304 0.884319
1.1583862258485964 0.885604
1.1590458904351144 0.886889
1.1624238634249142 0.888175
1.162710110494047 0.88946
1.164519577634686 0.890746
1.164626193834191 0.892031
1.1650563043179238 0.893316
1.167034272659818 0.894602
1.1674630009718567 0.895887
1.16842262959927 0.897172
1.1693159373480737 0.898458
1.1700190763069123 0.899743
1.1704938769850848 0.901028
1.1720386430679206 0.902314
1.1721766415064256 0.903599
1.1723196485682346 0.904884
1.172499412710554 0.90617
1.1753598281726272 0.907455
1.1771294903544778 0.90874
1.178228401794278 0.910026
1.1800400605046883 0.911311
1.180663286493944 0.912596
1.1808057278545072 0.913882
1.1820371720790512 0.915167
1.1831532502699327 0.916452
1.183810881802268 0.917738
1.1848331382276895 0.919023
1.1862533707785694 0.920308
1.1863873294670648 0.921594
1.187875271034733 0.922879
1.1901656847409137 0.924165
1.1953744177158414 0.92545
1.1962617899710266 0.926735
1.198087042187462 0.928021
1.1989830799728294 0.929306
1.1998799450646294 0.930591
1.2015771423633634 0.931877
1.2015943651959278 0.933162
1.2020380196127791 0.934447
1.2066792765287149 0.935733
1.2068987529776172 0.937018
1.214326224619465 0.938303
1.2189476487926747 0.939589
1.2210668188103029 0.940874
1.222213690338993 0.942159
1.2222593034791676 0.943445
1.2246597301458215 0.94473
1.229379541780562 0.946015
1.2301074966554102 0.947301
1.231758340804409 0.948586
1.2371991583561277 0.949871
1.2406349285764455 0.951157
1.242551228260796 0.952442
1.246869612595641 0.953728
1.247087645878326 0.955013
1.2497344369745127 0.956298
1.2499779124454082 0.957584
1.2506091671184012 0.958869
1.254512261597508 0.960154
1.2567321026138876 0.96144
1.2584577563814323 0.962725
1.2636120415711032 0.96401
1.2675876861106061 0.965296
1.2683496519115025 0.966581
1.2729655858313687 0.967866
1.2789492285453554 0.969152
1.2825120122213856 0.970437
1.2840576433649011 0.971722
1.284652987573665 0.973008
1.28885321006142 0.974293
1.29493716160993 0.975578
1.2987959153876343 0.976864
1.2990549483009888 0.978149
1.301593503864101 0.979434
1.3022040353554747 0.98072
1.3038636199628444 0.982005
1.3117406605062212 0.98329
1.3179383744204336 0.984576
1.3279854746508017 0.985861
1.3285874334468415 0.987147
1.3298268826743234 0.988432
1.3384520756862939 0.989717
1.3409788797775621 0.991003
1.3436818002022963 0.992288
1.350952400525502 0.993573
1.3533380298139996 0.994859
1.405415118870725 0.996144
1.412861582972097 0.997429
1.4259427301704755 0.998715
1.4298141453314586 1
