# XXZ spin chain 
# ED for L=20, Delta=0.175
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 607.91958452773065 609.57
5.0000000000000001E-004 3.8093426013296495E-006 1.65
1.0000000000000000E-003 1.0078482226957563E-005 1.65001
1.5000000000000000E-003 1.7907919733748064E-005 1.65002
2.0000000000000000E-003 3.2925659943802989E-005 1.65003
2.5000000000000001E-003 4.7907485813718180E-005 1.65005
3.0000000000000001E-003 6.9470270404751159E-005 1.65007
3.5000000000000001E-003 9.1994685674160056E-005 1.65009
4.0000000000000001E-003 1.2635240092573151E-004 1.65013
4.5000000000000005E-003 1.8195131364576739E-004 1.65018
5.0000000000000001E-003 2.0738969362953604E-004 1.65021
5.4999999999999997E-003 2.5142233257627198E-004 1.65025
6.0000000000000001E-003 2.6425068269559000E-004 1.65026
6.5000000000000006E-003 2.7243403266620362E-004 1.65027
7.0000000000000001E-003 3.3116440337790828E-004 1.65033
7.4999999999999997E-003 3.5993262472096467E-004 1.65036
8.0000000000000002E-003 4.3499190296099175E-004 1.65043
8.5000000000000006E-003 4.7299856554530983E-004 1.65047
9.0000000000000011E-003 5.6692860885008186E-004 1.65057
9.4999999999999998E-003 6.3385047993379728E-004 1.65063
1.0000000000000000E-002 7.2558293223465840E-004 1.65073
1.0500000000000001E-002 9.1622815982951502E-004 1.65092
1.0999999999999999E-002 1.0558553968394065E-003 1.65106
1.1500000000000000E-002 1.0326756389542463E-003 1.65103
1.2000000000000000E-002 1.1154965729311659E-003 1.65112
1.2500000000000001E-002 1.2562876191623044E-003 1.65126
1.3000000000000001E-002 1.4274063636980244E-003 1.65143
1.3500000000000000E-002 3.6297877119329807E-003 1.65363
1.4000000000000000E-002 2.6677896392840465E-003 1.65267
1.4500000000000001E-002 6.7409626785429212E-003 1.65674
1.4999999999999999E-002 6.5707629593950634E-003 1.65657
1.5500000000000000E-002 2.6086072480024636E-002 1.67609
1.6000000000000000E-002 4.6318090546689936E-002 1.69632
1.6500000000000001E-002 3.1364377317305160E-002 1.68136
1.7000000000000001E-002 4.2509589457789279E-002 1.69251
1.7500000000000002E-002 4.9262909683996069E-002 1.69926
1.8000000000000002E-002 6.7912580159575256E-002 1.71791
1.8499999999999999E-002 7.0356556074039567E-002 1.72036
1.9000000000000000E-002 6.7130824100862643E-002 1.71713
1.9500000000000000E-002 8.9471858386726458E-002 1.73947
2.0000000000000000E-002 6.6193314814033302E-002 1.71619
2.0500000000000001E-002 6.0912267203500216E-002 1.71091
2.1000000000000001E-002 7.0350891416075034E-002 1.72035
2.1500000000000002E-002 7.7379249142781922E-002 1.72738
2.1999999999999999E-002 8.4057711343118957E-002 1.73406
2.2499999999999999E-002 7.6151722502448574E-002 1.72615
2.3000000000000000E-002 6.5937580284058148E-002 1.71594
2.3500000000000000E-002 6.8144793656631078E-002 1.71814
2.4000000000000000E-002 6.5199802311575433E-002 1.7152
2.4500000000000001E-002 7.9627816378091687E-002 1.72963
2.5000000000000001E-002 8.4696905636684208E-002 1.7347
2.5500000000000002E-002 0.12241368641970291 1.77241
2.6000000000000002E-002 0.15215669896474832 1.80216
2.6499999999999999E-002 0.14679522371534348 1.7968
2.7000000000000000E-002 0.16775674924217290 1.81776
2.7500000000000000E-002 0.24044600468477942 1.89045
2.8000000000000001E-002 0.19363758551945540 1.84364
2.8500000000000001E-002 0.18689729796021015 1.8369
2.9000000000000001E-002 0.19609188837471769 1.84609
2.9500000000000002E-002 0.16802280028758249 1.81802
2.9999999999999999E-002 0.19413697707613425 1.84414
3.0499999999999999E-002 0.22977249689143275 1.87977
3.1000000000000000E-002 0.22546076287375080 1.87546
3.1500000000000000E-002 0.25524845672502439 1.90525
3.2000000000000001E-002 0.23419975975668425 1.8842
3.2500000000000001E-002 0.24973747710297950 1.89974
3.3000000000000002E-002 0.27142862519615141 1.92143
3.3500000000000002E-002 0.22750197106805439 1.8775
3.4000000000000002E-002 0.24233210271039712 1.89233
3.4500000000000003E-002 0.27098849498372279 1.92099
3.5000000000000003E-002 0.23794506576568089 1.88795
3.5500000000000004E-002 0.29326095422258908 1.94326
3.6000000000000004E-002 0.33562644678920484 1.98563
3.6499999999999998E-002 0.33741454997739562 1.98741
3.6999999999999998E-002 0.35470846656135674 2.00471
3.7499999999999999E-002 0.39738418176517482 2.04738
3.7999999999999999E-002 0.39944627760235357 2.04945
3.8500000000000000E-002 0.45026242062706112 2.10026
3.9000000000000000E-002 0.43440578798470086 2.08441
3.9500000000000000E-002 0.39405792656115102 2.04406
4.0000000000000001E-002 0.44841525881233030 2.09842
4.0500000000000001E-002 0.37291357002525066 2.02291
4.1000000000000002E-002 0.43031804314685052 2.08032
4.1500000000000002E-002 0.42266409251046394 2.07266
4.2000000000000003E-002 0.49972564827687882 2.14973
4.2500000000000003E-002 0.49703082396246917 2.14703
4.3000000000000003E-002 0.46250906683913667 2.11251
4.3500000000000004E-002 0.48889003136320136 2.13889
4.3999999999999997E-002 0.43881601606680509 2.08882
