# XXZ spin chain 
# ED for L=20, Delta=0.250
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 587.08220723342913 588.582
5.0000000000000001E-004 2.4722389095364889E-006 1.5
1.0000000000000000E-003 6.0204383342878967E-006 1.50001
1.5000000000000000E-003 1.2355946987789322E-005 1.50001
2.0000000000000000E-003 2.0952852574482864E-005 1.50002
2.5000000000000001E-003 3.2110205510707433E-005 1.50003
3.0000000000000001E-003 4.1888953664959749E-005 1.50004
3.5000000000000001E-003 5.5306011405689648E-005 1.50006
4.0000000000000001E-003 8.1050679106859334E-005 1.50008
4.5000000000000005E-003 8.5923516152095074E-005 1.50009
5.0000000000000001E-003 1.1931961817049937E-004 1.50012
5.4999999999999997E-003 1.3951175438953395E-004 1.50014
6.0000000000000001E-003 1.3751044645812983E-004 1.50014
6.5000000000000006E-003 1.8526999011053447E-004 1.50019
7.0000000000000001E-003 1.8580935554156908E-004 1.50019
7.4999999999999997E-003 2.2722583990299007E-004 1.50023
8.0000000000000002E-003 2.6052096161226831E-004 1.50026
8.5000000000000006E-003 3.2730083913737681E-004 1.50033
9.0000000000000011E-003 3.2808511296899287E-004 1.50033
9.4999999999999998E-003 3.6005896557746370E-004 1.50036
1.0000000000000000E-002 3.6099171814425501E-004 1.50036
1.0500000000000001E-002 4.6896689018524851E-004 1.50047
1.0999999999999999E-002 4.8989498603887300E-004 1.50049
1.1500000000000000E-002 5.3143425048738583E-004 1.50053
1.2000000000000000E-002 5.5215000842114101E-004 1.50055
1.2500000000000001E-002 5.6148119070538092E-004 1.50056
1.3000000000000001E-002 6.2025324563990303E-004 1.50062
1.3500000000000000E-002 6.6056866363843299E-004 1.50066
1.4000000000000000E-002 7.4395085486939300E-004 1.50074
1.4500000000000001E-002 7.5495277950709324E-004 1.50075
1.4999999999999999E-002 7.9978269883221981E-004 1.5008
1.5500000000000000E-002 9.3956751549846031E-004 1.50094
1.6000000000000000E-002 8.2245787995276134E-004 1.50082
1.6500000000000001E-002 1.0199338100689080E-003 1.50102
1.7000000000000001E-002 1.1211777698576036E-003 1.50112
1.7500000000000002E-002 1.1347402539683927E-003 1.50113
1.8000000000000002E-002 1.3627486088904201E-003 1.50136
1.8499999999999999E-002 1.3096642114498100E-003 1.50131
1.9000000000000000E-002 1.0333666835586467E-003 1.50103
1.9500000000000000E-002 1.3593848786192966E-003 1.50136
2.0000000000000000E-002 1.3490225953981499E-003 1.50135
2.0500000000000001E-002 1.9134159153457809E-003 1.50191
2.1000000000000001E-002 4.3049467294656758E-003 1.5043
2.1500000000000002E-002 6.6336918422040475E-003 1.50663
2.1999999999999999E-002 1.1832474740832072E-002 1.51183
2.2499999999999999E-002 1.7435218535216578E-002 1.51744
2.3000000000000000E-002 1.8611180044838214E-002 1.51861
2.3500000000000000E-002 2.1259904218412624E-002 1.52126
2.4000000000000000E-002 1.8733742608427285E-002 1.51873
2.4500000000000001E-002 2.4632179681073056E-002 1.52463
2.5000000000000001E-002 3.5803388465400939E-002 1.5358
2.5500000000000002E-002 3.7784824618187877E-002 1.53778
2.6000000000000002E-002 3.0647843149824563E-002 1.53065
2.6499999999999999E-002 3.8088727859497677E-002 1.53809
2.7000000000000000E-002 5.3483459287652288E-002 1.55348
2.7500000000000000E-002 3.9614103055048588E-002 1.53961
2.8000000000000001E-002 2.7884290798776270E-002 1.52788
2.8500000000000001E-002 3.8080683986837380E-002 1.53808
2.9000000000000001E-002 4.6849112995968070E-002 1.54685
2.9500000000000002E-002 7.3130668793362288E-002 1.57313
2.9999999999999999E-002 8.5294494021884798E-002 1.58529
3.0499999999999999E-002 7.8580958879040777E-002 1.57858
3.1000000000000000E-002 6.9219978266572196E-002 1.56922
3.1500000000000000E-002 8.1085819688245672E-002 1.58109
3.2000000000000001E-002 7.1229159541843487E-002 1.57123
3.2500000000000001E-002 5.5670190700256444E-002 1.55567
3.3000000000000002E-002 7.3936833569255886E-002 1.57394
3.3500000000000002E-002 0.10761540480358098 1.60762
3.4000000000000002E-002 9.6503665952550735E-002 1.5965
3.4500000000000003E-002 0.11627252077199689 1.61627
3.5000000000000003E-002 0.13500983141125511 1.63501
3.5500000000000004E-002 0.12530686352584117 1.62531
3.6000000000000004E-002 0.10965821956632668 1.60966
3.6499999999999998E-002 0.10010036254914685 1.6001
3.6999999999999998E-002 8.7352216171294891E-002 1.58735
3.7499999999999999E-002 9.7376981909222435E-002 1.59738
3.7999999999999999E-002 0.11054975952277867 1.61055
3.8500000000000000E-002 0.15936927664077666 1.65937
3.9000000000000000E-002 0.16292577226066923 1.66293
3.9500000000000000E-002 0.15300902254255161 1.65301
4.0000000000000001E-002 0.16009331380383027 1.66009
4.0500000000000001E-002 0.14217242737637145 1.64217
4.1000000000000002E-002 0.12822465906168692 1.62822
4.1500000000000002E-002 0.13288609262314685 1.63289
4.2000000000000003E-002 0.18848192141213618 1.68848
4.2500000000000003E-002 0.19246000724210252 1.69246
4.3000000000000003E-002 0.21254287366846533 1.71254
4.3500000000000004E-002 0.21021832087719672 1.71022
4.3999999999999997E-002 0.22561342469459428 1.72561
4.4499999999999998E-002 0.22980160121771609 1.7298
4.4999999999999998E-002 0.21689435283137715 1.71689
4.5499999999999999E-002 0.20984981605957587 1.70985
4.5999999999999999E-002 0.20843886197826364 1.70844
4.6500000000000000E-002 0.21814227752240953 1.71814
4.7000000000000000E-002 0.21057134320611928 1.71057
4.7500000000000001E-002 0.23698433711139172 1.73698
4.8000000000000001E-002 0.26145932615123724 1.76146
4.8500000000000001E-002 0.28928233991873620 1.78928
4.9000000000000002E-002 0.27623907112144969 1.77624
4.9500000000000002E-002 0.25627437238910461 1.75627
5.0000000000000003E-002 0.23943998056444063 1.73944
5.0500000000000003E-002 0.26647853131421634 1.76648
5.1000000000000004E-002 0.24123675833105060 1.74124
5.1500000000000004E-002 0.24700109545357896 1.747
5.2000000000000005E-002 0.27699745811508086 1.777
5.2499999999999998E-002 0.30725923972868185 1.80726
5.2999999999999999E-002 0.33096164622883623 1.83096
5.3499999999999999E-002 0.31373680301278739 1.81374
5.3999999999999999E-002 0.31968831977521206 1.81969
5.4500000000000000E-002 0.30781396726511318 1.80781
5.5000000000000000E-002 0.33663612008898197 1.83664
5.5500000000000001E-002 0.32133050334809793 1.82133
5.6000000000000001E-002 0.35504062781020496 1.85504
5.6500000000000002E-002 0.39472943943691408 1.89473
5.7000000000000002E-002 0.36718117600321948 1.86718
5.7500000000000002E-002 0.33887870875280141 1.83888
5.8000000000000003E-002 0.33942032529276350 1.83942
5.8500000000000003E-002 0.41011688105391653 1.91012
5.9000000000000004E-002 0.39528918721236644 1.89529
5.9500000000000004E-002 0.37061863366814446 1.87062
5.9999999999999998E-002 0.35840288942111320 1.8584
6.0499999999999998E-002 0.43606237618588278 1.93606
6.0999999999999999E-002 0.36507732956941730 1.86508
6.1499999999999999E-002 0.40344360610753555 1.90344
6.2000000000000000E-002 0.43102950445226551 1.93103
6.2500000000000000E-002 0.37508113888743855 1.87508
6.3000000000000000E-002 0.40121074781392640 1.90121
6.3500000000000001E-002 0.43550400460433936 1.9355
6.4000000000000001E-002 0.35331323504126655 1.85331
6.4500000000000002E-002 0.38185932863007055 1.88186
6.5000000000000002E-002 0.39421658519698632 1.89422
6.5500000000000003E-002 0.42485075742503486 1.92485
6.6000000000000003E-002 0.35629524915356520 1.8563
6.6500000000000004E-002 0.40678948225777295 1.90679
6.7000000000000004E-002 0.42898802524211210 1.92899
6.7500000000000004E-002 0.42806381154210155 1.92806
6.8000000000000005E-002 0.39852999642658804 1.89853
6.8500000000000005E-002 0.44717579686660625 1.94718
6.9000000000000006E-002 0.35423191219001654 1.85423
6.9500000000000006E-002 0.45792312637069271 1.95792
7.0000000000000007E-002 0.42758269165452190 1.92758
7.0500000000000007E-002 0.40324975293738563 1.90325
7.1000000000000008E-002 0.39693609358185311 1.89694
7.1500000000000008E-002 0.40772164115623344 1.90772
7.2000000000000008E-002 0.39391260965743591 1.89391
7.2499999999999995E-002 0.38530401190916880 1.8853
7.2999999999999995E-002 0.41165530946831208 1.91166
7.3499999999999996E-002 0.41977333389521299 1.91977
7.3999999999999996E-002 0.42753423383112427 1.92753
7.4499999999999997E-002 0.48553445523871686 1.98553
7.4999999999999997E-002 0.37418543060318665 1.87419
7.5499999999999998E-002 0.41285169046733294 1.91285
7.5999999999999998E-002 0.38154987647200306 1.88155
7.6499999999999999E-002 0.38192360841339201 1.88192
7.6999999999999999E-002 0.35178447885774383 1.85178
7.7499999999999999E-002 0.35090962560444855 1.85091
7.8000000000000000E-002 0.39023118308257299 1.89023
7.8500000000000000E-002 0.36891834481519092 1.86892
7.9000000000000001E-002 0.35824279551850013 1.85824
7.9500000000000001E-002 0.35143733477845829 1.85144
8.0000000000000002E-002 0.41587365591466291 1.91587
8.0500000000000002E-002 0.31754273260180643 1.81754
8.1000000000000003E-002 0.29230048242674517 1.7923
8.1500000000000003E-002 0.32822562472594768 1.82823
8.2000000000000003E-002 0.27068090766105374 1.77068
8.2500000000000004E-002 0.28736125349293568 1.78736
8.3000000000000004E-002 0.31310715441451858 1.81311
8.3500000000000005E-002 0.30380459286400335 1.8038
8.4000000000000005E-002 0.20552935431701033 1.70553
8.4500000000000006E-002 0.25709531798843160 1.7571
8.5000000000000006E-002 0.31163973553175739 1.81164
8.5500000000000007E-002 0.27472668156735996 1.77473
8.6000000000000007E-002 0.22603123195315963 1.72603
8.6500000000000007E-002 0.28151182129079133 1.78151
8.7000000000000008E-002 0.21381566263548193 1.71382
8.7500000000000008E-002 0.24585640266815059 1.74586
8.7999999999999995E-002 0.22156476395646676 1.72156
8.8499999999999995E-002 0.23397528305561496 1.73398
8.8999999999999996E-002 0.20622854747677777 1.70623
8.9499999999999996E-002 0.22199871351859543 1.722
8.9999999999999997E-002 0.20413097793623081 1.70413
9.0499999999999997E-002 0.22160570997629322 1.72161
9.0999999999999998E-002 0.18793805642045019 1.68794
9.1499999999999998E-002 0.21917912611956866 1.71918
9.1999999999999998E-002 0.18351528196954014 1.68352
9.2499999999999999E-002 0.19043003023665037 1.69043
