# XXZ spin chain 
# ED for L=20, Delta=0.275
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 579.23178970904132 580.682
5.0000000000000001E-004 2.3364806445714216E-006 1.45
1.0000000000000000E-003 6.3330432558896481E-006 1.45001
1.5000000000000000E-003 1.1254096195809013E-005 1.45001
2.0000000000000000E-003 1.8508007019778781E-005 1.45002
2.5000000000000001E-003 2.7477213868479951E-005 1.45003
3.0000000000000001E-003 3.4487315867954863E-005 1.45003
3.5000000000000001E-003 5.0879411402358122E-005 1.45005
4.0000000000000001E-003 6.2538260469093603E-005 1.45006
4.5000000000000005E-003 8.8324119080785722E-005 1.45009
5.0000000000000001E-003 9.5574364829990440E-005 1.4501
5.4999999999999997E-003 1.2531670091824629E-004 1.45013
6.0000000000000001E-003 1.4454844433119528E-004 1.45014
6.5000000000000006E-003 1.8890596539853456E-004 1.45019
7.0000000000000001E-003 1.9949563565935550E-004 1.4502
7.4999999999999997E-003 2.1962022846473174E-004 1.45022
8.0000000000000002E-003 2.3461616678535567E-004 1.45023
8.5000000000000006E-003 3.0112648361663982E-004 1.4503
9.0000000000000011E-003 3.5059448594066506E-004 1.45035
9.4999999999999998E-003 3.6343148846324999E-004 1.45036
1.0000000000000000E-002 3.2938200349956221E-004 1.45033
1.0500000000000001E-002 4.1243574856808643E-004 1.45041
1.0999999999999999E-002 3.7550295798029394E-004 1.45038
1.1500000000000000E-002 4.4669721334542219E-004 1.45045
1.2000000000000000E-002 4.2275455037549481E-004 1.45042
1.2500000000000001E-002 4.5615406218646096E-004 1.45046
1.3000000000000001E-002 5.0126448126440611E-004 1.4505
1.3500000000000000E-002 5.4398944621458735E-004 1.45054
1.4000000000000000E-002 6.6611623006522058E-004 1.45067
1.4500000000000001E-002 6.8927233005112521E-004 1.45069
1.4999999999999999E-002 6.8486659527426002E-004 1.45068
1.5500000000000000E-002 6.5183976469415899E-004 1.45065
1.6000000000000000E-002 7.6682157164144674E-004 1.45077
1.6500000000000001E-002 6.7540206961343217E-004 1.45068
1.7000000000000001E-002 7.7005220845309216E-004 1.45077
1.7500000000000002E-002 7.8074122543783252E-004 1.45078
1.8000000000000002E-002 9.8085793990973958E-004 1.45098
1.8499999999999999E-002 8.9266895047285970E-004 1.45089
1.9000000000000000E-002 1.0580979145550459E-003 1.45106
1.9500000000000000E-002 1.0612522306299040E-003 1.45106
2.0000000000000000E-002 1.1527400573745278E-003 1.45115
2.0500000000000001E-002 1.0146439307754719E-003 1.45101
2.1000000000000001E-002 1.1754897121313338E-003 1.45118
2.1500000000000002E-002 1.7140876087795149E-003 1.45171
2.1999999999999999E-002 2.8790388611184825E-003 1.45288
2.2499999999999999E-002 5.9213562718105645E-003 1.45592
2.3000000000000000E-002 7.0542856697554408E-003 1.45705
2.3500000000000000E-002 1.2976546755591291E-002 1.46298
2.4000000000000000E-002 1.2920656811088383E-002 1.46292
2.4500000000000001E-002 1.0216414618851173E-002 1.46022
2.5000000000000001E-002 1.5967661755637685E-002 1.46597
2.5500000000000002E-002 1.0968824538697587E-002 1.46097
