# XXZ spin chain 
# ED for L=20, Delta=0.700
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 322.57538581629905 323.175
5.0000000000000001E-004 8.2920284412315997E-006 0.600008
1.0000000000000000E-003 7.7128084771200663E-006 0.600008
1.5000000000000000E-003 7.0214067087440121E-006 0.600007
2.0000000000000000E-003 1.8027076266020504E-002 0.618027
2.5000000000000001E-003 0.18915249868871026 0.789152
3.0000000000000001E-003 0.33851184828097447 0.938512
3.5000000000000001E-003 0.34000417174406000 0.940004
4.0000000000000001E-003 0.23120881178876532 0.831209
4.5000000000000005E-003 0.13325664397779713 0.733257
5.0000000000000001E-003 8.6418202350109011E-002 0.686418
5.4999999999999997E-003 4.1902734428492287E-002 0.641903
6.0000000000000001E-003 2.9252063058647689E-002 0.629252
6.5000000000000006E-003 1.2424205419553696E-002 0.612424
7.0000000000000001E-003 7.1398985940947617E-003 0.60714
7.4999999999999997E-003 2.2027395871696731E-003 0.602203
8.0000000000000002E-003 1.9434951821571177E-003 0.601943
8.5000000000000006E-003 1.6124741032122847E-003 0.601612
9.0000000000000011E-003 1.0629913885063569E-004 0.600106
9.4999999999999998E-003 1.2481676497601470E-004 0.600125
1.0000000000000000E-002 1.6729722452731979E-004 0.600167
1.0500000000000001E-002 1.3688854645608901E-004 0.600137
1.0999999999999999E-002 1.4749042158246182E-004 0.600147
1.1500000000000000E-002 1.5806388618979931E-004 0.600158
1.2000000000000000E-002 1.8695876241401951E-004 0.600187
1.2500000000000001E-002 2.1268615629155843E-004 0.600213
1.3000000000000001E-002 2.1483586585279221E-004 0.600215
1.3500000000000000E-002 1.8589440267780926E-004 0.600186
1.4000000000000000E-002 2.5787437553054693E-004 0.600258
1.4500000000000001E-002 2.8074721680536400E-004 0.600281
1.4999999999999999E-002 2.6170439480543073E-004 0.600262
1.5500000000000000E-002 3.1754766456881231E-004 0.600318
1.6000000000000000E-002 3.1326695383203222E-004 0.600313
1.6500000000000001E-002 3.5275122919422957E-004 0.600353
1.7000000000000001E-002 3.3675067586226592E-004 0.600337
1.7500000000000002E-002 4.1171396868445325E-004 0.600412
1.8000000000000002E-002 4.5085232190803442E-004 0.600451
1.8499999999999999E-002 3.9037066981119362E-004 0.60039
1.9000000000000000E-002 4.7155045472407030E-004 0.600472
1.9500000000000000E-002 4.5524940012629377E-004 0.600455
2.0000000000000000E-002 5.4600892883527156E-004 0.600546
2.0500000000000001E-002 5.6896993646649084E-004 0.600569
2.1000000000000001E-002 5.5700481549600129E-004 0.600557
2.1500000000000002E-002 5.8785898085945184E-004 0.600588
2.1999999999999999E-002 6.0301829475097057E-004 0.600603
2.2499999999999999E-002 6.9452064187509172E-004 0.600695
2.3000000000000000E-002 6.7581089062111852E-004 0.600676
2.3500000000000000E-002 7.3989473226968841E-004 0.60074
2.4000000000000000E-002 7.6227524662022714E-004 0.600762
2.4500000000000001E-002 8.5803942693027694E-004 0.600858
2.5000000000000001E-002 1.4786679071176353E-003 0.601479
2.5500000000000002E-002 8.1680734021113001E-004 0.600817
2.6000000000000002E-002 9.9770249523011478E-004 0.600998
2.6499999999999999E-002 1.0359031999444403E-003 0.601036
2.7000000000000000E-002 1.1725163438813583E-003 0.601173
2.7500000000000000E-002 1.1670997705870445E-003 0.601167
2.8000000000000001E-002 1.0023086165633630E-003 0.601002
2.8500000000000001E-002 1.0017160003572569E-003 0.601002
2.9000000000000001E-002 1.0097772394236377E-003 0.60101
2.9500000000000002E-002 1.2187820070692068E-003 0.601219
2.9999999999999999E-002 1.2659031102481683E-003 0.601266
3.0499999999999999E-002 2.9126095851926630E-003 0.602913
3.1000000000000000E-002 1.3182513331523645E-003 0.601318
3.1500000000000000E-002 2.4347808210852351E-003 0.602435
3.2000000000000001E-002 2.0696212687662699E-003 0.60207
3.2500000000000001E-002 1.2146462510441625E-003 0.601215
3.3000000000000002E-002 3.7143524706776533E-003 0.603714
3.3500000000000002E-002 2.5447300979511752E-003 0.602545
3.4000000000000002E-002 1.6530721895353030E-003 0.601653
3.4500000000000003E-002 2.9055488424534750E-003 0.602906
3.5000000000000003E-002 2.9121130384051957E-003 0.602912
3.5500000000000004E-002 2.8280425290029177E-003 0.602828
3.6000000000000004E-002 5.2625001138215223E-003 0.605263
3.6499999999999998E-002 6.9236191276795516E-003 0.606924
3.6999999999999998E-002 8.2746646875635505E-003 0.608275
3.7499999999999999E-002 4.9421377460762712E-003 0.604942
3.7999999999999999E-002 5.8369074864642505E-003 0.605837
3.8500000000000000E-002 7.0986147877970121E-003 0.607099
3.9000000000000000E-002 7.1344553156236128E-003 0.607134
3.9500000000000000E-002 1.4447729736187184E-002 0.614448
4.0000000000000001E-002 1.0809212320844192E-002 0.610809
4.0500000000000001E-002 1.3410627617094596E-002 0.613411
4.1000000000000002E-002 1.6293566846530903E-002 0.616294
4.1500000000000002E-002 1.2413984371722449E-002 0.612414
4.2000000000000003E-002 3.5019304392047784E-002 0.635019
4.2500000000000003E-002 1.2596514874688472E-002 0.612597
4.3000000000000003E-002 1.7950415491425700E-002 0.61795
4.3500000000000004E-002 4.1292590562075571E-002 0.641293
4.3999999999999997E-002 3.1532810352441244E-002 0.631533
4.4499999999999998E-002 2.1101938984591326E-002 0.621102
4.4999999999999998E-002 4.1932059828018779E-002 0.641932
4.5499999999999999E-002 3.7079592089617225E-002 0.63708
4.5999999999999999E-002 6.5236899272168969E-002 0.665237
4.6500000000000000E-002 4.3609699271374737E-002 0.64361
4.7000000000000000E-002 5.4795238221449973E-002 0.654795
4.7500000000000001E-002 6.0091278654370833E-002 0.660091
4.8000000000000001E-002 6.7889153510718447E-002 0.667889
4.8500000000000001E-002 7.5902200162057898E-002 0.675902
4.9000000000000002E-002 9.3144334393591738E-002 0.693144
4.9500000000000002E-002 6.7066837678017105E-002 0.667067
5.0000000000000003E-002 6.1888974156024470E-002 0.661889
5.0500000000000003E-002 7.8999210719251922E-002 0.678999
5.1000000000000004E-002 0.13404500251136572 0.734045
5.1500000000000004E-002 0.10012040815264302 0.70012
5.2000000000000005E-002 0.12170439325360222 0.721704
5.2499999999999998E-002 0.13051747422393009 0.730517
5.2999999999999999E-002 0.13033528286399768 0.730335
5.3499999999999999E-002 0.12751745019073127 0.727517
5.3999999999999999E-002 0.12161650153031552 0.721617
5.4500000000000000E-002 0.13587430593069819 0.735874
5.5000000000000000E-002 0.14955630152314081 0.749556
5.5500000000000001E-002 0.18313696677934738 0.783137
5.6000000000000001E-002 0.18404661404087233 0.784047
5.6500000000000002E-002 0.13192761841327910 0.731928
5.7000000000000002E-002 0.15194809491592839 0.751948
5.7500000000000002E-002 0.14677032274909102 0.74677
5.8000000000000003E-002 0.17614605435506331 0.776146
5.8500000000000003E-002 0.18098956705400251 0.78099
5.9000000000000004E-002 0.21652794105970746 0.816528
5.9500000000000004E-002 0.20834106058630442 0.808341
5.9999999999999998E-002 0.16805583364126858 0.768056
6.0499999999999998E-002 0.17097461346372636 0.770975
6.0999999999999999E-002 0.17332166051017422 0.773322
6.1499999999999999E-002 0.17780786007894606 0.777808
6.2000000000000000E-002 0.18941456920273680 0.789415
6.2500000000000000E-002 0.21932065158725109 0.819321
6.3000000000000000E-002 0.19483999139882413 0.79484
6.3500000000000001E-002 0.24204950578038950 0.84205
6.4000000000000001E-002 0.19323730785348411 0.793237
6.4500000000000002E-002 0.18714767601451862 0.787148
6.5000000000000002E-002 0.18927959926243221 0.78928
6.5500000000000003E-002 0.24441559891504944 0.844416
6.6000000000000003E-002 0.20139184257165466 0.801392
6.6500000000000004E-002 0.22121301535704771 0.821213
6.7000000000000004E-002 0.19451867187189056 0.794519
6.7500000000000004E-002 0.18378527888406507 0.783785
6.8000000000000005E-002 0.23897321942458125 0.838973
6.8500000000000005E-002 0.22061975902196265 0.82062
6.9000000000000006E-002 0.24957172670350902 0.849572
6.9500000000000006E-002 0.20651910920077859 0.806519
7.0000000000000007E-002 0.22624707382516376 0.826247
7.0500000000000007E-002 0.19618493497461037 0.796185
7.1000000000000008E-002 0.20365036150955054 0.80365
7.1500000000000008E-002 0.21443606710494803 0.814436
7.2000000000000008E-002 0.20562098049917549 0.805621
7.2499999999999995E-002 0.19939882067873774 0.799399
7.2999999999999995E-002 0.19077975115960846 0.79078
7.3499999999999996E-002 0.15545920253766951 0.755459
7.3999999999999996E-002 0.24290822678524834 0.842908
7.4499999999999997E-002 0.22583773155467218 0.825838
7.4999999999999997E-002 0.14620547369012873 0.746205
7.5499999999999998E-002 0.18358907039401628 0.783589
7.5999999999999998E-002 0.19260461670815324 0.792605
7.6499999999999999E-002 0.21163791882662322 0.811638
7.6999999999999999E-002 0.16230439236365293 0.762304
7.7499999999999999E-002 0.16399609066567858 0.763996
7.8000000000000000E-002 0.19536379755093913 0.795364
7.8500000000000000E-002 0.15592535441545990 0.755925
7.9000000000000001E-002 0.20593496075157822 0.805935
7.9500000000000001E-002 0.20807075746889592 0.808071
8.0000000000000002E-002 0.16711546809075339 0.767115
8.0500000000000002E-002 0.14167116064628030 0.741671
8.1000000000000003E-002 0.17074181839625754 0.770742
