# XXZ spin chain 
# ED for L=20, Delta=0.025
# High-T spin conductivity sigma(omega)
# omega/J sigma(omega) sigma(omega){rescaled} 

0.0000000000000000 628.50385294390264 630.454
5.0000000000000001E-004 8.0808734148568953E-004 1.95081
1.0000000000000000E-003 2.3043445165552932E-003 1.9523
1.5000000000000000E-003 7.5966381754652063E-002 2.02597
2.0000000000000000E-003 0.20366517884783314 2.15367
2.5000000000000001E-003 0.18195394431912459 2.13195
3.0000000000000001E-003 0.76194002463190735 2.71194
3.5000000000000001E-003 0.66502532319936170 2.61503
4.0000000000000001E-003 0.91677198445722052 2.86677
4.5000000000000005E-003 1.7531426320112695 3.70314
5.0000000000000001E-003 1.4382378617739451 3.38824
5.4999999999999997E-003 2.3953777685603468 4.34538
6.0000000000000001E-003 2.6973879983745555 4.64739
6.5000000000000006E-003 2.7821063480639601 4.73211
7.0000000000000001E-003 3.9102348714629827 5.86023
7.4999999999999997E-003 3.8707573629342300 5.82076
8.0000000000000002E-003 5.7209752405124563 7.67098
8.5000000000000006E-003 6.4938674973989805 8.44387
9.0000000000000011E-003 7.2776536456528662 9.22765
9.4999999999999998E-003 6.9507359821352948 8.90074
1.0000000000000000E-002 5.5769048245519892 7.5269
1.0500000000000001E-002 5.4522956913405007 7.4023
1.0999999999999999E-002 4.8258701328159335 6.77587
1.1500000000000000E-002 4.5854016843717940 6.5354
1.2000000000000000E-002 3.5168625380641831 5.46686
1.2500000000000001E-002 3.0544685160330780 5.00447
1.3000000000000001E-002 2.5072661049166309 4.45727
1.3500000000000000E-002 2.3377731139019842 4.28777
1.4000000000000000E-002 1.9755363540106410 3.92554
1.4500000000000001E-002 1.9807482654831303 3.93075
1.4999999999999999E-002 1.6641580518121188 3.61416
1.5500000000000000E-002 1.5055744630550123 3.45557
1.6000000000000000E-002 1.4220086016872895 3.37201
1.6500000000000001E-002 1.0765519327908752 3.02655
1.7000000000000001E-002 1.1574649083236939 3.10746
1.7500000000000002E-002 0.94722909741351369 2.89723
1.8000000000000002E-002 0.87933212944866324 2.82933
1.8499999999999999E-002 0.71897761970473562 2.66898
1.9000000000000000E-002 0.69926046050759538 2.64926
1.9500000000000000E-002 0.49932917249647646 2.44933
2.0000000000000000E-002 0.49815123024988039 2.44815
2.0500000000000001E-002 0.40558968514256777 2.35559
2.1000000000000001E-002 0.32742506474407340 2.27743
2.1500000000000002E-002 0.37604121569201815 2.32604
2.1999999999999999E-002 0.25319868145011026 2.2032
2.2499999999999999E-002 0.20135490890435356 2.15135
2.3000000000000000E-002 0.25178838388658004 2.20179
2.3500000000000000E-002 0.20288331279993801 2.15288
2.4000000000000000E-002 0.18567984205225205 2.13568
2.4500000000000001E-002 0.21689768491832825 2.1669
2.5000000000000001E-002 0.13837273100551259 2.08837
2.5500000000000002E-002 0.16174118569512061 2.11174
2.6000000000000002E-002 0.15019258317354076 2.10019
2.6499999999999999E-002 0.11926503141431308 2.06927
2.7000000000000000E-002 8.2030321933855926E-002 2.03203
2.7500000000000000E-002 6.9759178086817392E-002 2.01976
2.8000000000000001E-002 5.5973547192802640E-002 2.00597
2.8500000000000001E-002 5.2919832616205600E-002 2.00292
2.9000000000000001E-002 3.8788308289684104E-002 1.98879
2.9500000000000002E-002 2.8713900572650934E-002 1.97871
2.9999999999999999E-002 1.8610067259840195E-002 1.96861
3.0499999999999999E-002 1.7422235396586050E-002 1.96742
3.1000000000000000E-002 1.8857101415515973E-002 1.96886
3.1500000000000000E-002 1.3348692726788335E-002 1.96335
3.2000000000000001E-002 1.1291194951330772E-002 1.96129
3.2500000000000001E-002 6.0185079686349554E-003 1.95602
3.3000000000000002E-002 9.5287578536985846E-003 1.95953
3.3500000000000002E-002 6.8585389198224161E-003 1.95686
3.4000000000000002E-002 4.2181912844828301E-003 1.95422
3.4500000000000003E-002 2.3512440278298996E-003 1.95235
3.5000000000000003E-002 3.5150656820416757E-003 1.95352
3.5500000000000004E-002 2.4101887861866667E-003 1.95241
3.6000000000000004E-002 4.2283354409445462E-003 1.95423
3.6499999999999998E-002 2.0320846417838300E-003 1.95203
3.6999999999999998E-002 1.5713226567412621E-003 1.95157
