Superlattice								SYK2								Anderson				AA			
W=1.0				W=7.5				gamma=0.2				gamma=0.5				W=30				Alpha=1.5			
Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda
		-0.23748	2.42636			-0.24737	2.54696			-0.07185	-0.61402			-0.0644	-0.08963			-0.71767	0.10273			-0.18164	-1.83971
		-0.23712	2.45102			-0.24702	2.53794			-0.0718	-0.58165			-0.06431	-0.11389			-0.71736	-1.85738			-0.18135	-1.83927
		-0.23684	2.41988			-0.24662	2.53675			-0.0717	-0.59023			-0.06422	-0.08239			-0.71582	-0.28708			-0.18107	-1.83884
		-0.23631	2.45751			-0.2465	2.52297			-0.07165	-0.60127			-0.06408	-0.09454			-0.71457	-0.30978			-0.18078	-1.83841
		-0.23601	2.42717			-0.24594	2.53003			-0.07142	-0.52736			-0.06399	-0.07438			-0.71194	1.82022			-0.1805	-1.83798
		-0.23533	2.4784			-0.24556	2.52469			-0.07132	-0.59179			-0.06387	-0.08475			-0.71184	-0.64712			-0.18021	-1.83756
		-0.23513	2.48651			-0.24512	2.53705			-0.07106	-0.54302			-0.06378	-0.08143			-0.70869	-1.19598			-0.17993	-1.83714
		-0.23458	2.42785			-0.24454	2.54579			-0.07101	-0.58192			-0.06371	-0.09291			-0.7075	-1.20382			-0.17964	-1.83673
		-0.23435	2.40401			-0.24423	2.53654			-0.07089	-0.64546			-0.06358	-0.08025			-0.70662	0.86939			-0.17936	-1.83633
		-0.23404	2.44738			-0.24407	2.5207			-0.07084	-0.54694			-0.06355	-0.15319			-0.70548	0.8848			-0.17907	-1.83594
		-0.23368	2.40004			-0.24359	2.54387			-0.07071	-0.56746			-0.06345	-0.11939			-0.7054	0.18575			-0.17879	-1.83556
		-0.23337	2.45996			-0.24281	2.58387			-0.07053	-0.58248			-0.06332	-0.08172			-0.70468	0.2626			-0.1785	-1.8352
		-0.23287	2.44759			-0.24266	2.53485			-0.07046	-0.57836			-0.06331	-0.10311			-0.7046	-1.15541			-0.17822	-1.83485
		-0.23254	2.46675			-0.24208	2.52431			-0.07032	-0.58863			-0.06315	-0.09082			-0.70444	2.46018			-0.17793	-1.83453
		-0.23212	2.47421			-0.2418	2.55802			-0.0702	-0.54631			-0.0631	-0.09681			-0.70341	0.78106			-0.17765	-1.83425
		-0.23157	2.46105			-0.24168	2.53567			-0.07017	-0.56533			-0.06299	-0.09739			-0.70193	-0.60619			-0.17736	-1.834
		-0.2313	2.43906			-0.24078	2.55826			-0.0701	-0.52065			-0.0629	-0.08713			-0.70105	-0.24186			-0.17708	-1.83382
		-0.23104	2.44287			-0.24058	2.52429			-0.06985	-0.60536			-0.06285	-0.06052			-0.69959	-0.64118			-0.17679	-1.83372
		-0.23084	2.47546			-0.24022	2.49631			-0.06978	-0.51183			-0.06272	-0.11236			-0.69779	1.75379			-0.17651	-1.83375
		-0.23021	2.42004			-0.23979	2.55392			-0.06972	-0.56366			-0.06263	-0.0684			-0.69731	-0.454			-0.17622	-1.83399
		-0.23011	2.45715			-0.23969	2.5397			-0.06957	-0.53814			-0.06229	-0.10812			-0.69668	-1.33479			-0.17594	-1.83462
		-0.22963	2.44371			-0.23927	2.5419			-0.0694	-0.44765			-0.06226	-0.10636			-0.69616	-0.62469			-0.17565	-1.83604
		-0.2294	2.45165			-0.23906	2.515			-0.06932	-0.59706			-0.06216	-0.06024			-0.69435	-1.43237			-0.17536	-1.83958
		-0.22887	2.41939			-0.23837	2.59829			-0.06926	-0.55434			-0.06207	-0.1172			-0.6939	-0.15206			-0.17508	-1.85325
		-0.22861	2.43529			-0.23818	2.51023			-0.0691	-0.53402			-0.06197	-0.0565			-0.69301	-0.22834			-0.17479	-1.72988
		-0.2281	2.45643			-0.238	2.55189			-0.06898	-0.60069			-0.06186	-0.12919			-0.69057	-0.42361			-0.17451	-1.81022
		-0.22754	2.44783			-0.23752	2.57275			-0.0689	-0.52385			-0.0618	-0.05743			-0.68961	0.48996			-0.17422	-1.8173
		-0.22735	2.44593			-0.23695	2.56845			-0.06872	-0.49258			-0.06168	-0.11353			-0.68637	-0.60608			-0.17394	-1.81966
		-0.22687	2.41485			-0.23668	2.54862			-0.06862	-0.51868			-0.06158	-0.07584			-0.68593	0.04485			-0.17365	-1.82068
		-0.22647	2.46165			-0.23579	2.51382			-0.0685	-0.51837			-0.06147	-0.10139			-0.68247	0.27284			-0.17337	-1.82111
		-0.22587	2.46742			-0.23556	2.52262			-0.06841	-0.59234			-0.0614	-0.08146			-0.68226	-1.25687			-0.17308	-1.82125
		-0.22558	2.46734			-0.23501	2.59876			-0.06831	-0.57573			-0.06127	-0.08274			-0.68069	-1.30623			-0.1728	-1.82122
		-0.22518	2.45531			-0.23467	2.53382			-0.06813	-0.59957			-0.06117	-0.08505			-0.67993	-1.02956			-0.17251	-1.82108
		-0.2247	2.43089			-0.2341	2.53826			-0.06807	-0.54776			-0.06106	-0.11942			-0.67954	0.52417			-0.17223	-1.82086
		-0.22405	2.47029			-0.23403	2.52341			-0.068	-0.58312			-0.06095	-0.08696			-0.67947	0.46726			-0.17194	-1.82059
		-0.22372	2.43042			-0.23373	2.52677			-0.06787	-0.51473			-0.06091	-0.10591			-0.67821	0.87216			-0.17166	-1.82028
		-0.22364	2.4473			-0.23334	2.51481			-0.06767	-0.53643			-0.06081	-0.0864			-0.6779	-0.44157			-0.17137	-1.81994
		-0.22341	2.46621			-0.23283	2.57409			-0.0676	-0.52929			-0.06062	-0.11823			-0.67713	-0.22472			-0.17109	-1.81958
		-0.223	2.46099			-0.23269	2.55635			-0.06742	-0.52759			-0.06053	-0.09228			-0.67488	-1.8124			-0.1708	-1.81921
		-0.22258	2.43619			-0.23237	2.55111			-0.06737	-0.53453			-0.06045	-0.13645			-0.67423	0.99752			-0.17052	-1.81881
		-0.22231	2.46221			-0.23183	2.51312			-0.06723	-0.5236			-0.06039	-0.09818			-0.67205	1.48719			-0.17023	-1.81841
		-0.2219	2.43702			-0.23121	2.55626			-0.06721	-0.5845			-0.0603	-0.10292			-0.67044	0.7611			-0.16995	-1.818
		-0.22158	2.41718			-0.23099	2.57553			-0.06718	-0.51081			-0.06009	-0.0923			-0.66928	-0.39776			-0.16966	-1.81758
		-0.22136	2.45653			-0.23072	2.51084			-0.06706	-0.54167			-0.06008	-0.11992			-0.66779	-1.73651			-0.16938	-1.81715
		-0.2207	2.43963			-0.23056	2.52678			-0.06685	-0.50507			-0.06	-0.0864			-0.66553	-0.31932			-0.16909	-1.81671
		-0.22037	2.50009			-0.22999	2.55858			-0.06665	-0.56898			-0.05995	-0.08359			-0.66317	0.3947			-0.16881	-1.81627
		-0.22033	2.42952			-0.22983	2.57647			-0.06661	-0.62292			-0.05981	-0.06239			-0.66133	0.7359			-0.16852	-1.81583
		-0.21959	2.4643			-0.22958	2.58432			-0.06654	-0.54837			-0.0597	-0.1051			-0.66009	-0.24408			-0.16824	-1.81538
		-0.21938	2.44834			-0.22918	2.51594			-0.06654	-0.54852			-0.05955	-0.07407			-0.6599	-1.13712			-0.16795	-1.81493
		-0.21914	2.46267			-0.22881	2.5387			-0.06615	-0.5133			-0.05946	-0.07962			-0.65835	-1.11954			-0.16767	-1.81447
		-0.21879	2.43808			-0.22854	2.52954			-0.06605	-0.5581			-0.05938	-0.10818			-0.65565	-0.00146			-0.16738	-1.81402
		-0.21796	2.49439			-0.22821	2.53869			-0.066	-0.48004			-0.05927	-0.06453			-0.65486	-0.04725			-0.1671	-1.81355
		-0.21789	2.47506			-0.22768	2.54209			-0.06582	-0.53849			-0.05919	-0.04822			-0.65241	0.22587			-0.16681	-1.81309
		-0.21759	2.43473			-0.22766	2.54815			-0.06569	-0.46895			-0.0591	-0.08413			-0.65036	-1.42086			-0.16652	-1.81263
		-0.21673	2.47876			-0.2273	2.48032			-0.06568	-0.54532			-0.05897	-0.09084			-0.64854	1.32559			-0.16624	-1.81216
		-0.21671	2.49496			-0.2266	2.55084			-0.06556	-0.5104			-0.05889	-0.09052			-0.64829	1.11015			-0.16595	-1.81169
		-0.21649	2.50914			-0.226	2.53852			-0.06549	-0.48777			-0.05885	-0.08962			-0.64797	1.21603			-0.16567	-1.81122
		-0.2163	2.48137			-0.22563	2.53399			-0.06544	-0.5034			-0.05869	-0.07294			-0.64722	-0.09196			-0.16538	-1.81075
		-0.21559	2.4673			-0.2252	2.55924			-0.06532	-0.51115			-0.05862	-0.07493			-0.64479	0.31223			-0.1651	-1.81028
		-0.21499	2.49116			-0.22514	2.56928			-0.06516	-0.51345			-0.05849	-0.12613			-0.64455	-0.70397			-0.16481	-1.8098
		-0.21471	2.50031			-0.22418	2.50118			-0.06504	-0.50536			-0.05839	-0.08759			-0.64421	-0.18877			-0.16453	-1.80933
		-0.21458	2.475			-0.22373	2.5835			-0.06494	-0.54242			-0.05828	-0.10842			-0.64395	0.22624			-0.16424	-1.80885
		-0.21435	2.48197			-0.22352	2.56081			-0.06469	-0.53132			-0.05822	-0.1146			-0.64382	0.46054			-0.16396	-1.80838
		-0.21408	2.49103			-0.22313	2.54406			-0.06463	-0.49518			-0.05808	-0.05221			-0.64145	-0.53154			-0.16367	-1.8079
		-0.21361	2.48096			-0.22297	2.53932			-0.06451	-0.52698			-0.05798	-0.09526			-0.63638	0.02905			-0.16339	-1.80742
		-0.21309	2.47382			-0.22246	2.5532			-0.06448	-0.53708			-0.0578	-0.07063			-0.63636	-0.82904			-0.1631	-1.80694
		-0.21282	2.47694			-0.22206	2.54171			-0.06441	-0.50266			-0.0577	-0.09308			-0.63509	-0.2785			-0.16282	-1.80646
		-0.21254	2.50773			-0.22145	2.51903			-0.06435	-0.63183			-0.05758	-0.0769			-0.63255	-0.51324			-0.16253	-1.80597
		-0.2119	2.48533			-0.22135	2.49787			-0.06426	-0.46737			-0.05747	-0.08454			-0.63146	1.03282			-0.16225	-1.80549
		-0.21172	2.46497			-0.22099	2.53076			-0.06412	-0.50081			-0.05743	-0.09929			-0.63135	-2.08963			-0.16196	-1.80501
		-0.21158	2.48975			-0.22066	2.56987			-0.064	-0.48138			-0.05731	-0.08931			-0.6305	0.12176			-0.16168	-1.80452
		-0.21099	2.46734			-0.22046	2.5158			-0.06387	-0.54138			-0.05723	-0.10123			-0.62986	-1.53043			-0.16139	-1.80404
		-0.21062	2.4325			-0.21979	2.56404			-0.06374	-0.49999			-0.05709	-0.09962			-0.62978	1.70718			-0.16111	-1.80355
		-0.21001	2.45176			-0.21965	2.57131			-0.06362	-0.53934			-0.05698	-0.12893			-0.62785	-0.37505			-0.16082	-1.80307
		-0.20945	2.43514			-0.2194	2.54657			-0.06351	-0.49069			-0.05688	-0.09432			-0.62771	-1.04			-0.16053	-1.80258
		-0.20895	2.45357			-0.21883	2.52645			-0.06344	-0.52267			-0.0568	-0.11048			-0.62675	0.18535			-0.16025	-1.80209
		-0.20866	2.46913			-0.21852	2.52747			-0.06325	-0.54504			-0.05675	-0.07222			-0.62585	0.16548			-0.15996	-1.8016
		-0.20852	2.46064			-0.21838	2.51985			-0.06317	-0.50501			-0.05661	-0.09353			-0.62499	0.75006			-0.15968	-1.80112
		-0.20806	2.45767			-0.21777	2.56302			-0.06306	-0.56085			-0.05653	-0.09456			-0.62293	-0.7686			-0.15939	-1.80063
		-0.20783	2.45142			-0.21736	2.55726			-0.06301	-0.54041			-0.0564	-0.05673			-0.62111	0.96509			-0.15911	-1.80014
		-0.20761	2.50081			-0.21707	2.5579			-0.06284	-0.46422			-0.05633	-0.11676			-0.62075	-1.60111			-0.15882	-1.79965
		-0.20691	2.44474			-0.21654	2.4992			-0.06274	-0.56768			-0.0562	-0.10398			-0.61932	0.08972			-0.15854	-1.79915
		-0.20667	2.47545			-0.21608	2.51247			-0.06271	-0.55082			-0.05606	-0.08583			-0.61898	0.27772			-0.15825	-1.79866
		-0.20625	2.50092			-0.21546	2.56458			-0.06265	-0.46528			-0.05593	-0.09468			-0.6177	0.19621			-0.15797	-1.79817
		-0.20602	2.45047			-0.21494	2.53372			-0.06251	-0.50104			-0.05577	-0.06614			-0.61727	1.47759			-0.15768	-1.79768
		-0.20551	2.45531			-0.21467	2.59948			-0.06233	-0.45506			-0.05568	-0.07754			-0.61539	0.43545			-0.1574	-1.79719
		-0.2052	2.50477			-0.21427	2.57795			-0.0622	-0.42388			-0.05566	-0.09932			-0.61489	-1.79796			-0.15711	-1.79669
		-0.20461	2.40631			-0.21385	2.571			-0.06205	-0.48715			-0.05555	-0.11184			-0.61474	0.47031			-0.15683	-1.7962
		-0.20417	2.44904			-0.21368	2.56794			-0.06198	-0.47868			-0.0555	-0.03343			-0.61397	0.43834			-0.15654	-1.7957
		-0.20389	2.48221			-0.21367	2.52229			-0.06196	-0.51026			-0.05535	-0.08659			-0.61297	1.64683			-0.15625	-1.79521
		-0.20342	2.48102			-0.213	2.52979			-0.06181	-0.45309			-0.0553	-0.08316			-0.61246	-0.21606			-0.15597	-1.79472
		-0.20315	2.50233			-0.21289	2.52052			-0.06163	-0.50033			-0.05521	-0.06649			-0.6122	0.08191			-0.15568	-1.79422
		-0.20275	2.47321			-0.21228	2.54776			-0.06153	-0.52252			-0.05512	-0.06359			-0.6115	1.4569			-0.1554	-1.79372
		-0.20244	2.48177			-0.21223	2.56686			-0.06146	-0.51365			-0.05495	-0.11483			-0.6109	-1.24282			-0.15511	-1.79323
		-0.20201	2.50324			-0.21193	2.57099			-0.06133	-0.47618			-0.05486	-0.07652			-0.60976	0.80026			-0.15483	-1.79273
		-0.20143	2.48081			-0.21136	2.54762			-0.06124	-0.42334			-0.0548	-0.07432			-0.60833	0.75573			-0.15454	-1.79223
		-0.20121	2.46057			-0.21099	2.5783			-0.0612	-0.47578			-0.05478	-0.10697			-0.60587	0.35755			-0.15426	-1.79174
		-0.20064	2.4604			-0.21012	2.54141			-0.06113	-0.4197			-0.05466	-0.08555			-0.60508	0.18792			-0.15397	-1.79124
		-0.2002	2.44985			-0.21008	2.56658			-0.06098	-0.49065			-0.05452	-0.07374			-0.60398	0.09946			-0.15369	-1.79074
		-0.20003	2.4533			-0.20964	2.53711			-0.06091	-0.41512			-0.0543	-0.07215			-0.60311	1.62027			-0.1534	-1.79024
		-0.19972	2.49442			-0.20963	2.5197			-0.06081	-0.43958			-0.05426	-0.07344			-0.59951	0.34205			-0.15312	-1.78974
		-0.19946	2.47128			-0.20892	2.53234			-0.0606	-0.5203			-0.05419	-0.07405			-0.59866	-0.11973			-0.15283	-1.78924
		-0.19928	2.46686			-0.20844	2.56231			-0.06052	-0.50721			-0.05408	-0.06661			-0.59669	0.00432			-0.15255	-1.78874
		-0.19873	2.41995			-0.20833	2.5657			-0.0603	-0.49549			-0.05406	-0.08088			-0.59619	-0.98831			-0.15226	-1.78824
		-0.19858	2.47912			-0.20788	2.54773			-0.06011	-0.51625			-0.05391	-0.09975			-0.59388	-0.99179			-0.15197	-1.78774
		-0.19833	2.48149			-0.20744	2.52723			-0.06002	-0.48024			-0.05378	-0.14662			-0.59384	0.86081			-0.15169	-1.78724
		-0.19761	2.45907			-0.20733	2.57388			-0.05988	-0.52468			-0.05361	-0.10866			-0.59104	-0.34037			-0.1514	-1.78674
		-0.19741	2.45293			-0.20699	2.53735			-0.05982	-0.50935			-0.05355	-0.09091			-0.59067	-1.18733			-0.15112	-1.78623
		-0.19708	2.49793			-0.20662	2.52599			-0.05971	-0.4961			-0.05346	-0.03449			-0.59018	-0.64897			-0.15083	-1.78573
		-0.1965	2.50372			-0.20616	2.54372			-0.05964	-0.48342			-0.0534	-0.07167			-0.58974	-2.01059			-0.15055	-1.78523
		-0.19607	2.47321			-0.20601	2.4935			-0.05953	-0.4539			-0.05324	-0.07839			-0.58571	-0.88605			-0.15026	-1.78473
		-0.19594	2.4606			-0.20538	2.57399			-0.05944	-0.51354			-0.0532	-0.06269			-0.5848	-1.46464			-0.14998	-1.78422
		-0.19555	2.51628			-0.20497	2.5461			-0.05926	-0.54015			-0.05316	-0.08535			-0.58407	-0.43302			-0.14969	-1.78372
		-0.19536	2.47248			-0.20449	2.54668			-0.05922	-0.47566			-0.0531	-0.06948			-0.58133	-0.64935			-0.14941	-1.78321
		-0.19494	2.46665			-0.20393	2.53667			-0.05921	-0.5107			-0.0529	-0.04101			-0.58122	0.70411			-0.14912	-1.78271
		-0.1944	2.47476			-0.20368	2.54417			-0.05899	-0.46651			-0.05284	-0.07948			-0.58049	-0.69564			-0.14883	-1.7822
		-0.19419	2.43301			-0.20327	2.55348			-0.05895	-0.51618			-0.05278	-0.06749			-0.58041	-0.3155			-0.14855	-1.7817
		-0.19363	2.44921			-0.20292	2.59149			-0.0588	-0.41672			-0.05269	-0.09032			-0.57993	-0.01805			-0.14826	-1.78119
		-0.19344	2.48133			-0.2024	2.58901			-0.05855	-0.48722			-0.05259	-0.1002			-0.57801	0.21158			-0.14798	-1.78069
		-0.19301	2.50272			-0.20235	2.5701			-0.05842	-0.45025			-0.05258	-0.10256			-0.57725	1.16516			-0.14769	-1.78018
		-0.19263	2.48306			-0.20165	2.50408			-0.05838	-0.52405			-0.05233	-0.06693			-0.57671	-0.47159			-0.14741	-1.77967
		-0.19213	2.47696			-0.20097	2.57987			-0.05825	-0.42824			-0.05231	-0.07423			-0.57648	-0.15243			-0.14712	-1.77916
		-0.19147	2.46581			-0.20079	2.56379			-0.05811	-0.54255			-0.05217	-0.08276			-0.57509	0.09986			-0.14684	-1.77866
		-0.19118	2.5234			-0.2003	2.55917			-0.05793	-0.4936			-0.05197	-0.06167			-0.5749	-0.20247			-0.14655	-1.77815
		-0.19075	2.41846			-0.19976	2.57878			-0.05787	-0.45032			-0.05194	-0.05328			-0.57326	-0.16101			-0.14627	-1.77764
		-0.1901	2.48994			-0.19928	2.54712			-0.05783	-0.46192			-0.05181	-0.07061			-0.57238	0.17012			-0.14598	-1.77713
		-0.18981	2.48253			-0.19895	2.55139			-0.05776	-0.45751			-0.05168	-0.07008			-0.57206	-0.42267			-0.1457	-1.77662
		-0.18967	2.40114			-0.19847	2.54711			-0.05765	-0.49326			-0.05161	-0.07173			-0.57203	-0.04422			-0.14541	-1.77611
		-0.18949	2.43972			-0.19835	2.55629			-0.05762	-0.47932			-0.05152	-0.0658			-0.56839	0.14683			-0.14512	-1.7756
		-0.18894	2.5112			-0.19794	2.55029			-0.0574	-0.46921			-0.05144	-0.08809			-0.56832	-1.58982			-0.14484	-1.77509
		-0.18838	2.48152			-0.19717	2.528			-0.05725	-0.42909			-0.05132	-0.06017			-0.56727	0.20311			-0.14455	-1.77458
		-0.18747	2.4813			-0.19701	2.54973			-0.05719	-0.45216			-0.05129	-0.0858			-0.56673	-0.28822			-0.14427	-1.77407
		-0.18694	2.4935			-0.19655	2.57579			-0.05695	-0.50514			-0.05119	-0.07306			-0.56532	1.29202			-0.14398	-1.77356
		-0.18678	2.46582			-0.19618	2.5732			-0.05689	-0.50319			-0.05105	-0.11583			-0.56524	0.99217			-0.1437	-1.77305
		-0.18632	2.4857			-0.19568	2.56528			-0.05679	-0.49829			-0.05094	-0.04825			-0.56482	2.0371			-0.14341	-1.77254
		-0.18585	2.49498			-0.19563	2.53166			-0.05668	-0.50252			-0.0508	-0.08621			-0.56436	-0.6589			-0.14313	-1.77202
		-0.18558	2.4716			-0.19484	2.56863			-0.05656	-0.4629			-0.05064	-0.06407			-0.56368	-0.50432			-0.14284	-1.77151
		-0.18522	2.45635			-0.19467	2.56995			-0.0564	-0.39923			-0.0506	-0.07695			-0.56092	-0.82002			-0.14256	-1.771
		-0.18492	2.47637			-0.19426	2.55398			-0.05634	-0.48682			-0.05049	-0.09549			-0.56013	-0.34338			-0.14227	-1.77048
		-0.18477	2.4747			-0.19382	2.53342			-0.05626	-0.48133			-0.05039	-0.08276			-0.55418	-0.68068			-0.14198	-1.76997
		-0.1844	2.52193			-0.19366	2.551			-0.05613	-0.4559			-0.05031	-0.05896			-0.55348	0.21193			-0.1417	-1.76946
		-0.18379	2.49764			-0.19334	2.55003			-0.05602	-0.48314			-0.05016	-0.09383			-0.55114	-1.25098			-0.14141	-1.76894
		-0.18347	2.49298			-0.19318	2.52726			-0.0558	-0.4724			-0.05002	-0.08486			-0.54828	1.6596			-0.14113	-1.76843
		-0.18335	2.44876			-0.19274	2.57167			-0.05568	-0.41754			-0.04999	-0.09182			-0.54687	0.01279			-0.14084	-1.76791
		-0.18289	2.47234			-0.19242	2.58568			-0.0556	-0.40706			-0.04982	-0.076			-0.54593	1.35009			-0.14056	-1.7674
		-0.1826	2.46999			-0.19167	2.59713			-0.05543	-0.45389			-0.04976	-0.07228			-0.54501	-1.15367			-0.14027	-1.76688
		-0.18227	2.47433			-0.19129	2.54453			-0.05535	-0.43924			-0.04968	-0.02295			-0.54252	-2.11436			-0.13999	-1.76636
		-0.18196	2.47578			-0.19096	2.52493			-0.05518	-0.41018			-0.0496	-0.06169			-0.54226	0.7987			-0.1397	-1.76585
		-0.18174	2.47749			-0.19064	2.56273			-0.055	-0.50126			-0.04947	-0.09808			-0.53951	0.3799			-0.13941	-1.76533
		-0.18122	2.48849			-0.19041	2.58181			-0.05491	-0.44707			-0.04936	-0.0527			-0.53864	0.40468			-0.13913	-1.76481
		-0.18087	2.46299			-0.19029	2.55392			-0.05482	-0.4392			-0.0492	-0.08125			-0.53805	0.2408			-0.13884	-1.76429
		-0.18038	2.46221			-0.1901	2.58395			-0.0548	-0.48078			-0.0491	-0.06987			-0.53687	1.85539			-0.13856	-1.76378
		-0.18017	2.46314			-0.18907	2.57431			-0.05469	-0.34875			-0.04902	-0.06112			-0.53599	1.75272			-0.13827	-1.76326
		-0.17988	2.48446			-0.18899	2.56474			-0.05452	-0.38889			-0.04885	-0.03796			-0.53514	-1.32762			-0.13799	-1.76274
		-0.17947	2.46626			-0.18862	2.56467			-0.05446	-0.49187			-0.0487	-0.03274			-0.53482	1.484			-0.1377	-1.76222
		-0.17932	2.48772			-0.1881	2.53964			-0.05432	-0.41179			-0.04868	-0.07826			-0.53281	-0.4946			-0.13742	-1.7617
		-0.17899	2.50541			-0.1875	2.59324			-0.0542	-0.43478			-0.0486	-0.05134			-0.5327	-0.03315			-0.13713	-1.76118
		-0.17856	2.46249			-0.18691	2.5798			-0.05411	-0.46755			-0.04847	-0.06909			-0.53239	0.01805			-0.13684	-1.76066
		-0.17818	2.5006			-0.18666	2.59706			-0.05401	-0.42349			-0.04836	-0.05228			-0.53125	-0.04419			-0.13656	-1.76014
		-0.17758	2.48906			-0.18637	2.55621			-0.05387	-0.48646			-0.04827	-0.08059			-0.52864	0.29431			-0.13627	-1.75962
		-0.17726	2.4583			-0.18622	2.60064			-0.05382	-0.38441			-0.04816	-0.08309			-0.52857	0.80713			-0.13599	-1.7591
		-0.17643	2.48061			-0.18604	2.52015			-0.05366	-0.39241			-0.04803	-0.07298			-0.52279	-0.11377			-0.1357	-1.75857
		-0.17633	2.4615			-0.18521	2.58699			-0.05361	-0.4258			-0.04791	-0.0455			-0.52231	0.43522			-0.13542	-1.75805
		-0.17604	2.51802			-0.18475	2.62215			-0.05351	-0.47089			-0.04788	-0.13455			-0.51967	0.03107			-0.13513	-1.75753
		-0.17544	2.44776			-0.18464	2.56699			-0.05332	-0.38085			-0.04777	-0.10825			-0.51925	-0.89907			-0.13485	-1.75701
		-0.17482	2.47922			-0.18413	2.58406			-0.05327	-0.37135			-0.04768	-0.07197			-0.51875	-0.82627			-0.13456	-1.75648
		-0.17427	2.49727			-0.18353	2.55057			-0.05314	-0.44251			-0.04758	-0.09838			-0.51864	-0.19241			-0.13427	-1.75596
		-0.17399	2.45519			-0.18332	2.58029			-0.05303	-0.45209			-0.04746	-0.07491			-0.5168	0.27177			-0.13399	-1.75544
		-0.17349	2.50382			-0.1832	2.58152			-0.05293	-0.41892			-0.04736	-0.08428			-0.51658	0.34085			-0.1337	-1.75491
		-0.17339	2.45301			-0.18304	2.53993			-0.05273	-0.38165			-0.04725	-0.07431			-0.51129	-0.01705			-0.13342	-1.75439
		-0.17299	2.49643			-0.18268	2.56549			-0.05253	-0.43657			-0.04708	-0.09756			-0.51001	-0.93975			-0.13313	-1.75386
		-0.17225	2.47742			-0.18242	2.57275			-0.0525	-0.44764			-0.04698	-0.0682			-0.50956	-0.03357			-0.13285	-1.75334
		-0.17201	2.51136			-0.18188	2.58823			-0.05239	-0.39994			-0.04694	-0.08918			-0.50921	0.77303			-0.13256	-1.75281
		-0.17138	2.46198			-0.1812	2.57165			-0.05231	-0.35961			-0.04685	-0.08315			-0.50834	0.05065			-0.13228	-1.75228
		-0.17096	2.45504			-0.18083	2.57876			-0.05225	-0.37456			-0.04675	-0.0689			-0.50815	-0.10618			-0.13199	-1.75176
		-0.17087	2.45932			-0.18033	2.54397			-0.05222	-0.3114			-0.04671	-0.05794			-0.5068	-0.20403			-0.1317	-1.75123
		-0.17034	2.49527			-0.18029	2.59889			-0.05208	-0.41346			-0.04655	-0.0734			-0.50571	-0.60576			-0.13142	-1.7507
		-0.17029	2.488			-0.18009	2.56239			-0.05191	-0.40102			-0.0465	-0.0564			-0.50195	-2.32104			-0.13113	-1.75017
		-0.16998	2.45225			-0.17954	2.58813			-0.05189	-0.48883			-0.0463	-0.09404			-0.5011	-0.84702			-0.13085	-1.74965
		-0.1694	2.48597			-0.17928	2.52051			-0.05172	-0.38385			-0.04626	-0.08883			-0.50001	-1.06761			-0.13056	-1.74912
		-0.16917	2.45795			-0.17883	2.51037			-0.05156	-0.38173			-0.04606	-0.05829			-0.49986	1.53355			-0.13028	-1.74859
		-0.16909	2.47038			-0.17849	2.57954			-0.05145	-0.36069			-0.04602	-0.05854			-0.4998	1.01192			-0.12999	-1.74806
		-0.1683	2.53363			-0.17801	2.55031			-0.05129	-0.43169			-0.04587	-0.05097			-0.4982	0.40868			-0.12971	-1.74753
		-0.16804	2.52248			-0.17786	2.56178			-0.05115	-0.38109			-0.04582	-0.03727			-0.497	-0.06432			-0.12942	-1.747
		-0.16743	2.4785			-0.17735	2.57765			-0.05107	-0.42509			-0.0457	-0.06115			-0.49505	-0.13916			-0.12913	-1.74647
		-0.1672	2.46715			-0.17721	2.55564			-0.05095	-0.49922			-0.0456	-0.06322			-0.49428	-0.02147			-0.12885	-1.74594
		-0.16672	2.51852			-0.17674	2.6028			-0.05089	-0.44264			-0.04551	-0.08653			-0.49241	-2.35655			-0.12856	-1.74541
		-0.16623	2.46201			-0.17588	2.51358			-0.05083	-0.38528			-0.0454	-0.06702			-0.49012	0.72245			-0.12828	-1.74488
		-0.16562	2.49446			-0.1757	2.55412			-0.05061	-0.4744			-0.04534	-0.04969			-0.48962	0.51992			-0.12799	-1.74434
		-0.16526	2.51687			-0.1751	2.54553			-0.05052	-0.41691			-0.04516	-0.06648			-0.48959	0.55007			-0.12771	-1.74381
		-0.16522	2.4851			-0.175	2.56433			-0.05045	-0.43773			-0.04515	-0.05141			-0.48943	-0.0851			-0.12742	-1.74328
		-0.1649	2.46615			-0.17469	2.59411			-0.05043	-0.42008			-0.04503	-0.10453			-0.48712	-0.98233			-0.12713	-1.74275
