# Interacting fermions (standard model)
# Delta=1, W=1.0
# Mean gap ratio <r> 
# L <r>
1.000000000000000000e+01 5.301951183326750749e-01
1.200000000000000000e+01 5.309709710202250577e-01
1.400000000000000000e+01 5.305503707033750738e-01
1.600000000000000000e+01 5.308024871015036839e-01
