# Interacting fermions (standard model)
# Delta=1, W=2.0
# Mean gap ratio <r> 
# L <r>
1.000000000000000000e+01 4.869194656538249899e-01
1.200000000000000000e+01 4.935145956692499336e-01
1.400000000000000000e+01 5.049234922188999830e-01
1.600000000000000000e+01 5.163465906744749701e-01
