# Interacting fermions (standard model)
# Delta=1, W=8.0
# Mean gap ratio <r> 
# L <r>
1.000000000000000000e+01 3.951058970606999843e-01
1.200000000000000000e+01 3.900780583669000157e-01
1.400000000000000000e+01 3.880340066673499955e-01
1.600000000000000000e+01 3.873200136379391090e-01
