# Interacting fermions (rescaled model)
# W=10.0
# Mean gap ratio <r> 
# L <r>
1.000000000000000000e+01 4.906374107377999838e-01
1.200000000000000000e+01 4.994868369007000597e-01
1.400000000000000000e+01 5.122502573799014858e-01
1.600000000000000000e+01 5.212951418466726938e-01
