# Long-range Heisenberg model
# L = 20, J = 1.0, Delta = 1.0
# Heatmap of integrated spin conductivity I(omega)
# alpha, omega, I(omega)

1 0.0000000000000000 8.15407e-07
1 9.99999999999999955E-007 2.08046e-06
1 1.99999999999999991E-006 2.90257e-06
1 3.00000000000000008E-006 3.63845e-06
1 3.99999999999999982E-006 4.07103e-06
1 5.00000000000000041E-006 5.48573e-06
1 6.00000000000000015E-006 6.87743e-06
1 6.99999999999999989E-006 7.78335e-06
1 7.99999999999999964E-006 8.0563e-06
1 9.00000000000000023E-006 8.6194e-06
1 1.00000000000000008E-005 9.23831e-06
1 1.09999999999999997E-005 1.02553e-05
1 1.20000000000000003E-005 1.15239e-05
1 1.29999999999999992E-005 1.25043e-05
1 1.39999999999999998E-005 1.36228e-05
1 1.50000000000000004E-005 1.46842e-05
1 1.59999999999999993E-005 1.6731e-05
1 1.69999999999999999E-005 1.84605e-05
1 1.80000000000000005E-005 1.91997e-05
1 1.90000000000000010E-005 2.00752e-05
1 2.00000000000000016E-005 2.06729e-05
1 2.09999999999999988E-005 2.14434e-05
1 2.19999999999999994E-005 2.18147e-05
1 2.30000000000000000E-005 2.25397e-05
1 2.40000000000000006E-005 2.34085e-05
1 2.50000000000000012E-005 2.39976e-05
1 2.59999999999999984E-005 2.4469e-05
1 2.69999999999999990E-005 2.49294e-05
1 2.79999999999999996E-005 2.56038e-05
1 2.90000000000000002E-005 2.62439e-05
1 3.00000000000000008E-005 2.66578e-05
1 3.10000000000000014E-005 2.73281e-05
1 3.19999999999999986E-005 2.78005e-05
1 3.30000000000000025E-005 2.84237e-05
1 3.39999999999999997E-005 2.91165e-05
1 3.49999999999999969E-005 3.07591e-05
1 3.60000000000000009E-005 3.17429e-05
1 3.69999999999999981E-005 3.28658e-05
1 3.80000000000000021E-005 3.46498e-05
1 3.89999999999999993E-005 3.51662e-05
1 4.00000000000000033E-005 3.78331e-05
1 4.10000000000000005E-005 3.82147e-05
1 4.19999999999999977E-005 3.87284e-05
1 4.30000000000000017E-005 3.95808e-05
1 4.39999999999999989E-005 4.06041e-05
1 4.50000000000000028E-005 4.1707e-05
1 4.60000000000000000E-005 4.29914e-05
1 4.69999999999999972E-005 4.39188e-05
1 4.80000000000000012E-005 4.48982e-05
1 4.89999999999999984E-005 4.56418e-05
1 5.00000000000000024E-005 4.63983e-05
1 5.09999999999999996E-005 4.70279e-05
1 5.19999999999999968E-005 4.78345e-05
1 5.30000000000000008E-005 4.90468e-05
1 5.39999999999999980E-005 4.97926e-05
1 5.50000000000000020E-005 5.07275e-05
1 5.59999999999999992E-005 5.11924e-05
1 5.70000000000000031E-005 5.1745e-05
1 5.80000000000000003E-005 5.28697e-05
1 5.89999999999999975E-005 5.37752e-05
1 6.00000000000000015E-005 5.44704e-05
1 6.09999999999999987E-005 5.51309e-05
1 6.20000000000000027E-005 5.6655e-05
1 6.29999999999999999E-005 5.73091e-05
1 6.39999999999999971E-005 5.79424e-05
1 6.49999999999999943E-005 5.83866e-05
1 6.60000000000000051E-005 5.91861e-05
1 6.70000000000000023E-005 5.98167e-05
1 6.79999999999999995E-005 6.08672e-05
1 6.89999999999999967E-005 6.18893e-05
1 6.99999999999999939E-005 6.48038e-05
1 7.10000000000000046E-005 6.55861e-05
1 7.20000000000000018E-005 6.61371e-05
1 7.29999999999999990E-005 6.74047e-05
1 7.39999999999999962E-005 6.88454e-05
1 7.49999999999999934E-005 7.07907e-05
1 7.60000000000000042E-005 7.13899e-05
1 7.70000000000000014E-005 7.2595e-05
1 7.79999999999999986E-005 7.34315e-05
1 7.89999999999999958E-005 7.42497e-05
1 8.00000000000000065E-005 7.55368e-05
1 8.10000000000000037E-005 7.62095e-05
1 8.20000000000000009E-005 7.8731e-05
1 8.29999999999999981E-005 7.96058e-05
1 8.39999999999999954E-005 8.00919e-05
1 8.50000000000000061E-005 8.16879e-05
1 8.60000000000000033E-005 8.21617e-05
1 8.70000000000000005E-005 8.26881e-05
1 8.79999999999999977E-005 8.36535e-05
1 8.89999999999999949E-005 8.42887e-05
1 9.00000000000000057E-005 8.49175e-05
1 9.10000000000000029E-005 8.69644e-05
1 9.20000000000000001E-005 8.75978e-05
1 9.29999999999999973E-005 8.81417e-05
1 9.39999999999999945E-005 8.88869e-05
1 9.50000000000000052E-005 8.93999e-05
1 9.60000000000000024E-005 9.05344e-05
1 9.69999999999999996E-005 9.17029e-05
1 9.79999999999999968E-005 9.22004e-05
1 9.89999999999999940E-005 9.30965e-05
1 1.00000000000000005E-004 9.38721e-05
1 1.10000000000000004E-004 0.000102399
1 1.20000000000000003E-004 0.000112506
1 1.29999999999999989E-004 0.000124987
1 1.39999999999999988E-004 0.000132477
1 1.49999999999999987E-004 0.000140813
1 1.60000000000000013E-004 0.000148991
1 1.70000000000000012E-004 0.000157895
1 1.80000000000000011E-004 0.000166911
1 1.90000000000000010E-004 0.000174967
1 2.00000000000000010E-004 0.000186352
1 2.10000000000000009E-004 0.000195943
1 2.20000000000000008E-004 0.000204515
1 2.30000000000000007E-004 0.000214625
1 2.40000000000000006E-004 0.000224184
1 2.50000000000000005E-004 0.000233029
1 2.59999999999999977E-004 0.000243252
1 2.70000000000000003E-004 0.000255075
1 2.79999999999999975E-004 0.000270741
1 2.90000000000000002E-004 0.000280243
1 2.99999999999999974E-004 0.000290273
1 3.10000000000000000E-004 0.0002996
1 3.20000000000000026E-004 0.000310058
1 3.29999999999999998E-004 0.000318392
1 3.40000000000000024E-004 0.000328849
1 3.49999999999999996E-004 0.000342802
1 3.60000000000000023E-004 0.000354181
1 3.69999999999999995E-004 0.000365272
1 3.80000000000000021E-004 0.000375336
1 3.89999999999999993E-004 0.000385187
1 4.00000000000000019E-004 0.000405042
1 4.09999999999999991E-004 0.000412553
1 4.20000000000000017E-004 0.000420249
1 4.29999999999999989E-004 0.000428386
1 4.40000000000000016E-004 0.000436868
1 4.49999999999999988E-004 0.000448244
1 4.60000000000000014E-004 0.000456475
1 4.69999999999999986E-004 0.000466427
1 4.80000000000000012E-004 0.00047813
1 4.89999999999999984E-004 0.00048968
1 5.00000000000000010E-004 0.000498558
1 5.10000000000000037E-004 0.000508905
1 5.19999999999999954E-004 0.000519076
1 5.29999999999999981E-004 0.00053581
1 5.40000000000000007E-004 0.000546541
1 5.50000000000000033E-004 0.000557681
1 5.59999999999999951E-004 0.000566041
1 5.69999999999999977E-004 0.000576833
1 5.80000000000000003E-004 0.000584861
1 5.90000000000000030E-004 0.000597519
1 5.99999999999999947E-004 0.000606218
1 6.09999999999999974E-004 0.00061718
1 6.20000000000000000E-004 0.000627716
1 6.30000000000000026E-004 0.000636903
1 6.40000000000000052E-004 0.000647307
1 6.49999999999999970E-004 0.000659111
1 6.59999999999999996E-004 0.000669023
1 6.70000000000000023E-004 0.000676235
1 6.80000000000000049E-004 0.000684767
1 6.89999999999999967E-004 0.000695222
1 6.99999999999999993E-004 0.00070509
1 7.10000000000000019E-004 0.000717459
1 7.20000000000000045E-004 0.000725909
1 7.29999999999999963E-004 0.000733749
1 7.39999999999999989E-004 0.000744083
1 7.50000000000000016E-004 0.000756131
1 7.60000000000000042E-004 0.000765811
1 7.69999999999999960E-004 0.00077489
1 7.79999999999999986E-004 0.000785399
1 7.90000000000000012E-004 0.000794609
1 8.00000000000000038E-004 0.000807681
1 8.09999999999999956E-004 0.0008171
1 8.19999999999999982E-004 0.000825217
1 8.30000000000000009E-004 0.000836592
1 8.40000000000000035E-004 0.000857778
1 8.49999999999999953E-004 0.000872597
1 8.59999999999999979E-004 0.000882262
1 8.70000000000000005E-004 0.000889835
1 8.80000000000000031E-004 0.000900643
1 8.89999999999999949E-004 0.000909799
1 8.99999999999999975E-004 0.000917708
1 9.10000000000000002E-004 0.000925914
1 9.20000000000000028E-004 0.000939142
1 9.30000000000000054E-004 0.000950081
1 9.39999999999999972E-004 0.000960377
1 9.49999999999999998E-004 0.000969814
1 9.60000000000000024E-004 0.000979547
1 9.70000000000000051E-004 0.000987376
1 9.79999999999999968E-004 0.000996539
1 9.89999999999999995E-004 0.00100601
1 1.00000000000000002E-003 0.0010167
1 1.10000000000000007E-003 0.0011259
1 1.19999999999999989E-003 0.00123365
1 1.29999999999999994E-003 0.00133846
1 1.39999999999999999E-003 0.00144838
1 1.50000000000000003E-003 0.00154663
1 1.60000000000000008E-003 0.00163484
1 1.69999999999999991E-003 0.0017307
1 1.79999999999999995E-003 0.00183524
1 1.90000000000000000E-003 0.00194924
1 2.00000000000000004E-003 0.00205853
1 2.09999999999999987E-003 0.00215841
1 2.20000000000000013E-003 0.00226424
1 2.29999999999999996E-003 0.00235685
1 2.39999999999999979E-003 0.00246782
