# J1-J2 AHM model
# L = 18, J = 1.0, Delta = 0.2
# Heatmap of integrated spin conductivity I(omega)
# alpha, omega, I(omega)

1 1.6000000000000001E-004 0.000373375
1 1.7000000000000001E-004 0.000382649
1 1.8000000000000001E-004 0.000397375
1 1.9000000000000001E-004 0.000427222
1 2.0000000000000001E-004 0.000453616
1 2.1000000000000001E-004 0.000473446
1 2.2000000000000001E-004 0.000489425
1 2.3000000000000001E-004 0.000509707
1 2.4000000000000001E-004 0.000525696
1 2.5000000000000001E-004 0.000550258
1 2.5999999999999998E-004 0.000569045
1 2.7000000000000000E-004 0.000605679
1 2.7999999999999998E-004 0.000631603
1 2.9000000000000000E-004 0.000653995
1 2.9999999999999997E-004 0.000679412
1 3.1000000000000000E-004 0.000708511
1 3.2000000000000003E-004 0.00072177
1 3.3000000000000000E-004 0.000736296
1 3.4000000000000002E-004 0.000755836
1 3.5000000000000000E-004 0.000772178
1 3.6000000000000002E-004 0.00080342
1 3.6999999999999999E-004 0.000820184
1 3.8000000000000002E-004 0.000848532
1 3.8999999999999999E-004 0.0008803
1 4.0000000000000002E-004 0.000894374
1 4.0999999999999999E-004 0.000917163
1 4.2000000000000002E-004 0.000934408
1 4.2999999999999999E-004 0.000946014
1 4.4000000000000002E-004 0.000956921
1 4.4999999999999999E-004 0.000987338
1 4.6000000000000001E-004 0.00102285
1 4.6999999999999999E-004 0.00103937
1 4.8000000000000001E-004 0.0010666
1 4.8999999999999998E-004 0.00112468
1 5.0000000000000001E-004 0.00114038
1 5.1000000000000004E-004 0.0011952
1 5.1999999999999995E-004 0.00134778
1 5.2999999999999998E-004 0.00136616
1 5.4000000000000001E-004 0.00138158
1 5.5000000000000003E-004 0.00140544
1 5.5999999999999995E-004 0.00143602
1 5.6999999999999998E-004 0.00145217
1 5.8000000000000000E-004 0.0014713
1 5.9000000000000003E-004 0.0014915
1 5.9999999999999995E-004 0.00151167
1 6.0999999999999997E-004 0.00154259
1 6.2000000000000000E-004 0.00157454
1 6.3000000000000003E-004 0.001601
1 6.4000000000000005E-004 0.00162083
1 6.4999999999999997E-004 0.00163573
1 6.6000000000000000E-004 0.00166338
1 6.7000000000000002E-004 0.00167663
1 6.8000000000000005E-004 0.00169664
1 6.8999999999999997E-004 0.00170876
1 6.9999999999999999E-004 0.00173872
1 7.1000000000000002E-004 0.00175697
1 7.2000000000000005E-004 0.00178733
1 7.2999999999999996E-004 0.00182868
1 7.3999999999999999E-004 0.00184414
1 7.5000000000000002E-004 0.00185523
1 7.6000000000000004E-004 0.00187771
1 7.6999999999999996E-004 0.00190742
1 7.7999999999999999E-004 0.00192962
1 7.9000000000000001E-004 0.00195105
1 8.0000000000000004E-004 0.00196502
1 8.0999999999999996E-004 0.0019911
1 8.1999999999999998E-004 0.00202188
1 8.3000000000000001E-004 0.00204088
1 8.4000000000000003E-004 0.0020595
1 8.4999999999999995E-004 0.00207885
1 8.5999999999999998E-004 0.00209271
1 8.7000000000000001E-004 0.00211814
1 8.8000000000000003E-004 0.00215378
1 8.8999999999999995E-004 0.0021742
1 8.9999999999999998E-004 0.00218928
1 9.1000000000000000E-004 0.00224537
1 9.2000000000000003E-004 0.00226906
1 9.3000000000000005E-004 0.00229239
1 9.3999999999999997E-004 0.00231719
1 9.5000000000000000E-004 0.00233427
1 9.6000000000000002E-004 0.00235458
1 9.7000000000000005E-004 0.00238527
1 9.7999999999999997E-004 0.00240048
1 9.8999999999999999E-004 0.00241543
1 1.0000000000000000E-003 0.00244145
1 1.1000000000000001E-003 0.00268393
1 1.1999999999999999E-003 0.0030327
1 1.2999999999999999E-003 0.00331125
1 1.4000000000000000E-003 0.00350869
1 1.5000000000000000E-003 0.00401978
1 1.6000000000000001E-003 0.00429095
1 1.6999999999999999E-003 0.00450454
1 1.8000000000000000E-003 0.00471611
1 1.9000000000000000E-003 0.00512171
1 2.0000000000000000E-003 0.00536047
1 2.0999999999999999E-003 0.00558565
1 2.2000000000000001E-003 0.00581006
1 2.3000000000000000E-003 0.00641774
1 2.3999999999999998E-003 0.00671305
1 2.5000000000000001E-003 0.00714498
1 2.5999999999999999E-003 0.00734273
1 2.7000000000000001E-003 0.00785341
1 2.8000000000000000E-003 0.00805651
1 2.8999999999999998E-003 0.0082981
1 3.0000000000000001E-003 0.00856248
1 3.0999999999999999E-003 0.00882412
1 3.2000000000000002E-003 0.00920607
1 3.3000000000000000E-003 0.00950075
1 3.3999999999999998E-003 0.00968678
1 3.5000000000000001E-003 0.00987422
1 3.5999999999999999E-003 0.0100696
1 3.7000000000000002E-003 0.0103141
1 3.8000000000000000E-003 0.0105873
1 3.8999999999999998E-003 0.0107758
1 4.0000000000000001E-003 0.0110039
1 4.1000000000000003E-003 0.0112036
1 4.1999999999999997E-003 0.0114339
1 4.3000000000000000E-003 0.0116622
1 4.4000000000000003E-003 0.0118722
1 4.4999999999999997E-003 0.0120961
1 4.5999999999999999E-003 0.0123789
1 4.7000000000000002E-003 0.0125904
1 4.7999999999999996E-003 0.0128104
1 4.8999999999999998E-003 0.0132206
1 5.0000000000000001E-003 0.0134511
1 5.1000000000000004E-003 0.0138335
1 5.1999999999999998E-003 0.014022
1 5.3000000000000000E-003 0.014233
1 5.4000000000000003E-003 0.014505
1 5.4999999999999997E-003 0.0147498
1 5.5999999999999999E-003 0.0149852
1 5.7000000000000002E-003 0.0152507
1 5.7999999999999996E-003 0.0155006
1 5.8999999999999999E-003 0.015735
1 6.0000000000000001E-003 0.0160014
1 6.1000000000000004E-003 0.0162767
1 6.1999999999999998E-003 0.0165147
1 6.3000000000000000E-003 0.0167734
1 6.4000000000000003E-003 0.0170447
1 6.4999999999999997E-003 0.0172617
1 6.6000000000000000E-003 0.0176449
1 6.7000000000000002E-003 0.0179292
1 6.7999999999999996E-003 0.0181327
1 6.8999999999999999E-003 0.0186842
1 7.0000000000000001E-003 0.0188844
1 7.1000000000000004E-003 0.019089
1 7.1999999999999998E-003 0.019462
1 7.3000000000000001E-003 0.0197359
1 7.4000000000000003E-003 0.0202324
1 7.4999999999999997E-003 0.0204726
1 7.6000000000000000E-003 0.0207432
1 7.7000000000000002E-003 0.0210643
1 7.7999999999999996E-003 0.0213463
1 7.9000000000000008E-003 0.0215624
1 8.0000000000000002E-003 0.0217976
1 8.0999999999999996E-003 0.0220278
1 8.2000000000000007E-003 0.0222188
1 8.3000000000000001E-003 0.0223904
1 8.3999999999999995E-003 0.0225628
1 8.5000000000000006E-003 0.0227988
1 8.6000000000000000E-003 0.0230685
1 8.6999999999999994E-003 0.0233003
1 8.8000000000000005E-003 0.0235262
1 8.8999999999999999E-003 0.0237376
1 8.9999999999999993E-003 0.0239761
1 9.1000000000000004E-003 0.0241809
1 9.1999999999999998E-003 0.0244081
1 9.2999999999999992E-003 0.0247795
1 9.4000000000000004E-003 0.0249522
1 9.4999999999999998E-003 0.0251755
1 9.5999999999999992E-003 0.0254163
1 9.7000000000000003E-003 0.0256415
1 9.7999999999999997E-003 0.0258213
1 9.9000000000000008E-003 0.0262199
1 1.0000000000000000E-002 0.0264219
1 1.0999999999999999E-002 0.0288199
1 1.2000000000000000E-002 0.0313792
1 1.2999999999999999E-002 0.0343683
1 1.4000000000000000E-002 0.0372168
1 1.4999999999999999E-002 0.0395934
1 1.6000000000000000E-002 0.0419647
1 1.7000000000000001E-002 0.044196
1 1.7999999999999999E-002 0.0466484
1 1.9000000000000000E-002 0.0489111
1 2.0000000000000000E-002 0.0512398
1 2.1000000000000001E-002 0.0539186
1 2.1999999999999999E-002 0.0563824
1 2.3000000000000000E-002 0.0584028
1 2.4000000000000000E-002 0.0606851
1 2.5000000000000001E-002 0.0631788
1 2.5999999999999999E-002 0.0653544
1 2.7000000000000000E-002 0.067593
1 2.8000000000000001E-002 0.0701123
1 2.9000000000000001E-002 0.0726607
1 2.9999999999999999E-002 0.0748961
1 3.1000000000000000E-002 0.0774109
1 3.2000000000000001E-002 0.0796917
1 3.3000000000000002E-002 0.0820502
1 3.4000000000000002E-002 0.0845948
1 3.5000000000000003E-002 0.0869946
1 3.5999999999999997E-002 0.0891996
1 3.6999999999999998E-002 0.0915894
1 3.7999999999999999E-002 0.0936781
1 3.9000000000000000E-002 0.0959984
1 4.0000000000000001E-002 0.0983159
1 4.1000000000000002E-002 0.100611
1 4.2000000000000003E-002 0.102669
1 4.2999999999999997E-002 0.104946
1 4.3999999999999997E-002 0.107115
1 4.4999999999999998E-002 0.109137
1 4.5999999999999999E-002 0.111234
1 4.7000000000000000E-002 0.11324
1 4.8000000000000001E-002 0.115473
1 4.9000000000000002E-002 0.117649
1 5.0000000000000003E-002 0.119808
1 5.0999999999999997E-002 0.121939
1 5.1999999999999998E-002 0.124061
1 5.2999999999999999E-002 0.126116
1 5.3999999999999999E-002 0.12802
1 5.5000000000000000E-002 0.13007
1 5.6000000000000001E-002 0.132104
1 5.7000000000000002E-002 0.134105
1 5.8000000000000003E-002 0.135943
1 5.8999999999999997E-002 0.13798
1 5.9999999999999998E-002 0.13976
1 6.0999999999999999E-002 0.141823
1 6.2000000000000000E-002 0.143951
1 6.3000000000000000E-002 0.145768
1 6.4000000000000001E-002 0.147568
1 6.5000000000000002E-002 0.14935
1 6.6000000000000003E-002 0.151328
1 6.7000000000000004E-002 0.153078
1 6.8000000000000005E-002 0.154834
1 6.9000000000000006E-002 0.156647
1 7.0000000000000007E-002 0.158533
1 7.0999999999999994E-002 0.16023
1 7.1999999999999995E-002 0.162134
1 7.2999999999999995E-002 0.164103
1 7.3999999999999996E-002 0.165961
1 7.4999999999999997E-002 0.167723
1 7.5999999999999998E-002 0.169484
1 7.6999999999999999E-002 0.171256
1 7.8000000000000000E-002 0.172995
1 7.9000000000000001E-002 0.174793
1 8.0000000000000002E-002 0.176573
1 8.1000000000000003E-002 0.178387
1 8.2000000000000003E-002 0.18006
1 8.3000000000000004E-002 0.18175
1 8.4000000000000005E-002 0.183446
1 8.5000000000000006E-002 0.184963
1 8.5999999999999993E-002 0.1867
1 8.6999999999999994E-002 0.188338
1 8.7999999999999995E-002 0.189884
1 8.8999999999999996E-002 0.191522
1 8.9999999999999997E-002 0.193195
1 9.0999999999999998E-002 0.195031
1 9.1999999999999998E-002 0.196625
1 9.2999999999999999E-002 0.198285
1 9.4000000000000000E-002 0.199885
1 9.5000000000000001E-002 0.20154
1 9.6000000000000002E-002 0.203101
1 9.7000000000000003E-002 0.204667
1 9.8000000000000004E-002 0.206219
1 9.9000000000000005E-002 0.207883
1 0.10000000000000001 0.209473
1 0.11000000000000000 0.224885
1 0.12000000000000000 0.239899
1 0.13000000000000000 0.25434
1 0.14000000000000001 0.268044
1 0.14999999999999999 0.281326
1 0.16000000000000000 0.294602
1 0.17000000000000001 0.307312
1 0.17999999999999999 0.319681
1 0.19000000000000000 0.33195
1 0.20000000000000001 0.343858
1 0.20999999999999999 0.355473
1 0.22000000000000000 0.366956
1 0.23000000000000001 0.378229
1 0.23999999999999999 0.389129
1 0.25000000000000000 0.399793
1 0.26000000000000001 0.410396
1 0.27000000000000002 0.420866
1 0.28000000000000003 0.431004
1 0.28999999999999998 0.441194
1 0.29999999999999999 0.451116
1 0.31000000000000000 0.460872
1 0.32000000000000001 0.470661
1 0.33000000000000002 0.480101
1 0.34000000000000002 0.489323
1 0.34999999999999998 0.498524
1 0.35999999999999999 0.507642
1 0.37000000000000000 0.516485
1 0.38000000000000000 0.525224
1 0.39000000000000001 0.533806
1 0.40000000000000002 0.542251
1 0.40999999999999998 0.550374
1 0.41999999999999998 0.558356
1 0.42999999999999999 0.566187
1 0.44000000000000000 0.573839
1 0.45000000000000001 0.581223
1 0.46000000000000002 0.588416
1 0.46999999999999997 0.595506
1 0.47999999999999998 0.602413
1 0.48999999999999999 0.609049
1 0.50000000000000000 0.615559
1 0.51000000000000001 0.621898
1 0.52000000000000002 0.628015
1 0.53000000000000003 0.634051
1 0.54000000000000004 0.639904
1 0.55000000000000004 0.645589
1 0.56000000000000005 0.651141
1 0.56999999999999995 0.656521
1 0.57999999999999996 0.661815
1 0.58999999999999997 0.666953
1 0.59999999999999998 0.671883
1 0.60999999999999999 0.676793
1 0.62000000000000000 0.68158
1 0.63000000000000000 0.686204
1 0.64000000000000001 0.690729
1 0.65000000000000002 0.695171
1 0.66000000000000003 0.699508
1 0.67000000000000004 0.703792
1 0.68000000000000005 0.707925
1 0.68999999999999995 0.712057
1 0.69999999999999996 0.716088
1 0.70999999999999996 0.720028
1 0.71999999999999997 0.723882
1 0.72999999999999998 0.727683
1 0.73999999999999999 0.731477
1 0.75000000000000000 0.735166
1 0.76000000000000001 0.73881
1 0.77000000000000002 0.742356
1 0.78000000000000003 0.745859
1 0.79000000000000004 0.749294
1 0.80000000000000004 0.752727
1 0.81000000000000005 0.756069
1 0.81999999999999995 0.759333
1 0.82999999999999996 0.762563
1 0.83999999999999997 0.765758
1 0.84999999999999998 0.768958
1 0.85999999999999999 0.772107
1 0.87000000000000000 0.775199
1 0.88000000000000000 0.778241
1 0.89000000000000001 0.781228
1 0.90000000000000002 0.784194
1 0.91000000000000003 0.787165
1 0.92000000000000004 0.790083
1 0.93000000000000005 0.793005
1 0.93999999999999995 0.795842
1 0.94999999999999996 0.798673
1 0.95999999999999996 0.80143
1 0.96999999999999997 0.804189
1 0.97999999999999998 0.80696
1 0.98999999999999999 0.809645
1 1.0000000000000000 0.812302
1 1.1000000000000001 0.837422
1 1.2000000000000000 0.860651
1 1.3000000000000000 0.882335
1 1.3999999999999999 0.902374
1 1.5000000000000000 0.920471
1 1.6000000000000001 0.936193
1 1.7000000000000000 0.949331
1 1.8000000000000000 0.960248
1 1.8999999999999999 0.9691
1 2.0000000000000000 0.976207
1 2.1000000000000001 0.981819
1 2.2000000000000002 0.986209
1 2.2999999999999998 0.9896
1 2.3999999999999999 0.992174
1 2.5000000000000000 0.994138
1 2.6000000000000001 0.995634
1 2.7000000000000002 0.996764
1 2.7999999999999998 0.997619
1 2.8999999999999999 0.998262
1 3.0000000000000000 0.998742
1 3.1000000000000001 0.999097
1 3.2000000000000002 0.999353
1 3.2999999999999998 0.999539
1 3.3999999999999999 0.999674
1 3.5000000000000000 0.99977
1 3.6000000000000001 0.999839
1 3.7000000000000002 0.999888
1 3.7999999999999998 0.999923
1 3.8999999999999999 0.999948
1 4.0000000000000000 0.999965
1 4.0999999999999996 0.999976
1 4.2000000000000002 0.999984
1 4.2999999999999998 0.999989
1 4.4000000000000004 0.999993
1 4.5000000000000000 0.999995
1 4.5999999999999996 0.999997
1 4.7000000000000002 0.999998
1 4.7999999999999998 0.999999
1 4.9000000000000004 0.999999
1 5.0000000000000000 1
1 5.0999999999999996 1
1 5.2000000000000002 1
1 5.2999999999999998 1
1 5.4000000000000004 1
1 5.5000000000000000 1
1 5.5999999999999996 1
1 5.7000000000000002 1
1 5.7999999999999998 1
1 5.9000000000000004 1
1 6.0000000000000000 1
1 6.0999999999999996 1
1 6.2000000000000002 1
1 6.2999999999999998 1
1 6.4000000000000004 1
1 6.5000000000000000 1
1 6.5999999999999996 1
1 6.7000000000000002 1
1 6.7999999999999998 1
1 6.9000000000000004 1
1 7.0000000000000000 1
1 7.0999999999999996 1
1 7.2000000000000002 1
1 7.2999999999999998 1
1 7.4000000000000004 1
1 7.5000000000000000 1
1 7.5999999999999996 1
1 7.7000000000000002 1
1 7.7999999999999998 1
1 7.9000000000000004 1
1 8.0000000000000000 1
1 8.0999999999999996 1
1 8.1999999999999993 1
1 8.3000000000000007 1
1 8.4000000000000004 1
1 8.5000000000000000 1
1 8.5999999999999996 1
1 8.6999999999999993 1
1 8.8000000000000007 1
1 8.9000000000000004 1
1 9.0000000000000000 1
1 9.0999999999999996 1
1 9.1999999999999993 1
1 9.3000000000000007 1
1 9.4000000000000004 1
1 9.5000000000000000 1
1 9.5999999999999996 1
1 9.6999999999999993 1
1 9.8000000000000007 1
1 9.9000000000000004 1
1 10.000000000000000 1

1.1 0.0000000000000000 5.64832e-06
1.1 9.9999999999999995E-007 6.88822e-06
1.1 1.9999999999999999E-006 7.09087e-06
1.1 3.0000000000000001E-006 1.29771e-05
1.1 3.9999999999999998E-006 1.60206e-05
1.1 5.0000000000000004E-006 1.72246e-05
1.1 6.0000000000000002E-006 1.98634e-05
1.1 6.9999999999999999E-006 2.12012e-05
1.1 7.9999999999999996E-006 2.28764e-05
1.1 9.0000000000000002E-006 2.32238e-05
1.1 1.0000000000000001E-005 2.56892e-05
1.1 1.1000000000000000E-005 2.79484e-05
1.1 1.2000000000000000E-005 2.82314e-05
1.1 1.2999999999999999E-005 2.98096e-05
1.1 1.4000000000000000E-005 3.43371e-05
1.1 1.5000000000000000E-005 3.64155e-05
1.1 1.5999999999999999E-005 4.24813e-05
1.1 1.7000000000000000E-005 4.36683e-05
1.1 1.8000000000000000E-005 4.59e-05
1.1 1.9000000000000001E-005 4.5915e-05
1.1 2.0000000000000002E-005 4.80258e-05
1.1 2.0999999999999999E-005 5.01053e-05
1.1 2.1999999999999999E-005 5.11777e-05
1.1 2.3000000000000000E-005 5.31298e-05
1.1 2.4000000000000001E-005 5.44487e-05
1.1 2.5000000000000001E-005 5.74496e-05
1.1 2.5999999999999998E-005 5.91683e-05
1.1 2.6999999999999999E-005 6.02677e-05
1.1 2.8000000000000000E-005 6.11442e-05
1.1 2.9000000000000000E-005 6.60639e-05
1.1 3.0000000000000001E-005 6.8959e-05
1.1 3.1000000000000001E-005 7.15289e-05
1.1 3.1999999999999999E-005 7.35091e-05
1.1 3.3000000000000003E-005 7.41267e-05
1.1 3.4000000000000000E-005 8.37943e-05
1.1 3.4999999999999997E-005 8.48553e-05
1.1 3.6000000000000001E-005 0.000109263
1.1 3.6999999999999998E-005 0.000109337
1.1 3.8000000000000002E-005 0.000111274
1.1 3.8999999999999999E-005 0.000111822
1.1 4.0000000000000003E-005 0.000118436
1.1 4.1000000000000000E-005 0.000118629
1.1 4.1999999999999998E-005 0.000120477
1.1 4.3000000000000002E-005 0.000123037
1.1 4.3999999999999999E-005 0.000127123
1.1 4.5000000000000003E-005 0.000127123
1.1 4.6000000000000000E-005 0.000134429
1.1 4.6999999999999997E-005 0.000135225
1.1 4.8000000000000001E-005 0.000138803
1.1 4.8999999999999998E-005 0.000139221
1.1 5.0000000000000002E-005 0.000143695
1.1 5.1000000000000000E-005 0.000146529
1.1 5.1999999999999997E-005 0.00015152
1.1 5.3000000000000001E-005 0.000151765
1.1 5.3999999999999998E-005 0.000152474
1.1 5.5000000000000002E-005 0.000152619
1.1 5.5999999999999999E-005 0.000156686
1.1 5.7000000000000003E-005 0.000159623
1.1 5.8000000000000000E-005 0.000162488
1.1 5.8999999999999998E-005 0.000163808
1.1 6.0000000000000002E-005 0.000168162
1.1 6.0999999999999999E-005 0.000171736
1.1 6.2000000000000003E-005 0.000182377
1.1 6.3000000000000000E-005 0.000183207
1.1 6.3999999999999997E-005 0.000185435
1.1 6.4999999999999994E-005 0.000185531
1.1 6.6000000000000005E-005 0.00018603
1.1 6.7000000000000002E-005 0.000191007
1.1 6.7999999999999999E-005 0.000191252
1.1 6.8999999999999997E-005 0.00019422
1.1 6.9999999999999994E-005 0.000199728
1.1 7.1000000000000005E-005 0.000201333
1.1 7.2000000000000002E-005 0.00020199
1.1 7.2999999999999999E-005 0.000204501
1.1 7.3999999999999996E-005 0.000205321
1.1 7.4999999999999993E-005 0.000207441
1.1 7.6000000000000004E-005 0.000212308
1.1 7.7000000000000001E-005 0.000215947
1.1 7.7999999999999999E-005 0.000217647
1.1 7.8999999999999996E-005 0.000219071
1.1 8.0000000000000007E-005 0.000220002
1.1 8.1000000000000004E-005 0.000227886
1.1 8.2000000000000001E-005 0.000228013
1.1 8.2999999999999998E-005 0.000228302
1.1 8.3999999999999995E-005 0.000229384
1.1 8.5000000000000006E-005 0.000233924
1.1 8.6000000000000003E-005 0.000234331
1.1 8.7000000000000001E-005 0.000234868
1.1 8.7999999999999998E-005 0.00023708
1.1 8.8999999999999995E-005 0.000237752
1.1 9.0000000000000006E-005 0.000238594
1.1 9.1000000000000003E-005 0.000240475
1.1 9.2000000000000000E-005 0.000242376
1.1 9.2999999999999997E-005 0.000247136
1.1 9.3999999999999994E-005 0.00024791
1.1 9.5000000000000005E-005 0.000248011
1.1 9.6000000000000002E-005 0.000251895
1.1 9.7000000000000000E-005 0.000252345
1.1 9.7999999999999997E-005 0.00025383
1.1 9.8999999999999994E-005 0.000257291
1.1 1.0000000000000000E-004 0.000259374
1.1 1.1000000000000000E-004 0.000287427
1.1 1.2000000000000000E-004 0.000315934
1.1 1.2999999999999999E-004 0.00034359
1.1 1.3999999999999999E-004 0.000364788
1.1 1.4999999999999999E-004 0.000383258
1.1 1.6000000000000001E-004 0.000408575
1.1 1.7000000000000001E-004 0.000434315
1.1 1.8000000000000001E-004 0.000461748
1.1 1.9000000000000001E-004 0.000480752
1.1 2.0000000000000001E-004 0.000503348
1.1 2.1000000000000001E-004 0.000548129
1.1 2.2000000000000001E-004 0.000706154
1.1 2.3000000000000001E-004 0.000723716
1.1 2.4000000000000001E-004 0.000763608
1.1 2.5000000000000001E-004 0.000811887
1.1 2.5999999999999998E-004 0.000859607
1.1 2.7000000000000000E-004 0.000884136
1.1 2.7999999999999998E-004 0.000902594
1.1 2.9000000000000000E-004 0.000919363
1.1 2.9999999999999997E-004 0.00107147
1.1 3.1000000000000000E-004 0.0010975
1.1 3.2000000000000003E-004 0.00112911
1.1 3.3000000000000000E-004 0.00115316
1.1 3.4000000000000002E-004 0.00118245
1.1 3.5000000000000000E-004 0.00121722
1.1 3.6000000000000002E-004 0.00124393
1.1 3.6999999999999999E-004 0.0012711
1.1 3.8000000000000002E-004 0.0012915
1.1 3.8999999999999999E-004 0.00131734
1.1 4.0000000000000002E-004 0.00134984
1.1 4.0999999999999999E-004 0.00138249
1.1 4.2000000000000002E-004 0.00140992
1.1 4.2999999999999999E-004 0.00143236
1.1 4.4000000000000002E-004 0.00146209
1.1 4.4999999999999999E-004 0.00149476
1.1 4.6000000000000001E-004 0.00152855
1.1 4.6999999999999999E-004 0.00154809
1.1 4.8000000000000001E-004 0.00158893
1.1 4.8999999999999998E-004 0.00161726
1.1 5.0000000000000001E-004 0.00163628
1.1 5.1000000000000004E-004 0.00166805
1.1 5.1999999999999995E-004 0.00168246
1.1 5.2999999999999998E-004 0.00169993
1.1 5.4000000000000001E-004 0.00174479
1.1 5.5000000000000003E-004 0.00177248
1.1 5.5999999999999995E-004 0.00179112
1.1 5.6999999999999998E-004 0.00181718
1.1 5.8000000000000000E-004 0.00184142
1.1 5.9000000000000003E-004 0.00185738
1.1 5.9999999999999995E-004 0.00187327
1.1 6.0999999999999997E-004 0.00191817
1.1 6.2000000000000000E-004 0.00193416
1.1 6.3000000000000003E-004 0.00195222
1.1 6.4000000000000005E-004 0.00197683
1.1 6.4999999999999997E-004 0.00201002
1.1 6.6000000000000000E-004 0.00202042
1.1 6.7000000000000002E-004 0.00205127
1.1 6.8000000000000005E-004 0.00207404
1.1 6.8999999999999997E-004 0.00209992
1.1 6.9999999999999999E-004 0.0021142
1.1 7.1000000000000002E-004 0.00215922
1.1 7.2000000000000005E-004 0.00219323
1.1 7.2999999999999996E-004 0.00221477
1.1 7.3999999999999999E-004 0.00223811
