# J1-J2 AHM model
# L = 18, J = 1.0, Delta = 0.6
# Heatmap of integrated spin conductivity I(omega)
# alpha, omega, I(omega)

1 3.2000000000000003E-004 0.00230057
1 3.3000000000000000E-004 0.00235442
1 3.4000000000000002E-004 0.00237567
1 3.5000000000000000E-004 0.00258128
1 3.6000000000000002E-004 0.00262947
1 3.6999999999999999E-004 0.00265583
1 3.8000000000000002E-004 0.00270266
1 3.8999999999999999E-004 0.00273778
1 4.0000000000000002E-004 0.00283908
1 4.0999999999999999E-004 0.00291449
1 4.2000000000000002E-004 0.00293564
1 4.2999999999999999E-004 0.00297415
1 4.4000000000000002E-004 0.00311862
1 4.4999999999999999E-004 0.00320954
1 4.6000000000000001E-004 0.00323701
1 4.6999999999999999E-004 0.00328892
1 4.8000000000000001E-004 0.00338577
1 4.8999999999999998E-004 0.00341289
1 5.0000000000000001E-004 0.00379634
1 5.1000000000000004E-004 0.00383309
1 5.1999999999999995E-004 0.00387378
1 5.2999999999999998E-004 0.00390201
1 5.4000000000000001E-004 0.00398416
1 5.5000000000000003E-004 0.00402599
1 5.5999999999999995E-004 0.00413489
1 5.6999999999999998E-004 0.00416443
1 5.8000000000000000E-004 0.00424129
1 5.9000000000000003E-004 0.00427639
1 5.9999999999999995E-004 0.00433908
1 6.0999999999999997E-004 0.00437107
1 6.2000000000000000E-004 0.00440764
1 6.3000000000000003E-004 0.00448896
1 6.4000000000000005E-004 0.00453913
1 6.4999999999999997E-004 0.00456552
1 6.6000000000000000E-004 0.00468572
1 6.7000000000000002E-004 0.00472554
1 6.8000000000000005E-004 0.00489203
1 6.8999999999999997E-004 0.00491787
1 6.9999999999999999E-004 0.00497073
1 7.1000000000000002E-004 0.00502947
1 7.2000000000000005E-004 0.00508428
1 7.2999999999999996E-004 0.0051276
1 7.3999999999999999E-004 0.00516256
1 7.5000000000000002E-004 0.00523193
1 7.6000000000000004E-004 0.00529227
1 7.6999999999999996E-004 0.00540202
1 7.7999999999999999E-004 0.00543502
1 7.9000000000000001E-004 0.00548048
1 8.0000000000000004E-004 0.00551819
1 8.0999999999999996E-004 0.00554593
1 8.1999999999999998E-004 0.00570709
1 8.3000000000000001E-004 0.00575727
1 8.4000000000000003E-004 0.00582963
1 8.4999999999999995E-004 0.00587626
1 8.5999999999999998E-004 0.0058911
1 8.7000000000000001E-004 0.00591524
1 8.8000000000000003E-004 0.00602106
1 8.8999999999999995E-004 0.00632424
1 8.9999999999999998E-004 0.00638404
1 9.1000000000000000E-004 0.00645292
1 9.2000000000000003E-004 0.00648799
1 9.3000000000000005E-004 0.00653272
1 9.3999999999999997E-004 0.00659464
1 9.5000000000000000E-004 0.00663355
1 9.6000000000000002E-004 0.00667139
1 9.7000000000000005E-004 0.00673071
1 9.7999999999999997E-004 0.00676745
1 9.8999999999999999E-004 0.00681205
1 1.0000000000000000E-003 0.00685031
1 1.1000000000000001E-003 0.00732451
1 1.1999999999999999E-003 0.00790808
1 1.2999999999999999E-003 0.00849669
1 1.4000000000000000E-003 0.00891102
1 1.5000000000000000E-003 0.0101959
1 1.6000000000000001E-003 0.010623
1 1.6999999999999999E-003 0.0114207
1 1.8000000000000000E-003 0.0119856
1 1.9000000000000000E-003 0.0125278
1 2.0000000000000000E-003 0.0133652
1 2.0999999999999999E-003 0.0140407
1 2.2000000000000001E-003 0.0148874
1 2.3000000000000000E-003 0.0155386
1 2.3999999999999998E-003 0.015966
1 2.5000000000000001E-003 0.0163963
1 2.5999999999999999E-003 0.0167663
1 2.7000000000000001E-003 0.0174363
1 2.8000000000000000E-003 0.0179735
1 2.8999999999999998E-003 0.0186113
1 3.0000000000000001E-003 0.019373
1 3.0999999999999999E-003 0.0203109
1 3.2000000000000002E-003 0.020871
1 3.3000000000000000E-003 0.0214272
1 3.3999999999999998E-003 0.0218768
1 3.5000000000000001E-003 0.0224135
1 3.5999999999999999E-003 0.0230244
1 3.7000000000000002E-003 0.0234013
1 3.8000000000000000E-003 0.0243064
1 3.8999999999999998E-003 0.0247912
1 4.0000000000000001E-003 0.0252152
1 4.1000000000000003E-003 0.0258029
1 4.1999999999999997E-003 0.026311
1 4.3000000000000000E-003 0.0268296
1 4.4000000000000003E-003 0.0273942
1 4.4999999999999997E-003 0.0279687
1 4.5999999999999999E-003 0.0283344
1 4.7000000000000002E-003 0.0292047
1 4.7999999999999996E-003 0.0298465
1 4.8999999999999998E-003 0.0302584
1 5.0000000000000001E-003 0.0310175
1 5.1000000000000004E-003 0.0318153
1 5.1999999999999998E-003 0.0322911
1 5.3000000000000000E-003 0.0328808
1 5.4000000000000003E-003 0.0333151
1 5.4999999999999997E-003 0.0338887
1 5.5999999999999999E-003 0.0343053
1 5.7000000000000002E-003 0.034834
1 5.7999999999999996E-003 0.0354172
1 5.8999999999999999E-003 0.0359349
1 6.0000000000000001E-003 0.0365565
1 6.1000000000000004E-003 0.0370934
1 6.1999999999999998E-003 0.0376005
1 6.3000000000000000E-003 0.0380822
1 6.4000000000000003E-003 0.0386563
1 6.4999999999999997E-003 0.0391678
1 6.6000000000000000E-003 0.0396567
1 6.7000000000000002E-003 0.0400721
1 6.7999999999999996E-003 0.0406127
1 6.8999999999999999E-003 0.0410398
1 7.0000000000000001E-003 0.0415946
1 7.1000000000000004E-003 0.0421391
1 7.1999999999999998E-003 0.0427776
1 7.3000000000000001E-003 0.0433005
1 7.4000000000000003E-003 0.0437422
1 7.4999999999999997E-003 0.0441929
1 7.6000000000000000E-003 0.044668
1 7.7000000000000002E-003 0.04521
1 7.7999999999999996E-003 0.045864
1 7.9000000000000008E-003 0.0463573
1 8.0000000000000002E-003 0.0470186
1 8.0999999999999996E-003 0.0476761
1 8.2000000000000007E-003 0.0481096
1 8.3000000000000001E-003 0.0487293
1 8.3999999999999995E-003 0.0492105
1 8.5000000000000006E-003 0.0496497
1 8.6000000000000000E-003 0.0503716
1 8.6999999999999994E-003 0.0512333
1 8.8000000000000005E-003 0.0516826
1 8.8999999999999999E-003 0.0522336
1 8.9999999999999993E-003 0.0526775
1 9.1000000000000004E-003 0.0533714
1 9.1999999999999998E-003 0.0538203
1 9.2999999999999992E-003 0.0542681
1 9.4000000000000004E-003 0.054833
1 9.4999999999999998E-003 0.0552887
1 9.5999999999999992E-003 0.0557601
1 9.7000000000000003E-003 0.0562659
1 9.7999999999999997E-003 0.0567559
1 9.9000000000000008E-003 0.0573046
1 1.0000000000000000E-002 0.0578493
1 1.0999999999999999E-002 0.0626732
1 1.2000000000000000E-002 0.06763
1 1.2999999999999999E-002 0.0728819
1 1.4000000000000000E-002 0.0775497
1 1.4999999999999999E-002 0.0822755
1 1.6000000000000000E-002 0.0871092
1 1.7000000000000001E-002 0.0918985
1 1.7999999999999999E-002 0.0964711
1 1.9000000000000000E-002 0.100492
1 2.0000000000000000E-002 0.104921
1 2.1000000000000001E-002 0.10927
1 2.1999999999999999E-002 0.113967
1 2.3000000000000000E-002 0.118271
1 2.4000000000000000E-002 0.122663
1 2.5000000000000001E-002 0.126688
1 2.5999999999999999E-002 0.130605
1 2.7000000000000000E-002 0.134703
1 2.8000000000000001E-002 0.139162
1 2.9000000000000001E-002 0.143483
1 2.9999999999999999E-002 0.147364
1 3.1000000000000000E-002 0.151545
1 3.2000000000000001E-002 0.15572
1 3.3000000000000002E-002 0.159568
1 3.4000000000000002E-002 0.163631
1 3.5000000000000003E-002 0.16751
1 3.5999999999999997E-002 0.171435
1 3.6999999999999998E-002 0.175159
1 3.7999999999999999E-002 0.178694
1 3.9000000000000000E-002 0.182313
1 4.0000000000000001E-002 0.185869
1 4.1000000000000002E-002 0.189512
1 4.2000000000000003E-002 0.19339
1 4.2999999999999997E-002 0.196738
1 4.3999999999999997E-002 0.200189
1 4.4999999999999998E-002 0.203568
1 4.5999999999999999E-002 0.207002
1 4.7000000000000000E-002 0.210574
1 4.8000000000000001E-002 0.214027
1 4.9000000000000002E-002 0.217281
1 5.0000000000000003E-002 0.220619
1 5.0999999999999997E-002 0.223839
1 5.1999999999999998E-002 0.227075
1 5.2999999999999999E-002 0.230134
1 5.3999999999999999E-002 0.233364
1 5.5000000000000000E-002 0.236494
1 5.6000000000000001E-002 0.239468
1 5.7000000000000002E-002 0.242364
1 5.8000000000000003E-002 0.245339
1 5.8999999999999997E-002 0.248477
1 5.9999999999999998E-002 0.25142
1 6.0999999999999999E-002 0.254424
1 6.2000000000000000E-002 0.257458
1 6.3000000000000000E-002 0.260457
1 6.4000000000000001E-002 0.263575
1 6.5000000000000002E-002 0.266581
1 6.6000000000000003E-002 0.269509
1 6.7000000000000004E-002 0.272267
1 6.8000000000000005E-002 0.275202
1 6.9000000000000006E-002 0.278002
1 7.0000000000000007E-002 0.280756
1 7.0999999999999994E-002 0.283485
1 7.1999999999999995E-002 0.286315
1 7.2999999999999995E-002 0.289123
1 7.3999999999999996E-002 0.291877
1 7.4999999999999997E-002 0.294569
1 7.5999999999999998E-002 0.297356
1 7.6999999999999999E-002 0.300134
1 7.8000000000000000E-002 0.302714
1 7.9000000000000001E-002 0.305414
1 8.0000000000000002E-002 0.308026
1 8.1000000000000003E-002 0.310589
1 8.2000000000000003E-002 0.313149
1 8.3000000000000004E-002 0.315638
1 8.4000000000000005E-002 0.31818
1 8.5000000000000006E-002 0.320802
1 8.5999999999999993E-002 0.323254
1 8.6999999999999994E-002 0.325799
1 8.7999999999999995E-002 0.328375
1 8.8999999999999996E-002 0.330829
1 8.9999999999999997E-002 0.333267
1 9.0999999999999998E-002 0.33565
1 9.1999999999999998E-002 0.338109
1 9.2999999999999999E-002 0.340477
1 9.4000000000000000E-002 0.34271
1 9.5000000000000001E-002 0.345081
1 9.6000000000000002E-002 0.347366
1 9.7000000000000003E-002 0.34955
1 9.8000000000000004E-002 0.351744
1 9.9000000000000005E-002 0.353981
1 0.10000000000000001 0.356077
1 0.11000000000000000 0.377889
1 0.12000000000000000 0.397742
1 0.13000000000000000 0.416305
1 0.14000000000000001 0.433734
1 0.14999999999999999 0.450083
1 0.16000000000000000 0.465466
1 0.17000000000000001 0.479865
1 0.17999999999999999 0.493246
1 0.19000000000000000 0.505941
1 0.20000000000000001 0.51791
1 0.20999999999999999 0.529131
1 0.22000000000000000 0.539879
1 0.23000000000000001 0.549997
1 0.23999999999999999 0.559702
1 0.25000000000000000 0.568979
1 0.26000000000000001 0.577811
1 0.27000000000000002 0.586254
1 0.28000000000000003 0.594333
1 0.28999999999999998 0.60215
1 0.29999999999999999 0.609583
1 0.31000000000000000 0.616841
1 0.32000000000000001 0.623739
1 0.33000000000000002 0.630427
1 0.34000000000000002 0.63677
1 0.34999999999999998 0.642952
1 0.35999999999999999 0.648896
1 0.37000000000000000 0.654593
1 0.38000000000000000 0.660071
1 0.39000000000000001 0.665386
1 0.40000000000000002 0.67052
1 0.40999999999999998 0.675471
1 0.41999999999999998 0.680177
1 0.42999999999999999 0.684685
1 0.44000000000000000 0.689106
1 0.45000000000000001 0.693353
1 0.46000000000000002 0.697478
1 0.46999999999999997 0.701502
1 0.47999999999999998 0.705347
1 0.48999999999999999 0.709068
1 0.50000000000000000 0.712759
1 0.51000000000000001 0.716289
1 0.52000000000000002 0.719787
1 0.53000000000000003 0.723178
1 0.54000000000000004 0.726461
1 0.55000000000000004 0.729603
1 0.56000000000000005 0.732721
1 0.56999999999999995 0.735794
1 0.57999999999999996 0.738812
1 0.58999999999999997 0.74176
1 0.59999999999999998 0.744629
1 0.60999999999999999 0.747499
1 0.62000000000000000 0.750278
1 0.63000000000000000 0.752993
1 0.64000000000000001 0.755716
1 0.65000000000000002 0.758352
1 0.66000000000000003 0.760962
1 0.67000000000000004 0.763508
1 0.68000000000000005 0.766035
1 0.68999999999999995 0.768514
1 0.69999999999999996 0.770954
1 0.70999999999999996 0.773398
1 0.71999999999999997 0.77578
1 0.72999999999999998 0.778131
1 0.73999999999999999 0.780475
1 0.75000000000000000 0.782773
1 0.76000000000000001 0.785071
1 0.77000000000000002 0.787306
1 0.78000000000000003 0.789494
1 0.79000000000000004 0.791676
1 0.80000000000000004 0.793807
1 0.81000000000000005 0.795894
1 0.81999999999999995 0.797964
1 0.82999999999999996 0.80002
1 0.83999999999999997 0.802046
1 0.84999999999999998 0.804061
1 0.85999999999999999 0.80604
1 0.87000000000000000 0.807976
1 0.88000000000000000 0.809925
1 0.89000000000000001 0.81185
1 0.90000000000000002 0.813744
1 0.91000000000000003 0.815617
1 0.92000000000000004 0.817475
1 0.93000000000000005 0.819308
1 0.93999999999999995 0.821112
1 0.94999999999999996 0.822904
1 0.95999999999999996 0.824665
1 0.96999999999999997 0.826421
1 0.97999999999999998 0.828176
1 0.98999999999999999 0.829898
1 1.0000000000000000 0.831581
1 1.1000000000000001 0.84783
1 1.2000000000000000 0.863057
1 1.3000000000000000 0.877779
1 1.3999999999999999 0.892144
1 1.5000000000000000 0.906304
1 1.6000000000000001 0.920063
1 1.7000000000000000 0.93306
1 1.8000000000000000 0.94468
1 1.8999999999999999 0.954728
1 2.0000000000000000 0.963365
1 2.1000000000000001 0.970695
1 2.2000000000000002 0.976746
1 2.2999999999999998 0.981627
1 2.3999999999999999 0.985612
1 2.5000000000000000 0.988799
1 2.6000000000000001 0.991325
1 2.7000000000000002 0.993316
1 2.7999999999999998 0.994895
1 2.8999999999999999 0.996139
1 3.0000000000000000 0.997115
1 3.1000000000000001 0.997878
1 3.2000000000000002 0.998472
1 3.2999999999999998 0.998922
1 3.3999999999999999 0.999262
1 3.5000000000000000 0.999503
1 3.6000000000000001 0.999672
1 3.7000000000000002 0.99979
1 3.7999999999999998 0.99987
1 3.8999999999999999 0.999921
1 4.0000000000000000 0.999952
1 4.0999999999999996 0.999971
1 4.2000000000000002 0.999983
1 4.2999999999999998 0.999989
1 4.4000000000000004 0.999993
1 4.5000000000000000 0.999996
1 4.5999999999999996 0.999997
1 4.7000000000000002 0.999998
1 4.7999999999999998 0.999999
1 4.9000000000000004 0.999999
1 5.0000000000000000 1
1 5.0999999999999996 1
1 5.2000000000000002 1
1 5.2999999999999998 1
1 5.4000000000000004 1
1 5.5000000000000000 1
1 5.5999999999999996 1
1 5.7000000000000002 1
1 5.7999999999999998 1
1 5.9000000000000004 1
1 6.0000000000000000 1
1 6.0999999999999996 1
1 6.2000000000000002 1
1 6.2999999999999998 1
1 6.4000000000000004 1
1 6.5000000000000000 1
1 6.5999999999999996 1
1 6.7000000000000002 1
1 6.7999999999999998 1
1 6.9000000000000004 1
1 7.0000000000000000 1
1 7.0999999999999996 1
1 7.2000000000000002 1
1 7.2999999999999998 1
1 7.4000000000000004 1
1 7.5000000000000000 1
1 7.5999999999999996 1
1 7.7000000000000002 1
1 7.7999999999999998 1
1 7.9000000000000004 1
1 8.0000000000000000 1
1 8.0999999999999996 1
1 8.1999999999999993 1
1 8.3000000000000007 1
1 8.4000000000000004 1
1 8.5000000000000000 1
1 8.5999999999999996 1
1 8.6999999999999993 1
1 8.8000000000000007 1
1 8.9000000000000004 1
1 9.0000000000000000 1
1 9.0999999999999996 1
1 9.1999999999999993 1
1 9.3000000000000007 1
1 9.4000000000000004 1
1 9.5000000000000000 1
1 9.5999999999999996 1
1 9.6999999999999993 1
1 9.8000000000000007 1
1 9.9000000000000004 1
1 10.000000000000000 1

1.1 0.0000000000000000 1.15449e-05
1.1 9.9999999999999995E-007 1.27285e-05
1.1 1.9999999999999999E-006 2.25828e-05
1.1 3.0000000000000001E-006 2.35772e-05
1.1 3.9999999999999998E-006 2.9492e-05
1.1 5.0000000000000004E-006 4.4587e-05
1.1 6.0000000000000002E-006 5.42663e-05
1.1 6.9999999999999999E-006 5.60567e-05
1.1 7.9999999999999996E-006 7.71921e-05
1.1 9.0000000000000002E-006 8.08473e-05
1.1 1.0000000000000001E-005 8.17674e-05
1.1 1.1000000000000000E-005 8.88512e-05
1.1 1.2000000000000000E-005 9.28873e-05
1.1 1.2999999999999999E-005 9.43183e-05
1.1 1.4000000000000000E-005 9.8908e-05
1.1 1.5000000000000000E-005 0.0001052
1.1 1.5999999999999999E-005 0.000110927
1.1 1.7000000000000000E-005 0.000124698
1.1 1.8000000000000000E-005 0.00012712
1.1 1.9000000000000001E-005 0.000141021
1.1 2.0000000000000002E-005 0.000143381
1.1 2.0999999999999999E-005 0.000149216
1.1 2.1999999999999999E-005 0.000153288
1.1 2.3000000000000000E-005 0.000162809
1.1 2.4000000000000001E-005 0.000164035
1.1 2.5000000000000001E-005 0.000199388
1.1 2.5999999999999998E-005 0.000201287
1.1 2.6999999999999999E-005 0.000202478
1.1 2.8000000000000000E-005 0.000205186
1.1 2.9000000000000000E-005 0.000208905
1.1 3.0000000000000001E-005 0.000212368
1.1 3.1000000000000001E-005 0.000212836
1.1 3.1999999999999999E-005 0.000214435
1.1 3.3000000000000003E-005 0.000215545
1.1 3.4000000000000000E-005 0.000216603
1.1 3.4999999999999997E-005 0.000217195
1.1 3.6000000000000001E-005 0.000222322
1.1 3.6999999999999998E-005 0.000232262
1.1 3.8000000000000002E-005 0.000232262
1.1 3.8999999999999999E-005 0.00023513
1.1 4.0000000000000003E-005 0.000236993
1.1 4.1000000000000000E-005 0.000240943
1.1 4.1999999999999998E-005 0.000247626
1.1 4.3000000000000002E-005 0.000248485
1.1 4.3999999999999999E-005 0.000251748
1.1 4.5000000000000003E-005 0.000257422
1.1 4.6000000000000000E-005 0.000258904
1.1 4.6999999999999997E-005 0.000265425
1.1 4.8000000000000001E-005 0.000267708
1.1 4.8999999999999998E-005 0.000273575
1.1 5.0000000000000002E-005 0.000277675
1.1 5.1000000000000000E-005 0.000279881
1.1 5.1999999999999997E-005 0.000281824
1.1 5.3000000000000001E-005 0.000286147
1.1 5.3999999999999998E-005 0.000286796
1.1 5.5000000000000002E-005 0.000299216
1.1 5.5999999999999999E-005 0.000311608
1.1 5.7000000000000003E-005 0.000312363
1.1 5.8000000000000000E-005 0.000318631
1.1 5.8999999999999998E-005 0.000321508
1.1 6.0000000000000002E-005 0.000329891
1.1 6.0999999999999999E-005 0.000330804
1.1 6.2000000000000003E-005 0.000333621
1.1 6.3000000000000000E-005 0.000344826
1.1 6.3999999999999997E-005 0.000345864
1.1 6.4999999999999994E-005 0.000348471
1.1 6.6000000000000005E-005 0.000560194
1.1 6.7000000000000002E-005 0.00057364
1.1 6.7999999999999999E-005 0.000575057
1.1 6.8999999999999997E-005 0.000579152
1.1 6.9999999999999994E-005 0.000584124
1.1 7.1000000000000005E-005 0.000585094
1.1 7.2000000000000002E-005 0.00058578
1.1 7.2999999999999999E-005 0.000588794
1.1 7.3999999999999996E-005 0.000611486
1.1 7.4999999999999993E-005 0.000615058
1.1 7.6000000000000004E-005 0.000615058
1.1 7.7000000000000001E-005 0.000618437
1.1 7.7999999999999999E-005 0.000618527
1.1 7.8999999999999996E-005 0.000765407
1.1 8.0000000000000007E-005 0.000765611
1.1 8.1000000000000004E-005 0.000765915
1.1 8.2000000000000001E-005 0.000768169
1.1 8.2999999999999998E-005 0.000771026
1.1 8.3999999999999995E-005 0.000780587
1.1 8.5000000000000006E-005 0.000781574
1.1 8.6000000000000003E-005 0.000796638
1.1 8.7000000000000001E-005 0.000806257
1.1 8.7999999999999998E-005 0.000825085
1.1 8.8999999999999995E-005 0.000832224
1.1 9.0000000000000006E-005 0.00104908
1.1 9.1000000000000003E-005 0.00105326
1.1 9.2000000000000000E-005 0.00106048
1.1 9.2999999999999997E-005 0.0010646
1.1 9.3999999999999994E-005 0.0010697
1.1 9.5000000000000005E-005 0.00107645
1.1 9.6000000000000002E-005 0.00108151
1.1 9.7000000000000000E-005 0.00108622
1.1 9.7999999999999997E-005 0.00110058
1.1 9.8999999999999994E-005 0.00110168
1.1 1.0000000000000000E-004 0.0011022
1.1 1.1000000000000000E-004 0.00116381
1.1 1.2000000000000000E-004 0.00122867
1.1 1.2999999999999999E-004 0.0015672
1.1 1.3999999999999999E-004 0.00163099
1.1 1.4999999999999999E-004 0.00184034
1.1 1.6000000000000001E-004 0.00189968
1.1 1.7000000000000001E-004 0.00196169
1.1 1.8000000000000001E-004 0.00201353
1.1 1.9000000000000001E-004 0.00252564
1.1 2.0000000000000001E-004 0.00258149
1.1 2.1000000000000001E-004 0.00268375
1.1 2.2000000000000001E-004 0.0027377
1.1 2.3000000000000001E-004 0.00277689
1.1 2.4000000000000001E-004 0.0029
1.1 2.5000000000000001E-004 0.00296839
1.1 2.5999999999999998E-004 0.0030043
1.1 2.7000000000000000E-004 0.00304703
1.1 2.7999999999999998E-004 0.00308962
1.1 2.9000000000000000E-004 0.00315585
1.1 2.9999999999999997E-004 0.00322252
1.1 3.1000000000000000E-004 0.00328059
1.1 3.2000000000000003E-004 0.00333857
1.1 3.3000000000000000E-004 0.00337239
1.1 3.4000000000000002E-004 0.00343985
1.1 3.5000000000000000E-004 0.00347923
1.1 3.6000000000000002E-004 0.00350871
1.1 3.6999999999999999E-004 0.00356818
1.1 3.8000000000000002E-004 0.00360954
1.1 3.8999999999999999E-004 0.00374117
1.1 4.0000000000000002E-004 0.00381459
1.1 4.0999999999999999E-004 0.00391994
1.1 4.2000000000000002E-004 0.00398548
1.1 4.2999999999999999E-004 0.00410039
1.1 4.4000000000000002E-004 0.004513
1.1 4.4999999999999999E-004 0.00455312
1.1 4.6000000000000001E-004 0.00461017
1.1 4.6999999999999999E-004 0.00466356
1.1 4.8000000000000001E-004 0.00476033
1.1 4.8999999999999998E-004 0.00478237
1.1 5.0000000000000001E-004 0.00482486
1.1 5.1000000000000004E-004 0.00484933
1.1 5.1999999999999995E-004 0.00489991
1.1 5.2999999999999998E-004 0.00496607
1.1 5.4000000000000001E-004 0.0050256
1.1 5.5000000000000003E-004 0.00513958
1.1 5.5999999999999995E-004 0.00520509
1.1 5.6999999999999998E-004 0.00525333
1.1 5.8000000000000000E-004 0.00533847
1.1 5.9000000000000003E-004 0.00538053
1.1 5.9999999999999995E-004 0.00540159
1.1 6.0999999999999997E-004 0.00546784
1.1 6.2000000000000000E-004 0.00559699
1.1 6.3000000000000003E-004 0.0056344
1.1 6.4000000000000005E-004 0.00568258
1.1 6.4999999999999997E-004 0.00571913
1.1 6.6000000000000000E-004 0.00578537
1.1 6.7000000000000002E-004 0.00585702
1.1 6.8000000000000005E-004 0.00596049
1.1 6.8999999999999997E-004 0.00607513
1.1 6.9999999999999999E-004 0.00615183
1.1 7.1000000000000002E-004 0.00618867
1.1 7.2000000000000005E-004 0.00640081
1.1 7.2999999999999996E-004 0.0064464
1.1 7.3999999999999999E-004 0.00649606
1.1 7.5000000000000002E-004 0.00659497
1.1 7.6000000000000004E-004 0.0066301
1.1 7.6999999999999996E-004 0.00667047
1.1 7.7999999999999999E-004 0.00707345
1.1 7.9000000000000001E-004 0.00716613
