# Heisenberg model
# L=16, J=1, W=2.0
# CDF of level statistics r_S
# r_S CDF
4.367747992159999870e-01 0.000000000000000000e+00
4.368867792650000248e-01 5.820721770000000447e-04
4.374660532119999945e-01 1.164144354000000089e-03
4.377630419549999874e-01 1.746216530999999917e-03
4.380410365210000156e-01 2.328288708000000179e-03
4.447275662130000251e-01 2.910360884999999790e-03
4.448337737520000057e-01 3.492433061999999835e-03
4.451513569400000203e-01 4.074505239000000313e-03
4.470281697430000256e-01 4.656577416000000358e-03
4.474666921620000237e-01 5.238649593000000403e-03
4.493288507529999976e-01 5.820721769000000018e-03
4.495319666179999896e-01 6.402793946000000062e-03
4.501377534639999789e-01 6.984866123000000107e-03
4.536232054329999985e-01 7.566938300000000152e-03
4.541910326829999844e-01 8.149010477000000197e-03
4.556490755159999795e-01 8.731082653999999374e-03
4.559574750859999859e-01 9.313154831000000286e-03
4.560479013389999725e-01 9.895227007999999463e-03
4.565781142259999759e-01 1.047729918500000038e-02
4.566136215239999796e-01 1.105937136199999955e-02
4.571261790500000255e-01 1.164144353900000046e-02
4.578347803500000257e-01 1.222351571599999964e-02
4.580525627690000268e-01 1.280558789300000055e-02
4.580830568789999724e-01 1.338766006999999973e-02
4.581315198950000056e-01 1.396973224700000064e-02
4.584136478070000020e-01 1.455180442399999982e-02
4.586916516439999980e-01 1.513387660100000073e-02
4.587008448589999787e-01 1.571594877800000165e-02
4.592516527109999913e-01 1.629802095499999909e-02
4.603275138060000105e-01 1.688009313200000000e-02
4.606720813449999841e-01 1.746216530799999875e-02
4.608516053460000039e-01 1.804423748499999966e-02
4.609229876709999840e-01 1.862630966200000057e-02
4.625937327690000100e-01 1.920838183900000148e-02
4.631760119910000029e-01 1.979045401599999893e-02
4.635851860719999995e-01 2.037252619299999984e-02
4.636100665649999786e-01 2.095459837000000075e-02
4.636891216760000156e-01 2.153667054700000166e-02
4.645031997619999964e-01 2.211874272399999911e-02
4.645275770189999931e-01 2.270081490100000002e-02
4.647270563609999794e-01 2.328288707800000093e-02
4.649074163740000154e-01 2.386495925499999837e-02
4.649853506389999835e-01 2.444703143199999928e-02
4.650218958069999853e-01 2.502910360900000020e-02
4.652848376450000045e-01 2.561117578600000111e-02
4.654093355669999821e-01 2.619324796299999855e-02
4.662476898110000101e-01 2.677532013999999946e-02
4.662770848689999914e-01 2.735739231700000038e-02
4.664740881730000122e-01 2.793946449400000129e-02
4.670879858800000006e-01 2.852153667099999873e-02
4.673897885109999928e-01 2.910360884700000095e-02
4.674508179169999944e-01 2.968568102399999839e-02
4.676321960559999824e-01 3.026775320099999930e-02
4.679833420639999964e-01 3.084982537800000021e-02
4.686098772449999728e-01 3.143189755499999766e-02
4.691417560780000162e-01 3.201396973199999857e-02
4.692492092289999861e-01 3.259604190899999948e-02
4.698985356259999802e-01 3.317811408600000039e-02
4.700943701220000048e-01 3.376018626300000131e-02
4.701355066980000275e-01 3.434225844000000222e-02
4.701604691210000131e-01 3.492433061700000313e-02
4.705675957279999988e-01 3.550640279399999710e-02
4.708415531299999790e-01 3.608847497099999801e-02
4.709975353260000275e-01 3.667054714799999893e-02
4.712376735189999777e-01 3.725261932499999984e-02
4.712703346830000029e-01 3.783469150200000075e-02
4.714549483359999904e-01 3.841676367900000166e-02
4.714615995940000248e-01 3.899883585600000258e-02
4.717658127229999998e-01 3.958090803299999655e-02
4.720227720249999814e-01 4.016298020999999746e-02
4.730062614950000244e-01 4.074505238599999968e-02
4.730590090760000144e-01 4.132712456300000059e-02
4.736233667940000225e-01 4.190919674000000150e-02
4.737037683670000110e-01 4.249126891700000241e-02
4.737112118940000061e-01 4.307334109400000333e-02
