# Heisenberg model
# L=16, J=1, W=2.5
# CDF of level statistics r_S
# r_S CDF
3.966818968070000007e-01 0.000000000000000000e+00
3.971321531500000002e-01 4.856726570000000119e-04
3.975294533739999747e-01 9.713453130000000279e-04
3.996487750209999912e-01 1.457017969999999931e-03
3.997433066319999728e-01 1.942690627000000052e-03
3.998349439930000138e-01 2.428363282999999959e-03
3.999733492549999991e-01 2.914035939999999863e-03
4.003867594759999982e-01 3.399708596000000204e-03
4.006415452100000052e-01 3.885381253000000108e-03
4.009661856460000062e-01 4.371053909999999577e-03
4.012470468029999959e-01 4.856726565999999919e-03
4.015961355830000024e-01 5.342399222999999822e-03
4.023366336649999986e-01 5.828071879999999726e-03
4.028293886379999966e-01 6.313744536000000067e-03
4.031299228469999996e-01 6.799417192999999970e-03
4.032196187989999792e-01 7.285089849000000312e-03
4.032249528569999963e-01 7.770762506000000215e-03
4.032506629059999792e-01 8.256435163000000119e-03
4.033411467199999878e-01 8.742107819000000460e-03
4.034244028930000225e-01 9.227780475999999496e-03
4.040125089420000259e-01 9.713453133000000267e-03
4.040541213759999972e-01 1.019912578900000061e-02
4.041817694979999986e-01 1.068479844599999964e-02
4.044657435490000008e-01 1.117047110199999999e-02
4.046571029520000251e-01 1.165614375900000076e-02
4.046749836920000010e-01 1.214181641599999979e-02
4.051109241470000066e-01 1.262748907200000013e-02
4.053957790680000062e-01 1.311316172899999917e-02
4.053981113369999889e-01 1.359883438599999994e-02
4.064486170150000133e-01 1.408450704200000028e-02
4.065665274949999963e-01 1.457017969899999932e-02
4.067889701969999994e-01 1.505585235600000009e-02
4.069503078799999729e-01 1.554152501200000043e-02
4.069648166490000274e-01 1.602719766900000120e-02
4.069845026289999890e-01 1.651287032500000154e-02
4.072466202800000268e-01 1.699854298200000058e-02
4.073698452930000213e-01 1.748421563899999961e-02
4.075795564629999812e-01 1.796988829499999996e-02
4.077202181880000276e-01 1.845556095199999899e-02
4.079413816849999930e-01 1.894123360900000150e-02
4.081855825829999729e-01 1.942690626499999837e-02
4.084299707879999741e-01 1.991257892200000088e-02
4.084508688649999830e-01 2.039825157800000122e-02
4.088504069719999801e-01 2.088392423500000025e-02
4.089607850640000208e-01 2.136959689199999929e-02
4.097904462210000265e-01 2.185526954799999963e-02
4.098059563359999768e-01 2.234094220499999867e-02
4.098505052920000113e-01 2.282661486200000117e-02
4.099719815910000120e-01 2.331228751800000151e-02
4.100283616820000199e-01 2.379796017500000055e-02
4.100552615940000201e-01 2.428363283100000089e-02
4.101367737439999828e-01 2.476930548799999993e-02
4.102281757299999776e-01 2.525497814499999896e-02
4.103075924999999846e-01 2.574065080099999930e-02
4.104001419700000208e-01 2.622632345799999834e-02
4.106350405890000221e-01 2.671199611500000085e-02
4.107313838810000006e-01 2.719766877100000119e-02
4.113767658490000145e-01 2.768334142800000022e-02
4.114293393089999973e-01 2.816901408499999926e-02
4.115772019610000054e-01 2.865468674099999960e-02
4.116698648329999988e-01 2.914035939799999864e-02
4.117186277980000031e-01 2.962603205399999898e-02
4.119390219949999876e-01 3.011170471100000148e-02
4.120946429419999890e-01 3.059737736800000052e-02
4.121522366340000243e-01 3.108305002400000086e-02
4.121691540260000175e-01 3.156872268099999990e-02
4.121997469559999794e-01 3.205439533800000240e-02
