# Heisenberg model
# L=16, J=1, W=1.0
# CDF of level statistics r_S
# r_S CDF
5.123121189379999940e-01 0.000000000000000000e+00
5.137099065039999468e-01 8.833922259999999523e-04
5.157583934649999646e-01 1.766784451999999905e-03
5.161537367940000065e-01 2.650176678000000074e-03
5.170087086889999517e-01 3.533568904999999805e-03
5.170757232560000416e-01 4.416961131000000408e-03
5.172124607179999778e-01 5.300353356999999710e-03
5.176493289929999797e-01 6.183745582999999879e-03
5.176912974880000240e-01 7.067137809000000048e-03
5.182539376200000492e-01 7.950530035000000217e-03
5.182582123029999543e-01 8.833922261000000387e-03
5.186178469129999469e-01 9.717314487999999251e-03
5.187859888700000477e-01 1.060070671399999942e-02
5.188551270069999832e-01 1.148409893999999959e-02
5.196390490550000241e-01 1.236749116599999976e-02
5.197989116350000272e-01 1.325088339199999993e-02
5.202861793349999875e-01 1.413427561800000010e-02
5.205024665149999841e-01 1.501766784500000070e-02
5.206563182150000246e-01 1.590106007099999913e-02
5.207174457709999871e-01 1.678445229699999930e-02
5.207422339160000524e-01 1.766784452299999947e-02
5.207914025169999572e-01 1.855123674899999964e-02
5.208318381309999801e-01 1.943462897499999981e-02
5.208450304649999696e-01 2.031802120099999998e-02
5.209110607260000192e-01 2.120141342799999884e-02
5.209897048510000461e-01 2.208480565399999901e-02
5.212020393059999535e-01 2.296819787999999918e-02
5.213193060890000119e-01 2.385159010599999935e-02
5.213331815459999463e-01 2.473498233199999952e-02
5.215230188210000506e-01 2.561837455799999969e-02
5.215456331340000418e-01 2.650176678399999985e-02
5.217024218960000237e-01 2.738515901099999872e-02
5.217363770599999784e-01 2.826855123699999889e-02
5.218367452390000327e-01 2.915194346299999906e-02
5.219373080960000300e-01 3.003533568899999923e-02
5.219480587389999648e-01 3.091872791499999940e-02
5.220356306340000474e-01 3.180212014099999956e-02
5.220429504210000182e-01 3.268551236699999973e-02
5.220511269609999783e-01 3.356890459399999860e-02
5.221619727930000288e-01 3.445229681999999877e-02
5.221921625659999844e-01 3.533568904599999894e-02
5.222237455939999773e-01 3.621908127199999911e-02
5.223021492410000466e-01 3.710247349799999927e-02
5.223754668660000045e-01 3.798586572399999944e-02
5.223975848209999606e-01 3.886925795099999831e-02
5.224719640930000075e-01 3.975265017699999848e-02
5.226205064610000006e-01 4.063604240299999865e-02
5.226254741279999783e-01 4.151943462899999882e-02
5.226652607799999739e-01 4.240282685499999898e-02
5.226815256810000143e-01 4.328621908099999915e-02
5.227837834680000295e-01 4.416961130699999932e-02
5.227953570169999731e-01 4.505300353399999819e-02
5.228060652629999971e-01 4.593639575999999836e-02
5.228343517519999928e-01 4.681978798599999853e-02
5.229160724750000488e-01 4.770318021199999869e-02
5.229276387389999448e-01 4.858657243799999886e-02
5.229649245170000516e-01 4.946996466399999903e-02
5.229763795220000455e-01 5.035335688999999920e-02
5.229861433379999758e-01 5.123674911699999807e-02
5.230069403239999692e-01 5.212014134299999824e-02
5.230109163880000134e-01 5.300353356899999840e-02
5.230310701699999454e-01 5.388692579499999857e-02
5.230339639319999678e-01 5.477031802099999874e-02
5.230835219539999859e-01 5.565371024699999891e-02
5.231124218010000382e-01 5.653710247299999908e-02
5.231167562030000218e-01 5.742049469999999795e-02
5.231366166880000446e-01 5.830388692599999811e-02
5.231382465030000040e-01 5.918727915199999828e-02
5.232404225219999816e-01 6.007067137799999845e-02
5.232613813869999575e-01 6.095406360399999862e-02
5.232779840619999900e-01 6.183745582999999879e-02
5.233395023179999717e-01 6.272084805699999766e-02
5.233456043299999916e-01 6.360424028300000476e-02
5.233624388900000035e-01 6.448763250899999799e-02
5.234580772710000218e-01 6.537102473500000510e-02
5.235337970210000025e-01 6.625441696099999833e-02
5.235341510859999881e-01 6.713780918700000544e-02
5.235610115119999630e-01 6.802120141299999867e-02
5.236030705090000126e-01 6.890459363999999753e-02
5.237029412739999668e-01 6.978798586600000464e-02
5.237693105139999972e-01 7.067137809199999787e-02
5.238782263419999863e-01 7.155477031800000498e-02
5.238931670049999934e-01 7.243816254399999821e-02
5.238984856989999939e-01 7.332155477000000532e-02
5.239057794439999638e-01 7.420494699599999855e-02
5.239872784700000397e-01 7.508833922299999741e-02
5.240367481730000554e-01 7.597173144900000452e-02
5.240459787560000082e-01 7.685512367499999775e-02
5.241784518269999582e-01 7.773851590100000486e-02
5.242243267039999877e-01 7.862190812699999809e-02
5.242453804190000399e-01 7.950530035300000520e-02
5.242515847780000460e-01 8.038869258000000406e-02
5.242740289959999522e-01 8.127208480599999729e-02
5.243378982099999863e-01 8.215547703200000440e-02
5.243391004459999616e-01 8.303886925799999763e-02
5.243399595359999887e-01 8.392226148400000474e-02
5.243600021240000242e-01 8.480565370999999797e-02
5.243713985660000132e-01 8.568904593600000508e-02
5.243749655670000287e-01 8.657243816300000394e-02
5.244060268110000145e-01 8.745583038899999717e-02
5.244153783589999840e-01 8.833922261500000428e-02
5.244281986480000546e-01 8.922261484099999751e-02
5.244409895680000044e-01 9.010600706700000462e-02
5.244496877680000502e-01 9.098939929299999785e-02
5.244501652390000102e-01 9.187279151900000496e-02
5.244895347439999522e-01 9.275618374600000382e-02
5.245075237640000054e-01 9.363957597199999705e-02
5.245350261500000277e-01 9.452296819800000416e-02
5.246054150690000473e-01 9.540636042399999739e-02
5.246062357199999804e-01 9.628975265000000450e-02
5.246639984909999832e-01 9.717314487599999773e-02
5.247047119629999479e-01 9.805653710200000484e-02
5.247778425019999915e-01 9.893992932900000370e-02
5.247975975440000163e-01 9.982332155499999693e-02
5.248085166110000310e-01 1.007067137810000040e-01
5.248443811580000284e-01 1.015901060069999973e-01
5.248616065200000236e-01 1.024734982330000044e-01
5.248669348879999585e-01 1.033568904589999976e-01
5.248676114900000522e-01 1.042402826859999965e-01
5.248826761170000132e-01 1.051236749120000036e-01
5.249164218340000021e-01 1.060070671379999968e-01
5.249425626710000348e-01 1.068904593640000039e-01
5.249473153070000064e-01 1.077738515899999971e-01
5.250003899209999547e-01 1.086572438160000043e-01
5.250180193500000314e-01 1.095406360419999975e-01
