# Heisenberg model
# L=16, J=1, W=6.0
# CDF of level statistics r_S
# r_S CDF
3.707354054020000067e-01 0.000000000000000000e+00
3.710958606060000275e-01 4.472271910000000152e-04
3.716796929189999932e-01 8.944543830000000265e-04
3.723045879790000123e-01 1.341681574000000042e-03
3.727975315779999965e-01 1.788908766000000053e-03
3.734309825229999991e-01 2.236135956999999851e-03
3.741363720640000223e-01 2.683363148000000083e-03
3.741405169620000137e-01 3.130590339999999878e-03
3.742618520830000017e-01 3.577817531000000110e-03
3.748718894529999845e-01 4.025044723000000338e-03
3.749286115189999768e-01 4.472271913999999703e-03
3.750053940549999965e-01 4.919499106000000364e-03
3.750506011299999942e-01 5.366726296999999729e-03
3.752059165900000215e-01 5.813953487999999961e-03
3.753773210990000164e-01 6.261180679999999756e-03
3.754170466419999852e-01 6.708407870999999988e-03
3.754668670199999836e-01 7.155635062999999782e-03
3.757275524709999814e-01 7.602862254000000014e-03
3.757906383149999807e-01 8.050089445000000246e-03
3.760316878070000257e-01 8.497316636999999173e-03
3.760501697479999850e-01 8.944543827999999405e-03
3.762297476509999794e-01 9.391771020000000067e-03
3.762326076540000175e-01 9.838998211000000299e-03
3.763011948960000019e-01 1.028622540299999923e-02
3.763163520550000252e-01 1.073345259399999946e-02
3.764144408549999765e-01 1.118067978499999969e-02
3.764573524759999845e-01 1.162790697700000035e-02
3.765587274289999842e-01 1.207513416800000058e-02
3.767154292079999967e-01 1.252236135999999951e-02
3.771551141560000042e-01 1.296958855099999974e-02
3.772109509109999870e-01 1.341681574199999998e-02
3.772926871430000162e-01 1.386404293400000064e-02
3.773934722339999936e-01 1.431127012499999913e-02
3.774019395720000225e-01 1.475849731699999980e-02
3.774135661479999793e-01 1.520572450800000003e-02
3.774391461270000248e-01 1.565295169899999853e-02
3.774960741730000180e-01 1.610017889099999919e-02
3.776527458489999933e-01 1.654740608200000115e-02
3.776534005530000071e-01 1.699463327399999835e-02
3.776606002840000031e-01 1.744186046500000031e-02
3.777231528319999754e-01 1.788908765700000097e-02
3.777580004000000158e-01 1.833631484799999947e-02
3.777884191599999997e-01 1.878354203900000144e-02
3.777903767049999861e-01 1.923076923099999863e-02
3.778087230469999724e-01 1.967799642200000060e-02
3.778731255159999969e-01 2.012522361400000126e-02
3.780057344860000001e-01 2.057245080499999976e-02
3.781390030690000015e-01 2.101967799600000172e-02
3.781823200419999753e-01 2.146690518799999892e-02
3.782180732939999790e-01 2.191413237900000088e-02
3.782503992230000223e-01 2.236135957100000154e-02
3.783273285209999837e-01 2.280858676200000004e-02
3.783562025080000057e-01 2.325581395299999854e-02
3.784094978809999787e-01 2.370304114499999920e-02
3.784116954369999841e-01 2.415026833600000117e-02
3.784775839589999968e-01 2.459749552799999836e-02
3.787273966729999830e-01 2.504472271900000033e-02
3.787427559670000221e-01 2.549194991100000099e-02
3.787663424409999924e-01 2.593917710199999949e-02
3.787710531519999924e-01 2.638640429300000145e-02
3.787925283870000048e-01 2.683363148499999865e-02
3.788687935419999819e-01 2.728085867600000061e-02
3.789889378010000143e-01 2.772808586800000127e-02
3.789891717020000272e-01 2.817531305899999977e-02
3.789922539269999779e-01 2.862254024999999827e-02
3.789937126399999801e-01 2.906976744199999893e-02
3.790045411499999850e-01 2.951699463300000090e-02
3.790164439929999962e-01 2.996422182500000156e-02
3.790241132050000128e-01 3.041144901600000006e-02
3.790717363880000135e-01 3.085867620800000072e-02
3.790931303530000185e-01 3.130590339900000268e-02
3.791462222399999971e-01 3.175313058999999771e-02
3.791694279580000160e-01 3.220035778199999837e-02
3.791782389310000001e-01 3.264758497300000034e-02
3.791997074210000096e-01 3.309481216500000100e-02
3.792204094259999936e-01 3.354203935600000297e-02
3.792216097939999919e-01 3.398926654699999800e-02
3.792248731039999932e-01 3.443649373899999866e-02
3.792566147140000177e-01 3.488372093000000063e-02
3.792696212169999748e-01 3.533094812200000129e-02
3.792718162429999929e-01 3.577817531300000325e-02
3.793060801500000023e-01 3.622540250399999828e-02
3.793082139530000174e-01 3.667262969599999894e-02
3.793974260390000075e-01 3.711985688700000091e-02
3.794445681410000271e-01 3.756708407900000157e-02
3.794620456560000021e-01 3.801431126999999660e-02
3.794845248939999749e-01 3.846153846199999726e-02
3.795275611839999952e-01 3.890876565299999923e-02
3.795595052969999994e-01 3.935599284400000120e-02
3.795636254229999840e-01 3.980322003600000186e-02
3.795650710089999991e-01 4.025044722699999689e-02
3.795873637300000158e-01 4.069767441899999755e-02
3.796052365559999808e-01 4.114490160999999951e-02
3.796107766699999830e-01 4.159212880100000148e-02
3.796336818070000230e-01 4.203935599300000214e-02
3.796696566960000019e-01 4.248658318399999717e-02
3.796715239710000134e-01 4.293381037599999783e-02
3.796789378329999964e-01 4.338103756699999980e-02
3.796929480039999971e-01 4.382826475800000177e-02
3.797006987470000205e-01 4.427549195000000243e-02
3.797078008229999857e-01 4.472271914099999746e-02
3.797654263299999888e-01 4.516994633299999812e-02
3.798094653560000200e-01 4.561717352400000008e-02
3.798473333829999743e-01 4.606440071600000075e-02
3.798621768580000002e-01 4.651162790700000271e-02
3.798767096630000228e-01 4.695885509799999774e-02
3.798975485659999984e-01 4.740608228999999840e-02
3.799521911370000171e-01 4.785330948100000037e-02
3.799701040219999881e-01 4.830053667300000103e-02
3.800125739190000074e-01 4.874776386400000300e-02
3.800324831169999973e-01 4.919499105499999803e-02
3.800555319910000063e-01 4.964221824699999869e-02
3.800953425340000136e-01 5.008944543800000065e-02
3.801521310679999988e-01 5.053667263000000132e-02
3.801638143959999994e-01 5.098389982100000328e-02
3.801973267020000158e-01 5.143112701299999701e-02
3.802845737239999857e-01 5.187835420399999897e-02
3.802962656680000109e-01 5.232558139500000094e-02
