# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=6.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.495740092242833108e-01
1.200000000000000000e+01 4.490923527560833906e-01
1.400000000000000000e+01 4.535171611003500081e-01
1.600000000000000000e+01 4.623690065583250797e-01
