# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=7.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.337845646402166966e-01
1.200000000000000000e+01 4.293819620109499691e-01
1.400000000000000000e+01 4.290675183969749895e-01
1.600000000000000000e+01 4.312052134915750345e-01
