# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=8.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.234583443244832601e-01
1.200000000000000000e+01 4.171130274175332553e-01
1.400000000000000000e+01 4.139241740251749513e-01
1.600000000000000000e+01 4.125274560350999931e-01
