# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=3.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.215686513273499747e-01
1.200000000000000000e+01 5.276922059951499877e-01
1.400000000000000000e+01 5.303646019377750154e-01
1.600000000000000000e+01 5.308613361038250211e-01
