# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=10.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 4.103662789724333848e-01
1.200000000000000000e+01 4.038690052589666846e-01
1.400000000000000000e+01 3.997284080536750439e-01
1.600000000000000000e+01 3.966350136522249770e-01
