# Interacting fermions with random potentials (interaction = pair hopping)
# t=1, V=1, W=2.0
# Mean gap ratio for middle Z/3 levels averaged over 4000 realizations.
# L <r>
1.000000000000000000e+01 5.300871668817667137e-01
1.200000000000000000e+01 5.303556351837666050e-01
1.400000000000000000e+01 5.308703582892748685e-01
1.600000000000000000e+01 5.308900354512250397e-01
