# Interacting fermions with random potentials (interaction = pair hopping)
# L=14, t=1, d_max=2, W=2.0
# PDF of norms of interaction part parallel to LIOMs. 
# ||h_{ph}^parallel (i)||  PDF
2.311833868988906991e-03 4.907490688615511409e+00
3.605930769300281710e-03 1.816555068688216679e+01
4.110835822154530403e-03 2.177142913974440219e+01
4.517507052649047047e-03 2.824660171665864183e+01
4.873249238110497969e-03 2.797519850137473441e+01
5.222759204125683799e-03 2.927739448634781994e+01
5.534212428608451841e-03 3.554342337750677672e+01
5.827037807533038023e-03 3.286179314653757189e+01
6.115011573251923419e-03 3.681305363375226847e+01
6.372636240999879007e-03 4.104979738285172175e+01
6.624233414588965793e-03 3.852261377627920069e+01
6.884549725396933717e-03 3.830759553394495498e+01
7.160749194224196729e-03 3.432249605838902795e+01
7.423147357857288672e-03 4.283715153403819187e+01
7.681411163625299909e-03 3.532503090240486898e+01
7.963575974082016951e-03 3.555628436100497680e+01
8.245757959019620054e-03 3.532074516041193846e+01
8.541194401568924163e-03 3.249357476199172368e+01
8.853654938681287945e-03 3.152903950270795619e+01
9.151725586858151795e-03 3.584571498772668008e+01
9.444468135873318806e-03 3.262517929087318436e+01
9.749858186404131849e-03 3.286572251340713535e+01
1.007296690338534487e-02 2.924412205152238187e+01
1.040511015201014966e-02 3.102338976347804333e+01
1.071534033565074359e-02 3.354321001659512547e+01
1.102960600134475153e-02 3.026557409344079019e+01
1.135414303335831147e-02 3.138085216210328809e+01
1.168268609544008754e-02 2.954904059099693470e+01
1.202486336259969701e-02 2.890724224939984310e+01
1.236147836554979396e-02 3.055338897119515451e+01
1.271151611556906556e-02 2.682550474442234290e+01
1.306635190492050173e-02 2.968310201738313125e+01
1.340434435534057674e-02 2.949044455905325179e+01
1.375929148670366683e-02 2.696861626967487524e+01
1.411949307802800105e-02 2.860397110912958851e+01
1.446292218605043332e-02 2.965103032931072846e+01
1.481640817041709676e-02 2.704782021144638549e+01
1.521550458233089827e-02 2.333846121472518220e+01
1.561010302140913852e-02 2.772236274083919128e+01
1.601664912559657566e-02 2.210567159611053256e+01
1.644236270670241390e-02 2.505922947454553551e+01
1.686582675189243763e-02 2.232773206518316300e+01
1.731675885247214997e-02 2.202688394437196706e+01
1.779478164667139956e-02 1.991814005692145884e+01
1.826857546493499546e-02 2.244504026128672791e+01
1.872699647168830916e-02 2.121748985390091846e+01
1.919825266633078120e-02 2.122227111097772934e+01
1.965237176210984579e-02 2.288145794603475025e+01
2.014654983587457066e-02 1.813825145520363691e+01
2.069287210363563584e-02 1.847324277074318033e+01
2.126873156019980227e-02 1.638282234910586510e+01
2.186771346985801057e-02 1.701929561496396914e+01
2.243810320265537256e-02 1.807628283321365004e+01
2.299916837276031606e-02 1.757718669313924309e+01
2.359124646216248164e-02 1.625390097944793055e+01
2.420154070937305738e-02 1.651932603522853427e+01
2.483123441154955202e-02 1.528968218608451934e+01
2.554545673071464962e-02 1.291307628497656879e+01
2.625224812464786381e-02 1.564519254331947096e+01
2.692145164550049583e-02 1.430138327356993955e+01
2.763378174976017371e-02 1.378498176059200908e+01
2.837065627210579727e-02 1.336323317614287198e+01
2.916833764538846394e-02 1.180580606561827928e+01
2.999756769521830235e-02 1.232408523612036255e+01
3.082056909872989831e-02 1.198202374896764866e+01
3.170657840003793249e-02 1.066740575397203017e+01
3.266293632195296087e-02 1.025345727991016709e+01
3.365528762781529876e-02 9.906661284473978313e+00
3.469636925830715812e-02 9.321910721286450041e+00
3.569315531822465914e-02 1.085975988823408755e+01
3.669379071728805231e-02 9.255487427668272815e+00
3.778898662574318307e-02 9.009401111255026962e+00
3.894455133023137783e-02 8.325162756420157351e+00
4.013440144577520852e-02 8.485200653513066626e+00
4.134390581901535577e-02 8.061355081975420944e+00
4.261341899863799187e-02 7.700955711190465180e+00
4.394732121011313275e-02 7.303191956964554699e+00
4.541824579143476787e-02 6.358957292397065864e+00
4.696754740057710459e-02 6.553001137513743579e+00
4.862570164444760673e-02 5.585686813173921017e+00
5.046775085338067734e-02 5.280365542586303640e+00
5.240677412525036882e-02 5.039717354577566866e+00
5.439704945838934325e-02 5.009236016357217380e+00
5.653878870515841731e-02 4.372222922927753608e+00
5.893136266925430578e-02 4.003231665050384969e+00
6.152014344693018666e-02 3.731928534217794802e+00
6.426536684399281052e-02 3.557621089967905270e+00
6.706105558939726152e-02 3.596461986320262039e+00
7.002956031422964689e-02 3.168066861820477698e+00
7.355321452760360534e-02 2.570159316356172230e+00
7.739742224685616789e-02 2.633237853098475245e+00
8.135552300161913442e-02 2.428012194062956208e+00
8.563445381779098697e-02 2.252624558301061342e+00
9.099401596725338603e-02 1.592392662058450092e+00
9.718387602170378003e-02 1.639381354768783661e+00
1.044354454390343523e-01 1.190011965018948681e+00
1.133944827800464350e-01 1.050994480314655366e+00
1.247972582019062637e-01 7.524028163956713033e-01
1.415722774810880269e-01 4.936008221150869346e-01
1.928444174870264927e-01 1.215288408861489450e-01
