# Interacting fermions with random potentials (interaction = pair hopping^~)
# t=1, V=6, W=2.0
# Mean gap ratio for middle Z/3 levels.
# L <r>
1.000000000000000000e+01 4.447259690891607886e-01
1.200000000000000000e+01 4.778277405686813251e-01
1.400000000000000000e+01 5.119454308222277650e-01
1.600000000000000000e+01 5.212901281749091620e-01
